followhold_kind,world,world_kind,source_file,rand_start_tick,rand_end_tick,rand_duration,follow_role,follow_start_tick,follow_end_tick,follow_duration,after_role,after_duration,rand_loudness,rand_intake,rand_sharpness,rand_rekopplung,rand_strain,follow_loudness,follow_intake,follow_sharpness,follow_rekopplung,follow_strain,delta_follow_rekopplung,delta_follow_strain
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1359,1359,1,offene_variante,1360,1364,5,rekopplungsnaehe,1,0.755489,0.427488,0.696923,0.584918,0.28938,0.288512,0.164434,0.703274,0.656612,0.190353,0.071694,-0.099027
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1369,1369,1,offene_variante,1370,1372,3,zentrum_stabil,1,0.794053,0.447681,0.521983,0.585362,0.281485,0.312004,0.182713,0.545691,0.649179,0.203102,0.063817,-0.078383
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1399,1399,1,offene_variante,1400,1405,6,rekopplungsnaehe,1,0.884378,0.505584,0.603724,0.594641,0.2844,0.311458,0.182383,0.557037,0.65247,0.194608,0.057829,-0.089791
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1409,1409,1,offene_variante,1410,1411,2,zentrum_stabil,1,0.752273,0.419562,0.237273,0.566213,0.302667,0.309256,0.186692,0.556936,0.694015,0.159563,0.127802,-0.143104
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1512,1512,1,offene_variante,1513,1513,1,zentrum_stabil,1,0.856073,0.501332,0.728473,0.565965,0.310846,0.395394,0.223979,0.754211,0.675621,0.174985,0.109656,-0.135861
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1551,1551,1,offene_variante,1552,1560,9,zentrum_stabil,2,0.58768,0.332959,0.231679,0.572038,0.295335,0.239971,0.152469,0.534555,0.644029,0.199567,0.071991,-0.095768
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1566,1566,1,offene_variante,1567,1568,2,rekopplungsnaehe,1,0.302964,0.192177,0.344546,0.577469,0.276495,0.063146,0.060047,0.648207,0.683922,0.137721,0.106453,-0.138773
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1572,1572,1,offene_variante,1573,1573,1,rekopplungsnaehe,1,0.591342,0.331028,0.397589,0.60433,0.257439,0.236396,0.146442,0.551703,0.679369,0.169941,0.075039,-0.087498
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1623,1623,1,offene_variante,1624,1625,2,rekopplungsnaehe,2,0.785734,0.460552,0.370321,0.570772,0.295072,0.2829,0.167898,0.608581,0.678851,0.171347,0.108079,-0.123725
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1680,1680,1,offene_variante,1681,1683,3,zentrum_stabil,2,0.686311,0.388886,0.581198,0.574197,0.291764,0.280244,0.167614,0.562417,0.69266,0.167745,0.118463,-0.124019
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1687,1687,1,offene_variante,1688,1690,3,zentrum_stabil,2,0.767463,0.433029,0.668343,0.583895,0.289888,0.255739,0.153164,0.637075,0.649015,0.195936,0.06512,-0.093952
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1778,1778,1,offene_variante,1779,1782,4,rekopplungsnaehe,1,0.858103,0.479218,0.481063,0.570127,0.302499,0.244402,0.153191,0.570145,0.659107,0.183617,0.088979,-0.118882
offene_variante_entlastend_gehalten,BTC_1H_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1830,1830,1,offene_variante,1831,1835,5,zentrum_stabil,1,0.638678,0.357018,0.59335,0.61111,0.251769,0.251331,0.153082,0.548734,0.673618,0.175041,0.062508,-0.076728
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,19,19,1,offene_variante,20,27,8,rekopplungsnaehe,1,0.776509,0.444954,0.675368,0.583206,0.28893,0.2135,0.120059,0.721329,0.664752,0.167997,0.081546,-0.120933
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,44,44,1,offene_variante,45,45,1,rekopplungsnaehe,1,0.65592,0.379285,0.744348,0.600204,0.260334,0.307036,0.168219,0.568536,0.661408,0.181323,0.061204,-0.079011
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,216,216,1,offene_variante,217,221,5,zentrum_stabil,1,0.784704,0.451466,0.702572,0.579449,0.294107,0.241504,0.139489,0.700732,0.67786,0.159999,0.098411,-0.134108
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,233,233,1,offene_variante,234,234,1,rekopplungsnaehe,1,0.662109,0.386073,0.752426,0.600454,0.264132,0.468132,0.26434,0.764228,0.636997,0.214725,0.036543,-0.049407
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,276,276,1,offene_variante,277,278,2,rekopplungsnaehe,2,0.662929,0.378159,0.72925,0.601337,0.265151,0.239537,0.137356,0.65102,0.653783,0.184533,0.052446,-0.080618
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,324,324,1,offene_variante,325,333,9,zentrum_stabil,1,0.492911,0.274768,0.412115,0.595332,0.260619,0.199147,0.120132,0.646661,0.68725,0.150529,0.091918,-0.11009
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,668,668,1,offene_variante,669,672,4,zentrum_stabil,1,0.775969,0.445584,0.656954,0.570632,0.299304,0.21254,0.128057,0.673988,0.672746,0.166273,0.102114,-0.133031
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,722,726,5,offene_variante,727,737,11,zentrum_stabil,1,0.223094,0.170196,0.204859,0.587516,0.259922,0.177554,0.119658,0.534628,0.658674,0.176987,0.071158,-0.082935
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,769,769,1,offene_variante,770,772,3,rekopplungsnaehe,1,0.216369,0.159972,0.205501,0.573011,0.27659,0.259506,0.160852,0.508968,0.644356,0.197784,0.071345,-0.078806
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,775,775,1,offene_variante,776,778,3,zentrum_stabil,1,0.512408,0.278477,0.517952,0.602567,0.25106,0.236819,0.147105,0.507594,0.65983,0.184798,0.057263,-0.066262
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,810,810,1,offene_variante,811,812,2,zentrum_stabil,1,0.591207,0.327129,0.724707,0.611871,0.251627,0.234757,0.154903,0.377597,0.636545,0.208263,0.024674,-0.043363
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,824,824,1,offene_variante,825,825,1,zentrum_stabil,1,0.41827,0.239276,0.405276,0.603383,0.250081,0.276795,0.163235,0.579725,0.695688,0.160882,0.092305,-0.089199
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,897,897,1,offene_variante,898,900,3,zentrum_stabil,1,0.7489,0.432208,0.724257,0.584662,0.286939,0.254853,0.146825,0.683026,0.677197,0.177178,0.092535,-0.109761
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,949,949,1,offene_variante,950,950,1,rekopplungsnaehe,1,0.723493,0.42453,0.40972,0.582137,0.280858,0.335931,0.196992,0.627642,0.691239,0.169918,0.109102,-0.11094
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1111,1112,2,offene_variante,1113,1114,2,rekopplungsnaehe,1,0.612841,0.354119,0.52327,0.577134,0.288724,0.221065,0.145386,0.449122,0.652853,0.194106,0.075719,-0.094618
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1176,1177,2,offene_variante,1178,1179,2,rekopplungsnaehe,1,0.292442,0.186135,0.424464,0.595884,0.25609,0.18272,0.118483,0.575314,0.683184,0.167367,0.087301,-0.088723
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1260,1260,1,offene_variante,1261,1263,3,zentrum_stabil,2,0.873478,0.500172,0.663645,0.594773,0.319391,0.331784,0.185934,0.540268,0.659328,0.196085,0.064555,-0.123306
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1283,1283,1,offene_variante,1284,1286,3,zentrum_stabil,1,0.776143,0.440212,0.631602,0.564894,0.306569,0.257801,0.157218,0.490548,0.67557,0.175331,0.110676,-0.131238
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1328,1328,1,offene_variante,1329,1338,10,zentrum_stabil,1,0.788712,0.456821,0.629488,0.58344,0.278977,0.196966,0.127975,0.518042,0.672193,0.168404,0.088753,-0.110573
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1402,1403,2,offene_variante,1404,1409,6,zentrum_stabil,1,0.714639,0.406608,0.439743,0.566954,0.304307,0.202999,0.13151,0.489258,0.674378,0.173368,0.107424,-0.130939
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1731,1731,1,offene_variante,1732,1733,2,zentrum_stabil,1,0.745992,0.435725,0.637138,0.589748,0.273127,0.519215,0.304102,0.627744,0.642372,0.202517,0.052624,-0.07061
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1759,1759,1,offene_variante,1760,1760,1,zentrum_stabil,2,0.752469,0.431108,0.687499,0.596979,0.273231,0.270404,0.159603,0.448544,0.649806,0.195953,0.052827,-0.077278
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1799,1799,1,offene_variante,1800,1800,1,zentrum_stabil,1,0.810003,0.468298,0.56309,0.612946,0.252091,0.45476,0.258141,0.649035,0.663576,0.184684,0.05063,-0.067407
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1886,1886,1,offene_variante,1887,1887,1,zentrum_stabil,2,0.629522,0.363892,0.734283,0.609043,0.253226,0.454877,0.256992,0.779118,0.671021,0.182712,0.061978,-0.070514
offene_variante_entlastend_gehalten,BTC_5M_2K,btc_welt,1219_FELDPHASEN_MATRIX_MEHRWELTEN_SEGMENTE.csv,1929,1929,1,offene_variante,1930,1933,4,zentrum_stabil,1,0.674523,0.388017,0.728185,0.590294,0.273986,0.34172,0.198489,0.636379,0.66632,0.185928,0.076026,-0.088058
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,58,58,1,offene_variante,59,65,7,rekopplungsnaehe,1,0.774474,0.446071,0.646795,0.577142,0.289747,0.211523,0.122526,0.655921,0.666922,0.17012,0.08978,-0.119627
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,104,104,1,offene_variante,105,105,1,zentrum_stabil,1,0.813967,0.473203,0.719049,0.580432,0.286371,0.347812,0.194909,0.751543,0.656705,0.182557,0.076273,-0.103814
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,138,138,1,offene_variante,139,155,17,zentrum_stabil,1,0.792702,0.448121,0.606123,0.561355,0.311207,0.187178,0.116845,0.610755,0.664831,0.169031,0.103476,-0.142176
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,161,161,1,offene_variante,162,181,20,zentrum_stabil,1,0.872934,0.49068,0.633077,0.554276,0.320356,0.242936,0.149819,0.529057,0.651375,0.186727,0.097099,-0.133629
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,214,214,1,offene_variante,215,220,6,rekopplungsnaehe,1,0.759471,0.422561,0.479159,0.594016,0.268809,0.243749,0.1449,0.648294,0.650077,0.190098,0.056061,-0.078711
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,236,237,2,offene_variante,238,240,3,rekopplungsnaehe,1,0.574585,0.327427,0.505551,0.603112,0.259369,0.249285,0.145399,0.563101,0.659614,0.18222,0.056502,-0.077149
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,284,284,1,offene_variante,285,291,7,zentrum_stabil,2,0.598912,0.341356,0.30119,0.573171,0.291347,0.212894,0.131554,0.566175,0.67071,0.167799,0.097539,-0.123548
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,384,384,1,offene_variante,385,388,4,zentrum_stabil,2,0.877277,0.491665,0.509047,0.54328,0.332442,0.200303,0.126985,0.608333,0.662013,0.178682,0.118733,-0.15376
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,472,472,1,offene_variante,473,473,1,zentrum_stabil,1,0.794243,0.453215,0.494816,0.567937,0.298728,0.449781,0.253631,0.62947,0.644187,0.196872,0.07625,-0.101856
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,502,502,1,offene_variante,503,506,4,rekopplungsnaehe,1,0.663737,0.368645,0.589896,0.605888,0.25601,0.218039,0.127961,0.711269,0.6652,0.171784,0.059312,-0.084227
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,605,605,1,offene_variante,606,606,1,zentrum_stabil,2,0.614197,0.351819,0.710554,0.597027,0.263179,0.363727,0.19915,0.600774,0.680569,0.169021,0.083542,-0.094158
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,616,616,1,offene_variante,617,617,1,zentrum_stabil,2,0.545649,0.310147,0.426159,0.593067,0.264384,0.187888,0.123336,0.528906,0.682029,0.162721,0.088962,-0.101663
offene_variante_entlastend_gehalten,BTC_QUIET_1H,ruhige_oder_seitwaerts_welt,1227_AKTUELLE_REZEPTORSCHICHT_STRESS_QUIET_FELDPHASEN_1H_SEGMENTE.csv,694,695,2,offene_variante,696,698,3,zentrum_stabil,1,0.602337,0.338831,0.503323,0.592657,0.265158,0.231465,0.140145,0.58528,0.671316,0.168484,0.078659,-0.096674
