world,scale,block_index,base_sequence,raw_class,price_move_pct,avg_abs_body_pct,avg_range_pct,avg_volume,avg_auditory,avg_visual_sharpness,avg_field_pressure,avg_form_flow,avg_energy_shift,passive_only,influences_action
SOL_2024_SIDE,100,97,leise_duenn->offen_suchend,gemischte_rohwelt,2.197071,0.160628,0.356116,7294.14076,0.412038,0.640434,0.105992,0.03677,-0.000816,1,0
SOL_2025_STRESS,100,10,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.863863,0.136483,0.279446,6097.75888,0.363017,0.703522,0.09177,0.012594,0.001762,1,0
SOL_2025_STRESS,100,18,lauter_feldkontakt->ruhig_zentrumsnah,gemischte_rohwelt,2.450123,0.149648,0.293839,17048.80452,0.413835,0.69119,0.103335,0.047894,0.000429,1,0
SOL_2025_STRESS,100,24,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-1.527962,0.135293,0.278581,7373.96529,0.414529,0.693674,0.101703,-0.029802,-0.002373,1,0
SOL_2025_STRESS,100,27,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,2.068263,0.128087,0.213049,8620.63782,0.389286,0.690053,0.097967,0.036598,-0.001246,1,0
SOL_2025_STRESS,100,30,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-2.44172,0.116586,0.202694,6129.20945,0.387583,0.686082,0.097727,-0.048005,0.000403,1,0
SOL_2025_STRESS,100,31,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.00515,0.12352,0.216043,4731.89005,0.384591,0.682138,0.096079,-0.00107,-0.012411,1,0
SOL_2025_STRESS,100,46,offen_suchend->ruhig_zentrumsnah,gemischte_rohwelt,0.896939,0.144759,0.295345,7912.42792,0.376958,0.693244,0.094729,0.015854,-0.003,1,0
SOL_2025_STRESS,100,51,lauter_feldkontakt->ruhig_zentrumsnah,gemischte_rohwelt,-0.161142,0.142091,0.25113,5993.3294,0.338104,0.666906,0.087039,0.000261,-0.002682,1,0
SOL_2025_STRESS,100,52,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-1.792817,0.095647,0.181262,4289.26627,0.427416,0.696155,0.106076,-0.034831,-0.002648,1,0
SOL_2025_STRESS,100,53,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.516523,0.087186,0.170228,3815.91871,0.416127,0.710055,0.102986,0.007474,-0.001452,1,0
SOL_2025_STRESS,100,64,offen_suchend->leise_duenn,bewegungsreiche_rohwelt,4.539769,0.280452,0.519058,13691.4854,0.359624,0.645768,0.093032,0.073987,-0.00019,1,0
SOL_2025_STRESS,100,65,leise_duenn->normale_weltspannung,gemischte_rohwelt,-2.815513,0.222312,0.452934,16108.67852,0.415187,0.645123,0.104892,-0.053864,0.004868,1,0
SOL_2025_STRESS,100,93,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,1.280279,0.123386,0.259631,4627.21526,0.359741,0.69247,0.091256,0.029587,0.000228,1,0
SOL_2026_STABLE,100,8,randlastige_sinneslage->ruhig_zentrumsnah,gemischte_rohwelt,-1.11023,0.075835,0.162977,6237.35069,0.369076,0.685843,0.093476,-0.033717,-0.004577,1,0
SOL_2026_STABLE,100,9,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.0,0.062102,0.12064,3340.20312,0.415629,0.687368,0.103884,-0.003173,9.5e-05,1,0
SOL_2026_STABLE,100,41,offen_suchend->leise_duenn,gemischte_rohwelt,0.163488,0.107809,0.208194,5698.11657,0.349973,0.65589,0.090172,-0.002004,0.001542,1,0
SOL_2026_STABLE,100,64,offen_suchend->leise_duenn,gemischte_rohwelt,0.075921,0.132702,0.244043,7759.05614,0.356531,0.650881,0.093786,-0.003193,-3.3e-05,1,0
SOL_2026_STABLE,100,65,leise_duenn->offen_suchend,gemischte_rohwelt,0.847029,0.117049,0.224916,7713.64831,0.411647,0.650341,0.104671,0.035072,0.00672,1,0
SOL_2026_STABLE,100,67,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-0.546245,0.072753,0.150997,5712.8108,0.396389,0.678539,0.100463,-0.011865,0.005799,1,0
SOL_2026_STABLE,100,68,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.149794,0.049744,0.095501,3082.0755,0.362903,0.685994,0.092968,-0.009281,-0.003442,1,0
SOL_2026_STABLE,100,69,ruhig_zentrumsnah->lauter_feldkontakt,gemischte_rohwelt,1.175147,0.075434,0.150549,7361.65606,0.471523,0.676549,0.11841,0.024761,0.014308,1,0
SOL_2026_STABLE,100,78,randlastige_sinneslage->lauter_feldkontakt,bewegungsreiche_rohwelt,3.643264,0.148899,0.298099,15107.33762,0.491935,0.631396,0.120967,0.1012,0.002983,1,0
SOL_2026_STABLE,100,81,offen_suchend->leise_duenn,gemischte_rohwelt,-0.85592,0.12525,0.252576,9973.39102,0.349134,0.653739,0.091502,-0.035607,-0.008208,1,0
SOL_2026_STABLE,100,82,leise_duenn->offen_suchend,gemischte_rohwelt,-1.486811,0.098731,0.199571,8421.37193,0.441108,0.668582,0.110024,-0.043649,0.002841,1,0
SOL_2026_STABLE,100,87,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.14166,0.085226,0.183212,5318.7125,0.389472,0.685291,0.097427,-0.004527,-0.006893,1,0
SOL_2026_STABLE,100,88,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.577626,0.06012,0.121943,3608.99404,0.336646,0.692738,0.086583,-0.018837,-0.001443,1,0
SOL_2026_STABLE,100,89,ruhig_zentrumsnah->lauter_feldkontakt,gemischte_rohwelt,0.628334,0.077075,0.146538,5263.70929,0.492693,0.672479,0.121144,0.016051,0.006837,1,0
SOL_2026_STABLE,100,97,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-0.301589,0.073987,0.163668,7721.14843,0.378756,0.686113,0.096333,-0.011775,0.006043,1,0
BTC_2024_5M,100,15,randlastige_sinneslage->ruhig_zentrumsnah,gemischte_rohwelt,-0.430787,0.06763,0.129267,70.009035,0.387205,0.687148,0.097488,-0.023908,0.000997,1,0
BTC_2024_5M,100,36,normale_weltspannung->leise_duenn,gemischte_rohwelt,0.473864,0.110823,0.19788,107.085808,0.360297,0.637827,0.093437,0.017946,-0.00418,1,0
BTC_2024_5M,100,37,leise_duenn->ruhig_zentrumsnah,gemischte_rohwelt,-0.544809,0.068872,0.127626,55.603752,0.343799,0.674716,0.089628,-0.017268,0.003103,1,0
BTC_2024_5M,100,43,offen_suchend->ruhig_zentrumsnah,gemischte_rohwelt,0.630216,0.078688,0.149133,86.688123,0.361815,0.681417,0.092399,0.012428,-0.004314,1,0
BTC_2024_5M,100,46,offen_suchend->ruhig_zentrumsnah,gemischte_rohwelt,-0.934648,0.052285,0.112937,75.218782,0.416834,0.688757,0.104317,-0.03982,0.001699,1,0
BTC_2024_5M,100,47,ruhig_zentrumsnah->leise_duenn,gemischte_rohwelt,-0.755058,0.102169,0.187533,145.583876,0.362054,0.656084,0.09264,-0.025671,-0.002332,1,0
BTC_2024_5M,100,48,leise_duenn->normale_weltspannung,gemischte_rohwelt,0.478782,0.092046,0.178428,124.738093,0.370113,0.654561,0.09543,0.016254,0.003802,1,0
BTC_2024_5M,100,49,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.350582,0.052942,0.093014,62.191148,0.422337,0.688131,0.104836,0.012073,-0.001073,1,0
BTC_2024_5M,100,55,offen_suchend->ruhig_zentrumsnah,gemischte_rohwelt,-0.085262,0.046634,0.08584,51.890906,0.390585,0.692939,0.099552,1.6e-05,0.006076,1,0
BTC_2024_5M,100,63,offen_suchend->leise_duenn,gemischte_rohwelt,-0.279907,0.107921,0.200795,116.192536,0.362512,0.649923,0.093482,-0.009749,-0.004976,1,0
BTC_2024_5M,100,64,leise_duenn->leise_duenn,gemischte_rohwelt,-2.582388,0.136848,0.265092,230.008406,0.352191,0.633138,0.093517,-0.107721,0.000949,1,0
BTC_2024_5M,100,65,leise_duenn->offen_suchend,gemischte_rohwelt,0.486089,0.153695,0.298992,254.612317,0.404828,0.631972,0.105118,0.023203,0.000845,1,0
BTC_2024_5M,100,69,offen_suchend->ruhig_zentrumsnah,gemischte_rohwelt,0.362123,0.059846,0.116706,77.737657,0.395232,0.701983,0.098848,0.016444,0.002736,1,0
BTC_2024_5M,100,72,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.481819,0.057943,0.095468,69.573958,0.399133,0.691922,0.101388,0.011382,0.004773,1,0
BTC_2024_5M,100,76,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.61226,0.043366,0.077328,48.949458,0.391187,0.695694,0.098307,0.027483,-0.002795,1,0
BTC_2024_5M,100,77,ruhig_zentrumsnah->lauter_feldkontakt,gemischte_rohwelt,0.665179,0.053321,0.086278,69.145344,0.491853,0.684261,0.122028,0.028324,0.008324,1,0
BTC_2024_5M,100,79,randlastige_sinneslage->lauter_feldkontakt,gemischte_rohwelt,-1.187817,0.086342,0.141957,78.974698,0.474375,0.654747,0.118873,-0.053131,0.006286,1,0
BTC_2024_5M,100,91,normale_weltspannung->leise_scharf_duenn,gemischte_rohwelt,1.261015,0.108211,0.216127,160.591285,0.366893,0.66875,0.094526,0.056738,-0.006147,1,0
BTC_2024_5M,100,92,leise_scharf_duenn->normale_weltspannung,gemischte_rohwelt,0.545974,0.062342,0.10709,77.975498,0.443218,0.679798,0.110549,0.019815,-0.004395,1,0
DOGE_2025_5M,100,1,ruhig_zentrumsnah->lauter_feldkontakt,laute_oder_druckvolle_rohwelt,1.021796,0.129131,0.250418,2692454.35,0.505285,0.682823,0.124317,0.015097,-0.002348,1,0
DOGE_2025_5M,100,14,lauter_feldkontakt->ruhig_zentrumsnah,gemischte_rohwelt,1.542369,0.166275,0.316609,3383715.67,0.402335,0.691978,0.101052,0.019226,0.001736,1,0
DOGE_2025_5M,100,15,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-1.049564,0.127068,0.276711,3544386.78,0.415551,0.692312,0.10335,-0.011885,0.004497,1,0
DOGE_2025_5M,100,28,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,1.856545,0.174499,0.364253,3286689.54,0.353587,0.690594,0.090715,0.033839,-0.005931,1,0
DOGE_2025_5M,100,29,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.167876,0.109293,0.225196,1399247.57,0.424841,0.699139,0.105222,-0.000191,0.004514,1,0
DOGE_2025_5M,100,30,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.517747,0.124418,0.267934,2162710.13,0.413063,0.689775,0.102447,0.009984,-0.007569,1,0
DOGE_2025_5M,100,31,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,1.253461,0.162425,0.313941,2854169.17,0.395684,0.699031,0.097477,0.020575,0.00274,1,0
DOGE_2025_5M,100,68,normale_weltspannung->ruhig_zentrumsnah,bewegungsreiche_rohwelt,-3.068028,0.153924,0.317402,2537591.35,0.371671,0.677616,0.094307,-0.043506,-0.003958,1,0
DOGE_2025_5M,100,70,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,2.466728,0.133971,0.27226,3090996.38,0.392026,0.68548,0.097302,0.032354,-0.00196,1,0
DOGE_2025_5M,100,71,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-1.041317,0.137677,0.266368,1960809.48,0.401023,0.691748,0.100298,-0.009634,-0.002227,1,0
DOGE_2025_5M,100,72,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.141439,0.105909,0.208644,1199872.08,0.39072,0.697423,0.097903,0.001277,-0.00051,1,0
DOGE_2025_5M,100,73,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.745742,0.09669,0.181867,1429107.93,0.414522,0.694135,0.102639,-0.017668,-0.002594,1,0
DOGE_2025_5M,100,74,ruhig_zentrumsnah->lauter_feldkontakt,bewegungsreiche_rohwelt,-5.543856,0.147798,0.299484,4185127.13,0.467828,0.697862,0.114506,-0.082659,0.000677,1,0
DOGE_2025_5M,100,84,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-0.618507,0.121636,0.224635,1493898.32,0.37148,0.682511,0.094186,-0.005921,-0.002431,1,0
DOGE_2025_5M,100,87,lauter_feldkontakt->ruhig_zentrumsnah,gemischte_rohwelt,2.833921,0.125789,0.225808,1821788.7,0.435622,0.695105,0.107869,0.04375,0.010531,1,0
DOGE_2025_5M,100,89,offen_suchend->ruhig_zentrumsnah,gemischte_rohwelt,0.710262,0.133627,0.25626,1364791.92,0.414985,0.683971,0.103269,0.018125,-0.008007,1,0
DOGE_2025_5M,100,90,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-1.805636,0.121793,0.237405,2050417.26,0.383161,0.702337,0.095772,-0.031141,0.007077,1,0
XRP_2025_5M,100,9,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-1.940497,0.107986,0.223137,456572.11,0.424194,0.695117,0.106449,-0.031298,-0.003872,1,0
XRP_2025_5M,100,10,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.632236,0.110634,0.239622,593426.04,0.434176,0.70093,0.106963,-0.00685,0.001095,1,0
XRP_2025_5M,100,14,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.92728,0.136492,0.264172,568487.14,0.366857,0.702379,0.093826,0.013184,0.001577,1,0
XRP_2025_5M,100,15,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-1.378197,0.107215,0.217298,503739.14,0.420298,0.700948,0.103306,-0.017796,0.002105,1,0
XRP_2025_5M,100,29,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.131747,0.101898,0.198046,343962.76,0.418177,0.698674,0.103506,-0.000274,0.003568,1,0
XRP_2025_5M,100,33,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,2.289646,0.174299,0.329391,756413.31,0.362947,0.661395,0.094319,0.033474,-0.001027,1,0
XRP_2025_5M,100,38,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.753779,0.166307,0.311812,1261931.23,0.40256,0.681947,0.101101,0.012775,-0.000655,1,0
XRP_2025_5M,100,60,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-0.646713,0.137037,0.293729,665778.89,0.357409,0.678181,0.092231,-0.008158,0.001612,1,0
XRP_2025_5M,100,67,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.566008,0.124762,0.248245,757410.6,0.413255,0.680103,0.102321,0.007982,-0.001786,1,0
XRP_2025_5M,100,69,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.226179,0.10396,0.209532,372384.62,0.409529,0.698946,0.101988,0.002014,-0.006265,1,0
XRP_2025_5M,100,70,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,1.270189,0.094558,0.17338,353371.69,0.394578,0.705002,0.098743,0.01783,0.000992,1,0
XRP_2025_5M,100,71,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-1.060071,0.083753,0.169301,340128.11,0.421399,0.705034,0.103943,-0.012285,-0.004261,1,0
XRP_2025_5M,100,72,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.949194,0.072961,0.140783,363878.51,0.460478,0.694188,0.113764,0.013404,-0.001514,1,0
XRP_2025_5M,100,73,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.640658,0.068011,0.124862,330627.58,0.446025,0.71102,0.109419,-0.011621,-0.002991,1,0
XRP_2025_5M,100,78,normale_weltspannung->ruhig_zentrumsnah,bewegungsreiche_rohwelt,3.589879,0.175602,0.356086,1020068.43,0.377926,0.683855,0.096579,0.047624,0.002788,1,0
XRP_2025_5M,100,81,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.936287,0.126361,0.240062,539854.95,0.408333,0.692122,0.101251,0.014097,0.00096,1,0
XRP_2025_5M,100,85,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,1.197799,0.139997,0.273048,739047.91,0.392667,0.678028,0.100288,0.01946,0.003323,1,0
XRP_2025_5M,100,87,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.754202,0.09728,0.173287,450243.77,0.434629,0.698635,0.107185,0.012795,0.003113,1,0
XRP_2025_5M,100,88,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-2.403691,0.145312,0.286287,770498.12,0.399499,0.68777,0.099652,-0.043162,0.001476,1,0
XRP_2025_5M,100,89,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,1.001686,0.098391,0.188128,278238.17,0.407767,0.699635,0.102649,0.019866,-0.003116,1,0
PAXG_2024_5M,100,1,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.098571,0.044836,0.080791,1.729794,0.320106,0.694435,0.086738,0.00759,-0.001798,1,0
PAXG_2024_5M,100,2,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.14771,0.047735,0.110711,1.954133,0.311046,0.644198,0.086276,0.012402,0.00361,1,0
PAXG_2024_5M,100,3,ruhig_zentrumsnah->leise_duenn,gemischte_rohwelt,0.344319,0.052479,0.152515,3.999212,0.336634,0.658878,0.090575,0.030782,0.004929,1,0
PAXG_2024_5M,100,4,leise_duenn->offen_suchend,gemischte_rohwelt,0.0,0.079458,0.18639,5.373739,0.349973,0.611047,0.096641,0.000167,-0.001693,1,0
PAXG_2024_5M,100,7,normale_weltspannung->leise_duenn,gemischte_rohwelt,-1.426463,0.090935,0.250087,8.554527,0.288616,0.626626,0.083293,-0.101634,0.004372,1,0
PAXG_2024_5M,100,8,leise_duenn->ruhig_zentrumsnah,gemischte_rohwelt,0.898204,0.056641,0.124228,1.724049,0.310486,0.645206,0.08674,0.053281,-0.002791,1,0
PAXG_2024_5M,100,9,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.098961,0.030643,0.06376,1.142028,0.310317,0.688591,0.0855,0.012556,0.003442,1,0
PAXG_2024_5M,100,10,ruhig_zentrumsnah->leise_duenn,gemischte_rohwelt,-0.197628,0.052985,0.126273,3.535367,0.332539,0.653689,0.090053,-0.008106,0.0028,1,0
PAXG_2024_5M,100,11,leise_duenn->ruhig_zentrumsnah,gemischte_rohwelt,0.198118,0.034124,0.074179,2.360808,0.357577,0.663019,0.096891,0.005315,0.001459,1,0
PAXG_2024_5M,100,12,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.148368,0.028683,0.065284,2.004805,0.368701,0.690189,0.096537,-0.016937,0.010415,1,0
PAXG_2024_5M,100,13,ruhig_zentrumsnah->leise_duenn,gemischte_rohwelt,0.148515,0.065675,0.13034,4.286823,0.342048,0.621499,0.093649,0.022198,0.004233,1,0
PAXG_2024_5M,100,14,leise_duenn->normale_weltspannung,gemischte_rohwelt,-0.247158,0.035149,0.060889,0.741984,0.392087,0.680371,0.104018,-0.018819,-0.006341,1,0
PAXG_2024_5M,100,15,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,-0.099108,0.032196,0.062413,0.952521,0.359554,0.660338,0.095485,-0.001806,0.003149,1,0
PAXG_2024_5M,100,16,ruhig_zentrumsnah->lauter_feldkontakt,gemischte_rohwelt,0.049603,0.031242,0.061982,2.739783,0.46938,0.659067,0.117871,0.00027,-0.000975,1,0
PAXG_2024_5M,100,18,randlastige_sinneslage->lauter_feldkontakt,gemischte_rohwelt,-0.049603,0.03622,0.063523,0.51865,0.483097,0.654745,0.121982,-0.008208,0.019829,1,0
PAXG_2024_5M,100,19,lauter_feldkontakt->leise_duenn,gemischte_rohwelt,0.099305,0.039683,0.091281,1.710962,0.349028,0.659765,0.093463,0.008365,0.003397,1,0
PAXG_2024_5M,100,20,leise_duenn->leise_scharf_duenn,gemischte_rohwelt,-0.34705,0.060632,0.131658,2.410662,0.304493,0.661619,0.085148,-0.027583,0.005539,1,0
PAXG_2024_5M,100,21,leise_scharf_duenn->leise_duenn,gemischte_rohwelt,-0.099552,0.073109,0.147708,3.751975,0.309543,0.632719,0.086976,-0.003225,0.004675,1,0
PAXG_2024_5M,100,22,leise_duenn->ruhig_zentrumsnah,gemischte_rohwelt,0.049826,0.05725,0.133406,3.758452,0.305934,0.625595,0.086042,-0.000694,0.005903,1,0
PAXG_2024_5M,100,23,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.249004,0.032821,0.064135,1.436282,0.296905,0.708969,0.082788,0.02628,0.000259,1,0
PAXG_2024_5M,100,27,normale_weltspannung->leise_duenn,gemischte_rohwelt,-0.198708,0.049631,0.134517,3.359135,0.32521,0.650933,0.088785,-0.01437,-0.000554,1,0
PAXG_2024_5M,100,28,leise_duenn->leise_duenn,gemischte_rohwelt,-0.547536,0.081866,0.191711,13.518225,0.321551,0.620433,0.089845,-0.037546,0.005821,1,0
PAXG_2024_5M,100,29,leise_duenn->leise_scharf_duenn,gemischte_rohwelt,0.300451,0.048903,0.11876,4.980694,0.324202,0.668385,0.086612,0.021179,0.00047,1,0
PAXG_2024_5M,100,30,leise_scharf_duenn->leise_duenn,gemischte_rohwelt,-0.249501,0.068924,0.157817,6.458326,0.28321,0.621696,0.079892,-0.020269,0.00311,1,0
PAXG_2024_5M,100,31,leise_duenn->ruhig_zentrumsnah,gemischte_rohwelt,0.4004,0.055863,0.122676,2.345521,0.268184,0.652624,0.076414,0.034855,0.003326,1,0
PAXG_2024_5M,100,32,ruhig_zentrumsnah->leise_duenn,gemischte_rohwelt,0.647088,0.044708,0.097821,4.110167,0.342232,0.640274,0.092857,0.052384,0.001957,1,0
PAXG_2024_5M,100,33,leise_duenn->leise_duenn,gemischte_rohwelt,0.148295,0.066229,0.156133,7.066078,0.336025,0.631251,0.091953,0.009322,0.002676,1,0
PAXG_2024_5M,100,34,leise_duenn->ruhig_zentrumsnah,gemischte_rohwelt,-0.197433,0.049938,0.114223,3.921937,0.302779,0.649167,0.084327,-0.008713,-0.00458,1,0
PAXG_2024_5M,100,35,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,0.049456,0.031162,0.077656,1.450552,0.305263,0.684965,0.085004,0.006922,0.01033,1,0
PAXG_2024_5M,100,36,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.148368,0.045516,0.092506,3.243182,0.313906,0.663324,0.087205,-0.01678,0.000112,1,0
PAXG_2024_5M,100,37,ruhig_zentrumsnah->ruhig_zentrumsnah,gemischte_rohwelt,-0.099059,0.019818,0.054012,0.962369,0.33309,0.698531,0.091482,-0.010247,0.004205,1,0
PAXG_2024_5M,100,38,ruhig_zentrumsnah->lauter_feldkontakt,gemischte_rohwelt,0.347222,0.039614,0.065854,0.800163,0.469742,0.678545,0.118717,0.028652,-0.003108,1,0
PAXG_2024_5M,100,40,normale_weltspannung->ruhig_zentrumsnah,gemischte_rohwelt,0.642928,0.047754,0.091077,3.73677,0.324382,0.680533,0.08723,0.048309,0.002883,1,0
