world,source,start_tick,end_tick,preview,family,preview_carry_next,drift_pct,abs_drift_pct,avg_abs_return_pct,avg_range_pct,max_range_pct,direction_change_ratio,direction_persistence,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,rezeptor_visual_form_salience,rezeptor_visual_memory_recall,rezeptor_auditory_stimulation,rezeptor_direct_contact_pressure,rezeptor_field_intake_pressure,perception_focus_strength,perception_distance_need,perception_auditory_loudness,perception_auditory_softening,perception_visual_sharpness,perception_visual_blur,perception_felt_pressure,perception_felt_relaxation,perception_adapted_field_intake_pressure,perception_regulation_damping,mcm_feldwirkung_mcm_coherence,mcm_feldwirkung_mcm_tension,mcm_feldwirkung_mcm_asymmetry,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry,tonale_unterform,visuelle_unterform,bewegungs_unterform,feldkontakt_unterform,mischlinien_signature
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4201,4300,dio_mcm_episode_0b7nep9,dio_0l7p,1,-1.034865,1.034865,0.105989,0.210397,0.585087,0.377551,0.622449,-0.028890,0.088144,0.002533,0.006299,0.005430,0.257736,0.000000,0.181334,0.000000,0.093442,0.649102,0.162925,0.181334,0.188232,0.682266,0.317734,0.101175,0.809435,0.093442,0.125899,0.640551,0.093442,-0.008796,0.640551,0.093442,-0.008796,laut+starker_tonwechsel,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,mittlere_aufnahme+mittlere_feldspannung,laut+starker_tonwechsel|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|mittlere_aufnahme+mittlere_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4501,4600,dio_mcm_episode_0b7nep9,dio_104t,1,1.166543,1.166543,0.10683,0.199839,0.616371,0.489796,0.510204,0.036531,-0.028469,-0.001926,-0.016520,-0.007068,0.257873,0.000000,0.181370,0.000000,0.093822,0.642931,0.168162,0.181370,0.195884,0.659615,0.340385,0.102423,0.804954,0.093822,0.129303,0.615139,0.093822,0.009990,0.615139,0.093822,0.009990,leise+ruhiger_ton,bewegte_form,weite_range+viel_wechsel+geringe_persistenz,mittlere_aufnahme+mittlere_feldspannung,leise+ruhiger_ton|bewegte_form|weite_range+viel_wechsel+geringe_persistenz|mittlere_aufnahme+mittlere_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4801,4900,dio_mcm_episode_0ykar6i,dio_104t,1,0.549176,0.549176,0.091858,0.183853,0.758706,0.418367,0.581633,0.015833,0.006824,0.001170,-0.008572,0.004630,0.239051,0.000000,0.208938,0.000000,0.104959,0.642553,0.170523,0.208938,0.209822,0.673954,0.326046,0.108484,0.808147,0.104959,0.130445,0.629449,0.104959,0.006238,0.629449,0.104959,0.006238,mittlerer_ton+starker_tonwechsel,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+starker_tonwechsel|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6901,7000,dio_mcm_episode_0e7qvj1,dio_104t,1,-0.876859,0.876859,0.088134,0.198724,0.602178,0.489796,0.510204,-0.023534,0.046920,-0.002962,-0.002787,-0.005903,0.236401,0.000000,0.204380,0.000000,0.103641,0.644254,0.167594,0.204380,0.201450,0.688204,0.311796,0.107656,0.808582,0.103641,0.127799,0.630997,0.103641,-0.011810,0.630997,0.103641,-0.011810,mittlerer_ton+ruhiger_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+ruhiger_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7101,7200,dio_mcm_episode_0e7qvj1,dio_104t,1,0.671574,0.671574,0.083621,0.192209,0.479026,0.397959,0.602041,0.016633,0.075867,-0.000912,-0.013393,0.000507,0.227323,0.000000,0.195929,0.000000,0.099485,0.646238,0.161988,0.195929,0.196679,0.697170,0.302830,0.103351,0.813161,0.099485,0.125775,0.643471,0.099485,0.004421,0.643471,0.099485,0.004421,leise+bewegter_ton,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,mittlere_aufnahme+mittlere_feldspannung,leise+bewegter_ton|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|mittlere_aufnahme+mittlere_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7201,7300,dio_mcm_episode_0e7qvj1,dio_104t,0,0.501092,0.501092,0.079063,0.151928,0.344344,0.397959,0.602041,0.007857,0.076437,0.003214,-0.010618,-0.008132,0.222998,0.000000,0.204933,0.000000,0.103466,0.643844,0.165834,0.204933,0.203428,0.700010,0.299990,0.107443,0.810523,0.103466,0.126892,0.637888,0.103466,0.000362,0.637888,0.103466,0.000362,leise+ruhiger_ton,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,leise+ruhiger_ton|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7401,7500,dio_mcm_episode_14coypf,dio_104t,1,-0.124938,0.124938,0.085632,0.17107,0.387597,0.397959,0.602041,-0.003768,0.023301,0.000190,-0.012782,-0.000659,0.231673,0.000000,0.205453,0.000000,0.104285,0.643286,0.167543,0.205453,0.204578,0.683312,0.316688,0.107234,0.809917,0.104285,0.128637,0.632376,0.104285,-0.003655,0.632376,0.104285,-0.003655,leise+bewegter_ton,stabile_form,weite_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,leise+bewegter_ton|stabile_form|weite_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7501,7600,dio_mcm_episode_14coypf,dio_0l7p,1,-0.387888,0.387888,0.06828,0.144401,0.35309,0.397959,0.602041,-0.011623,0.041834,-0.000641,-0.007076,-0.000801,0.216596,0.000000,0.208292,0.000000,0.105173,0.642774,0.165311,0.208292,0.204905,0.694821,0.305179,0.106957,0.812284,0.105173,0.127496,0.637864,0.105173,-0.006098,0.637864,0.105173,-0.006098,mittlerer_ton+bewegter_ton,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+bewegter_ton|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7601,7700,dio_mcm_episode_14coypf,dio_104t,1,-0.087951,0.087951,0.057938,0.117354,0.238484,0.377551,0.622449,-0.000806,0.006020,0.000065,-0.008671,0.000481,0.208268,0.000000,0.187023,0.000000,0.095460,0.643578,0.157396,0.187023,0.191747,0.695495,0.304505,0.099050,0.816508,0.095460,0.124692,0.636445,0.095460,-0.001589,0.636445,0.095460,-0.001589,leise+bewegter_ton,stabile_form,mittlere_range+mittlerer_wechsel+mittlere_persistenz,mittlere_aufnahme+mittlere_feldspannung,leise+bewegter_ton|stabile_form|mittlere_range+mittlerer_wechsel+mittlere_persistenz|mittlere_aufnahme+mittlere_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8001,8100,dio_mcm_episode_14coypf,dio_0m9z,1,0.075978,0.075978,0.099527,0.185136,0.637674,0.438776,0.561224,0.005016,0.082836,0.000539,-0.021893,0.001726,0.247097,0.000000,0.197496,0.000000,0.099552,0.646527,0.166551,0.197496,0.198483,0.686842,0.313158,0.105705,0.808493,0.099552,0.127359,0.638058,0.099552,-0.000998,0.638058,0.099552,-0.000998,leise+bewegter_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,leise+bewegter_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8301,8400,dio_mcm_episode_0e7qvj1,dio_104t,1,-1.102629,1.102629,0.101712,0.195037,0.7504,0.489796,0.510204,-0.031572,0.005969,0.001749,-0.016510,-0.003967,0.256396,0.000000,0.201078,0.000000,0.102243,0.643717,0.171982,0.201078,0.209278,0.662801,0.337199,0.107415,0.806003,0.102243,0.131406,0.627617,0.102243,-0.015758,0.627617,0.102243,-0.015758,leise+ruhiger_ton,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,leise+ruhiger_ton|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8701,8800,dio_mcm_episode_0e7qvj1,dio_104t,1,-1.172801,1.172801,0.09463,0.175122,0.557739,0.44898,0.55102,-0.034525,0.058445,0.002989,0.007529,0.008038,0.245791,0.000000,0.214070,0.000000,0.107607,0.643150,0.173496,0.214070,0.212758,0.681039,0.318961,0.111750,0.805116,0.107607,0.130584,0.630464,0.107607,-0.010179,0.630464,0.107607,-0.010179,laut+starker_tonwechsel,stabile_form,weite_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,laut+starker_tonwechsel|stabile_form|weite_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9201,9300,dio_mcm_episode_1jwnjz4,dio_104t,1,0.568541,0.568541,0.07169,0.129919,0.315617,0.5,0.5,0.016849,-0.010141,-0.000397,-0.006430,-0.003496,0.219124,0.000000,0.209391,0.000000,0.104884,0.640045,0.168700,0.209391,0.212076,0.683491,0.316509,0.107818,0.809819,0.104884,0.129725,0.626099,0.104884,0.004854,0.626099,0.104884,0.004854,mittlerer_ton+ruhiger_ton,bewegte_form,mittlere_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,mittlerer_ton+ruhiger_ton|bewegte_form|mittlere_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9301,9400,dio_mcm_episode_1jwnjz4,dio_0l7p,1,-0.389741,0.389741,0.074188,0.144157,0.620725,0.428571,0.571429,-0.020594,0.042092,0.003030,-0.011119,-0.002894,0.222696,0.000000,0.201122,0.000000,0.100667,0.645200,0.162766,0.201122,0.201459,0.692878,0.307122,0.103930,0.814206,0.100667,0.126895,0.641871,0.100667,-0.009987,0.641871,0.100667,-0.009987,leise+ruhiger_ton,stabile_form,mittlere_range+viel_wechsel+geringe_persistenz,starke_aufnahme+hohe_feldspannung,leise+ruhiger_ton|stabile_form|mittlere_range+viel_wechsel+geringe_persistenz|starke_aufnahme+hohe_feldspannung
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9601,9700,dio_mcm_episode_14coypf,dio_0m9z,1,0.202455,0.202455,0.050135,0.093702,0.367927,0.357143,0.642857,0.007669,0.080592,-0.001499,-0.014038,0.008516,0.190462,0.000000,0.243263,0.000000,0.120026,0.636987,0.173530,0.243263,0.226646,0.713237,0.286763,0.118175,0.809247,0.120026,0.129929,0.637941,0.120026,0.002365,0.637941,0.120026,0.002365,leise+starker_tonwechsel,stabile_form,enge_range+wenig_wechsel+hohe_persistenz,starke_aufnahme+hohe_feldspannung,leise+starker_tonwechsel|stabile_form|enge_range+wenig_wechsel+hohe_persistenz|starke_aufnahme+hohe_feldspannung
