world,tick,timestamp_ms,role,symbol_family,raw_field_intake,adapted_field_intake,auditory_loudness,visual_sharpness,visual_blur,felt_pressure,felt_relaxation,mcm_tension,mcm_coherence,mcm_asymmetry,rekopplung,carry,strain,return,abs_return,range,volume_change,direction_change,window_return,window_abs_return,window_range,window_volume_to_world,window_direction_consistency
SOL_2024_5M,498,1704216600000,offene_variante,dio_1yoi,0.26273,0.218081,0.468097,0.685018,0.314982,0.219791,0.720585,0.218081,0.505308,-0.019732,0.64442,0.451362,0.211088,-0.001739926739926719,0.001739926739926719,0.003118979910100022,0.16945901994719623,0.0,-0.016155531215772144,0.016155531215772144,0.03760496531580873,1.1943389195132006,0.25
SOL_2024_5M,500,1704217200000,offene_variante,dio_0seb,0.340288,0.279072,0.601064,0.728198,0.271802,0.278002,0.681107,0.279072,0.521206,0.001314,0.617582,0.420398,0.245224,-0.005810200129115648,0.005810200129115648,0.00649350649350652,0.09932963221986456,0.0,-0.010629524420415986,0.010629524420415986,0.037753138458719,1.1320767336853688,0.16666666666666666
SOL_2024_5M,508,1704219600000,offene_variante,dio_0ioc,0.236266,0.195789,0.42231,0.6105,0.3895,0.187488,0.756036,0.195789,0.57815,-0.186659,0.641074,0.413877,0.203787,-0.0024976873265494547,0.0024976873265494547,0.007697301307613821,0.13631778148802665,1.0,-0.007033890563624701,0.007033890563624701,0.02996254681647941,1.034972160860377,0.16666666666666666
SOL_2024_5M,561,1704235500000,offene_variante,dio_0fc4,0.277934,0.224942,0.465738,0.534947,0.465053,0.228102,0.698936,0.224942,0.406503,0.233548,0.636564,0.404762,0.206394,0.0009264406151566475,0.0009264406151566475,0.00268419104035535,0.10852684241801186,0.0,-0.0059529346107338905,0.0059529346107338905,0.020463212724397755,0.6111619636919187,0.08333333333333333
SOL_2024_5M,573,1704239100000,offene_variante,dio_0seb,0.358392,0.291662,0.629441,0.731514,0.268486,0.291564,0.671515,0.291662,0.483031,-0.046001,0.62369,0.431536,0.242051,-0.00018710824211802809,0.00018710824211802809,0.0028071488724619757,0.5703445952310222,0.0,-0.001758607922991595,0.001758607922991595,0.023602369492780426,0.697857256282072,0.08333333333333333
SOL_2024_5M,627,1704255300000,offene_variante,dio_1uyk,0.221675,0.180295,0.379291,0.41573,0.58427,0.178825,0.739837,0.180295,0.545527,0.292974,0.672899,0.486237,0.17324,0.0036407766990291315,0.0036407766990291315,0.004557715561343083,0.5739356980834347,1.0,0.008543040208004473,0.008543040208004473,0.014671742965920683,0.4713852962488416,0.25
SOL_2024_5M,636,1704258000000,offene_variante,dio_18lc,0.25479,0.216744,0.445352,0.786613,0.213387,0.186906,0.79586,0.216744,0.710091,0.302145,0.640834,0.414089,0.209903,0.0021347688880638946,0.0021347688880638946,0.002871167917013875,0.3908439160475804,0.0,0.0020349643881231974,0.0020349643881231974,0.016649708630098948,0.5540629157531203,0.08333333333333333
SOL_2024_5M,651,1704262500000,offene_variante,dio_04g4,0.349047,0.275315,0.626997,0.523514,0.476486,0.261364,0.717404,0.275315,0.577095,0.538959,0.615556,0.394987,0.238812,0.001387475719174967,0.001387475719174967,0.0033253279142804308,0.4901972675341064,1.0,0.01132492404014367,0.01132492404014367,0.017585857655832895,0.8997220823198226,0.25
SOL_2024_5M,668,1704267600000,spannungsrand_kippnaehe,dio_0idr,0.347227,0.283964,0.606399,0.737554,0.262446,0.282441,0.677822,0.283964,0.476817,0.004783,0.596926,0.373042,0.265076,-0.0012807611380477593,0.0012807611380477593,0.0036640102592286478,0.19169684761033273,0.0,-0.007790303363577988,0.007790303363577988,0.024379066996609026,0.8056931785131654,0.0
SOL_2024_5M,669,1704267900000,offene_variante,dio_0v6d,0.223033,0.192337,0.404247,0.77607,0.22393,0.176377,0.783063,0.192337,0.698939,-0.150297,0.637459,0.41584,0.2114,-0.005770816158285202,0.005770816158285202,0.008568269762299545,0.9801532416394904,0.0,-0.009452142791594027,0.009452142791594027,0.02441038818023319,0.7528137135274575,0.0
SOL_2024_5M,686,1704273000000,offene_variante,dio_1ejq,0.250225,0.213437,0.436448,0.761053,0.238947,0.183699,0.791615,0.213437,0.697302,0.219285,0.674891,0.468276,0.170996,0.001105277701022424,0.001105277701022424,0.00404821050694634,2.020141028906868,0.0,0.009064841365276145,0.009064841365276145,0.01674220701137732,0.8694461118456678,0.3333333333333333
SOL_2024_5M,700,1704277200000,offene_variante,dio_1un4,0.29122,0.235339,0.520139,0.575941,0.424059,0.242444,0.691123,0.235339,0.461365,0.022188,0.635524,0.451267,0.2267,0.0008241003571101861,0.0008241003571101861,0.0031107044830741394,0.08359522872377213,0.0,-0.026349732817394503,0.026349732817394503,0.040353786622443294,1.5768594727576208,0.08333333333333333
SOL_2024_5M,704,1704278400000,offene_variante,dio_06fh,0.249799,0.210033,0.455368,0.688739,0.311261,0.201199,0.751244,0.210033,0.608551,-0.164071,0.64875,0.452573,0.19982,-0.006893382352941176,0.006893382352941176,0.008422026839426291,0.16655365323242116,1.0,-0.037989747345294686,0.037989747345294686,0.049249359209080884,1.8426879852447084,0.25
SOL_2024_5M,710,1704280200000,offene_variante,dio_0kvh,0.303709,0.246164,0.556233,0.571807,0.428193,0.245876,0.703033,0.246164,0.516484,-0.195215,0.6267,0.433097,0.228792,-0.004393755258483676,0.004393755258483676,0.007981220657277075,0.5674837886968553,0.0,-0.2159684664038867,0.2159684664038867,0.22091850765423052,3.1252144792225356,0.5
SOL_2024_5M,719,1704282900000,offene_variante,dio_06fh,0.297092,0.248887,0.526595,0.771279,0.228721,0.242384,0.716789,0.248887,0.57102,-0.074194,0.642897,0.451567,0.215958,-0.002303926274359171,0.002303926274359171,0.010391609737323181,0.5514468574658432,0.0,-0.058680393074403335,0.058680393074403335,0.21094992980814234,5.448945348234775,0.08333333333333333
SOL_2024_5M,720,1704283200000,spannungsrand_kippnaehe,dio_09vm,0.500418,0.38074,0.893685,0.651693,0.348307,0.412251,0.564799,0.38074,0.372145,-0.275624,0.553557,0.339913,0.320756,-0.004907149042624893,0.004907149042624893,0.016921291819764067,0.7644829180685212,0.0,-0.06497017151379567,0.06497017151379567,0.20973154362416108,5.671962649908291,0.16666666666666666
SOL_2024_5M,721,1704283500000,spannungsrand_kippnaehe,dio_0vd4,0.366711,0.294383,0.671185,0.679458,0.320542,0.301123,0.668713,0.294383,0.562656,-0.375401,0.594819,0.381428,0.266275,-0.04515567588474185,0.04515567588474185,0.078886075949367,1.1713786163296245,0.0,-0.07572216509301669,0.07572216509301669,0.2097784425539871,5.856620442525203,0.16666666666666666
SOL_2024_5M,722,1704283800000,spannungsrand_kippnaehe,dio_0mx0,0.230398,0.176257,0.315527,0.062446,0.937554,0.266959,0.521064,0.176257,0.138467,-0.190077,0.566799,0.365423,0.287269,-0.13387341772151898,0.13387341772151898,0.16029463346194328,0.00041986048713616467,0.0,-0.06723004694835677,0.06723004694835677,0.20845070422535214,5.951941351700521,0.08333333333333333
SOL_2024_5M,723,1704284100000,spannungsrand_kippnaehe,dio_0y4h,0.254907,0.191894,0.356627,0.045554,0.954446,0.27371,0.53631,0.191894,0.176206,-0.331608,0.576812,0.373301,0.274857,0.10078335087103946,0.10078335087103946,0.10631970260223053,0.03781405326291536,1.0,-0.056390262457208,0.056390262457208,0.2045454545454546,5.997693206989749,0.08333333333333333
SOL_2024_5M,747,1704291300000,spannungsrand_kippnaehe,dio_0kuz,0.274654,0.227573,0.494755,0.717777,0.282223,0.234496,0.708556,0.227573,0.575729,-0.015706,0.605443,0.386926,0.253253,-0.0025693730729701952,0.0025693730729701952,0.005667181865018003,0.345305485736734,0.0,-0.012697772850952384,0.012697772850952384,0.05149652322886223,3.143586231312773,0.16666666666666666
SOL_2024_5M,756,1704294000000,offene_variante,dio_0q28,0.226366,0.180013,0.377203,0.321353,0.678647,0.202412,0.683089,0.180013,0.455302,0.306262,0.631731,0.410751,0.209949,-0.003096934035305165,0.003096934035305165,0.005902454178316324,0.18587639373132056,0.0,0.03687900030478508,0.03687900030478508,0.07121812455552173,2.832870786144639,0.08333333333333333
SOL_2024_5M,766,1704297000000,offene_variante,dio_0ofe,0.327332,0.259856,0.597158,0.491201,0.508799,0.234292,0.754038,0.259856,0.656461,0.575608,0.623518,0.405776,0.228457,0.003476127185359405,0.003476127185359405,0.008660213958227289,0.42295832709743203,0.0,0.02070457354758967,0.02070457354758967,0.0705603625875566,3.1360877000903296,0.08333333333333333
SOL_2024_5M,767,1704297300000,spannungsrand_kippnaehe,dio_1fuq,0.325178,0.267705,0.599206,0.694838,0.305162,0.233032,0.780028,0.267705,0.805454,0.792808,0.609614,0.399524,0.252429,0.012429954151808444,0.012429954151808444,0.020126798832645666,0.6633913290449737,0.0,0.029833797873438633,0.029833797873438633,0.0707133271394652,3.114438055641141,0.0
SOL_2024_5M,788,1704303600000,offene_variante,dio_1un4,0.250704,0.206927,0.453065,0.637636,0.362364,0.210768,0.725463,0.206927,0.561742,-0.049975,0.650227,0.47148,0.210879,-0.0006097560975609987,0.0006097560975609987,0.0031523286556843833,0.16244809835756704,1.0,-0.02665330661322642,0.02665330661322642,0.04108216432865726,2.0601663604162157,0.4166666666666667
SOL_2024_5M,803,1704308100000,spannungsrand_kippnaehe,dio_1r19,0.42634,0.331107,0.736344,0.569805,0.430195,0.346526,0.600405,0.331107,0.252809,0.253956,0.602405,0.368594,0.252705,0.0006203473945409665,0.0006203473945409665,0.004443066749328297,0.48294224715422207,1.0,0.006190672719768823,0.006190672719768823,0.03848534874122992,1.5617942875931936,0.13043478260869565
SOL_2024_5M,810,1704310200000,offene_variante,dio_1wss,0.30976,0.256201,0.545485,0.748248,0.251752,0.22869,0.766011,0.256201,0.684627,0.461536,0.619894,0.397354,0.238505,0.0007169192953706798,0.0007169192953706798,0.0019445297308362702,0.3182418756971976,0.0,0.010561936013125524,0.010561936013125524,0.036812961443806434,1.2641840598998504,0.30434782608695654
SOL_2024_5M,819,1704312900000,offene_variante,dio_1waj,0.238845,0.20419,0.42733,0.768439,0.231561,0.169976,0.81831,0.20419,0.780188,0.393058,0.643459,0.421676,0.205576,0.0022522522522522405,0.0022522522522522405,0.005107252298263534,0.26062073021761745,0.0,0.014689265536723235,0.014689265536723235,0.02978941961992801,1.1599761138218287,0.3333333333333333
