visual_form,field_quality,source_file,world,pair,typology,chart_zone,dominant_movement,return_pct,range_pct,before_return_pct,after_return_pct,pressure_abs,rekopplung_abs,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
schmale_offene_transition,schmale_offene_lage,1013_MCM_ACHSE_TYPEN_WIEDERKEHR_ASSET_ZEIT_DETAILS.csv,KAS_2024_30M,1t5bcxp->183drjy,gerichtete_uebergangsbewegung,gerichtete_uebergangsbewegung,offene_uebergangszone,1.634149,2.882044,1.917836,-0.097475,0.03934,0.011771,1,0,0,0,0,0,0
schmale_offene_transition,schmale_offene_lage,1013_MCM_ACHSE_TYPEN_WIEDERKEHR_ASSET_ZEIT_DETAILS.csv,SOL_2024_5M,183drjy->1t5bcxp,gerichtete_uebergangsbewegung,gerichtete_uebergangsbewegung,offene_uebergangszone,-1.107797,1.821474,-0.656154,-3.544877,0.043939,0.014037,1,0,0,0,0,0,0
erholung_nach_vorlast,hochlastige_weite_rekopplung,1013_MCM_ACHSE_TYPEN_WIEDERKEHR_ASSET_ZEIT_DETAILS.csv,BTC_2024_1H,183drjy->1t5bcxp,rekopplung_nach_abverkauf,rekopplung_nach_abverkauf,druck_uebergang,71.149405,85.091518,-2.62287,-3.792742,0.126112,0.019626,1,0,0,0,0,0,0
erholung_nach_vorlast,mittlere_feldspannung,1013_MCM_ACHSE_TYPEN_WIEDERKEHR_ASSET_ZEIT_DETAILS.csv,BTC_2024_1H,1t5bcxp->183drjy,rekopplung_nach_abverkauf,rekopplung_nach_abverkauf,offene_uebergangszone,73.171069,85.080644,-3.147774,-4.278394,0.067919,0.016847,1,0,0,0,0,0,0
schmale_offene_transition,schmale_offene_lage,1014_MCM_ACHSE_TYPEN_WIEDERKEHR_KAS_GEGENPROBE_DETAILS.csv,KAS2024_15M_ASSET_PROBE,183drjy->1t5bcxp,konsolidierung_mit_bruchnaehe,ruhige_konsolidierung,bewegungsbruch_zone,0.289687,1.602935,0.8081,0.13481,0.043764,0.002671,1,0,0,0,0,0,0
erholung_nach_vorlast,hochlastige_weite_rekopplung,1014_MCM_ACHSE_TYPEN_WIEDERKEHR_KAS_GEGENPROBE_DETAILS.csv,KAS2024_1H_ASSET_PROBE,183drjy->1t5bcxp,rekopplung_nach_abverkauf,rekopplung_nach_abverkauf,bewegungsbruch_zone,48.426102,97.841511,-7.710043,3.31157,0.115673,0.026035,1,0,0,0,0,0,0
erholung_nach_vorlast,mittlere_feldspannung,1014_MCM_ACHSE_TYPEN_WIEDERKEHR_KAS_GEGENPROBE_DETAILS.csv,KAS2024_1H_ASSET_PROBE,1t5bcxp->183drjy,rekopplung_nach_abverkauf,rekopplung_nach_abverkauf,rekopplungs_uebergang,46.735395,96.131566,-5.669291,-2.74376,0.055481,0.018414,1,0,0,0,0,0,0
fallender_strukturbruch,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_15M_SOL_STRESS_4000,183drjy->1t5bcxp,abverkauf_mit_bruch,abverkauf_getragen,bewegungsbruch_zone,-36.805556,42.974387,0.832121,-7.491973,0.06891,0.025024,1,0,0,0,0,0,0
fallender_strukturbruch,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_SOL_STRESS_4000,183drjy->1t5bcxp,abverkauf_mit_bruch,abverkauf_getragen,bewegungsbruch_zone,-17.098858,30.533676,-1.29717,-1.697448,0.059726,0.018752,1,0,0,0,0,0,0
fallende_rueckbindung,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_SOL_STRESS_4000,183drjy->1t5bcxp,abverkauf_mit_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-9.208984,15.273437,0.421651,-1.731555,0.069593,0.027954,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_SOL_STRESS_4000,1t5bcxp->183drjy,abverkauf_mit_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-10.795233,19.851504,-0.019533,-0.120469,0.037984,0.010437,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_15M_BTC_QUIET_4000,1t5bcxp->183drjy,abverkauf_mit_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-3.810866,10.623678,0.327889,-0.013566,0.05156,0.018723,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_15M_BTC_STRESS_4000,1t5bcxp->183drjy,abverkauf_mit_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-10.193232,22.125853,-0.318111,-0.640661,0.049321,0.016383,1,0,0,0,0,0,0
fallende_rueckbindung,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_15M_SOL_STRESS_4000,1t5bcxp->183drjy,abverkauf_mit_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-36.414755,42.869996,0.921638,-0.856031,0.056836,0.025916,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_BTC_STRESS_4000,1t5bcxp->183drjy,abverkauf_mit_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-6.169117,10.763185,-0.697348,0.162612,0.044555,0.015869,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_SOL_STRESS_4000,1t5bcxp->183drjy,abverkauf_mit_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-37.809187,61.652364,1.377457,-1.034903,0.051483,0.018494,1,0,0,0,0,0,0
gemischte_achsenbewegung,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_15M_SOL_QUIET_4000,183drjy->1t5bcxp,gerichtete_bewegung_mit_bruch,gerichtete_uebergangsbewegung,bewegungsbruch_zone,20.07336,31.890104,0.943739,-1.341639,0.066661,0.021382,1,0,0,0,0,0,0
schmale_offene_transition,schmale_offene_lage,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_BTC_QUIET_4000,183drjy->1t5bcxp,gerichtete_bewegung_mit_bruch,gerichtete_uebergangsbewegung,bewegungsbruch_zone,1.115271,5.874207,-0.54787,0.104098,0.069925,0.019541,1,0,0,0,0,0,0
offenes_bullfenster_mit_bruch,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_BTC_STRESS_4000,183drjy->1t5bcxp,gerichtete_bewegung_mit_bruch,gerichtete_uebergangsbewegung,bewegungsbruch_zone,-5.889823,8.950316,-1.14125,0.803639,0.061348,0.017117,1,0,0,0,0,0,0
offenes_bullfenster_mit_bruch,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_SOL_STRESS_4000,183drjy->1t5bcxp,gerichtete_bewegung_mit_bruch,gerichtete_uebergangsbewegung,bewegungsbruch_zone,-43.321558,61.636807,-0.443793,7.58329,0.055054,0.015846,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_15M_SOL_QUIET_4000,1t5bcxp->183drjy,gerichtete_bewegung_mit_rekopplung,gerichtete_uebergangsbewegung,rekopplungs_uebergang,19.822883,30.038966,1.088591,-1.170697,0.052709,0.017809,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_15M_BTC_QUIET_4000,183drjy->1t5bcxp,gerichtete_bewegung_mit_rekopplung,gerichtete_uebergangsbewegung,rekopplungs_uebergang,-4.169846,10.629993,0.096138,0.961394,0.049909,0.018408,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,schmale_offene_lage,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_BTC_QUIET_4000,183drjy->1t5bcxp,gerichtete_bewegung_mit_rekopplung,gerichtete_uebergangsbewegung,rekopplungs_uebergang,1.593614,5.054458,0.182289,-0.37932,0.056887,0.017738,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_BTC_QUIET_4000,1t5bcxp->183drjy,gerichtete_bewegung_mit_rekopplung,gerichtete_uebergangsbewegung,rekopplungs_uebergang,1.703952,5.055021,0.186113,-0.422035,0.050822,0.022635,1,0,0,0,0,0,0
weite_aufwaerts_expansion,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_15M_BTC_STRESS_4000,183drjy->1t5bcxp,getragene_expansion,expansion_getragen,druck_uebergang,30.262088,36.633409,0.099987,0.340858,0.06968,0.025041,1,0,0,0,0,0,0
weite_aufwaerts_expansion,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_15M_BTC_STRESS_4000,1t5bcxp->183drjy,getragene_expansion,expansion_getragen,rekopplungs_uebergang,31.706961,37.083211,0.240682,-0.186658,0.060054,0.024454,1,0,0,0,0,0,0
weite_aufwaerts_expansion,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_15M_SOL_STRESS_4000,1t5bcxp->183drjy,getragene_expansion,expansion_getragen,rekopplungs_uebergang,13.901137,36.853098,0.489701,3.185059,0.0412,0.020557,1,0,0,0,0,0,0
weite_aufwaerts_expansion,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_BTC_STRESS_4000,183drjy->1t5bcxp,getragene_expansion,expansion_getragen,bewegungsbruch_zone,18.94883,32.324571,-0.510016,5.495128,0.073479,0.019872,1,0,0,0,0,0,0
weite_aufwaerts_expansion,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_BTC_STRESS_4000,1t5bcxp->183drjy,getragene_expansion,expansion_getragen,rekopplungs_uebergang,25.458857,33.114433,0.238935,1.551693,0.054113,0.018745,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_BTC_QUIET_4000,1t5bcxp->183drjy,konsolidierung_mit_rekopplung,konsolidierung_mit_spannung,rekopplungs_uebergang,0.013527,5.812442,-0.075189,0.050774,0.069053,0.023049,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_15M_BTC_QUIET_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,5.556686,23.680007,-0.489948,0.277877,0.063113,0.023125,1,0,0,0,0,0,0
weite_aufwaerts_expansion,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_15M_SOL_STRESS_4000,183drjy->1t5bcxp,weite_volatilitaetszone,weite_volatilitaetszone,bewegungsbruch_zone,12.701706,36.606731,1.079528,1.45224,0.040544,0.020861,1,0,0,0,0,0,0
fallender_strukturbruch,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_BTC_STRESS_4000,183drjy->1t5bcxp,weite_volatilitaetszone,weite_volatilitaetszone,bewegungsbruch_zone,-10.489213,31.230536,-0.544047,-0.09565,0.061279,0.011611,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_BTC_STRESS_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,-10.538202,31.226834,-0.457119,0.033912,0.051792,0.015961,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_SOL_QUIET_4000,183drjy->1t5bcxp,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,1.692088,8.508103,0.40079,-0.357394,0.042525,0.013143,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2024_5M_SOL_QUIET_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,2.106901,8.547315,0.717386,-0.545167,0.042389,0.016636,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_15M_BTC_STRESS_4000,183drjy->1t5bcxp,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,-7.449022,22.072909,-0.094667,6.049909,0.040138,0.014003,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_15M_SOL_QUIET_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,3.89161,27.848515,2.365994,2.432127,0.055022,0.02195,1,0,0,0,0,0,0
fallender_strukturbruch,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_SOL_QUIET_4000,183drjy->1t5bcxp,weite_volatilitaetszone,weite_volatilitaetszone,bewegungsbruch_zone,-1.888056,8.422603,1.096521,-0.661935,0.040978,0.014469,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_SOL_QUIET_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,-1.28764,8.436725,0.620867,-0.754127,0.036612,0.013225,1,0,0,0,0,0,0
fallende_rueckbindung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_5M_SOL_STRESS_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,-9.80706,30.674847,-1.372325,0.433754,0.048771,0.017826,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,starke_rekopplungsbindung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_BTC_QUIET_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,3.983749,24.917756,0.120124,-0.006941,0.056878,0.023973,1,0,0,0,0,0,0
weite_aufwaerts_expansion,mittlere_feldspannung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_SOL_QUIET_4000,183drjy->1t5bcxp,weite_volatilitaetszone,weite_volatilitaetszone,bewegungsbruch_zone,16.748203,77.012744,5.782009,0.605277,0.066656,0.017156,1,0,0,0,0,0,0
ruhige_gerichtete_rekopplung,ruhige_rekopplung,1016_MCM_REKOPPLUNG_NACH_ABVERKAUF_ISOLATION_DETAILS.csv,LONG2025_SOL_QUIET_4000,1t5bcxp->183drjy,weite_volatilitaetszone,weite_volatilitaetszone,rekopplungs_uebergang,26.531015,83.965495,2.677485,0.941972,0.050239,0.018613,1,0,0,0,0,0,0
