row_type,sources,phase_rows,phase_local_quality,inherited_window_quality,window_to_phase_transitions,phase_profile,asset_profile,quality_matches_window,quality_differs_from_window,count,share,source_report,asset,window_start,family,phase,family_reading,dominant_role,rekopplung,strain,afterimage,temporal,null_count,null_kinds,null_share,null_rekopplung,null_strain,null_afterimage,null_temporal,share_edge,rekopplung_edge,strain_edge,afterimage_edge,temporal_edge
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,67,0.020108043217286913,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0oc3,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7321658805970149,0.1880244776119403,0.732311671641791,0.8814127014925374,2,null_random;null_shuffle,0.014405762304921969,0.7365799583333333,0.18572697916666667,0.6960725833333333,0.8597274375,0.005702281,-0.004414078,0.002297498,0.036239088,0.021685264
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,32,0.009606724707295107,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0oc3,mitte,anschlussfaehige_oberflaeche,field_stabil,0.735288,0.19377453125,0.87563134375,0.94951190625,2,null_random;null_shuffle,0.01020714500150105,0.7409121935483871,0.19142464516129032,0.8918731470588235,0.949927935483871,-0.00060042,-0.005624194,0.002349886,-0.016241803,-0.000416029
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,65,0.019513659561693184,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0oc3,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7371654923076923,0.19203244615384615,0.8789100153846154,0.954573723076923,2,null_random;null_shuffle,0.015010507355148604,0.73838178,0.1926142608695652,0.88596074,0.95386938,0.004503152,-0.001216288,-0.000581815,-0.007050725,0.000704343
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,64,0.01920768307322929,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_1lsu,frueh,anschlussfaehige_oberflaeche,field_stabil,0.745221265625,0.168675765625,0.72209346875,0.874063640625,2,null_random;null_shuffle,0.017707082833133252,0.7486797457627119,0.16962584745762713,0.7218173220338983,0.8717665254237288,0.0015006,-0.00345848,-0.000950082,0.000276147,0.002297115
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,51,0.015310717502251577,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_1lsu,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7512541960784314,0.17345509803921566,0.8700723529411764,0.9464534509803921,2,null_random;null_shuffle,0.013209246472530772,0.7514460285714286,0.17572939999999998,0.904627590909091,0.9516318409090908,0.002101471,-0.000191832,-0.002274302,-0.034555238,-0.00517839
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,44,0.013209246472530772,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_1lsu,spaet,anschlussfaehige_oberflaeche,field_stabil,0.749029659090909,0.1770326818181818,0.8854656363636363,0.9523142045454546,2,null_random;null_shuffle,0.018312818973281297,0.7519153606557376,0.17511688524590166,0.9172944516129032,0.9598819032258065,-0.005103573,-0.002885702,0.001915797,-0.031828815,-0.007567699
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,48,0.014405762304921969,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_17ct,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7523503958333334,0.1640445625,0.6985938958333334,0.8576821458333334,2,null_random;null_shuffle,0.023709483793517408,0.7541994936708861,0.16418201724137932,0.7498974430379747,0.8878861392405064,-0.009303721,-0.001849098,-0.000137455,-0.051303547,-0.030203993
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,60,0.018012608826178327,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_17ct,mitte,anschlussfaehige_oberflaeche,field_stabil,0.75689015,0.16918918333333333,0.8655774333333334,0.9435945,2,null_random;null_shuffle,0.023716601621134793,0.763585309090909,0.1679066909090909,0.8866711636363637,0.9522433272727272,-0.005703993,-0.006695159,0.001282492,-0.02109373,-0.008648827
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,42,0.012608826178324827,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_17ct,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7557654523809524,0.17109790476190476,0.8938168571428572,0.9552501428571428,2,null_random;null_shuffle,0.017111978384869407,0.7612694423076923,0.17025801923076925,0.8946923076923077,0.9573601923076923,-0.004503152,-0.00550399,0.000839886,-0.000875451,-0.002110049
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,40,0.012004801920768308,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0pz6,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7634028500000001,0.148284525,0.672304825,0.8462669500000001,2,null_random;null_shuffle,0.017707082833133252,0.7663102142857143,0.14812764285714286,0.7176654915254237,0.8730349661016948,-0.005702281,-0.002907364,0.000156882,-0.045360667,-0.026768016
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,52,0.015610927649354548,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0pz6,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7652943461538461,0.15546388461538463,0.8810814807692308,0.9486940576923076,2,null_random;null_shuffle,0.019513659561693184,0.77133165625,0.15244204615384616,0.8743364307692307,0.9497356769230769,-0.003902732,-0.00603731,0.003021838,0.00674505,-0.001041619
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,57,0.017111978384869407,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0pz6,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7666267719298246,0.1544966842105263,0.8854345438596491,0.9551578596491228,2,null_random;null_shuffle,0.017712398679075352,0.7692791186440677,0.15461611538461537,0.8896644237288135,0.9580211864406779,-0.00060042,-0.002652347,-0.000119431,-0.00422988,-0.002863327
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,41,0.012304921968787515,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_1ewh,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7404283658536586,0.1657869024390244,0.6741970975609757,0.8485392439024391,2,null_random;null_shuffle,0.01020408163265306,0.7474491470588236,0.16366651724137932,0.6540414411764706,0.8339830588235294,0.00210084,-0.007020781,0.002120385,0.020155656,0.014556185
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,47,0.014109876913839688,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_1ewh,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7485507659574467,0.1716211914893617,0.882512085106383,0.9480636595744681,2,null_random;null_shuffle,0.011407985589912939,0.7509407894736843,0.17178651851851853,0.8817274210526316,0.9465188157894736,0.002701891,-0.002390024,-0.000165327,0.000784664,0.001544844
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,44,0.013209246472530772,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_1ewh,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.746804590909091,0.1731496818181818,0.8871817272727273,0.9560205227272728,2,null_random;null_shuffle,0.010807565295706995,0.75228509375,0.17436665625,0.90108271875,0.958074375,0.002401681,-0.005480503,-0.001216974,-0.013900991,-0.002053852
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,53,0.015906362545018007,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0dd2,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7572138301886793,0.15190666037735848,0.6981495283018868,0.8651304528301887,2,null_random;null_shuffle,0.025510204081632654,0.7651812,0.1511331379310345,0.7386222470588235,0.8905936588235295,-0.009603842,-0.00796737,0.000773522,-0.040472719,-0.025463206
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,30,0.009006304413089163,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0dd2,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7650889000000001,0.15841336666666667,0.8797399666666667,0.9498529333333334,2,null_random;null_shuffle,0.011708195737015911,0.769422935483871,0.1584766923076923,0.8932302903225806,0.9577591290322581,-0.002701891,-0.004334035,-6.3326e-05,-0.013490324,-0.007906196
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,43,0.0129090363254278,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0dd2,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7665714418604651,0.15737272093023255,0.8895771860465116,0.9564490232558139,2,null_random;null_shuffle,0.015310717502251577,0.7689023921568627,0.1577855294117647,0.8948273611111112,0.9592715882352941,-0.002401681,-0.00233095,-0.000412808,-0.005250175,-0.002822565
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,43,0.01290516206482593,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0obq,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.742564511627907,0.1727025581395349,0.6800105348837209,0.8503247209302326,2,null_random;null_shuffle,0.01290516206482593,0.7426237941176471,0.1708440588235294,0.6864659069767441,0.8526426279069766,0.0,-5.9282e-05,0.001858499,-0.006455372,-0.002317907
phase_local_detail,,,phase_offen_gemischt,nachhallnah_ohne_kern,,,,False,,42,0.012608826178324827,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0obq,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7445192142857143,0.1812489761904762,0.8784609047619047,0.9473758809523809,2,null_random;null_shuffle,0.009606724707295107,0.7488951333333334,0.17990563333333334,0.89399640625,0.94870271875,0.003002101,-0.004375919,0.001343343,-0.015535501,-0.001326838
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,39,0.011708195737015911,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_0obq,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7457343076923078,0.18132787179487178,0.9079418205128206,0.9592303333333333,2,null_random;null_shuffle,0.015310717502251577,0.7495302745098039,0.178063431372549,0.9088836666666666,0.9593877000000001,-0.003602522,-0.003795967,0.00326444,-0.000941846,-0.000157367
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,25,0.007503001200480192,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_00ja,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7316846800000001,0.17524028000000003,0.58511704,0.8007214399999999,2,null_random;null_shuffle,0.013805522208883553,0.736276,0.176776,0.6858594565217391,0.8552070869565217,-0.006302521,-0.00459132,-0.00153572,-0.100742417,-0.054485647
phase_local_detail,,,phase_nullnah,nachhallnah_ohne_kern,,,,False,,53,0.01591113779645752,docs\befunde\1846_MCM_FELDROLLEN_MEHRASSET_ZWISCHENLAGEN.csv,BTC,0,dio_00ja,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.733661037735849,0.18594801886792453,0.8581492452830188,0.9374282075471698,2,null_random;null_shuffle,0.01621134794356049,0.7391577222222222,0.1826825925925926,0.8964920000000001,0.9514834166666666,-0.00030021,-0.005496684,0.003265426,-0.038342755,-0.014055209
