row_type,sources,phase_rows,phase_local_quality,inherited_window_quality,window_to_phase_transitions,phase_profile,asset_profile,quality_matches_window,quality_differs_from_window,count,share,source_report,asset,window_start,family,phase,family_reading,dominant_role,rekopplung,strain,afterimage,temporal,null_count,null_kinds,null_share,null_rekopplung,null_strain,null_afterimage,null_temporal,share_edge,rekopplung_edge,strain_edge,afterimage_edge,temporal_edge
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,21,0.007879924953095686,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1q85,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.738745619047619,0.17261695238095237,0.5229069047619047,0.7756633809523811,2,null_random;null_shuffle,0.016135084427767354,0.7403863953488372,0.17710348837209303,0.669595976744186,0.8477497209302325,-0.008255159,-0.001640776,-0.004486536,-0.146689072,-0.07208634
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,23,0.008630393996247656,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1q85,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7444950434782609,0.18301273913043478,0.849054,0.9275453913043478,2,null_random;null_shuffle,0.015384615384615385,0.7486961052631579,0.18497605263157896,0.8791307804878049,0.9459003170731708,-0.006754221,-0.004201062,-0.001963314,-0.03007678,-0.018354926
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,20,0.0075075075075075074,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1q85,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.74776445,0.18583370000000002,0.9035992,0.9513092000000001,2,null_random;null_shuffle,0.014264264264264264,0.7500510571428571,0.17936642857142857,0.8897976052631579,0.9538408684210526,-0.006756757,-0.002286607,0.006467271,0.013801595,-0.002531668
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,24,0.00900562851782364,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0kx9,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.770570625,0.1282615,0.556418875,0.7929367916666666,2,null_random;null_shuffle,0.00900562851782364,0.7719929166666667,0.12735177777777779,0.5605435,0.7929102499999999,0.0,-0.001422292,0.000909722,-0.004124625,2.6542e-05
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,18,0.00675422138836773,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0kx9,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7744380555555556,0.13861494444444444,0.8641425555555555,0.9342247777777778,2,null_random;null_shuffle,0.00825515947467167,0.774815625,0.1370605,0.8742433125,0.9350298125000001,-0.001500938,-0.000377569,0.001554444,-0.010100757,-0.000805035
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,22,0.008258258258258258,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0kx9,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7756138636363636,0.14124872727272728,0.9095517727272727,0.9531177727272727,2,null_random;null_shuffle,0.0075075075075075074,0.7777912,0.1377952,0.8887249285714286,0.9484225714285713,0.000750751,-0.002177336,0.003453527,0.020826844,0.004695201
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,13,0.004878048780487805,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_07o8,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.734587076923077,0.16552023076923075,0.4109784615384615,0.7099550769230769,0,,0.0,0.0,0.0,0.0,0.0,0.004878049,0.734587077,0.165520231,0.410978462,0.709955077
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,27,0.010131332082551596,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_07o8,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7519155925925927,0.1770042962962963,0.8175095555555556,0.9160149259259259,0,,0.0,0.0,0.0,0.0,0.0,0.010131332,0.751915593,0.177004296,0.817509556,0.916014926
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,23,0.008633633633633633,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_07o8,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7538136956521739,0.18008034782608698,0.8912996956521739,0.9471050434782609,0,,0.0,0.0,0.0,0.0,0.0,0.008633634,0.753813696,0.180080348,0.891299696,0.947105043
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,14,0.00525328330206379,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_17ct,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7509267142857142,0.15798421428571427,0.40111050000000004,0.7122211428571428,2,null_random;null_shuffle,0.01125703564727955,0.7504258333333333,0.16126016666666668,0.6135315666666668,0.8156779666666666,-0.006003752,0.000500881,-0.003275952,-0.212421067,-0.103456824
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,28,0.01050656660412758,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_17ct,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7565803928571428,0.16764478571428573,0.8309119642857142,0.9171683214285714,2,null_random;null_shuffle,0.012382739212007506,0.7590069375,0.16888051515151517,0.87416746875,0.94004675,-0.001876173,-0.002426545,-0.001235729,-0.043255504,-0.022878429
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,20,0.0075075075075075074,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_17ct,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7602204,0.1750372,0.9052614,0.95074945,2,null_random;null_shuffle,0.013513513513513514,0.7586145833333333,0.1708682777777778,0.9032903611111112,0.9542435277777778,-0.006006006,0.001605817,0.004168922,0.001971039,-0.003494078
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,21,0.007879924953095686,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0nlj,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7714937619047619,0.13181580952380953,0.542357,0.7792474761904762,1,null_shuffle,0.01050656660412758,0.7723776071428572,0.1307682142857143,0.5941038571428571,0.8102577142857142,-0.002626642,-0.000883845,0.001047595,-0.051746857,-0.031010238
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,21,0.007879924953095686,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0nlj,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7805808095238095,0.13810233333333333,0.8560365238095238,0.9308610476190476,1,null_shuffle,0.014634146341463415,0.7790998205128206,0.14070402564102563,0.8791135641025641,0.9439467948717948,-0.006754221,0.001480989,-0.002601692,-0.02307704,-0.013085747
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,13,0.00487987987987988,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0nlj,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7779710769230769,0.142949,0.9106092307692308,0.9502745384615385,1,null_shuffle,0.015765765765765764,0.7802797857142858,0.1418957619047619,0.8813388333333333,0.9516106190476191,-0.010885886,-0.002308709,0.001053238,0.029270397,-0.001336081
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,10,0.00375234521575985,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_05ap,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7690583,0.1253248,0.3123802,0.667136,2,null_random;null_shuffle,0.005628517823639775,0.7759676,0.12463486666666666,0.44413946666666665,0.7347762000000001,-0.001876173,-0.0069093,0.000689933,-0.131759267,-0.0676402
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,17,0.006378986866791745,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_05ap,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7806592352941176,0.1356244705882353,0.7604404117647059,0.8959851764705882,2,null_random;null_shuffle,0.009380863039399626,0.7835314,0.13498853333333333,0.82277164,0.9203004,-0.003001876,-0.002872165,0.000635937,-0.062331228,-0.024315224
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,28,0.010510510510510511,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_05ap,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7869903214285714,0.13748860714285713,0.8643385,0.9416766428571428,2,null_random;null_shuffle,0.008633633633633633,0.7855159130434783,0.13783182608695652,0.8847079130434783,0.9497698695652174,0.001876877,0.001474408,-0.000343219,-0.020369413,-0.008093227
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,22,0.00825515947467167,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1772,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7308216363636363,0.17885500000000001,0.5272947727272727,0.7791410454545455,0,,0.0,0.0,0.0,0.0,0.0,0.008255159,0.730821636,0.178855,0.527294773,0.779141045
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,16,0.00600375234521576,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1772,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7361535,0.18895125,0.8473389375,0.924240125,0,,0.0,0.0,0.0,0.0,0.0,0.006003752,0.7361535,0.18895125,0.847338938,0.924240125
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,16,0.006006006006006006,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1772,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7360821875,0.1914605625,0.9011004375,0.9486150625,0,,0.0,0.0,0.0,0.0,0.0,0.006006006,0.736082187,0.191460562,0.901100438,0.948615063
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,21,0.007879924953095686,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_12fw,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7222578095238095,0.1835212857142857,0.5284701428571429,0.7742725238095238,0,,0.0,0.0,0.0,0.0,0.0,0.007879925,0.72225781,0.183521286,0.528470143,0.774272524
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,20,0.0075046904315197,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_12fw,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7322914,0.1948006,0.8558504499999999,0.9284459,0,,0.0,0.0,0.0,0.0,0.0,0.00750469,0.7322914,0.1948006,0.85585045,0.9284459
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,12,0.0045045045045045045,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_12fw,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7310575833333334,0.19720008333333336,0.9107789166666667,0.9497862499999999,0,,0.0,0.0,0.0,0.0,0.0,0.004504505,0.731057583,0.197200083,0.910778917,0.94978625
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,25,0.009380863039399626,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0g2r,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7412163599999999,0.16162244,0.56803628,0.79607796,0,,0.0,0.0,0.0,0.0,0.0,0.009380863,0.74121636,0.16162244,0.56803628,0.79607796
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,12,0.00450281425891182,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0g2r,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7454662500000001,0.17332,0.87177275,0.9332334166666666,0,,0.0,0.0,0.0,0.0,0.0,0.004502814,0.74546625,0.17332,0.87177275,0.933233417
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,16,0.006006006006006006,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0g2r,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.747163625,0.173645,0.9081315625,0.9491625,0,,0.0,0.0,0.0,0.0,0.0,0.006006006,0.747163625,0.173645,0.908131563,0.9491625
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,15,0.005628517823639775,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1oye,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7237558,0.18477993333333334,0.45278653333333335,0.7341491333333334,0,,0.0,0.0,0.0,0.0,0.0,0.005628518,0.7237558,0.184779933,0.452786533,0.734149133
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,22,0.00825515947467167,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1oye,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7349724090909091,0.19380899999999998,0.8269804090909091,0.9176290454545455,0,,0.0,0.0,0.0,0.0,0.0,0.008255159,0.734972409,0.193809,0.826980409,0.917629045
phase_local_detail,,,phase_ohne_nullfamilie,offen_gemischt,,,,False,,15,0.00563063063063063,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_1oye,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7439836666666667,0.19814746666666666,0.9006652666666667,0.9488379333333333,0,,0.0,0.0,0.0,0.0,0.0,0.005630631,0.743983667,0.198147467,0.900665267,0.948837933
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,18,0.00675422138836773,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_04uf,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7293085,0.17838933333333334,0.49101377777777777,0.7554309444444445,2,null_random;null_shuffle,0.0075046904315197,0.7336630526315789,0.17730157894736842,0.5303892,0.7696265999999999,-0.000750469,-0.004354553,0.001087754,-0.039375422,-0.014195656
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,15,0.005628517823639775,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_04uf,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7376955333333334,0.18823713333333333,0.8312307333333333,0.9191834666666667,2,null_random;null_shuffle,0.00675422138836773,0.7398352777777778,0.1873275294117647,0.8530921764705883,0.9251618823529412,-0.001125704,-0.002139744,0.000909604,-0.021861443,-0.005978416
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,17,0.0063813813813813815,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_04uf,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7360771764705882,0.19186758823529412,0.8942536470588235,0.9414253529411765,2,null_random;null_shuffle,0.010135135135135136,0.7367170833333333,0.189732,0.91383275,0.9487741666666666,-0.003753754,-0.000639907,0.002135588,-0.019579103,-0.007348814
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,12,0.00450281425891182,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0jqc,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7547301666666666,0.14631691666666666,0.3674835,0.69294725,1,null_random,0.004127579737335835,0.756078,0.14431818181818182,0.3602180909090909,0.6820229090909091,0.000375235,-0.001347833,0.001998735,0.007265409,0.010924341
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,19,0.007129455909943715,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0jqc,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7710075789473684,0.15788915789473684,0.7767516842105263,0.9014977368421053,1,null_random,0.013133208255159476,0.7682483142857143,0.15885645714285715,0.8201363428571428,0.9167183428571428,-0.006003752,0.002759265,-0.000967299,-0.043384659,-0.015220606
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,18,0.006756756756756757,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0jqc,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7719088333333333,0.16287216666666668,0.8796372222222222,0.9395662777777777,1,null_random,0.009384384384384385,0.7701921199999999,0.16238992,0.87536884,0.9443764,-0.002627628,0.001716713,0.000482247,0.004268382,-0.004810122
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,14,0.00525328330206379,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0tay,frueh,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7486743571428571,0.15405585714285713,0.4256042857142857,0.7238844285714287,1,null_shuffle,0.014634146341463415,0.7552609230769232,0.16021874358974358,0.6509097948717949,0.8406899999999999,-0.009380863,-0.006586566,-0.006162886,-0.225305509,-0.116805571
phase_local_detail,,,phase_offen_gemischt,offen_gemischt,,,,True,,20,0.0075046904315197,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0tay,mitte,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.75628425,0.1641309,0.82600355,0.9168094,1,null_shuffle,0.007879924953095686,0.7554436666666666,0.16953433333333334,0.8888704761904762,0.9456108095238095,-0.000375235,0.000840583,-0.005403433,-0.062866926,-0.02880141
phase_local_detail,,,phase_nullnah,offen_gemischt,,,,False,,13,0.00487987987987988,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,PAXG,8000,dio_0tay,spaet,kernfamilie_mit_feldzeitverdichtung,field_stabil,0.7575241538461538,0.1671903076923077,0.9052370000000001,0.948032076923077,1,null_shuffle,0.013138138138138139,0.7598460857142857,0.1683539142857143,0.8914858285714286,0.9532961714285715,-0.008258258,-0.002321932,-0.001163607,0.013751171,-0.005264095
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,181,0.06791744840525328,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_104t,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7526559723756906,0.16146133701657459,0.7686927182320442,0.9122522817679558,2,null_random;null_shuffle,0.06829268292682927,0.7564117417582417,0.16076938461538462,0.7692618406593406,0.9124972417582418,-0.000375235,-0.003755769,0.000691952,-0.000569122,-0.00024496
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,197,0.07392120075046904,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_104t,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7567255482233501,0.16288173604060913,0.8320909746192893,0.9458331573604061,2,null_random;null_shuffle,0.07467166979362101,0.7589349095477387,0.16272734170854272,0.8322721859296482,0.9462731155778894,-0.000750469,-0.002209361,0.000154394,-0.000181211,-0.000439958
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,173,0.06493993993993993,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_104t,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7578400173410405,0.16120727167630058,0.8280423294797689,0.9472641560693642,2,null_random;null_shuffle,0.07094594594594594,0.7591538662790698,0.16285233139534885,0.8434471428571428,0.9502602433862434,-0.006006006,-0.001313849,-0.00164506,-0.015404813,-0.002996087
phase_local_detail,,,phase_offen_gemischt,kernnah_ohne_feldzeit,,,,False,,140,0.0525328330206379,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_155c,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7489360285714286,0.1690106357142857,0.7601373285714286,0.9046104285714286,2,null_random;null_shuffle,0.04765478424015009,0.7502865702479338,0.16966178512396693,0.7557932314049587,0.9004298976377952,0.004878049,-0.001350542,-0.000651149,0.004344097,0.004180531
phase_local_detail,,,phase_offen_gemischt,kernnah_ohne_feldzeit,,,,False,,140,0.0525328330206379,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_155c,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7500604285714285,0.17318577142857142,0.8362866499999999,0.9444178999999999,2,null_random;null_shuffle,0.04352720450281426,0.7538936034482758,0.1727652155172414,0.8485666120689656,0.9473854827586207,0.009005629,-0.003833175,0.000420556,-0.012279962,-0.002967583
phase_local_detail,,,phase_offen_gemischt,kernnah_ohne_feldzeit,,,,False,,137,0.051426426426426426,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_155c,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7502598759124087,0.17315798540145985,0.8349988905109489,0.9464397518248175,2,null_random;null_shuffle,0.04504504504504504,0.7567090084745762,0.17120384745762712,0.8452442288135594,0.9488037203389831,0.006381381,-0.006449133,0.001954138,-0.010245338,-0.002363969
phase_local_detail,,,phase_offen_gemischt,kernnah_ohne_feldzeit,,,,False,,125,0.04690431519699812,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0l7p,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7605512,0.14942012,0.7616242240000001,0.90513016,2,null_random;null_shuffle,0.04652908067542214,0.7620396186440678,0.1498137966101695,0.7625757457627118,0.9039219237288135,0.000375235,-0.001488419,-0.000393677,-0.000951522,0.001208236
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,121,0.045403377110694185,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0l7p,mitte,anschlussfaehige_oberflaeche,field_stabil,0.765400652892562,0.1519305289256198,0.8469992396694215,0.9496784628099174,2,null_random;null_shuffle,0.04878048780487805,0.7677311,0.15196838461538462,0.8527815000000001,0.9498235744680852,-0.003377111,-0.002330447,-3.7856e-05,-0.00578226,-0.000145112
phase_local_detail,,,phase_nachhallnah_ohne_kern,kernnah_ohne_feldzeit,,,,False,,101,0.03791291291291291,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0l7p,spaet,anschlussfaehige_oberflaeche,field_stabil,0.764818297029703,0.1526849207920792,0.8482960495049505,0.9516426930693068,2,null_random;null_shuffle,0.04954954954954955,0.7675549065420562,0.1534572121212121,0.848200106060606,0.9510855420560748,-0.011636637,-0.00273661,-0.000772291,9.5943e-05,0.000557151
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,116,0.04352720450281426,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0m9z,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7399865172413793,0.17820218103448277,0.7482982327586206,0.8975049741379311,2,null_random;null_shuffle,0.04652908067542214,0.7425388387096774,0.17876815463917525,0.7524639354838709,0.9002461774193549,-0.003001876,-0.002552321,-0.000565974,-0.004165703,-0.002741203
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,107,0.0401500938086304,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0m9z,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7425587102803739,0.18211465420560746,0.8456927943925234,0.945525785046729,2,null_random;null_shuffle,0.04390243902439024,0.7458688965517241,0.18134694252873562,0.8502047931034482,0.9471475862068964,-0.003752345,-0.003310186,0.000767712,-0.004511999,-0.001621801
phase_local_detail,,,phase_offen_gemischt,kernnah_ohne_feldzeit,,,,False,,123,0.04617117117117117,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0m9z,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7427092032520326,0.18161747967479674,0.8408095040650406,0.9465452195121951,2,null_random;null_shuffle,0.037162162162162164,0.7445109489795919,0.18242936734693876,0.8615139898989899,0.9504109183673469,0.009009009,-0.001801746,-0.000811888,-0.020704486,-0.003865699
phase_local_detail,,,phase_offen_gemischt,kernnah_ohne_feldzeit,,,,False,,84,0.03151969981238274,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0h9h,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7544610476190476,0.15462145238095237,0.7407153571428571,0.8891910357142857,2,null_random;null_shuffle,0.030393996247654785,0.7594853086419753,0.1540131142857143,0.7400721481481481,0.8884281604938272,0.001125704,-0.005024261,0.000608338,0.000643209,0.000762875
phase_local_detail,,,phase_offen_gemischt,kernnah_ohne_feldzeit,,,,False,,81,0.030393996247654785,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0h9h,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7612557160493827,0.1579434938271605,0.8542323950617284,0.9478857777777777,2,null_random;null_shuffle,0.030393996247654785,0.7635744691358024,0.157812925,0.8569261851851853,0.9470590864197531,0.0,-0.002318753,0.000130569,-0.00269379,0.000826691
phase_local_detail,,,phase_nachhallnah_ohne_kern,kernnah_ohne_feldzeit,,,,False,,59,0.022147147147147148,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_0h9h,spaet,anschlussfaehige_oberflaeche,field_stabil,0.7612052711864407,0.15879101694915254,0.8686070508474576,0.9541891186440679,2,null_random;null_shuffle,0.03190690690690691,0.7641915897435897,0.15873614102564101,0.8667799529411764,0.9539221411764706,-0.00975976,-0.002986319,5.4876e-05,0.001827098,0.000266977
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,52,0.01951219512195122,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_14wj,frueh,anschlussfaehige_oberflaeche,field_stabil,0.7629217692307692,0.14162176923076925,0.6955949615384616,0.8637426730769231,2,null_random;null_shuffle,0.02776735459662289,0.768483671641791,0.1415631791044776,0.7283653378378379,0.8830451216216215,-0.008255159,-0.005561902,5.859e-05,-0.032770376,-0.019302449
phase_local_detail,,,phase_nullnah,kernnah_ohne_feldzeit,,,,False,,67,0.025140712945590993,docs\befunde\1848_ANSCHLUSSQUALITAET_NEUE_FENSTER.csv,XRP,2000,dio_14wj,mitte,anschlussfaehige_oberflaeche,field_stabil,0.7679035970149253,0.14542538805970148,0.857078328358209,0.9460842388059701,2,null_random;null_shuffle,0.03414634146341464,0.7729293626373627,0.1442088901098901,0.8761992280701755,0.9526031578947368,-0.009005629,-0.005025766,0.001216498,-0.0191209,-0.006518919
