preview_symbol,field_function_class,field_function_variant,field_function_confidence,depth_score,depth_state,world_count,count,avg_afterimage,avg_recurrence,avg_rekopplung,avg_strain,avg_sensory_coupling,last_world,worlds,effects,passive_only,influences_action,is_gate,is_motoric
dio_mcm_episode_1amcian,milieu_island,quiet_deep_recoupling,0.650909,0.859767,multiworld_depth_seed,5,8,0.824247,0.894062,0.725452,0.15997,0.865358,FF_BTC_2024_10K,FF_SOL_STABLE_2026_10K:2; REAL_FOLLOW_PAXG_6000:2; REAL_TIME_2024_SOL_ALTSEQ_A:2; FF_BTC_2024_10K:1; REAL_TIME_2024_BTC_5M:1,stabil:8,1,0,0,0
dio_mcm_episode_14xx81a,milieu_island,quiet_deep_recoupling,0.789868,0.858038,multiworld_depth_seed,9,3177,0.811672,0.889677,0.730565,0.158788,0.866727,FF_PAXG_2024_10K,FF_PAXG_2024_10K:2001; REAL_FOLLOW_PAXG_6000:835; REAL_TIME_2024_SOL_ALTSEQ_A:155; PAXG_1846_A:100; BTC_LONG_2025_5M_QUIET:31; QUIET_NEAR_BTC_1869:31; FF_SOL_STABLE_2026_10K:14; FF_BTC_2024_10K:5,stabil:3177,1,0,0,0
dio_mcm_episode_08op00s,active_recoupling,compact_carried_recoupling,0.694539,0.857777,multiworld_depth_seed,17,53,0.809278,0.888351,0.731258,0.152268,0.869423,FF_SOL_STABLE_2026_10K,FOLLOW_EQ10K_XRP_2024_5M:10; FOLLOW_EQ10K_PAXG_2024_5M:8; FOLLOW_XRP_2024_5M_2000:5; QUIET_NEAR_PAXG2025_1H:4; BTC_10K_A:3; BTC_FIELD_QUIET_05:3; BTC_STRESS_2025_5M:3; FF_SOL_STABLE_2026_10K:3,stabil:53,1,0,0,0
dio_mcm_episode_1avuyqc,active_recoupling,compact_carried_recoupling,0.672824,0.853125,multiworld_depth_seed,8,24,0.819397,0.891006,0.716001,0.170732,0.837646,FF_PAXG_2024_10K,REAL_TIME_2024_SOL_ALTSEQ_A:7; FF_BTC_2024_10K:3; PAXG_1846_A:3; REAL_FOLLOW_DOGE_6000:3; REAL_TIME_2024_BTC_5M:3; FF_PAXG_2024_10K:2; REAL_TIME_2024_PAXG:2; REAL_FOLLOW_XRP_6000:1,stabil:24,1,0,0,0
dio_mcm_episode_1c8zokt,active_recoupling,compact_carried_recoupling,0.705215,0.85284,multiworld_depth_seed,9,101,0.825644,0.877923,0.718803,0.166288,0.843722,FF_DOGE_2024_10K,REAL_FOLLOW_DOGE_6000:33; REAL_FOLLOW_XRP_6000:23; REAL_FOLLOW_SOL_6000:20; FOLLOW_EQ10K_XRP_2024_5M:12; FOLLOW_EQ10K_DOGE_2024_5M:7; FF_DOGE_2024_10K:2; FOLLOW_DOGE_2024_5M_2000:2; BTC_10K_A:1,stabil:101,1,0,0,0
dio_mcm_episode_1qv5i56,active_recoupling,compact_carried_recoupling,0.712955,0.850244,multiworld_depth_seed,18,115,0.813875,0.874002,0.719529,0.165535,0.848437,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:38; FOLLOW_EQ10K_DOGE_2024_5M:14; FOLLOW_EQ10K_PAXG_2024_5M:10; FOLLOW_XRP_2024_5M_2000:10; QUIET_NEAR_PAXG2025_1H:6; REAL_FOLLOW_XRP_6000:6; FF_DOGE_2024_10K:5; FOLLOW_DOGE_2024_5M_2000:5,stabil:115,1,0,0,0
dio_mcm_episode_02ixe4y,active_recoupling,compact_carried_recoupling,0.668179,0.850066,multiworld_depth_seed,9,21,0.81678,0.889104,0.712705,0.175954,0.821986,FF_BTC_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:5; FOLLOW_EQ10K_DOGE_2024_5M:4; FF_BTC_2024_10K:2; FF_SOL_STABLE_2026_10K:2; FOLLOW_XRP_2024_5M_2000:2; REAL_TIME_2024_BTC_5M:2; REAL_TIME_2024_XRP:2; BTC_STRESS_2025_5M:1,stabil:21,1,0,0,0
dio_mcm_episode_0bygq81,active_recoupling,compact_carried_recoupling,0.741582,0.8485,multiworld_depth_seed,20,181,0.801369,0.871543,0.722076,0.162737,0.854509,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:53; FOLLOW_EQ10K_DOGE_2024_5M:30; REAL_TIME_2023_SOL_ALTSEQ_A:13; FOLLOW_XRP_2024_5M_2000:11; QUIET_NEAR_PAXG2025_1H:11; FOLLOW_EQ10K_PAXG_2024_5M:10; FF_DOGE_2024_10K:9; FOLLOW_DOGE_2024_5M_2000:9,stabil:181,1,0,0,0
dio_mcm_episode_0o47ti3,active_recoupling,compact_carried_recoupling,0.678873,0.843766,multiworld_depth_seed,8,23,0.796533,0.861177,0.718861,0.164807,0.846711,FF_PAXG_2024_10K,REAL_TIME_2024_SOL_ALTSEQ_A:6; FF_PAXG_2024_10K:3; PAXG_1846_A:3; REAL_FOLLOW_DOGE_6000:3; REAL_FOLLOW_XRP_6000:3; REAL_TIME_2024_PAXG:3; FF_BTC_2024_10K:1; REAL_TIME_2024_BTC_5M:1,stabil:23,1,0,0,0
dio_mcm_episode_1chjpo0,active_recoupling,compact_carried_recoupling,0.685352,0.841296,multiworld_depth_seed,7,17,0.791141,0.835245,0.726843,0.153397,0.870935,FF_BTC_2024_10K,BTC_LONG_2025_5M_QUIET:3; FF_SOL_STABLE_2026_10K:3; QUIET_NEAR_BTC_1869:3; REAL_FOLLOW_PAXG_6000:3; FF_BTC_2024_10K:2; REAL_TIME_2024_BTC_5M:2; REAL_TIME_2024_SOL_ALTSEQ_A:1,stabil:17,1,0,0,0
dio_mcm_episode_0s2q227,active_recoupling,compact_carried_recoupling,0.677073,0.838662,multiworld_depth_seed,12,30,0.818542,0.836225,0.710205,0.17606,0.832052,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:11; FF_DOGE_2024_10K:3; FOLLOW_DOGE_2024_5M_2000:3; FF_BTC_2024_10K:2; FOLLOW_EQ10K_DOGE_2024_5M:2; REAL_FOLLOW_SOL_6000:2; REAL_TIME_2024_BTC_5M:2; BTC_10K_A:1,stabil:30,1,0,0,0
dio_mcm_episode_0n6m7si,active_recoupling,compact_carried_recoupling,0.709272,0.83842,multiworld_depth_seed,18,86,0.775852,0.844904,0.723635,0.160474,0.857195,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:18; REAL_TIME_2023_SOL_ALTSEQ_A:8; FOLLOW_EQ10K_DOGE_2024_5M:7; PAXG_1846_A:7; FOLLOW_EQ10K_PAXG_2024_5M:6; REAL_FOLLOW_PAXG_6000:6; BTC_LONG_2024_5M_QUIET:5; FOLLOW_XRP_2024_5M_2000:5,stabil:86,1,0,0,0
dio_mcm_episode_0vig3jz,active_recoupling,compact_carried_recoupling,0.776036,0.8382,multiworld_depth_seed,12,19809,0.773172,0.845832,0.723681,0.160758,0.858286,FF_PAXG_2024_10K,FF_PAXG_2024_10K:4807; REAL_TIME_2024_PAXG:2836; FF_BTC_2024_10K:2306; REAL_TIME_2024_BTC_5M:2302; REAL_TIME_2024_SOL_ALTSEQ_A:1855; REAL_FOLLOW_PAXG_6000:1748; PAXG_1846_A:1722; QUIET_NEAR_PAXG2024_1H:723,stabil:19809,1,0,0,0
dio_mcm_episode_05upp98,active_recoupling,compact_carried_recoupling,0.747376,0.837333,multiworld_depth_seed,22,194,0.778999,0.850175,0.717183,0.166864,0.846188,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:38; FOLLOW_EQ10K_DOGE_2024_5M:28; REAL_TIME_2023_SOL_ALTSEQ_A:17; FOLLOW_XRP_2024_5M_2000:15; QUIET_NEAR_PAXG2025_1H:12; FOLLOW_EQ10K_PAXG_2024_5M:11; REAL_FOLLOW_XRP_6000:10; FF_DOGE_2024_10K:8,stabil:194,1,0,0,0
dio_mcm_episode_14pd6eb,active_recoupling,compact_carried_recoupling,0.761905,0.836867,multiworld_depth_seed,23,232,0.777368,0.851071,0.71634,0.167769,0.845151,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:42; FOLLOW_EQ10K_DOGE_2024_5M:33; FOLLOW_XRP_2024_5M_2000:19; REAL_TIME_2023_SOL_ALTSEQ_A:14; FOLLOW_EQ10K_PAXG_2024_5M:13; QUIET_NEAR_PAXG2025_1H:12; FF_SOL_STABLE_2026_10K:10; REAL_FOLLOW_XRP_6000:10,stabil:232,1,0,0,0
dio_mcm_episode_0iwh9d2,active_recoupling,compact_carried_recoupling,0.777759,0.83679,multiworld_depth_seed,26,15086,0.766381,0.84293,0.724534,0.159529,0.862376,FF_PAXG_2024_10K,REAL_FOLLOW_PAXG_6000:2831; PAXG_1846_A:2460; FOLLOW_EQ10K_PAXG_2024_5M:1844; FOLLOW_EQ10K_DOGE_2024_5M:852; BTC_LONG_2025_5M_QUIET:742; QUIET_NEAR_BTC_1869:742; REAL_FOLLOW_XRP_6000:649; FOLLOW_EQ10K_XRP_2024_5M:602,stabil:15086,1,0,0,0
dio_mcm_episode_0y7hhur,active_recoupling,compact_carried_recoupling,0.685799,0.836114,multiworld_depth_seed,10,22,0.770703,0.837631,0.723825,0.157529,0.859492,FF_PAXG_2024_10K,REAL_TIME_2024_SOL_ALTSEQ_A:5; FF_BTC_2024_10K:4; REAL_TIME_2024_BTC_5M:4; FF_PAXG_2024_10K:2; PAXG_1846_A:2; BTC_LONG_2025_5M_QUIET:1; QUIET_NEAR_BTC_1869:1; REAL_FOLLOW_PAXG_6000:1,stabil:22,1,0,0,0
dio_mcm_episode_0hiolzy,active_recoupling,compact_carried_recoupling,0.652079,0.830658,multiworld_depth_seed,5,54,0.752354,0.82359,0.726469,0.150442,0.862845,FF_SOL_STABLE_2026_10K,FF_SOL_STABLE_2026_10K:23; QUIET_NEAR_PAXG2025_1H:15; BTC_STRESS_2025_5M:12; BTC_SHIFT_2025_30M_10000_11000:3; PAXG_1846_A:1,stabil:54,1,0,0,0
dio_mcm_episode_13nf5kn,active_recoupling,compact_carried_recoupling,0.703505,0.83065,multiworld_depth_seed,6,59,0.761205,0.817276,0.725531,0.150757,0.862035,FF_SOL_STABLE_2026_10K,BTC_10K_A:36; BTC_STRESS_2025_5M:9; QUIET_NEAR_PAXG2025_1H:9; BTC_LONG_2025_5M_QUIET:2; QUIET_NEAR_BTC_1869:2; FF_SOL_STABLE_2026_10K:1,stabil:59,1,0,0,0
dio_mcm_episode_1bxy0ae,active_recoupling,compact_carried_recoupling,0.632782,0.828507,multiworld_depth_seed,5,6,0.759891,0.810682,0.725029,0.157989,0.860676,FF_DOGE_2024_10K,FOLLOW_EQ10K_PAXG_2024_5M:2; BTC_LONG_2024_5M_QUIET:1; FF_DOGE_2024_10K:1; FOLLOW_DOGE_2024_5M_2000:1; FOLLOW_EQ10K_DOGE_2024_5M:1,stabil:6,1,0,0,0
dio_mcm_episode_0imu3z8,active_recoupling,compact_carried_recoupling,0.668228,0.827311,multiworld_depth_seed,12,20,0.786734,0.835536,0.700669,0.186628,0.804367,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:6; FOLLOW_EQ10K_DOGE_2024_5M:2; PAXG_1846_A:2; REAL_FOLLOW_XRP_6000:2; BTC_10K_A:1; FF_DOGE_2024_10K:1; FOLLOW_DOGE_2024_5M_2000:1; FOLLOW_EQ10K_PAXG_2024_5M:1,stabil:20,1,0,0,0
dio_mcm_episode_0icnf2v,active_recoupling,compact_carried_recoupling,0.777603,0.826838,multiworld_depth_seed,43,114011,0.749194,0.825119,0.716608,0.162509,0.854675,FF_PAXG_2024_10K,REAL_TIME_2023_SOL_ALTSEQ_A:6873; FF_SOL_STABLE_2026_10K:6805; FOLLOW_DOGE_2024_5M_2000:6679; FF_DOGE_2024_10K:6674; REAL_FOLLOW_DOGE_6000:6538; FOLLOW_XRP_2024_5M_2000:6192; REAL_FOLLOW_BTC_6000:5866; BTC_10K_A:5850,stabil:114011,1,0,0,0
dio_mcm_episode_12tgchq,active_recoupling,compact_carried_recoupling,0.776224,0.826829,multiworld_depth_seed,29,35478,0.755293,0.822076,0.717215,0.164749,0.849474,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:4715; FOLLOW_EQ10K_XRP_2024_5M:4040; FOLLOW_EQ10K_PAXG_2024_5M:2812; SOL_10K_A:2722; REAL_FOLLOW_XRP_6000:2518; REAL_FOLLOW_SOL_6000:2256; REAL_TIME_2024_SOL_ALTSEQ_A:2172; BTC_10K_A:1848,stabil:35478,1,0,0,0
dio_mcm_episode_1fdlu6e,active_recoupling,compact_carried_recoupling,0.776329,0.825255,multiworld_depth_seed,14,3678,0.75398,0.816918,0.716953,0.163616,0.847608,FF_PAXG_2024_10K,REAL_TIME_2024_BTC_5M:1010; FF_BTC_2024_10K:1006; QUIET_NEAR_PAXG2024_1H:715; REAL_FOLLOW_BTC_6000:285; REAL_FOLLOW_XRP_6000:154; REAL_TIME_2024_SOL_ALTSEQ_A:145; REAL_FOLLOW_DOGE_6000:129; FF_SOL_STABLE_2026_10K:77,stabil:3678,1,0,0,0
dio_mcm_episode_0flz7zv,active_recoupling,compact_carried_recoupling,0.68806,0.814745,multiworld_depth_seed,7,15,0.722153,0.794873,0.716778,0.166326,0.857283,FF_PAXG_2024_10K,FF_SOL_STABLE_2026_10K:3; REAL_FOLLOW_PAXG_6000:3; REAL_TIME_2024_SOL_ALTSEQ_A:3; BTC_LONG_2025_5M_QUIET:2; QUIET_NEAR_BTC_1869:2; FF_PAXG_2024_10K:1; REAL_FOLLOW_BTC_6000:1,stabil:15,1,0,0,0
dio_mcm_episode_1abuaeu,milieu_island,quiet_deep_recoupling,0.6148,0.814461,multiworld_depth_seed,4,9,0.704367,0.789103,0.727402,0.144582,0.867154,FF_SOL_STABLE_2026_10K,BTC_10K_A:6; FF_SOL_STABLE_2026_10K:1; REAL_FOLLOW_DOGE_6000:1; REAL_TIME_2023_SOL_ALTSEQ_A:1,stabil:9,1,0,0,0
dio_mcm_episode_1j0qf7r,milieu_island,quiet_deep_recoupling,0.609749,0.810884,multiworld_depth_seed,4,4,0.72768,0.778493,0.714794,0.165094,0.847994,FF_PAXG_2024_10K,BTC_LONG_2025_5M_QUIET:1; FF_PAXG_2024_10K:1; PAXG_1846_A:1; QUIET_NEAR_BTC_1869:1,stabil:4,1,0,0,0
dio_mcm_episode_18bzc1l,active_recoupling,compact_carried_recoupling,0.690395,0.810269,multiworld_depth_seed,8,25,0.715501,0.787602,0.714186,0.167895,0.846596,FF_PAXG_2024_10K,FF_PAXG_2024_10K:5; REAL_TIME_2024_SOL_ALTSEQ_A:5; FF_BTC_2024_10K:3; REAL_FOLLOW_DOGE_6000:3; REAL_FOLLOW_XRP_6000:3; REAL_TIME_2024_BTC_5M:3; REAL_TIME_2024_PAXG:2; PAXG_1846_A:1,stabil:25,1,0,0,0
dio_mcm_episode_0uohah2,milieu_island,quiet_deep_recoupling,0.701768,0.807451,multiworld_depth_seed,3,51,0.816116,0.889713,0.72675,0.156583,0.862467,FF_PAXG_2024_10K,REAL_FOLLOW_BTC_6000:41; FF_PAXG_2024_10K:5; REAL_TIME_2024_PAXG:5,stabil:51,1,0,0,0
dio_mcm_episode_0v9h8bc,active_recoupling,compact_carried_recoupling,0.688653,0.796945,multiworld_depth_seed,7,15,0.69585,0.752031,0.71005,0.167182,0.839878,FF_BTC_2024_10K,FF_BTC_2024_10K:3; REAL_TIME_2024_BTC_5M:3; BTC_10K_A:2; FF_SOL_STABLE_2026_10K:2; FOLLOW_EQ10K_DOGE_2024_5M:2; FOLLOW_EQ10K_XRP_2024_5M:2; REAL_TIME_2024_SOL_ALTSEQ_A:1,stabil:15,1,0,0,0
dio_mcm_episode_0p0hrk3,milieu_island,quiet_deep_recoupling,0.71401,0.786784,recurring_depth_seed,2,2,0.844123,0.981892,0.739255,0.162525,0.859816,FF_PAXG_2024_10K,FF_PAXG_2024_10K:1; QUIET_NEAR_PAXG2024_1H:1,stabil:2,1,0,0,0
dio_mcm_episode_0goqj8y,active_recoupling,compact_carried_recoupling,0.681664,0.786115,multiworld_depth_seed,10,15,0.675885,0.750415,0.696203,0.185826,0.810939,FF_PAXG_2024_10K,REAL_TIME_2024_SOL_ALTSEQ_A:4; FF_PAXG_2024_10K:2; REAL_TIME_2024_PAXG:2; BTC_LONG_2025_5M_QUIET:1; FF_BTC_2024_10K:1; PAXG_1846_A:1; QUIET_NEAR_BTC_1869:1; REAL_FOLLOW_DOGE_6000:1,stabil:15,1,0,0,0
dio_mcm_episode_1ybn91t,milieu_island,quiet_deep_recoupling,0.708438,0.78007,recurring_depth_seed,2,2,0.849841,0.955357,0.730242,0.156023,0.870082,FF_PAXG_2024_10K,FF_PAXG_2024_10K:1; REAL_TIME_2024_PAXG:1,stabil:2,1,0,0,0
dio_mcm_episode_0z9l52m,milieu_island,quiet_deep_recoupling,0.704878,0.776345,recurring_depth_seed,2,2,0.825412,0.985207,0.720134,0.170187,0.837969,FF_PAXG_2024_10K,FF_PAXG_2024_10K:1; REAL_TIME_2024_PAXG:1,stabil:2,1,0,0,0
dio_mcm_episode_1i07qau,milieu_island,quiet_deep_recoupling,0.701718,0.773155,recurring_depth_seed,2,2,0.826872,0.975,0.719048,0.168962,0.824364,FF_PAXG_2024_10K,FF_PAXG_2024_10K:1; REAL_TIME_2024_PAXG:1,stabil:2,1,0,0,0
dio_mcm_episode_1f4u10n,active_recoupling,compact_carried_recoupling,0.703729,0.770397,multiworld_depth_seed,6,7,0.606455,0.689168,0.718407,0.147891,0.863321,FF_SOL_STABLE_2026_10K,BTC_FIELD_QUIET_02:2; BTC_FIELD_QUIET_03:1; BTC_LONG_2025_5M_QUIET:1; BTC_STRESS_2025_5M:1; FF_SOL_STABLE_2026_10K:1; QUIET_NEAR_BTC_1869:1,stabil:7,1,0,0,0
dio_mcm_episode_16qal3x,active_recoupling,compact_carried_recoupling,0.706895,0.766221,multiworld_depth_seed,6,13,0.626168,0.661401,0.711646,0.161669,0.872777,FF_SOL_STABLE_2026_10K,FF_SOL_STABLE_2026_10K:3; REAL_FOLLOW_PAXG_6000:3; BTC_LONG_2025_5M_QUIET:2; QUIET_NEAR_BTC_1869:2; REAL_TIME_2024_SOL_ALTSEQ_A:2; REAL_FOLLOW_BTC_6000:1,stabil:13,1,0,0,0
dio_mcm_episode_08g2xgt,milieu_island,quiet_deep_recoupling,0.622308,0.761035,multiworld_depth_seed,3,3,0.740679,0.757895,0.720158,0.151749,0.84617,FF_PAXG_2024_10K,FF_PAXG_2024_10K:1; REAL_FOLLOW_BTC_6000:1; REAL_TIME_2024_PAXG:1,stabil:3,1,0,0,0
dio_mcm_episode_15jz0fg,milieu_island,quiet_deep_recoupling,0.689594,0.759949,recurring_depth_seed,2,6,0.81421,0.908482,0.725195,0.157726,0.849027,FF_PAXG_2024_10K,FF_PAXG_2024_10K:3; REAL_TIME_2024_PAXG:3,stabil:6,1,0,0,0
dio_mcm_episode_1jum2sp,milieu_island,quiet_deep_recoupling,0.742368,0.751304,local_depth_seed,1,1,0.915151,0.970588,0.747591,0.178356,0.876979,FF_PAXG_2024_10K,FF_PAXG_2024_10K:1,stabil:1,1,0,0,0
dio_mcm_episode_0hlxzy4,active_recoupling,compact_carried_recoupling,0.708166,0.750042,multiworld_depth_seed,11,50,0.60464,0.653952,0.692145,0.188054,0.815876,FF_DOGE_2024_10K,FOLLOW_EQ10K_XRP_2024_5M:18; FOLLOW_EQ10K_DOGE_2024_5M:16; FOLLOW_EQ10K_PAXG_2024_5M:5; FOLLOW_XRP_2024_5M_2000:2; REAL_FOLLOW_XRP_6000:2; SOL_10K_A:2; FF_DOGE_2024_10K:1; FOLLOW_DOGE_2024_5M_2000:1,stabil:50,1,0,0,0
dio_mcm_episode_12fuh1y,active_recoupling,distributed_active_recoupling,0.718612,0.748662,multiworld_depth_seed,19,30,0.564173,0.636456,0.712906,0.156204,0.86303,FF_PAXG_2024_10K,SOL_10K_A:3; BTC_FIELD_QUIET_02:2; BTC_LONG_2024_5M_QUIET:2; BTC_STRESS_2025_5M:2; FF_DOGE_2024_10K:2; FOLLOW_DOGE_2024_5M_2000:2; FOLLOW_EQ10K_XRP_2024_5M:2; PAXG_1846_A:2,stabil:30,1,0,0,0
dio_mcm_episode_1iy3qls,milieu_island,quiet_deep_recoupling,0.676459,0.748444,recurring_depth_seed,2,2,0.855506,0.814815,0.722969,0.161221,0.878552,FF_BTC_2024_10K,FF_BTC_2024_10K:1; REAL_TIME_2024_BTC_5M:1,stabil:2,1,0,0,0
dio_mcm_episode_1rzvh02,active_recoupling,distributed_active_recoupling,0.756763,0.7457,multiworld_depth_seed,10,131,0.556462,0.633274,0.712542,0.150925,0.851799,FF_SOL_STABLE_2026_10K,BTC_STRESS_2025_5M:45; BTC_10K_A:20; SOL_10K_A:14; FOLLOW_EQ10K_PAXG_2024_5M:13; FOLLOW_XRP_2024_5M_2000:11; REAL_TIME_2024_XRP:11; BTC_LONG_2025_5M_QUIET:5; QUIET_NEAR_BTC_1869:5,stabil:131,1,0,0,0
dio_mcm_episode_0uq3m48,milieu_island,local_milieu_seed,0.613984,0.745677,multiworld_depth_seed,3,19,0.654289,0.753936,0.724224,0.144706,0.862099,FF_DOGE_2024_10K,PAXG_1H_A:17; FF_DOGE_2024_10K:1; FOLLOW_DOGE_2024_5M_2000:1,stabil:19,1,0,0,0
dio_mcm_episode_14x6jkt,active_recoupling,compact_carried_recoupling,0.580033,0.743506,multiworld_depth_seed,4,8,0.601776,0.658928,0.679982,0.197387,0.769289,FF_SOL_STABLE_2026_10K,FOLLOW_EQ10K_DOGE_2024_5M:3; FF_SOL_STABLE_2026_10K:2; FOLLOW_EQ10K_XRP_2024_5M:2; REAL_FOLLOW_DOGE_6000:1,stabil:8,1,0,0,0
dio_mcm_episode_0b8eoy2,active_recoupling,distributed_active_recoupling,0.798404,0.736769,multiworld_depth_seed,30,369,0.558313,0.619812,0.699005,0.169292,0.825553,FF_DOGE_2024_10K,FOLLOW_EQ10K_DOGE_2024_5M:62; FOLLOW_EQ10K_XRP_2024_5M:52; FF_DOGE_2024_10K:21; FOLLOW_DOGE_2024_5M_2000:21; REAL_FOLLOW_XRP_6000:20; REAL_FOLLOW_SOL_6000:19; FF_BTC_2024_10K:16; REAL_TIME_2024_BTC_5M:16,stabil:369,1,0,0,0
dio_mcm_episode_0x477dj,milieu_island,local_milieu_seed,0.591295,0.729484,multiworld_depth_seed,3,3,0.691136,0.72658,0.689015,0.191531,0.77952,FF_SOL_STABLE_2026_10K,FF_SOL_STABLE_2026_10K:1; QUIET_NEAR_PAXG2025_1H:1; SOL_10K_A:1,stabil:3,1,0,0,0
