row_type,phase_pairs,baseline_sources,baseline_phase_keys,followup_phase_keys,phase_repro_states,phase_transitions,phase_state_profile,phase_repro_state,count,share,asset,family,phase,baseline_attachment_quality,followup_attachment_quality,baseline_profile,followup_profile,baseline_observations,followup_observations,baseline_share,followup_share,baseline_rekopplung,followup_rekopplung,baseline_afterimage,followup_afterimage,baseline_temporal,followup_temporal
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0l7p,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.038932,0.039254,0.763502,0.763795,0.845831,0.8435,0.948353,0.946534
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0l7p,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.040835,0.040755,0.763875,0.764292,0.852415,0.852074,0.952213,0.952026
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0m9z,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.038251,0.035377,0.741546,0.739085,0.756243,0.725255,0.898604,0.88308
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0m9z,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.043566,0.040541,0.74269,0.742576,0.844189,0.841559,0.945432,0.942952
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0m9z,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.038226,0.042686,0.744194,0.743645,0.850841,0.847379,0.948969,0.947001
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0h9h,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.030109,0.031732,0.75847,0.756782,0.748602,0.724442,0.891592,0.880793
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0h9h,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.031558,0.030888,0.762746,0.76277,0.857616,0.854309,0.949595,0.946766
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0h9h,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.026197,0.031746,0.763078,0.762946,0.874236,0.860192,0.955804,0.951596
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_14wj,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.019116,0.021655,0.765035,0.758806,0.699507,0.67468,0.865855,0.856183
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_14wj,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.021464,0.019305,0.769533,0.76918,0.865761,0.866979,0.948397,0.947318
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_14wj,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.024095,0.024239,0.769895,0.770212,0.868151,0.866394,0.954194,0.951845
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1lsu,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.014989,0.015652,0.744738,0.742271,0.654164,0.608737,0.838941,0.819768
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1lsu,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.015629,0.013943,0.750371,0.747962,0.868771,0.863202,0.942601,0.937963
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1lsu,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.017959,0.018876,0.751289,0.751888,0.863734,0.863485,0.946927,0.945457
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_00ly,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.018328,0.017153,0.756992,0.753993,0.70151,0.651483,0.8649,0.841067
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_00ly,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.015685,0.016517,0.761797,0.760773,0.884053,0.869659,0.950417,0.943538
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_00ly,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.018334,0.018447,0.763051,0.763273,0.884434,0.879979,0.9554,0.952415
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0oc3,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.016921,0.020369,0.73209,0.728574,0.684095,0.681615,0.856732,0.856127
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0oc3,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.013359,0.011369,0.735725,0.737027,0.877636,0.866788,0.948249,0.943874
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0oc3,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.018484,0.017589,0.736165,0.737361,0.871981,0.87402,0.952563,0.951919
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_17ct,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.015721,0.013293,0.751104,0.746311,0.691785,0.618157,0.854057,0.817436
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_17ct,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.016736,0.016302,0.757233,0.756188,0.870971,0.862423,0.945171,0.937501
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_17ct,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.011823,0.013514,0.756771,0.756648,0.899897,0.879044,0.956672,0.949654
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0pz6,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.013545,0.011578,0.761934,0.759959,0.667734,0.584302,0.845532,0.804592
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0pz6,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.014597,0.015659,0.766815,0.766695,0.875115,0.859206,0.946493,0.9378
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0pz6,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.015463,0.013728,0.768456,0.767623,0.887247,0.879443,0.954679,0.950786
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1ewh,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012588,0.013722,0.743073,0.739836,0.651588,0.611222,0.837843,0.817829
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1ewh,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012552,0.014372,0.74921,0.748859,0.874984,0.8632,0.945084,0.94004
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1ewh,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.011654,0.012012,0.748723,0.74889,0.895896,0.892802,0.956997,0.953923
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0dd2,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.011856,0.01458,0.759518,0.755719,0.608153,0.620442,0.820656,0.826571
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0dd2,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.010301,0.007937,0.764519,0.765421,0.868325,0.866336,0.942198,0.940257
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0dd2,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.015594,0.015015,0.76629,0.765394,0.876588,0.882852,0.951712,0.950472
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06er,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.011031,0.013722,0.768038,0.764158,0.561987,0.583308,0.79322,0.807027
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06er,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.00743,0.006006,0.773095,0.774628,0.847575,0.836113,0.931686,0.92746
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06er,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012235,0.010296,0.775035,0.775294,0.872406,0.88055,0.9478,0.946492
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0obq,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012344,0.013293,0.740804,0.736928,0.653074,0.618782,0.836058,0.820654
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0obq,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.014466,0.014586,0.744721,0.744943,0.86935,0.863643,0.944349,0.939789
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0obq,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012648,0.014157,0.746529,0.745395,0.89192,0.885858,0.954865,0.953179
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1kpz,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.013038,0.012436,0.765336,0.764835,0.66159,0.588315,0.84269,0.81077
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1kpz,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012834,0.013514,0.770356,0.76982,0.881355,0.872523,0.94799,0.942013
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1kpz,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.010002,0.010296,0.770761,0.770853,0.892962,0.889576,0.956161,0.953487
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06s7,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.011312,0.011149,0.763577,0.763951,0.634185,0.56691,0.828671,0.7988
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06s7,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012608,0.011369,0.768315,0.767562,0.873694,0.861588,0.944972,0.937387
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_06s7,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.011428,0.012227,0.770787,0.769052,0.895026,0.886997,0.955958,0.951234
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_00ja,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.013376,0.010935,0.731342,0.73024,0.641336,0.513189,0.831583,0.768025
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_00ja,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.013903,0.016517,0.735306,0.73287,0.865174,0.837721,0.941301,0.927876
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_00ja,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.012873,0.011583,0.736153,0.736021,0.883417,0.878547,0.952098,0.948227
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_169a,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.008855,0.00922,0.731182,0.726058,0.576475,0.530533,0.798942,0.777242
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_169a,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.009194,0.009224,0.735968,0.735567,0.871957,0.856609,0.937626,0.929956
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_169a,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.009139,0.010082,0.73637,0.73793,0.901544,0.892511,0.953125,0.94809
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1q85,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.009567,0.010506,0.738622,0.735064,0.59944,0.559218,0.808139,0.78958
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1q85,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.01107,0.011798,0.745031,0.74443,0.870262,0.860981,0.939339,0.933469
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1q85,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.010096,0.009009,0.745795,0.745795,0.902393,0.893605,0.954887,0.950268
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0g2r,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.011275,0.011578,0.740251,0.741373,0.624409,0.579358,0.823587,0.802679
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0g2r,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.010132,0.011154,0.745834,0.746299,0.871861,0.859535,0.940486,0.933594
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0g2r,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.008614,0.007937,0.74708,0.74525,0.889582,0.889267,0.951412,0.948844
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0tay,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007898,0.008576,0.751623,0.750851,0.56058,0.517761,0.791017,0.769956
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0tay,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.008987,0.009867,0.756485,0.756133,0.869869,0.845466,0.937056,0.927986
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0tay,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.008951,0.008366,0.757228,0.757097,0.900731,0.896603,0.953152,0.949427
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0nlj,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.010093,0.009005,0.772445,0.768007,0.605811,0.519607,0.81639,0.774813
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0nlj,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007805,0.010296,0.776296,0.776697,0.877485,0.845059,0.941955,0.92896
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_0nlj,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.008745,0.005792,0.776885,0.776071,0.905142,0.907266,0.95599,0.953785
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1r55,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007485,0.010506,0.746579,0.738268,0.474954,0.505528,0.745814,0.764217
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1r55,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.005366,0.003218,0.752575,0.754233,0.816939,0.80525,0.916141,0.912252
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1r55,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.009458,0.008151,0.75521,0.753899,0.854394,0.859431,0.939256,0.934303
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1u5i,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007766,0.007719,0.75647,0.751023,0.552511,0.477565,0.78912,0.754735
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1u5i,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007205,0.00665,0.760903,0.760374,0.871814,0.843972,0.937757,0.924885
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_1u5i,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.007713,0.00858,0.761247,0.760915,0.899387,0.890612,0.9531,0.947142
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_04uf,frueh,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.006922,0.006003,0.727847,0.725587,0.500713,0.416268,0.762365,0.715339
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_04uf,mitte,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.00895,0.009009,0.733792,0.732056,0.856624,0.818474,0.92809,0.912419
phase_repro_detail,,,,,,,,phase_nachhall_wird_kernnah,,,BTC,dio_04uf,spaet,nachhallnah_ohne_kern,kernnah,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,kernnah:2,4,2,0.00745,0.010296,0.733997,0.734021,0.895107,0.882272,0.949221,0.941707
