row_type,source,family_phase_pairs,stability_states,dominant_phase_qualities,asset_state_profile,phase_state_profile,stability_state,count,share,asset,family,phase,observations,dominant_phase_quality,dominant_count,second_phase_quality,second_count,dominance_gap,matches_window,differs_from_window,local_quality_profile,inherited_quality_profile,mean_share_edge,mean_rekopplung_edge,mean_afterimage_edge,mean_temporal_edge
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0h9h,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.001400702,-0.003351042,-0.004322307,-0.002946919
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0l7p,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003903767,-0.004401822,-0.012345125,-0.005425381
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0obq,mitte,6,phase_offen_gemischt,6,-,0,6,1,5,phase_offen_gemischt:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,0.002930808,-0.001988251,-0.008024422,0.000988873
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0oc3,spaet,6,phase_offen_gemischt,6,-,0,6,1,5,phase_offen_gemischt:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,0.004902652,-0.002853855,-0.022025706,-0.002529381
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0pz6,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.00563867,-0.005499584,-0.050810739,-0.028283712
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0pz6,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003838506,-0.005034894,-0.006808186,-0.004531793
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0tay,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.004774058,-0.00291048,-0.095230022,-0.048912459
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1492,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.002940867,-0.004765598,-0.078307381,-0.038886467
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1492,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.004669661,-0.005074164,-0.029522506,-0.014296394
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1492,spaet,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003208265,-0.004947236,-0.011158216,-0.007008859
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_14wj,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003816471,-0.005920758,-0.027401477,-0.014291328
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_17ct,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.005761856,-0.006413139,-0.038752836,-0.024076782
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_17ct,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.004537478,-0.003425232,-0.010350086,-0.005131781
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_19pg,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.004318311,-0.00395092,-0.120744271,-0.06192439
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_09bn,frueh,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.002560206,-0.004638484,-0.056897935,-0.028750632
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_09bn,mitte,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.004138885,-0.003732863,-0.003963257,-0.005587176
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0l7p,frueh,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.006233628,-0.003635236,-0.008661608,-0.004533035
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0m9z,frueh,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.004859743,-0.00246156,-0.006573887,-0.004432147
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0nlj,frueh,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.005411855,-0.003924505,-0.108588317,-0.056736307
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0nlj,spaet,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.004455851,-0.004600811,-0.009134208,-0.00642059
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_19pg,frueh,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.00407016,-0.005138935,-0.106010021,-0.05112415
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_19pg,mitte,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.003720946,-0.002624975,-0.032721268,-0.014683892
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0g2r,frueh,6,phase_ohne_nullfamilie,6,-,0,6,0,6,phase_ohne_nullfamilie:6,offen_gemischt:3; kernnah:2; anschlussnah:1,0.006778645,0.741035108,0.482054612,0.752791294
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0g2r,mitte,6,phase_ohne_nullfamilie,6,-,0,6,0,6,phase_ohne_nullfamilie:6,offen_gemischt:3; kernnah:2; anschlussnah:1,0.006110142,0.744712185,0.830110136,0.91919906
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_0g2r,spaet,6,phase_ohne_nullfamilie,6,-,0,6,0,6,phase_ohne_nullfamilie:6,offen_gemischt:3; kernnah:2; anschlussnah:1,0.006280635,0.746456806,0.892206793,0.945306184
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_14wj,frueh,6,phase_kernnah,6,-,0,6,2,4,phase_kernnah:6,offen_gemischt:3; kernnah:2; anschlussnah:1,0.033620616,0.004905607,0.020999129,0.016835708
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1oye,frueh,6,phase_ohne_nullfamilie,6,-,0,6,0,6,phase_ohne_nullfamilie:6,offen_gemischt:3; kernnah:2; anschlussnah:1,0.006942978,0.727759177,0.502504984,0.760207525
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1oye,mitte,6,phase_ohne_nullfamilie,6,-,0,6,0,6,phase_ohne_nullfamilie:6,offen_gemischt:3; kernnah:2; anschlussnah:1,0.006699689,0.733735069,0.846948584,0.924625007
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1oye,spaet,6,phase_ohne_nullfamilie,6,-,0,6,0,6,phase_ohne_nullfamilie:6,offen_gemischt:3; kernnah:2; anschlussnah:1,0.006477261,0.73810354,0.902342527,0.94937279
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1q85,mitte,6,phase_nullnah,6,-,0,6,0,6,phase_nullnah:6,offen_gemischt:3; kernnah:2; anschlussnah:1,-0.008641045,-0.00383939,-0.028374303,-0.017369681
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_00ja,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,offen_gemischt:3; kernnah:2; nullnah:1,-0.00557794,-0.002721358,-0.136950512,-0.069081486
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_00ja,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,offen_gemischt:3; kernnah:2; nullnah:1,-0.00323458,-0.003696605,-0.042137186,-0.017011623
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_19pg,spaet,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,offen_gemischt:3; kernnah:2; nullnah:1,-0.003889198,-0.003218895,-0.010412251,-0.007093627
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_1kpz,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,offen_gemischt:3; kernnah:2; nullnah:1,-0.003767231,-0.004155844,-0.018153055,-0.010708579
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_06er,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.004991299,-0.003833937,-0.010293113,-0.004330413
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_09bn,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.005252782,-0.006761963,-0.102429184,-0.055144381
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0m9z,spaet,6,phase_offen_gemischt,6,-,0,6,2,4,phase_offen_gemischt:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.005809005,-0.002031578,-0.015620725,-0.003365236
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0nlj,spaet,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.005167337,-0.003130966,-0.009482224,-0.009001638
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0oc3,spaet,6,phase_offen_gemischt,6,-,0,6,2,4,phase_offen_gemischt:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.003240576,-0.001453161,-0.011409507,0.001356777
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0pz6,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.007520101,-0.003524239,-0.072390944,-0.036475806
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_0pz6,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.006310451,-0.003193657,-0.004161354,-0.005277831
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_104t,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.007278958,-0.00395612,-0.006219708,-0.002787713
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1492,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.00561383,-0.007991656,-0.141613112,-0.075217188
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_1492,spaet,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.00387652,-0.003061535,-0.01160026,-0.006775738
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_14wj,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.005408379,-0.005876943,-0.019320048,-0.011679616
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_14wj,mitte,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.006949789,-0.004095135,-0.006120647,-0.002958462
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_155c,frueh,6,phase_offen_gemischt,6,-,0,6,2,4,phase_offen_gemischt:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,0.004196964,-0.003182199,0.002403795,0.002323841
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_17ct,frueh,6,phase_nullnah,6,-,0,6,1,5,phase_nullnah:6,kernnah_ohne_feldzeit:3; offen_gemischt:2; nullnah:1,-0.006955413,-0.006971358,-0.050005543,-0.027384415
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_0jkk,mitte,5,phase_offen_gemischt,5,-,0,5,2,3,phase_offen_gemischt:5,kernnah:2; offen_gemischt:2; kernnah_ohne_feldzeit:1,0.001263087,-0.001658037,-0.015985373,-0.004841961
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1pij,frueh,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,kernnah:3; offen_gemischt:2,0.0082588,0.71994618,0.517085683,0.767970616
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1pij,mitte,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,kernnah:3; offen_gemischt:2,0.007147702,0.725067338,0.84241023,0.92614872
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_1pij,spaet,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,kernnah:3; offen_gemischt:2,0.006925797,0.727773591,0.886738066,0.946894713
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1gp2,frueh,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,offen_gemischt:3; kernnah:1; anschlussnah:1,0.008383116,0.739985375,0.546002178,0.783617094
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1gp2,mitte,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,offen_gemischt:3; kernnah:1; anschlussnah:1,0.008899719,0.747794884,0.85720093,0.930952231
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,PAXG,dio_1gp2,spaet,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,offen_gemischt:3; kernnah:1; anschlussnah:1,0.006695903,0.749827141,0.900955,0.950589797
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_1pij,frueh,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,offen_gemischt:3; kernnah:2,0.00803125,0.716489505,0.539795411,0.779521551
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_1pij,mitte,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,offen_gemischt:3; kernnah:2,0.00621272,0.72478556,0.857124857,0.928963261
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,SOL,dio_1pij,spaet,5,phase_ohne_nullfamilie,5,-,0,5,0,5,phase_ohne_nullfamilie:5,offen_gemischt:3; kernnah:2,0.00668087,0.727481539,0.897860289,0.949227321
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_19pg,frueh,5,phase_nullnah,5,-,0,5,1,4,phase_nullnah:5,offen_gemischt:2; kernnah_ohne_feldzeit:2; nullnah:1,-0.005402978,-0.006081897,-0.144970936,-0.074024718
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,XRP,dio_19pg,spaet,5,phase_nullnah,5,-,0,5,1,4,phase_nullnah:5,offen_gemischt:2; kernnah_ohne_feldzeit:2; nullnah:1,-0.004868434,-0.001513916,-0.003601326,-0.004792374
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_00ly,spaet,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,0.001386921,-0.001401319,-0.009509119,-0.000895276
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_04uf,frueh,6,phase_nullnah,5,phase_kernnah,1,4,2,4,phase_nullnah:5; phase_kernnah:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.002955169,-0.004989229,-0.105709869,-0.051912619
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_06er,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.002195766,-0.005108754,-0.058189407,-0.031960858
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_06s7,mitte,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.005313124,-0.003938144,-0.010866932,-0.005236455
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_09bn,spaet,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003478148,-0.003635857,-0.001084717,-0.002944611
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0g2r,mitte,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,0.001134702,-0.002737365,0.003210306,0.005109551
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0l7p,spaet,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.004788522,-0.003731912,-0.010364484,-0.001988642
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0nlj,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.001486615,-0.003046673,-0.013334032,-0.006099226
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_0tay,spaet,6,phase_nullnah,5,phase_offen_gemischt,1,4,2,4,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.003419251,-0.002947413,-0.006400105,-0.004564966
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_104t,spaet,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,1,5,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,0.003506343,-0.002612946,-0.005875045,-0.001296475
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_14wj,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.001972794,-0.004436711,-0.012715794,-0.002952444
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_155c,spaet,6,phase_offen_gemischt,5,phase_nullnah,1,4,1,5,phase_offen_gemischt:5; phase_nullnah:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.000375526,-0.0020792,-0.004425072,-0.000817723
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1ewh,spaet,6,phase_offen_gemischt,5,phase_nachhallnah_ohne_kern,1,4,0,6,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,0.000255673,-0.003104963,-0.003203507,0.000971739
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1gp2,frueh,6,phase_nullnah,5,phase_kernnah,1,4,2,4,phase_nullnah:5; phase_kernnah:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.001631106,-0.004164712,-0.09718936,-0.054787901
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1kpz,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.001874141,-0.003894654,-0.024297275,-0.011510574
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,BTC,dio_1q85,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,1,5,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1,-0.005570929,-0.005464942,-0.082051793,-0.042713383
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_00ja,frueh,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.002411984,-0.001904712,-0.056291748,-0.024006959
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_00ja,mitte,6,phase_nullnah,5,phase_offen_gemischt,1,4,0,6,phase_nullnah:5; phase_offen_gemischt:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.001643938,-0.002280756,-0.018281144,-0.006507935
family_phase_stability_detail,,,,,,,phasenlokal_eigenstaendig,,,DOGE,dio_06er,mitte,6,phase_nullnah,5,phase_nachhallnah_ohne_kern,1,4,0,6,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,kernnah:3; offen_gemischt:2; kernnah_ohne_feldzeit:1,-0.002768199,-0.004652877,-0.004667557,-0.003800868
