source,recoupling_factor,episodes,stress_state,dominant_role,avg_static_rekopplung,avg_damped_rekopplung,zentrum_share,rekopplung_share,open_share,rand_share,diffuse_share,mixed_share,delta_zentrum,delta_rekopplung,delta_open,delta_rand,delta_diffuse,family_stability,top_rekopplung_families,top_center_families,top_rand_families
debug/1526_null_shuffle_order/dio_mini_lauf_1/episodes.csv,1.0,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.701455,0.701455,0.156642,0.748538,0.054302,0.0,0.0,0.040518,0.0,0.0,0.0,0.0,0.0,1.0,dio_06s7;dio_0h9h;dio_0l7p;dio_0m9z;dio_0obq;dio_0oc3;dio_104t;dio_155c,dio_0gaw;dio_17qz;dio_18im;dio_18po;dio_1i76;dio_1nuc;dio_1pij;dio_1uyk,
debug/1526_null_shuffle_order/dio_mini_lauf_1/episodes.csv,0.9,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.701455,0.631309,0.156642,0.748538,0.054302,0.0,0.0,0.040518,0.0,0.0,0.0,0.0,0.0,1.0,dio_06s7;dio_0h9h;dio_0l7p;dio_0m9z;dio_0obq;dio_0oc3;dio_104t;dio_155c,dio_0gaw;dio_17qz;dio_18im;dio_18po;dio_1i76;dio_1nuc;dio_1pij;dio_1uyk,
debug/1526_null_shuffle_order/dio_mini_lauf_1/episodes.csv,0.75,2394,geordnete_verschiebung,zentrum_stabil,0.701455,0.526091,0.6533,0.0,0.247285,0.0,0.0,0.099415,0.496658,-0.748538,0.192982,0.0,0.0,0.333333,,dio_06s7;dio_0h9h;dio_0l7p;dio_0m9z;dio_0obq;dio_0oc3;dio_104t;dio_155c,
debug/1526_null_shuffle_order/dio_mini_lauf_1/episodes.csv,0.5,2394,geordnete_verschiebung,offene_variante,0.701455,0.350727,0.0,0.0,0.898914,0.0,0.101086,0.0,-0.156642,-0.748538,0.844612,0.0,0.101086,0.333333,,,
debug/1527_null_random_sign/dio_mini_lauf_1/episodes.csv,1.0,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.711334,0.711334,0.116959,0.800334,0.035088,0.0,0.0,0.047619,0.0,0.0,0.0,0.0,0.0,1.0,dio_02n3;dio_06er;dio_0h9h;dio_0l7p;dio_104t;dio_14wj;dio_155c;dio_1uof,dio_07o8;dio_0m9z;dio_0obq;dio_0s8r;dio_18im;dio_1lsu;dio_1oye;dio_1pij,
debug/1527_null_random_sign/dio_mini_lauf_1/episodes.csv,0.9,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.711334,0.6402,0.116959,0.800334,0.035088,0.0,0.0,0.047619,0.0,0.0,0.0,0.0,0.0,1.0,dio_02n3;dio_06er;dio_0h9h;dio_0l7p;dio_104t;dio_14wj;dio_155c;dio_1uof,dio_07o8;dio_0m9z;dio_0obq;dio_0s8r;dio_18im;dio_1lsu;dio_1oye;dio_1pij,
debug/1527_null_random_sign/dio_mini_lauf_1/episodes.csv,0.75,2394,geordnete_verschiebung,zentrum_stabil,0.711334,0.5335,0.754386,0.0,0.146617,0.0,0.0,0.098997,0.637427,-0.800334,0.111529,0.0,0.0,0.333333,,dio_02n3;dio_06er;dio_0h9h;dio_0l7p;dio_104t;dio_14wj;dio_155c;dio_1uof,
debug/1527_null_random_sign/dio_mini_lauf_1/episodes.csv,0.5,2394,geordnete_verschiebung,offene_variante,0.711334,0.355667,0.0,0.0,0.900585,0.0,0.099415,0.0,-0.116959,-0.800334,0.865497,0.0,0.099415,0.333333,,,
debug/multiworld_axis_map/SYN_NULL_RANDOM_TO_SHUFFLE/real_a/dio_mini_lauf_1/episodes.csv,1.0,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.721146,0.721146,0.126149,0.873434,0.0,0.0,0.0,0.000418,0.0,0.0,0.0,0.0,0.0,1.0,dio_02n3;dio_0kx9;dio_0l7p;dio_104t;dio_14wj;dio_1fll;dio_1u5i;dio_1uof,dio_05gr;dio_0fwz;dio_0lsd;dio_0obq;dio_0oc3;dio_17db;dio_18po;dio_1w2r,
debug/multiworld_axis_map/SYN_NULL_RANDOM_TO_SHUFFLE/real_a/dio_mini_lauf_1/episodes.csv,0.9,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.721146,0.649031,0.126149,0.873434,0.0,0.0,0.0,0.000418,0.0,0.0,0.0,0.0,0.0,1.0,dio_02n3;dio_0kx9;dio_0l7p;dio_104t;dio_14wj;dio_1fll;dio_1u5i;dio_1uof,dio_05gr;dio_0fwz;dio_0lsd;dio_0obq;dio_0oc3;dio_17db;dio_18po;dio_1w2r,
debug/multiworld_axis_map/SYN_NULL_RANDOM_TO_SHUFFLE/real_a/dio_mini_lauf_1/episodes.csv,0.75,2394,geordnete_verschiebung,zentrum_stabil,0.721146,0.540859,0.878446,0.0,0.054302,0.0,0.0,0.067251,0.752297,-0.873434,0.054302,0.0,0.0,0.333333,,dio_02n3;dio_0kx9;dio_0l7p;dio_104t;dio_14wj;dio_1fll;dio_1u5i;dio_1uof,
debug/multiworld_axis_map/SYN_NULL_RANDOM_TO_SHUFFLE/real_a/dio_mini_lauf_1/episodes.csv,0.5,2394,geordnete_verschiebung,offene_variante,0.721146,0.360573,0.0,0.0,0.932331,0.0,0.067669,0.0,-0.126149,-0.873434,0.932331,0.0,0.067669,0.333333,,,
debug/multiworld_axis_map/SYN_NULL_SHUFFLE_TO_RANDOM/real_a/dio_mini_lauf_1/episodes.csv,1.0,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.715555,0.715555,0.111529,0.888471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,dio_00ly;dio_06s7;dio_0h9h;dio_0l7p;dio_0m9z;dio_104t;dio_14wj;dio_155c,dio_05gr;dio_05yg;dio_0jkk;dio_169a;dio_1772;dio_17db;dio_17qz;dio_1c38,
debug/multiworld_axis_map/SYN_NULL_SHUFFLE_TO_RANDOM/real_a/dio_mini_lauf_1/episodes.csv,0.9,2394,topologie_stabil_mit_daempfung,rekopplungsnaehe,0.715555,0.644,0.111529,0.888471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,dio_00ly;dio_06s7;dio_0h9h;dio_0l7p;dio_0m9z;dio_104t;dio_14wj;dio_155c,dio_05gr;dio_05yg;dio_0jkk;dio_169a;dio_1772;dio_17db;dio_17qz;dio_1c38,
debug/multiworld_axis_map/SYN_NULL_SHUFFLE_TO_RANDOM/real_a/dio_mini_lauf_1/episodes.csv,0.75,2394,geordnete_verschiebung,zentrum_stabil,0.715555,0.536667,0.87218,0.0,0.069758,0.0,0.0,0.058062,0.760652,-0.888471,0.069758,0.0,0.0,0.333333,,dio_00ly;dio_06s7;dio_0h9h;dio_0l7p;dio_0m9z;dio_104t;dio_14wj;dio_155c,
debug/multiworld_axis_map/SYN_NULL_SHUFFLE_TO_RANDOM/real_a/dio_mini_lauf_1/episodes.csv,0.5,2394,geordnete_verschiebung,offene_variante,0.715555,0.357778,0.0,0.0,0.94152,0.0,0.05848,0.0,-0.111529,-0.888471,0.94152,0.0,0.05848,0.333333,,,
