row_type,baseline,followup,compared_family_phase_pairs,repro_states,baseline_states,eigenstaendig_repro_states,asset_repro_profile,repro_state,count,share,asset,family,phase,baseline_stability_state,baseline_dominant_phase_quality,baseline_quality_profile,followup_dominant_phase_quality,followup_quality_profile,followup_observations,baseline_mean_rekopplung_edge,followup_mean_rekopplung_edge,baseline_mean_afterimage_edge,followup_mean_afterimage_edge,baseline_mean_temporal_edge,followup_mean_temporal_edge
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_06s7,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.004459001,-0.006445243,-0.052001843,-0.120415503,-0.026285689,-0.06010978
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_06s7,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.002687774,-0.001163093,0.000874214,-0.008522068,-0.001649752,-0.004253718
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_07uk,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:2; phase_nullnah:1; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:1; phase_kernnah:1,2,-0.002045727,0.000778869,0.003435742,0.019188621,-0.001583419,0.001797215
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_09bn,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.003635857,-0.003717016,-0.001084717,-0.009578907,-0.002944611,-0.004468469
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0dd2,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.006051013,-0.009761457,-0.023198592,-0.028210086,-0.013512606,-0.013264142
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0dd2,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,2,-0.003985739,-0.001440832,-0.01507514,-0.005342368,-0.003046804,0.003574417
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0g2r,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:1; phase_kernnah:1,2,-0.002737365,0.001751854,0.003210306,-0.025262631,0.005109551,-0.005158048
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0g2r,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.003531319,-0.001569408,-0.014542992,-0.015171284,-0.000817056,-0.002140618
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0l7p,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.003234773,-0.0026996,-0.007973167,-0.01071554,-0.001286773,-0.000923825
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0nlj,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.002969765,-0.007312755,-0.039975747,-0.084398791,-0.019955959,-0.046227786
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0nlj,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_nachhallnah_ohne_kern:1,2,-0.003046673,-0.005255335,-0.013334032,-0.021763092,-0.006099226,-0.01116678
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0nlj,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,phase_nullnah,phase_nullnah:1; phase_nachhallnah_ohne_kern:1,2,-0.003113334,-0.003953756,0.003685585,-0.010297251,-0.000346874,-0.006476203
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0oc3,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_kernnah:1,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.002773533,-0.004089151,-0.007244904,-0.014481132,0.002083195,-0.001192942
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0oc3,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.002853855,-0.002614719,-0.022025706,-0.030229038,-0.002529381,-0.004650655
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0pz6,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.005499584,-0.008821479,-0.050810739,-0.082578202,-0.028283712,-0.046287645
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0pz6,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.005034894,-0.002584503,-0.006808186,-0.026512371,-0.004531793,-0.011691915
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0pz6,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_nachhallnah_ohne_kern:2; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.003346895,-0.003694726,-0.002220905,-0.002551851,-0.00188511,-0.003584167
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0tay,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.00291048,-0.00333235,-0.095230022,-0.12312949,-0.048912459,-0.065556904
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0tay,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.003053903,-0.000748881,-0.018439269,-0.048616042,-0.009797333,-0.022919905
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_0tay,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.002947413,-0.003517326,-0.006400105,-0.005404973,-0.004564966,-0.00780435
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_104t,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.004350924,-0.00391879,-0.003274976,-0.013595527,-0.001241931,-0.008020911
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_104t,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_nachhallnah_ohne_kern:2; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.003487791,-0.002586182,-0.000860434,-0.002665728,-8.3429e-05,-0.00067786
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1492,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1,1,-0.004765598,-0.010633071,-0.078307381,-0.110977682,-0.038886467,-0.061720786
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1492,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1,1,-0.005074164,-0.005156801,-0.029522506,-0.084776304,-0.014296394,-0.029610735
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1492,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1,1,-0.004947236,-0.003458097,-0.011158216,-0.037395364,-0.007008859,-0.015798392
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_14wj,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.005920758,-0.004529377,-0.027401477,-0.00811773,-0.014291328,-0.003763394
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_14wj,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_nachhallnah_ohne_kern:1,2,-0.004436711,-0.003134803,-0.012715794,-0.011473334,-0.002952444,-0.001563638
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_14wj,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.003643556,-0.003647432,-0.014685694,-0.021455294,-0.002023242,-0.004287631
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_155c,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nullnah:1,phase_offen_gemischt,phase_offen_gemischt:1; phase_nullnah:1,2,-0.0020792,-0.00182757,-0.004425072,-0.006929063,-0.000817723,-0.003425907
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_169a,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_kernnah:1; phase_nullnah:1,phase_offen_gemischt,phase_offen_gemischt:1; phase_ohne_nullfamilie:1,2,-0.001468813,0.360852391,-0.007048252,0.291693112,-0.002304438,0.407407953
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17ct,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.006413139,-0.006917671,-0.038752836,-0.049633084,-0.024076782,-0.022866444
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17ct,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1; phase_nachhallnah_ohne_kern:1,2,-0.003425232,-0.005306184,-0.010350086,0.003890081,-0.005131781,-0.002335591
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17db,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:2; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.006197793,-0.005360535,-0.040691221,-0.134136232,-0.023751079,-0.069734759
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_17db,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3,phase_offen_gemischt,phase_offen_gemischt:1,1,0.002738614,-0.003042984,-0.018247044,-0.045163155,-0.007130796,-0.01299281
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_19pg,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.00357512,-0.002275341,-0.02719106,-0.009734381,-0.01308055,-0.001702134
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1ewh,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.001252617,-0.002493243,-0.006277446,-0.024496309,-0.000453382,-0.003800378
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1kpz,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,2,-0.00283311,-0.00075727,-0.000161331,-0.001937047,-0.000231334,0.002030769
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1lsu,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.002607194,-0.001262672,-0.014444521,-0.014770949,-0.003235506,-0.001375775
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1q85,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.005464942,-0.00606931,-0.082051793,-0.061662193,-0.042713383,-0.029675435
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,BTC,dio_1q85,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:2,2,-0.002688474,-0.002608401,-0.015964657,-0.005435027,-0.009357696,-0.00745745
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_00ja,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.002280756,-0.002694229,-0.018281144,-0.013474311,-0.006507935,-0.002574305
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_00ly,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.002264713,-0.002268415,-0.013947918,-0.029128898,-0.006824165,-0.013569784
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_05yg,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.003006054,-0.007068349,-0.09195836,-0.093641283,-0.047143805,-0.044430125
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06er,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1,1,-0.004203426,-0.011527196,-0.02511088,-0.159010359,-0.014384693,-0.084225263
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06er,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.004652877,-0.003297192,-0.004667557,-0.050497986,-0.003800868,-0.016498604
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06er,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.002485555,-0.006925989,-0.015803675,-0.008934925,-0.002659387,-0.000445648
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.003739312,-0.006531007,-0.046011667,-0.044962509,-0.021106178,-0.020864561
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.001516269,-0.0016522,-0.011502583,-0.011076997,-0.004987299,-0.004320414
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1; phase_nachhallnah_ohne_kern:1,2,-0.002594578,-0.002054224,-0.004248577,0.008200834,-0.001824694,-0.002173466
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0dd2,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.004832735,-0.004826295,-0.044663184,-0.041949154,-0.023011844,-0.019286937
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0dd2,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:2,2,-0.002413942,-0.003956505,-0.015331665,-0.000581502,-0.003687517,-0.003166215
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0h9h,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.002530506,-0.003189286,-0.019492639,-0.04419706,-0.01357731,-0.024661106
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0h9h,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,phase_nullnah,phase_nullnah:2,2,-0.002258847,-0.004787795,0.00351357,-0.008629678,-0.000621229,-0.003495389
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0jkk,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.003655192,-0.002429617,-0.033585154,0.004169988,-0.020269258,0.004781981
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0l7p,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.003635236,-0.004087965,-0.008661608,-0.013952472,-0.004533035,-0.006184104
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0l7p,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,phase_nullnah,phase_nullnah:2,2,-0.002922495,-0.002711028,-0.002116145,-0.010328096,-0.000292254,-0.002170777
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0nlj,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.003924505,-0.007482689,-0.108588317,-0.081828195,-0.056736307,-0.046709118
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0nlj,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1; phase_offen_gemischt:1,2,-0.004410987,-0.000226854,-0.030210865,-0.036001736,-0.015927372,-0.016125892
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0nlj,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:2,2,-0.004600811,-0.002444315,-0.009134208,-0.011072334,-0.00642059,-0.006192882
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0obq,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.002427207,-0.003152742,-0.007507385,-0.023039361,-0.001769457,-0.004863183
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0obq,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:1; phase_nullnah:1,2,-0.003192181,-0.004501811,-0.023269983,-0.016483799,-0.00329926,-0.005070965
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0oc3,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nullnah:1,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.002138294,-0.004777184,0.032990678,0.067423893,0.01585735,0.03263214
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0oc3,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_kernnah:1; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:2,2,-0.000615235,-0.001749099,-0.011789611,-0.008751801,-0.001181617,-0.001184952
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0pz6,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:2,2,-0.001168952,-0.007940869,-0.044398958,-0.111415211,-0.024906539,-0.056866011
