world,feature,mean,mean_abs,p50_abs,p95_abs,p99_abs,saturation_ratio,flat_ratio,feature_state
SOL2024_QUIET,hoeren.energy_tone,-0.005910036182749104,0.20269759807140422,0.17289167085927787,0.4896054574010519,0.7116868932789843,0.0,0.06725,tragbar
SOL2024_QUIET,hoeren.energy_shift,0.0003102553785047865,0.22408651884758551,0.19001229919605497,0.5511248468217944,0.7154940379838861,0.0,0.057,tragbar
SOL2024_QUIET,mcm_feldwirkung.mcm_coherence,0.6050540083604294,0.6050540083604294,0.6002918972371145,0.776639809080901,0.8252083419300367,0.0,0.00025,tragbar
SOL2024_QUIET,mcm_feldwirkung.mcm_tension,0.12632170087654923,0.12632170087654923,0.10981378571879252,0.26707726606517346,0.39556702120682413,0.0,0.00375,tragbar
SOL2024_QUIET,mcm_feldwirkung.mcm_asymmetry,0.0009580424580826597,0.115836556059904,0.09165029092724801,0.30287041117792585,0.462409269612051,0.0,0.11925,tragbar
SOL2024_STRESS,sehen.form_flow,0.0002491871965615442,0.21505368350461176,0.17489263337045652,0.5510735762445438,0.7785602661702679,0.00175,0.06525,tragbar
SOL2024_STRESS,sehen.form_stability,0.05678743303456368,0.26886326397708826,0.24654795430621923,0.6360959517541723,0.7808423229896754,0.00125,0.04225,tragbar
SOL2024_STRESS,sehen.form_change,-0.0006913650028178118,0.21204435419873535,0.17168414728139936,0.5511071553625356,0.8009966389027551,0.002,0.06275,tragbar
SOL2024_STRESS,hoeren.energy_tone,-0.006252875142109431,0.20467059549310948,0.17931718262842697,0.49596366559075483,0.7379921247894106,0.0,0.061,tragbar
SOL2024_STRESS,hoeren.energy_shift,0.00015390496018412254,0.22156974927499465,0.18851705973394073,0.5511230087223461,0.7225811510599894,0.0,0.06275,tragbar
SOL2024_STRESS,mcm_feldwirkung.mcm_coherence,0.6070841895708622,0.6070841895708622,0.6026213613955331,0.7735845595013441,0.8222101638164061,0.0,0.00025,tragbar
SOL2024_STRESS,mcm_feldwirkung.mcm_tension,0.12639436056181738,0.12639436056181738,0.10961531625510976,0.2667098083626498,0.39177292330541513,0.0,0.001,tragbar
SOL2024_STRESS,mcm_feldwirkung.mcm_asymmetry,-0.001019026353492303,0.11527518325635817,0.08932280406721255,0.31904582203910525,0.4664844728743943,0.0,0.119,tragbar
SOL2025_QUIET,sehen.form_flow,0.005204284571941694,0.2122078113530291,0.17226652698918973,0.5511261073579861,0.7576375690028656,0.0,0.06125,tragbar
SOL2025_QUIET,sehen.form_stability,0.04969237227938622,0.2688770731242339,0.2485306420227803,0.6382503400345015,0.768800021489231,0.0,0.0395,tragbar
SOL2025_QUIET,sehen.form_change,-0.00032361400039348,0.22008942104078705,0.18317603241426345,0.551034869774137,0.7561896457309449,0.00025,0.05725,tragbar
SOL2025_QUIET,hoeren.energy_tone,-0.0067235191282857525,0.2033813271662954,0.17728792870523263,0.47928393762323285,0.7223189344716607,0.00025,0.06075,tragbar
SOL2025_QUIET,hoeren.energy_shift,0.0003468700028623914,0.22487772626361313,0.1884775695268507,0.5511047019764163,0.701662661131907,0.0,0.04575,tragbar
SOL2025_QUIET,mcm_feldwirkung.mcm_coherence,0.6041110853768175,0.6041110853768175,0.5971401162192796,0.772465803520294,0.8238192041917004,0.0,0.00025,tragbar
SOL2025_QUIET,mcm_feldwirkung.mcm_tension,0.12693127312209565,0.12693127312209565,0.1095329230583751,0.26441004099286725,0.39476259188070023,0.0,0.00225,tragbar
SOL2025_QUIET,mcm_feldwirkung.mcm_asymmetry,0.0010110670887941173,0.11851541073705872,0.09639412928970068,0.30825189056980146,0.4824246004386536,0.0,0.10875,tragbar
SOL2025_STRESS,sehen.form_flow,-0.008921422078206193,0.19786131373083163,0.1469035898217046,0.5510880080893406,0.8215045366621881,0.003,0.07675,tragbar
SOL2025_STRESS,sehen.form_stability,0.04706291963971101,0.2634959066258898,0.2430033149153511,0.6285364867658427,0.7840498479363701,0.0005,0.03675,tragbar
SOL2025_STRESS,sehen.form_change,-0.0005654101341138989,0.19736960323150532,0.15140251161559515,0.5511218940519543,0.8082313501664861,0.003,0.0715,tragbar
SOL2025_STRESS,hoeren.energy_tone,-0.006799377566951053,0.19843619837090964,0.1665830181995941,0.49237653437284745,0.7292377616055279,0.0,0.057,tragbar
SOL2025_STRESS,hoeren.energy_shift,5.472311040166712e-05,0.22105480794779908,0.18942431015581668,0.5509921518657258,0.7081480947071884,0.0,0.06275,tragbar
SOL2025_STRESS,mcm_feldwirkung.mcm_coherence,0.6076816917485326,0.6077135125965637,0.6042282027872856,0.777328600326602,0.8252004793644598,0.0,0.00025,tragbar
SOL2025_STRESS,mcm_feldwirkung.mcm_tension,0.12425573476539174,0.12425573476539174,0.10740583760208625,0.26682562499988216,0.3910125819183509,0.0,0.001,tragbar
SOL2025_STRESS,mcm_feldwirkung.mcm_asymmetry,-0.004768820387211338,0.11007941851275735,0.08549181918890728,0.2945361196592582,0.4492659588804258,0.0,0.1315,tragbar
KAS2024_5M,sehen.form_flow,0.002530231900810621,0.2083261453829267,0.16256633412487642,0.5511053348758682,0.737211424249297,0.0035,0.072,tragbar
KAS2024_5M,sehen.form_stability,0.04819022042221211,0.26291325621002803,0.23959621137631915,0.6259896675863785,0.7587103521827913,0.002,0.045,tragbar
KAS2024_5M,sehen.form_change,-0.0017710173010171233,0.20820514907589982,0.1675192112404276,0.5509739016504459,0.8022573702239858,0.0035,0.065,tragbar
KAS2024_5M,hoeren.energy_tone,-0.003106063730405832,0.20934534186767118,0.1845263362018975,0.5057044385543996,0.7252153372731995,0.0,0.0585,tragbar
KAS2024_5M,hoeren.energy_shift,0.003007436166331955,0.22007430108612283,0.18077170594059944,0.5511223181215283,0.7022211295655516,0.0,0.0645,tragbar
KAS2024_5M,mcm_feldwirkung.mcm_coherence,0.6047925021086574,0.6047925021086574,0.601252907829925,0.7739596220721514,0.8202773516270844,0.0,0.0005,tragbar
KAS2024_5M,mcm_feldwirkung.mcm_tension,0.12761831076480906,0.12761831076480906,0.10956720275370455,0.27203469467894836,0.39461660413697447,0.0,0.0025,tragbar
KAS2024_5M,mcm_feldwirkung.mcm_asymmetry,0.0007871347138285783,0.11793030370839674,0.09282198895340683,0.31147447243326987,0.49134796049112184,0.0,0.11,tragbar
