source,target,relation,world,duration,within_rekopplung_delta,within_strain_delta,within_loudness_delta,exit_rekopplung_delta,exit_strain_delta,exit_loudness_delta,exit_phase
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,EXPANSION2023,129.0,-0.14259599999999995,0.17195100000000002,0.676437,0.04552999999999996,-0.05711800000000003,-0.23751199999999995,rekoppelnd
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,EXPANSION2023,1.0,0.0,0.0,0.0,-0.06808799999999993,0.09406499999999998,0.28330200000000005,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,EXPANSION2023,3.0,-0.015766999999999975,0.043290999999999996,0.02311100000000002,-0.07150000000000001,0.08310299999999998,0.4803759999999999,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,EXPANSION2023,1.0,0.0,0.0,0.0,-0.03658000000000006,0.058807,0.32001599999999997,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,EXPANSION2023,3.0,-0.04708199999999996,0.019469999999999987,0.13883299999999998,-0.13979200000000003,0.14644500000000002,0.600643,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,EXPANSION2023,261.0,0.021571000000000007,-0.020447000000000007,-0.014071,0.006306000000000034,-0.0015299999999999897,-0.09359499999999998,rekoppelnd
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,PAXG2024,1.0,0.0,0.0,0.0,-0.03398600000000007,0.05970900000000001,0.181138,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,PAXG2024,7.0,0.03745799999999999,-0.028618000000000005,-0.12456600000000001,-0.06957800000000003,0.068805,0.26610100000000003,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,QUIET2026,12.0,-0.014120000000000021,0.03889899999999999,0.09491000000000001,-0.029058000000000028,0.026332000000000022,0.07500899999999999,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,QUIET2026,1.0,0.0,0.0,0.0,-0.130683,0.15426700000000002,0.569842,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,QUIET2026,125.0,-0.03561499999999995,0.04255400000000001,0.187878,-0.014129999999999976,0.022369,-0.03318599999999999,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,QUIET2026,54.0,-0.010187000000000057,0.029315000000000008,0.235884,-0.05044199999999999,0.055005,0.15575899999999998,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,SOL2024,1.0,0.0,0.0,0.0,-0.153625,0.17006,0.877999,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,STRESS2025,14.0,-0.00628799999999996,-0.003048999999999996,-0.100626,-0.00761400000000001,0.021514999999999992,0.207879,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,STRESS2025,1.0,0.0,0.0,0.0,-0.05682799999999999,0.09386199999999999,0.39249300000000004,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,STRESS2025,1.0,0.0,0.0,0.0,-0.0031089999999999174,0.024870000000000003,-0.09035600000000002,oeffnend_belastend
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,STRESS2025,354.0,-0.015000000000000013,0.040672,0.12599100000000002,0.020465999999999984,-0.038511000000000004,-0.112458,rekoppelnd
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,eintritt,STRESS2025,1.0,0.0,0.0,0.0,-0.02463700000000002,0.03607400000000002,0.228808,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,1.0,0.0,0.0,0.0,-0.117695,0.133773,0.592287,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,14.0,-0.06485200000000002,0.09051000000000001,0.281348,0.021723000000000048,0.0014369999999999938,0.047119999999999995,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,151.0,0.019226000000000076,-0.021064,-0.04161900000000002,-0.08991199999999999,0.10224500000000003,0.261822,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,2.0,0.005560999999999927,0.026370000000000005,-0.0052420000000000105,-0.008784999999999932,0.016252000000000016,0.10305000000000002,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,1.0,0.0,0.0,0.0,-0.085762,0.07278200000000001,0.479079,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,129.0,-0.14259599999999995,0.17195100000000002,0.676437,0.04552999999999996,-0.05711800000000003,-0.23751199999999995,rekoppelnd
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,1.0,0.0,0.0,0.0,-0.06808799999999993,0.09406499999999998,0.28330200000000005,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,3.0,-0.015766999999999975,0.043290999999999996,0.02311100000000002,-0.07150000000000001,0.08310299999999998,0.4803759999999999,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,1.0,0.0,0.0,0.0,-0.03658000000000006,0.058807,0.32001599999999997,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,EXPANSION2023,3.0,-0.04708199999999996,0.019469999999999987,0.13883299999999998,-0.13979200000000003,0.14644500000000002,0.600643,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,PAXG2024,1.0,0.0,0.0,0.0,-0.03398600000000007,0.05970900000000001,0.181138,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,QUIET2026,12.0,-0.014120000000000021,0.03889899999999999,0.09491000000000001,-0.029058000000000028,0.026332000000000022,0.07500899999999999,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,QUIET2026,1.0,0.0,0.0,0.0,-0.130683,0.15426700000000002,0.569842,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,QUIET2026,125.0,-0.03561499999999995,0.04255400000000001,0.187878,-0.014129999999999976,0.022369,-0.03318599999999999,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,QUIET2026,54.0,-0.010187000000000057,0.029315000000000008,0.235884,-0.05044199999999999,0.055005,0.15575899999999998,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,SOL2024,1.0,0.0,0.0,0.0,-0.153625,0.17006,0.877999,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,STRESS2025,1.0,0.0,0.0,0.0,-0.05682799999999999,0.09386199999999999,0.39249300000000004,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,STRESS2025,1.0,0.0,0.0,0.0,-0.0031089999999999174,0.024870000000000003,-0.09035600000000002,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,austritt,STRESS2025,1.0,0.0,0.0,0.0,-0.02463700000000002,0.03607400000000002,0.228808,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,114.0,0.15076,-0.168006,-0.752197,-0.02242999999999995,-0.012477000000000016,-0.05683800000000001,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,10.0,0.07268599999999992,-0.079987,-0.23814899999999997,0.006153999999999993,-0.003154999999999991,-0.04819,rekoppelnd
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,9.0,0.09417799999999998,-0.13132800000000003,-0.384258,0.007703000000000015,-0.0024170000000000025,0.047986,rekoppelnd
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,2.0,0.002222999999999975,-0.028894000000000003,-0.09143300000000001,0.028222999999999998,-0.0023200000000000165,0.08008200000000001,rekoppelnd
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,219.0,0.078704,-0.095558,-0.595259,0.010059999999999958,-0.013648999999999994,0.031168999999999995,rekoppelnd
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,3.0,0.09213499999999997,-0.071129,-0.320473,-0.005689999999999973,-0.03631999999999999,-0.06093800000000002,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,82.0,0.050971999999999906,-0.07486299999999999,-0.361422,-0.007498000000000005,0.0037709999999999966,0.154634,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,34.0,0.13261200000000006,-0.13753499999999996,-0.6552039999999999,-0.005508999999999986,-0.010401000000000007,-0.026559999999999993,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,1.0,0.0,0.0,0.0,0.06239499999999998,-0.04478599999999999,-0.265881,rekoppelnd
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,EXPANSION2023,10.0,0.157096,-0.168156,-0.708313,-0.019259000000000026,0.010542999999999997,0.016795999999999978,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,PAXG2024,4.0,0.02349000000000001,-0.022764000000000006,-0.23864,-0.009900999999999938,-0.009514999999999996,0.162752,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,QUIET2026,8.0,0.04801600000000006,-0.043044,-0.168717,-0.0021090000000000275,-0.027461000000000013,-0.073996,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,QUIET2026,14.0,0.13286900000000001,-0.153625,-0.519248,-0.004222000000000059,0.0021869999999999945,-0.08636100000000001,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,QUIET2026,20.0,0.014739999999999975,-0.042978000000000016,-0.008336999999999983,0.028710000000000013,-0.028274999999999995,-0.09870900000000002,rekoppelnd
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,QUIET2026,1753.0,0.07995000000000008,-0.072656,-0.31360899999999997,-0.026727000000000056,0.033136,0.171943,oeffnend_belastend
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,SOL2024,200.0,0.13836800000000005,-0.168004,-0.738097,-0.711013,-0.124935,-0.167404,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,STRESS2025,2.0,0.03609299999999993,-0.050347999999999976,-0.15058300000000002,0.0039919999999999956,0.0003959999999999797,0.004547000000000023,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,STRESS2025,25.0,0.034555,-0.039699999999999985,-0.05849299999999999,-0.007060000000000066,-0.019781000000000007,0.002339999999999995,gemischt
dio_mcm_episode_18l3thm,dio_mcm_episode_0e7qvj1,eintritt,STRESS2025,2007.0,0.032870000000000066,-0.050554000000000016,-0.223543,-0.023727000000000054,0.04826,0.148337,oeffnend_belastend
