segment,start_tick,end_tick,episodes,zentrum,offen,rand_kipp,rekopplungsnaehe,avg_raw_field,max_raw_field,avg_adapted_field,avg_reduction,avg_loudness,max_loudness,avg_visual_sharpness,avg_visual_blur,avg_mcm_tension,avg_mcm_coherence,avg_mcm_asymmetry,avg_strain,avg_rekopplung,dominant_family,dominant_preview,price_drift,abs_price_drift,max_range_pct,avg_range_pct,avg_volume,max_volume,direction_change_ratio,segment_class
7,84,92,9,0.222222,0.444444,0.111111,0.222222,0.127852,0.400509,0.108046,0.019806,0.222147,0.69473,0.707496,0.292504,0.108046,0.634005,0.036894,0.153315,0.685112,dio_155c,dio_mcm_episode_1jx2k4i,0.008169,0.008169,0.007218,0.002782,301084.777778,653084.0,0.714286,gemischter_uebergang
120,1418,1426,9,0.222222,0.444444,0.111111,0.222222,0.165101,0.337203,0.139907,0.025194,0.286428,0.599401,0.69883,0.30117,0.139907,0.662404,0.200962,0.174359,0.67981,dio_1waj,dio_mcm_episode_1joiyc3,0.021378,0.021378,0.013341,0.006748,1570594.777778,2622427.0,0.428571,gemischter_uebergang
123,1460,1468,9,0.333333,0.444444,0.111111,0.111111,0.146028,0.434634,0.120154,0.025874,0.241206,0.775147,0.569957,0.430043,0.120154,0.54974,0.032999,0.17083,0.680755,dio_0m9z,dio_mcm_episode_1joiyc3,-0.001658,0.001658,0.014759,0.005558,557251.0,1375889.0,0.285714,gemischter_uebergang
138,1621,1629,9,0.444444,0.444444,0.111111,0.0,0.151821,0.389666,0.126902,0.024919,0.252336,0.691339,0.608142,0.391858,0.126902,0.570436,0.064689,0.173877,0.681559,dio_104t,dio_mcm_episode_1joiyc3,0.011373,0.011373,0.011785,0.006384,1056004.444444,3591335.0,0.571429,gemischter_uebergang
156,1825,1833,9,0.222222,0.444444,0.111111,0.222222,0.166469,0.353237,0.139425,0.027044,0.28717,0.629653,0.642842,0.357158,0.139425,0.571981,0.034518,0.167948,0.68931,dio_1lsu,dio_mcm_episode_1joiyc3,-0.005825,0.005825,0.012542,0.004598,574753.555556,1197498.0,0.285714,gemischter_uebergang
49,563,571,9,0.333333,0.333333,0.111111,0.222222,0.130314,0.376519,0.111174,0.01914,0.220795,0.64928,0.68898,0.31102,0.111174,0.640987,-0.025446,0.152251,0.696076,dio_0l7p,dio_mcm_episode_1joiyc3,-0.005731,0.005731,0.008115,0.003882,571459.0,1696979.0,0.285714,gemischter_uebergang
61,684,692,9,0.555556,0.333333,0.111111,0.0,0.184528,0.501385,0.151722,0.032807,0.317289,0.865781,0.648024,0.351976,0.151722,0.582293,0.067997,0.170643,0.686009,dio_155c,dio_mcm_episode_1joiyc3,0.002973,0.002973,0.011296,0.004844,710961.777778,2178983.0,0.857143,gemischter_uebergang
157,1829,1837,9,0.222222,0.333333,0.111111,0.333333,0.15211,0.353237,0.127862,0.024248,0.261222,0.629653,0.655343,0.344657,0.127862,0.622682,0.020998,0.16485,0.691121,dio_1i76,dio_mcm_episode_1joiyc3,-0.000634,0.000634,0.012542,0.005978,604848.444444,1197498.0,0.285714,gemischter_uebergang
164,1920,1928,9,0.555556,0.333333,0.111111,0.0,0.140516,0.455381,0.115751,0.024766,0.234165,0.798611,0.627779,0.372221,0.115751,0.586998,0.015577,0.163317,0.697083,dio_0l7p,dio_mcm_episode_1joiyc3,0.001586,0.001586,0.0097,0.00417,463924.666667,1129997.0,0.571429,gemischter_uebergang
36,439,447,9,0.444444,0.222222,0.111111,0.222222,0.108929,0.362094,0.09229,0.016639,0.178756,0.631244,0.668552,0.331448,0.09229,0.600219,-0.04386,0.15036,0.696468,dio_155c,dio_mcm_episode_1joiyc3,-0.005736,0.005736,0.007398,0.003673,602777.111111,1225240.0,0.714286,gemischter_uebergang
58,664,672,9,0.222222,0.222222,0.111111,0.444444,0.162784,0.419613,0.136988,0.025795,0.280755,0.721667,0.710597,0.289403,0.136988,0.622141,-0.029904,0.158157,0.692292,dio_1r55,dio_mcm_episode_1joiyc3,-0.005807,0.005807,0.005429,0.00264,499317.333333,1054425.0,0.285714,gemischter_uebergang
5,34,43,10,0.0,0.9,0.1,0.0,0.170026,0.409748,0.144191,0.025835,0.30163,0.704576,0.716666,0.283334,0.144191,0.67203,-0.135296,0.175322,0.661497,dio_17ct,dio_mcm_episode_0db07p4,-0.015059,0.015059,0.009123,0.004086,1132635.0,5533080.0,0.25,reale_oeffnungsphase
21,235,244,10,0.2,0.7,0.1,0.0,0.160402,0.381006,0.135036,0.025366,0.265616,0.667667,0.633462,0.366538,0.135036,0.561349,0.070911,0.163956,0.683642,dio_00ly,dio_mcm_episode_1jx2k4i,0.008453,0.008453,0.008385,0.003547,832783.5,1577474.0,0.375,reale_oeffnungsphase
64,705,714,10,0.1,0.7,0.1,0.1,0.171209,0.481985,0.140762,0.030447,0.290481,0.846831,0.603462,0.396538,0.140762,0.561861,-0.111841,0.185283,0.660163,dio_00no,dio_mcm_episode_1joiyc3,-0.017626,0.017626,0.020964,0.007299,1411887.3,5356864.0,0.5,reale_oeffnungsphase
30,377,386,10,0.3,0.6,0.1,0.0,0.144918,0.412548,0.120413,0.024505,0.24395,0.719472,0.646152,0.353848,0.120413,0.579283,0.04508,0.159476,0.685891,dio_0kx9,dio_mcm_episode_1jx2k4i,0.006165,0.006165,0.009464,0.003808,795476.9,2192772.0,0.875,reale_oeffnungsphase
122,1442,1451,10,0.2,0.6,0.1,0.1,0.184072,0.393588,0.15239,0.031682,0.318199,0.697383,0.585394,0.414606,0.15239,0.575969,-0.074932,0.187243,0.665758,dio_0l7p,dio_mcm_episode_1joiyc3,-0.011469,0.011469,0.01605,0.007297,1207121.2,4375561.0,0.375,reale_oeffnungsphase
102,1198,1207,10,0.4,0.5,0.1,0.0,0.161204,0.343397,0.1359,0.025304,0.271135,0.613629,0.60867,0.39133,0.1359,0.564304,-0.047865,0.175855,0.679691,dio_0h9h,dio_mcm_episode_1joiyc3,-0.010288,0.010288,0.015278,0.007898,1054753.3,3259963.0,0.375,gemischter_uebergang
57,632,641,10,0.4,0.4,0.1,0.1,0.17329,0.463245,0.145683,0.027607,0.297713,0.796389,0.660668,0.339332,0.145683,0.595617,0.032692,0.169989,0.684743,dio_0m9z,dio_mcm_episode_1joiyc3,0.007947,0.007947,0.009229,0.003092,407199.1,2186565.0,0.625,gemischter_uebergang
60,680,689,10,0.5,0.3,0.1,0.1,0.156517,0.501385,0.128894,0.027622,0.261989,0.865781,0.65779,0.34221,0.128894,0.584814,0.072255,0.163878,0.689531,dio_0l7p,dio_mcm_episode_1joiyc3,0.012335,0.012335,0.011296,0.004328,610353.1,2178983.0,0.625,gemischter_uebergang
2,13,21,9,0.0,0.888889,0.0,0.111111,0.116157,0.245012,0.100308,0.015849,0.200059,0.412133,0.716215,0.283785,0.100308,0.668818,0.047421,0.154294,0.675564,dio_09bn,dio_mcm_episode_0db07p4,0.005828,0.005828,0.003962,0.002862,286531.666667,555455.0,0.142857,reale_oeffnungsphase
3,20,28,9,0.0,0.888889,0.0,0.111111,0.088883,0.236945,0.077151,0.011732,0.142962,0.422889,0.689856,0.310144,0.077151,0.633519,0.025918,0.152641,0.675964,dio_14wj,dio_mcm_episode_0db07p4,0.000351,0.000351,0.00608,0.003494,290268.0,452596.0,0.428571,reale_oeffnungsphase
39,455,463,9,0.0,0.888889,0.0,0.111111,0.217405,0.276626,0.182742,0.034663,0.380912,0.484533,0.681644,0.318356,0.182742,0.587963,0.039032,0.178895,0.666271,dio_0gaw,dio_mcm_episode_1joiyc3,-0.012346,0.012346,0.0108,0.005531,771723.333333,1981592.0,0.428571,reale_oeffnungsphase
40,457,465,9,0.0,0.888889,0.0,0.111111,0.212771,0.280157,0.178948,0.033823,0.375048,0.501602,0.67355,0.32645,0.178948,0.606671,-0.011293,0.18889,0.65628,dio_084i,dio_mcm_episode_1joiyc3,-0.018501,0.018501,0.014116,0.006794,1122298.555556,3267011.0,0.714286,reale_oeffnungsphase
42,474,482,9,0.0,0.888889,0.0,0.111111,0.177948,0.256938,0.151436,0.026513,0.312148,0.459034,0.669874,0.330126,0.151436,0.626712,-0.025832,0.182506,0.668963,dio_14d9,dio_mcm_episode_1joiyc3,-0.015599,0.015599,0.010256,0.005485,1138745.555556,2413302.0,0.428571,reale_oeffnungsphase
54,602,610,9,0.111111,0.888889,0.0,0.0,0.169753,0.285627,0.142786,0.026968,0.277763,0.503967,0.602466,0.397534,0.142786,0.554329,-0.129237,0.175284,0.668156,dio_0if9,dio_mcm_episode_1joiyc3,-0.009423,0.009423,0.015818,0.007916,1693329.111111,4682015.0,0.142857,reale_oeffnungsphase
69,759,767,9,0.111111,0.888889,0.0,0.0,0.13658,0.234321,0.116384,0.020196,0.22447,0.427171,0.616066,0.383934,0.116384,0.590973,0.057335,0.162367,0.679734,dio_0pxr,dio_mcm_episode_1joiyc3,0.016557,0.016557,0.013011,0.00829,1850520.0,3013860.0,0.571429,reale_oeffnungsphase
93,1094,1102,9,0.0,0.888889,0.0,0.111111,0.135751,0.286699,0.113684,0.022067,0.215027,0.521894,0.563477,0.436523,0.113684,0.519132,0.166994,0.170945,0.668338,dio_1mtl,dio_mcm_episode_1joiyc3,0.012952,0.012952,0.02518,0.013089,3429768.888889,8024709.0,0.571429,reale_oeffnungsphase
6,62,70,9,0.0,0.777778,0.0,0.222222,0.111613,0.232925,0.097555,0.014058,0.192183,0.405176,0.697723,0.302277,0.097555,0.656399,-0.016537,0.143614,0.692922,dio_104t,dio_mcm_episode_1joiyc3,-0.008523,0.008523,0.005392,0.003108,656912.888889,1569927.0,0.285714,reale_oeffnungsphase
41,461,469,9,0.111111,0.777778,0.0,0.111111,0.171122,0.280157,0.14516,0.025963,0.296031,0.501602,0.643238,0.356762,0.14516,0.615549,-0.099427,0.178605,0.666767,dio_18v0,dio_mcm_episode_1joiyc3,-0.018418,0.018418,0.014116,0.00877,1624368.0,3267011.0,0.714286,reale_oeffnungsphase
44,490,498,9,0.111111,0.777778,0.0,0.111111,0.163702,0.303941,0.138644,0.025058,0.290111,0.541451,0.640153,0.359847,0.138644,0.620744,0.051784,0.171864,0.67357,dio_0m9z,dio_mcm_episode_1joiyc3,0.001552,0.001552,0.00821,0.004552,755106.777778,1755145.0,0.428571,reale_oeffnungsphase
45,497,505,9,0.111111,0.777778,0.0,0.111111,0.123828,0.231752,0.105023,0.018805,0.204262,0.423119,0.591097,0.408903,0.105023,0.562075,0.07753,0.160189,0.678713,dio_0pq6,dio_mcm_episode_1joiyc3,0.007645,0.007645,0.009889,0.007119,1018853.333333,2365043.0,0.857143,reale_oeffnungsphase
46,503,511,9,0.222222,0.777778,0.0,0.0,0.12322,0.232865,0.104623,0.018597,0.200432,0.417047,0.592884,0.407116,0.104623,0.561094,-0.033867,0.161848,0.683687,dio_00ly,dio_mcm_episode_1joiyc3,-0.000933,0.000933,0.009889,0.005491,666449.555556,1378747.0,0.714286,reale_oeffnungsphase
70,763,771,9,0.222222,0.777778,0.0,0.0,0.137196,0.234321,0.116959,0.020237,0.228795,0.427171,0.6221,0.3779,0.116959,0.591712,0.113767,0.162707,0.680148,dio_1kpz,dio_mcm_episode_1joiyc3,0.023354,0.023354,0.013011,0.007982,1951194.555556,3145804.0,0.285714,reale_oeffnungsphase
73,821,829,9,0.111111,0.777778,0.0,0.111111,0.125526,0.230415,0.107495,0.018031,0.211672,0.378632,0.676334,0.323666,0.107495,0.642974,0.077928,0.154249,0.682177,dio_0n0i,dio_mcm_episode_1joiyc3,0.008005,0.008005,0.011325,0.006648,1147599.444444,2182218.0,0.714286,reale_oeffnungsphase
74,826,834,9,0.111111,0.777778,0.0,0.111111,0.125615,0.241112,0.108122,0.017493,0.214089,0.446218,0.696908,0.303092,0.108122,0.651062,0.167131,0.159496,0.681509,dio_18im,dio_mcm_episode_1joiyc3,0.036809,0.036809,0.012823,0.007854,1198866.111111,1889324.0,0.285714,reale_oeffnungsphase
114,1351,1359,9,0.0,0.777778,0.0,0.222222,0.183719,0.292708,0.152186,0.031534,0.319485,0.533109,0.571131,0.428869,0.152186,0.578585,-0.110757,0.189522,0.660806,dio_1cic,dio_mcm_episode_1joiyc3,-0.023803,0.023803,0.02093,0.009844,1813501.666667,5579332.0,0.714286,reale_oeffnungsphase
38,451,461,11,0.181818,0.727273,0.0,0.090909,0.18595,0.276626,0.156817,0.029133,0.319673,0.484533,0.670084,0.329916,0.156817,0.581055,0.045456,0.168466,0.681348,dio_104t,dio_mcm_episode_1joiyc3,0.004157,0.004157,0.007688,0.003606,451372.454545,1037871.0,0.555556,reale_oeffnungsphase
94,1105,1114,10,0.2,0.7,0.0,0.1,0.135752,0.238195,0.115542,0.02021,0.225304,0.402621,0.613024,0.386976,0.115542,0.580431,0.119641,0.158584,0.685697,dio_00ja,dio_mcm_episode_1joiyc3,0.022561,0.022561,0.012208,0.007914,1867063.7,3159678.0,0.75,reale_oeffnungsphase
103,1210,1219,10,0.1,0.7,0.0,0.2,0.162264,0.309039,0.136724,0.02554,0.275496,0.561041,0.603826,0.396174,0.136724,0.587146,0.09773,0.183462,0.667973,dio_0jkk,dio_mcm_episode_1joiyc3,0.012782,0.012782,0.01652,0.00727,1414880.6,4253596.0,0.25,reale_oeffnungsphase
115,1353,1362,10,0.0,0.7,0.0,0.3,0.177241,0.292708,0.147432,0.029809,0.306903,0.533109,0.575745,0.424255,0.147432,0.597155,-0.070759,0.186714,0.66567,dio_05yg,dio_mcm_episode_1joiyc3,-0.010234,0.010234,0.02093,0.009721,1785547.3,5579332.0,0.75,reale_oeffnungsphase
129,1510,1519,10,0.1,0.7,0.0,0.2,0.148262,0.338836,0.122142,0.026121,0.229047,0.590781,0.531855,0.468145,0.122142,0.476781,-0.006558,0.169568,0.676913,dio_1un4,dio_mcm_episode_1joiyc3,0.009756,0.009756,0.019236,0.010283,1334120.5,4536903.0,0.5,reale_oeffnungsphase
8,98,106,9,0.0,0.666667,0.0,0.333333,0.13005,0.225496,0.111583,0.018467,0.221642,0.397936,0.679898,0.320102,0.111583,0.603511,-0.005565,0.156382,0.681049,dio_0oc3,dio_mcm_episode_1jx2k4i,-0.000179,0.000179,0.004776,0.002704,380533.555556,695619.0,0.285714,reale_oeffnungsphase
12,129,137,9,0.111111,0.666667,0.0,0.222222,0.13131,0.253833,0.111817,0.019493,0.219104,0.438981,0.646965,0.353035,0.111817,0.604234,-0.025387,0.15736,0.682354,dio_155c,dio_mcm_episode_1jx2k4i,-0.004575,0.004575,0.004491,0.002379,190836.888889,309663.0,0.428571,reale_oeffnungsphase
17,185,193,9,0.222222,0.666667,0.0,0.111111,0.142259,0.41984,0.120264,0.021995,0.240285,0.721557,0.692289,0.307711,0.120264,0.628942,0.045765,0.156766,0.68374,dio_0zac,dio_mcm_episode_1jx2k4i,0.009771,0.009771,0.006544,0.004529,739583.888889,1801649.0,0.428571,reale_oeffnungsphase
24,277,285,9,0.222222,0.666667,0.0,0.111111,0.164212,0.413135,0.138062,0.02615,0.282077,0.716589,0.644151,0.355849,0.138062,0.587653,0.009223,0.173801,0.680918,dio_1aeg,dio_mcm_episode_1jx2k4i,-0.000685,0.000685,0.010269,0.004871,933082.888889,3204771.0,0.428571,reale_oeffnungsphase
31,383,391,9,0.222222,0.666667,0.0,0.111111,0.15565,0.316273,0.131555,0.024095,0.275867,0.570707,0.687746,0.312254,0.131555,0.665131,0.137874,0.170451,0.67279,dio_04q7,dio_mcm_episode_1joiyc3,0.013829,0.013829,0.013205,0.00558,1368268.333333,3727339.0,0.285714,reale_oeffnungsphase
43,477,485,9,0.0,0.666667,0.0,0.333333,0.148099,0.256938,0.127211,0.020888,0.251242,0.459034,0.69644,0.30356,0.127211,0.645777,-0.078687,0.162626,0.684043,dio_19pg,dio_mcm_episode_1joiyc3,-0.01165,0.01165,0.009443,0.005188,1314825.222222,2413302.0,0.285714,reale_oeffnungsphase
47,510,518,9,0.333333,0.666667,0.0,0.0,0.132531,0.338121,0.112113,0.020419,0.221671,0.601876,0.619082,0.380918,0.112113,0.561778,-0.021805,0.165762,0.685624,dio_00ly,dio_mcm_episode_1joiyc3,-0.008736,0.008736,0.010451,0.005494,666520.111111,1908874.0,0.714286,reale_oeffnungsphase
50,569,577,9,0.111111,0.666667,0.0,0.222222,0.157973,0.242368,0.134221,0.023753,0.273507,0.425278,0.640311,0.359689,0.134221,0.62386,0.060758,0.160085,0.684144,dio_169a,dio_mcm_episode_1joiyc3,0.010674,0.010674,0.009199,0.004851,518586.444444,1083028.0,0.857143,reale_oeffnungsphase
51,584,592,9,0.333333,0.666667,0.0,0.0,0.121529,0.294778,0.103803,0.017726,0.199904,0.523297,0.638166,0.361834,0.103803,0.615053,-0.0031,0.158999,0.686077,dio_104t,dio_mcm_episode_1joiyc3,-0.005927,0.005927,0.009501,0.004986,672717.222222,1315589.0,0.428571,reale_oeffnungsphase
55,605,613,9,0.222222,0.666667,0.0,0.111111,0.144931,0.285627,0.123439,0.021492,0.237501,0.503967,0.657864,0.342136,0.123439,0.600557,-0.143619,0.161407,0.68379,dio_0ein,dio_mcm_episode_1joiyc3,-0.010993,0.010993,0.014014,0.005263,1142938.222222,4682015.0,0.428571,reale_oeffnungsphase
67,734,742,9,0.111111,0.666667,0.0,0.222222,0.12663,0.240115,0.106439,0.020192,0.201408,0.432031,0.552187,0.447813,0.106439,0.523829,-0.10271,0.175799,0.664749,dio_1v2w,dio_mcm_episode_1joiyc3,-0.014907,0.014907,0.023512,0.012268,3712834.888889,5440457.0,0.571429,reale_oeffnungsphase
75,845,853,9,0.222222,0.666667,0.0,0.111111,0.148638,0.280424,0.126413,0.022225,0.256576,0.503781,0.639287,0.360713,0.126413,0.652639,0.04034,0.167133,0.685476,dio_1gp2,dio_mcm_episode_1joiyc3,0.010717,0.010717,0.011465,0.006373,961860.0,1603884.0,0.428571,reale_oeffnungsphase
76,850,858,9,0.0,0.666667,0.0,0.333333,0.134503,0.283407,0.113644,0.020859,0.225945,0.524112,0.610033,0.389967,0.113644,0.601215,0.067965,0.167582,0.682125,dio_00ja,dio_mcm_episode_1joiyc3,-0.002994,0.002994,0.01768,0.008808,1510550.555556,2636462.0,0.428571,reale_oeffnungsphase
86,1042,1050,9,0.222222,0.666667,0.0,0.111111,0.118994,0.304408,0.101729,0.017265,0.196401,0.533542,0.698567,0.301433,0.101729,0.63572,0.12796,0.155464,0.688727,dio_0pq6,dio_mcm_episode_1joiyc3,0.018091,0.018091,0.010792,0.0067,904769.888889,1343428.0,0.285714,reale_oeffnungsphase
88,1055,1063,9,0.333333,0.666667,0.0,0.0,0.13627,0.301625,0.114167,0.022103,0.226432,0.532378,0.559176,0.440824,0.114167,0.564129,-0.003308,0.162417,0.682234,dio_05yg,dio_mcm_episode_1joiyc3,-0.00547,0.00547,0.013852,0.007964,1009543.777778,1354363.0,0.571429,reale_oeffnungsphase
92,1090,1098,9,0.111111,0.666667,0.0,0.222222,0.143346,0.286699,0.120398,0.022948,0.234475,0.521894,0.573495,0.426505,0.120398,0.551237,0.196458,0.171026,0.674998,dio_0om4,dio_mcm_episode_1joiyc3,0.028824,0.028824,0.02518,0.011594,2772236.222222,8024709.0,0.428571,reale_oeffnungsphase
