passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,axis,axis_a,axis_b,source,world,tick,end_tick,duration,match_kind,effect,before_class,switch_class,after_class,dominant_family,mcm_preview,avg_pressure,avg_alignment,avg_coherence,avg_strain,avg_rekopplung,pressure_delta,rekopplung_delta,pre8_rekopplung,post8_rekopplung,pre8_strain,post8_strain,segment_reading
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,542_MCM_FELDBEWEGUNGS_MEMORY_MEHRQUELLEN_UEBERGANGSRAUM.csv,-,-,-,1,nur_a,recurrently_opening_strain,-,-,-,-,dio_mcm_episode_183drjy->dio_mcm_episode_1etd8kq,0.0,0.0,0.0,0.0,0.0,0.152637,-0.129388,0.0,0.0,0.0,0.0,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,542_MCM_FELDBEWEGUNGS_MEMORY_MEHRQUELLEN_UEBERGANGSRAUM.csv,-,-,-,1,nur_a,recurrently_opening_strain,-,-,-,-,dio_mcm_episode_183drjy->dio_mcm_episode_1f23fki,0.0,0.0,0.0,0.0,0.0,0.108744,-0.095674,0.0,0.0,0.0,0.0,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,542_MCM_FELDBEWEGUNGS_MEMORY_MEHRQUELLEN_UEBERGANGSRAUM.csv,-,-,-,1,nur_a,recurrently_opening_strain,-,-,-,-,dio_mcm_episode_183drjy->dio_mcm_episode_1fc319h,0.0,0.0,0.0,0.0,0.0,0.130371,-0.117023,0.0,0.0,0.0,0.0,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,542_MCM_FELDBEWEGUNGS_MEMORY_MEHRQUELLEN_UEBERGANGSRAUM.csv,-,-,-,1,nur_a,recurrently_reconnecting,-,-,-,-,dio_mcm_episode_183drjy->dio_mcm_episode_1hjbx8p,0.0,0.0,0.0,0.0,0.0,-0.004509,0.006412,0.0,0.0,0.0,0.0,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,542_MCM_FELDBEWEGUNGS_MEMORY_MEHRQUELLEN_UEBERGANGSRAUM.csv,-,-,-,1,nur_a,recurrently_opening_strain,-,-,-,-,dio_mcm_episode_183drjy->dio_mcm_episode_1mtmxvz,0.0,0.0,0.0,0.0,0.0,0.108008,-0.095457,0.0,0.0,0.0,0.0,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,542_MCM_FELDBEWEGUNGS_MEMORY_MEHRQUELLEN_UEBERGANGSRAUM.csv,-,-,-,1,nur_a,world_specific,-,-,-,-,dio_mcm_episode_1bbyn2l->dio_mcm_episode_183drjy,0.0,0.0,0.0,0.0,0.0,-0.003185,-0.010176,0.0,0.0,0.0,0.0,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,542_MCM_FELDBEWEGUNGS_MEMORY_MEHRQUELLEN_UEBERGANGSRAUM.csv,-,-,-,1,nur_a,recurrently_opening_strain,-,-,-,-,dio_mcm_episode_1hjbx8p->dio_mcm_episode_183drjy,0.0,0.0,0.0,0.0,0.0,0.020082,-0.02046,0.0,0.0,0.0,0.0,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,418,418,1,nur_a,tragend_unruhig,-,-,kippnah_nach_kontaktinsel,dio_1dc6,dio_mcm_episode_183drjy,0.326554,0.715278,0.400192,0.264546,0.600857,0.0,0.0,0.660758,0.635785,0.158928,0.202702,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,505,505,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_13cj,dio_mcm_episode_183drjy,0.334703,0.706755,0.418894,0.278245,0.592421,0.0,0.0,0.659318,0.645593,0.162347,0.185673,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,729,729,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_1lsh,dio_mcm_episode_183drjy,0.36587,0.674587,0.36403,0.287366,0.589168,0.0,0.0,0.668906,0.64518,0.156017,0.194993,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,807,807,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_10gc,dio_mcm_episode_183drjy,0.424005,0.522239,0.175032,0.30983,0.57708,0.0,0.0,0.683788,0.645679,0.143037,0.183184,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,838,838,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_09k9,dio_mcm_episode_183drjy,0.324394,0.723738,0.340591,0.255466,0.60232,0.0,0.0,0.641732,0.652142,0.191166,0.17752,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,847,847,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_167f,dio_mcm_episode_183drjy,0.314386,0.752568,0.53405,0.243339,0.62712,0.0,0.0,0.652142,0.644245,0.17752,0.194507,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,874,874,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_04lq,dio_mcm_episode_183drjy,0.36618,0.745367,0.313878,0.27452,0.590682,0.0,0.0,0.662187,0.654246,0.164247,0.171649,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,938,939,2,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0rzu,dio_mcm_episode_183drjy,0.420532,0.685905,0.424389,0.290969,0.599139,0.0,0.0,0.658622,0.647072,0.165192,0.189099,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,980,980,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_1inp,dio_mcm_episode_183drjy,0.391403,0.734589,0.476925,0.280413,0.604715,0.0,0.0,0.652103,0.63663,0.175847,0.206881,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,987,987,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0e5y,dio_mcm_episode_183drjy,0.512181,0.682337,0.373098,0.319317,0.590339,0.0,0.0,0.638933,0.656631,0.202761,0.175972,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1022,1022,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_04s7,dio_mcm_episode_183drjy,0.4934,0.725871,0.459843,0.302546,0.604745,0.0,0.0,0.661362,0.622702,0.165856,0.229112,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1024,1024,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1uw3,dio_mcm_episode_183drjy,0.393651,0.53512,0.220084,0.291993,0.582094,0.0,0.0,0.655795,0.637612,0.18786,0.198766,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1141,1141,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1ema,dio_mcm_episode_183drjy,0.44755,0.573826,0.262554,0.330675,0.566704,0.0,0.0,0.657441,0.651578,0.176682,0.192751,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1174,1174,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1www,dio_mcm_episode_183drjy,0.407116,0.66271,0.384537,0.288029,0.599884,0.0,0.0,0.67053,0.657328,0.145464,0.17032,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1233,1233,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0zq9,dio_mcm_episode_183drjy,0.369519,0.678214,0.403477,0.291671,0.588375,0.0,0.0,0.658732,0.64631,0.169145,0.179799,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1286,1286,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1o5k,dio_mcm_episode_183drjy,0.387969,0.643381,0.209201,0.28851,0.581044,0.0,0.0,0.646958,0.655193,0.188333,0.174975,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1313,1313,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0urg,dio_mcm_episode_183drjy,0.470509,0.546741,0.234224,0.323788,0.577219,0.0,0.0,0.66605,0.666817,0.152688,0.162132,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1353,1353,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_0b45,dio_mcm_episode_183drjy,0.357492,0.606711,0.378584,0.286758,0.594664,0.0,0.0,0.659953,0.646831,0.163962,0.205822,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1361,1361,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_15y5,dio_mcm_episode_183drjy,0.370269,0.65531,0.51174,0.267195,0.618428,0.0,0.0,0.64386,0.642854,0.208267,0.215233,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1369,1369,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_15wp,dio_mcm_episode_183drjy,0.521616,0.751722,0.454762,0.30762,0.603811,0.0,0.0,0.644682,0.630504,0.21018,0.209673,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1371,1371,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1pjo,dio_mcm_episode_183drjy,0.368648,0.594697,0.228839,0.258271,0.603973,0.0,0.0,0.640465,0.638371,0.217755,0.192302,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1380,1380,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_19ej,dio_mcm_episode_183drjy,0.32943,0.750411,0.474062,0.246086,0.621499,0.0,0.0,0.638371,0.651059,0.192302,0.174429,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1399,1399,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_0pmm,dio_mcm_episode_183drjy,0.550709,0.666872,0.388386,0.330272,0.590692,0.0,0.0,0.659415,0.622259,0.171312,0.239906,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1401,1402,2,nur_a,tragend_unruhig,-,-,kippnah_nach_kontaktinsel,dio_0cw2,dio_mcm_episode_183drjy,0.353635,0.59991,0.389829,0.263032,0.610912,0.0,0.0,0.640829,0.624772,0.20572,0.242097,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1657,1657,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0ozp,dio_mcm_episode_183drjy,0.489026,0.574412,0.259623,0.32825,0.577502,0.0,0.0,0.660675,0.651077,0.160213,0.183289,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_1H_RECEPTOR,1678,1678,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_1ema,dio_mcm_episode_183drjy,0.447246,0.571131,0.244346,0.305357,0.589036,0.0,0.0,0.664284,0.632959,0.159725,0.215741,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1584,1584,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0woh,dio_mcm_episode_183drjy,0.39444,0.698461,0.303181,0.281361,0.592587,0.0,0.0,0.661097,0.659822,0.164935,0.16564,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1604,1604,1,nur_a,tragend_unruhig,-,-,kippnah_nach_kontaktinsel,dio_0tof,dio_mcm_episode_183drjy,0.355837,0.723626,0.324715,0.264076,0.600268,0.0,0.0,0.663665,0.649279,0.155889,0.183697,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1608,1608,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1o6l,dio_mcm_episode_183drjy,0.396766,0.713978,0.371719,0.278225,0.600384,0.0,0.0,0.654408,0.655368,0.175746,0.166498,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1634,1634,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1q1j,dio_mcm_episode_183drjy,0.357836,0.69059,0.353024,0.271413,0.599269,0.0,0.0,0.654075,0.654449,0.17256,0.166554,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1646,1646,1,nur_a,tragend_unruhig,-,-,kippnah_nach_kontaktinsel,dio_1qcs,dio_mcm_episode_183drjy,0.354813,0.702376,0.360904,0.262481,0.606326,0.0,0.0,0.66523,0.638722,0.152226,0.198233,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1651,1651,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0zn6,dio_mcm_episode_183drjy,0.398809,0.650491,0.36366,0.291198,0.594419,0.0,0.0,0.650334,0.650458,0.178229,0.177157,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1886,1886,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0p13,dio_mcm_episode_183drjy,0.37465,0.739067,0.501927,0.2552,0.628475,0.0,0.0,0.649617,0.643415,0.183166,0.196728,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1913,1913,1,nur_a,tragend_unruhig,-,-,kippnah_nach_kontaktinsel,dio_1xhn,dio_mcm_episode_183drjy,0.319036,0.723401,0.541722,0.274326,0.601591,0.0,0.0,0.661489,0.640239,0.165235,0.195345,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1929,1929,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_04l4,dio_mcm_episode_183drjy,0.409614,0.566142,0.333455,0.313384,0.580579,0.0,0.0,0.638568,0.62271,0.192451,0.225726,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1932,1932,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0m2c,dio_mcm_episode_183drjy,0.386746,0.642404,0.366444,0.302649,0.579154,0.0,0.0,0.626758,0.648978,0.22164,0.180647,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1941,1941,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0m55,dio_mcm_episode_183drjy,0.305162,0.765588,0.39891,0.243059,0.61134,0.0,0.0,0.648978,0.66562,0.180647,0.161438,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,BTC_2024_5M_RECEPTOR,1961,1961,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0hf0,dio_mcm_episode_183drjy,0.404787,0.6883,0.407216,0.280925,0.60517,0.0,0.0,0.665779,0.651347,0.166943,0.180335,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,KAS_2024_1H_RECEPTOR,846,846,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0lec,dio_mcm_episode_183drjy,0.358952,0.626287,0.349928,0.272807,0.604294,0.0,0.0,0.651006,0.641917,0.181484,0.1933,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,KAS_2024_1H_RECEPTOR,886,886,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_08hc,dio_mcm_episode_183drjy,0.452985,0.745297,0.547402,0.28903,0.614488,0.0,0.0,0.659804,0.639568,0.158777,0.196928,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,KAS_2024_1H_RECEPTOR,897,897,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1ag8,dio_mcm_episode_183drjy,0.465832,0.692924,0.345906,0.303624,0.59121,0.0,0.0,0.64912,0.651766,0.181559,0.19943,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2023_NEG_STRESS_10K_RECEPTOR,514,514,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0bv1,dio_mcm_episode_183drjy,0.364186,0.660556,0.444159,0.292793,0.592169,0.0,0.0,0.648211,0.660103,0.190278,0.174243,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2023_NEG_STRESS_10K_RECEPTOR,514,514,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0bv1,dio_mcm_episode_183drjy,0.364186,0.660556,0.444159,0.292793,0.592169,0.0,0.0,0.648211,0.660103,0.190278,0.174243,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2023_NEG_STRESS_10K_RECEPTOR,802,802,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1kbp,dio_mcm_episode_183drjy,0.40133,0.69071,0.285139,0.296832,0.579702,0.0,0.0,0.642258,0.652495,0.190475,0.171496,a_knoten_kontakt
