token,path_class,movement,base_zone,follow_zone,base_role,follow_role,base_worlds,follow_worlds,base_observations,follow_observations,contacts,worlds,dominant_prev,dominant_prev_count,dominant_next,dominant_next_count,current_role_profile,neighbor_role_profile,self_prev_share,self_next_share,neighbor_coverage,countercore_class
dio_mcm_episode_0r1o8ja,junge_oberflaeche,verjuengung_oberflaeche,driftzone,junge_spur,offene_variante,offene_variante,2,1,2,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0r1re19,junge_oberflaeche,stabil,junge_spur,junge_spur,offene_variante,offene_variante,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0sxikqi,junge_oberflaeche,stabil,junge_spur,junge_spur,spannungsrand_kippnaehe,spannungsrand_kippnaehe,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0tosxof,junge_oberflaeche,stabil,junge_spur,junge_spur,zentrum_stabil,zentrum_stabil,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0ultars,junge_oberflaeche,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,offene_variante,zentrum_stabil,2,1,4,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0y1i8dq,junge_oberflaeche,stabil,junge_spur,junge_spur,offene_variante,offene_variante,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0ybhu2p,junge_oberflaeche,verjuengung_oberflaeche,driftzone,junge_spur,zentrum_stabil,offene_variante,2,1,2,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1aavr7r,junge_oberflaeche,stabil,junge_spur,junge_spur,zentrum_stabil,zentrum_stabil,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1eju9g0,junge_oberflaeche,verjuengung_oberflaeche,stabile_bedeutungsinsel,junge_spur,zentrum_stabil,zentrum_stabil,1,1,327,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1i31hl0,junge_oberflaeche,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,offene_variante,offene_variante,1,1,2,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1ig1vs0,junge_oberflaeche,stabil,junge_spur,junge_spur,offene_variante,zentrum_stabil,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1j0eqqb,junge_oberflaeche,stabil,junge_spur,junge_spur,zentrum_stabil,offene_variante,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1morx8x,junge_oberflaeche,stabil,junge_spur,junge_spur,offene_variante,offene_variante,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1pmt8u2,junge_oberflaeche,verjuengung_oberflaeche,rekopplungszone,junge_spur,zentrum_stabil,zentrum_stabil,2,1,4,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1v9dvrl,junge_oberflaeche,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,zentrum_stabil,offene_variante,1,1,3,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1vprn0y,junge_oberflaeche,verjuengung_oberflaeche,driftzone,junge_spur,offene_variante,offene_variante,2,1,2,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1xp8xyu,junge_oberflaeche,verjuengung_oberflaeche,driftzone,junge_spur,spannungsrand_kippnaehe,zentrum_stabil,1,1,3,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1y1l1za,junge_oberflaeche,stabil,junge_spur,junge_spur,offene_variante,zentrum_stabil,1,1,1,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1yzsm16,junge_oberflaeche,verjuengung_oberflaeche,offene_bedeutungszone,junge_spur,zentrum_stabil,zentrum_stabil,2,1,2,1,,,,,,,,,,,0,junge_oberflaeche_ohne_nachbarschaftsabdeckung
dio_mcm_episode_00i7zy5,offener_driftpfad,oeffnung_oder_drift,junge_spur,driftzone,zentrum_stabil,zentrum_stabil,1,3,1,3,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0aztxel,offener_driftpfad,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,2,4,8,14,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0cvptbz,offener_driftpfad,oeffnung_oder_drift,offene_bedeutungszone,driftzone,zentrum_stabil,spannungsrand_kippnaehe,1,1,3,2,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0i8oyce,offener_driftpfad,stabil,driftzone,driftzone,offene_variante,offene_variante,1,2,3,3,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0khjbll,offener_driftpfad,oeffnung_oder_drift,driftzone,offene_bedeutungszone,zentrum_stabil,zentrum_stabil,2,1,2,2,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0krixak,offener_driftpfad,oeffnung_oder_drift,stabile_bedeutungsinsel,driftzone,zentrum_stabil,zentrum_stabil,4,3,8,3,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0ldenly,offener_driftpfad,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,1,4,1,8,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0ldht3x,offener_driftpfad,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,zentrum_stabil,offene_variante,2,1,4,4,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0lne9ax,offener_driftpfad,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,2,4,3,6,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0pfredm,offener_driftpfad,oeffnung_oder_drift,driftzone,offene_bedeutungszone,zentrum_stabil,zentrum_stabil,1,1,2,2,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0qhiq5e,offener_driftpfad,oeffnung_oder_drift,junge_spur,driftzone,offene_variante,offene_variante,1,4,1,4,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0vj3fzh,offener_driftpfad,oeffnung_oder_drift,junge_spur,driftzone,zentrum_stabil,zentrum_stabil,1,2,1,2,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0ykar6i,offener_driftpfad,oeffnung_oder_drift,hoeherer_cluster_uebergang,driftzone,zentrum_stabil,zentrum_stabil,2,2,1351,4,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1omwzzf,offener_driftpfad,reifung_oder_verdichtung,junge_spur,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,1,2,1,2,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1ovglru,offener_driftpfad,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,2,3,2,6,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_1y26981,offener_driftpfad,oeffnung_oder_drift,driftzone,offene_bedeutungszone,zentrum_stabil,zentrum_stabil,1,1,3,3,,,,,,,,,,,0,offener_drift_ohne_nachbarschaftsabdeckung
dio_mcm_episode_102i30n,randpfad,randnaehe_rekoppelt,randnahe_verdichtung,hoeherer_cluster_uebergang,offene_variante,zentrum_stabil,1,3,3,9,,,,,,,,,,,0,rand_rekoppelt_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0mm85pw,randpfad,stabil,randnahe_verdichtung,randnahe_verdichtung,spannungsrand_kippnaehe,spannungsrand_kippnaehe,2,2,2,3,,,,,,,,,,,0,rand_stabil_ohne_nachbarschaftsabdeckung
dio_mcm_episode_0mw7rev,randpfad,stabil,randnahe_verdichtung,randnahe_verdichtung,spannungsrand_kippnaehe,spannungsrand_kippnaehe,2,2,4,4,,,,,,,,,,,0,rand_stabil_ohne_nachbarschaftsabdeckung
