token,world,tick,prev_token,next_token,prev_role,current_role,next_role,prev_same,next_same,prev_next_pair,current_rekopplung,prev_rekopplung,next_rekopplung,current_strain,prev_strain,next_strain,current_loudness,prev_loudness,next_loudness,current_blur,prev_blur,next_blur,current_tension,prev_tension,next_tension
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7207,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.703379,0.727967,0.726156,0.150068,0.114781,0.125335,0.363054,0.059634,0.080559,0.293,0.291688,0.371526,0.177244,0.035718,0.05663
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7208,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.726156,0.703379,0.732962,0.125335,0.150068,0.123073,0.080559,0.363054,0.104036,0.371526,0.293,0.336141,0.05663,0.177244,0.057186
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7209,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.732962,0.726156,0.726417,0.123073,0.125335,0.127757,0.104036,0.080559,0.033347,0.336141,0.371526,0.40803,0.057186,0.05663,0.040721
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7210,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.726417,0.732962,0.740371,0.127757,0.123073,0.110975,0.033347,0.104036,0.022161,0.40803,0.336141,0.294587,0.040721,0.057186,0.021726
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7211,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.740371,0.726417,0.719905,0.110975,0.127757,0.154534,0.022161,0.033347,0.188425,0.294587,0.40803,0.371966,0.021726,0.040721,0.099378
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7212,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.719905,0.740371,0.72583,0.154534,0.110975,0.150277,0.188425,0.022161,0.141417,0.371966,0.294587,0.283749,0.099378,0.021726,0.071589
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7213,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.72583,0.719905,0.727687,0.150277,0.154534,0.146341,0.141417,0.188425,0.134354,0.283749,0.371966,0.369113,0.071589,0.099378,0.079747
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7214,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,offene_variante,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.727687,0.72583,0.683358,0.146341,0.150277,0.185654,0.134354,0.141417,0.411508,0.369113,0.283749,0.436656,0.079747,0.071589,0.201683
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7215,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,offene_variante,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.683358,0.727687,0.721163,0.185654,0.146341,0.138685,0.411508,0.134354,0.120691,0.436656,0.369113,0.369552,0.201683,0.079747,0.072567
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7216,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,offene_variante,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.721163,0.683358,0.722224,0.138685,0.185654,0.150215,0.120691,0.411508,0.191696,0.369552,0.436656,0.329383,0.072567,0.201683,0.097857
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7217,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.722224,0.721163,0.726711,0.150215,0.138685,0.136129,0.191696,0.120691,0.191103,0.329383,0.369552,0.34068,0.097857,0.072567,0.093294
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7218,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.726711,0.722224,0.729678,0.136129,0.150215,0.143247,0.191103,0.191696,0.091392,0.34068,0.329383,0.305303,0.093294,0.097857,0.052034
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7219,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.729678,0.726711,0.70437,0.143247,0.136129,0.164412,0.091392,0.191103,0.358355,0.305303,0.34068,0.349325,0.052034,0.093294,0.171416
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7220,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.70437,0.729678,0.691674,0.164412,0.143247,0.172724,0.358355,0.091392,0.363906,0.349325,0.305303,0.391042,0.171416,0.052034,0.175489
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7221,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.691674,0.70437,0.721435,0.172724,0.164412,0.150677,0.363906,0.358355,0.188439,0.391042,0.349325,0.366115,0.175489,0.171416,0.09155
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7222,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.721435,0.691674,0.736761,0.150677,0.172724,0.126145,0.188439,0.363906,0.052977,0.366115,0.391042,0.280184,0.09155,0.175489,0.033288
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7223,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.736761,0.721435,0.727225,0.126145,0.150677,0.148874,0.052977,0.188439,0.161114,0.280184,0.366115,0.276279,0.033288,0.09155,0.080718
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7224,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.727225,0.736761,0.725284,0.148874,0.126145,0.152363,0.161114,0.052977,0.177185,0.276279,0.280184,0.271488,0.080718,0.033288,0.087241
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7225,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.725284,0.727225,0.715201,0.152363,0.148874,0.134848,0.177185,0.161114,0.094365,0.271488,0.276279,0.364115,0.087241,0.080718,0.056489
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7226,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.715201,0.725284,0.738078,0.134848,0.152363,0.115162,0.094365,0.177185,0.042126,0.364115,0.271488,0.276183,0.056489,0.087241,0.030477
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7227,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.738078,0.715201,0.727268,0.115162,0.134848,0.148571,0.042126,0.094365,0.09949,0.276183,0.364115,0.382123,0.030477,0.056489,0.066221
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7228,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.727268,0.738078,0.681047,0.148571,0.115162,0.172533,0.09949,0.042126,0.399207,0.382123,0.276183,0.258526,0.066221,0.030477,0.19502
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7229,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.681047,0.727268,0.725395,0.172533,0.148571,0.154478,0.399207,0.09949,0.161692,0.258526,0.382123,0.331491,0.19502,0.066221,0.080566
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7230,dio_mcm_episode_0v5p8er,dio_mcm_episode_14l8khu,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0v5p8er->dio_mcm_episode_14l8khu,0.725395,0.681047,0.732055,0.154478,0.172533,0.137382,0.161692,0.399207,0.111115,0.331491,0.258526,0.333297,0.080566,0.19502,0.061147
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7234,dio_mcm_episode_14l8khu,dio_mcm_episode_14l8khu,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_14l8khu->dio_mcm_episode_14l8khu,0.674496,0.740359,0.715378,0.193644,0.119603,0.13648,0.483575,0.070092,0.059533,0.244031,0.230334,0.448898,0.235402,0.040326,0.0526
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7241,dio_mcm_episode_14l8khu,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_14l8khu->dio_mcm_episode_0v5p8er,0.702296,0.740852,0.693048,0.167122,0.118519,0.151827,0.397039,0.021954,0.322793,0.343604,0.314843,0.405725,0.193088,0.021395,0.156959
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7242,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.693048,0.702296,0.724027,0.151827,0.167122,0.141334,0.322793,0.397039,0.192801,0.405725,0.343604,0.325465,0.156959,0.193088,0.094362
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7243,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.724027,0.693048,0.725052,0.141334,0.151827,0.129602,0.192801,0.322793,0.232074,0.325465,0.405725,0.185887,0.094362,0.156959,0.115259
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7244,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.725052,0.724027,0.724157,0.129602,0.141334,0.134333,0.232074,0.192801,0.194967,0.185887,0.325465,0.210142,0.115259,0.094362,0.093942
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7245,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.724157,0.725052,0.725429,0.134333,0.129602,0.14536,0.194967,0.232074,0.080669,0.210142,0.185887,0.373922,0.093942,0.115259,0.050004
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7246,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.725429,0.724157,0.724684,0.14536,0.134333,0.154772,0.080669,0.194967,0.141015,0.373922,0.210142,0.335396,0.050004,0.093942,0.076953
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7247,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.724684,0.725429,0.705745,0.154772,0.14536,0.150365,0.141015,0.080669,0.345016,0.335396,0.373922,0.257403,0.076953,0.050004,0.169223
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7248,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.705745,0.724684,0.70481,0.150365,0.154772,0.151988,0.345016,0.141015,0.256064,0.257403,0.335396,0.452564,0.169223,0.076953,0.127255
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7249,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.70481,0.705745,0.701306,0.151988,0.150365,0.167864,0.256064,0.345016,0.399582,0.452564,0.257403,0.347073,0.127255,0.169223,0.196686
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7250,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.701306,0.70481,0.727831,0.167864,0.151988,0.138755,0.399582,0.256064,0.13484,0.347073,0.452564,0.286231,0.196686,0.127255,0.067858
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7251,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.727831,0.701306,0.70765,0.138755,0.167864,0.146549,0.13484,0.399582,0.303368,0.286231,0.347073,0.208905,0.067858,0.196686,0.149031
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7252,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.70765,0.727831,0.721379,0.146549,0.138755,0.136242,0.303368,0.13484,0.28106,0.208905,0.286231,0.202725,0.149031,0.067858,0.140137
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7253,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.721379,0.70765,0.710122,0.136242,0.146549,0.158501,0.28106,0.303368,0.312765,0.202725,0.208905,0.247177,0.140137,0.149031,0.151003
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7254,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.710122,0.721379,0.719692,0.158501,0.136242,0.159416,0.312765,0.28106,0.163456,0.247177,0.202725,0.344999,0.151003,0.140137,0.08213
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7255,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.719692,0.710122,0.706848,0.159416,0.158501,0.16261,0.163456,0.312765,0.332616,0.344999,0.247177,0.364911,0.08213,0.151003,0.171721
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7256,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.706848,0.719692,0.721277,0.16261,0.159416,0.131042,0.332616,0.163456,0.22867,0.364911,0.344999,0.194018,0.171721,0.08213,0.114061
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7257,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.721277,0.706848,0.725816,0.131042,0.16261,0.139414,0.22867,0.332616,0.183304,0.194018,0.364911,0.188666,0.114061,0.171721,0.089753
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7258,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.725816,0.721277,0.714756,0.139414,0.131042,0.163064,0.183304,0.22867,0.311898,0.188666,0.194018,0.304704,0.089753,0.114061,0.149847
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7259,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.714756,0.725816,0.733444,0.163064,0.139414,0.127512,0.311898,0.183304,0.101411,0.304704,0.188666,0.22712,0.149847,0.089753,0.053218
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7260,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.733444,0.714756,0.734936,0.127512,0.163064,0.120877,0.101411,0.311898,0.156622,0.22712,0.304704,0.221284,0.053218,0.149847,0.076955
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7261,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.734936,0.733444,0.709496,0.120877,0.127512,0.146691,0.156622,0.101411,0.322293,0.221284,0.22712,0.271389,0.076955,0.053218,0.157909
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7262,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.709496,0.734936,0.724923,0.146691,0.120877,0.137727,0.322293,0.156622,0.188691,0.271389,0.221284,0.202168,0.157909,0.076955,0.091583
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7263,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.724923,0.709496,0.739563,0.137727,0.146691,0.115704,0.188691,0.322293,0.161839,0.202168,0.271389,0.189493,0.091583,0.157909,0.079527
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7264,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.739563,0.724923,0.714292,0.115704,0.137727,0.151486,0.161839,0.188691,0.26083,0.189493,0.202168,0.202424,0.079527,0.091583,0.129132
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7265,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.714292,0.739563,0.734301,0.151486,0.115704,0.10914,0.26083,0.161839,0.101939,0.202424,0.189493,0.17651,0.129132,0.079527,0.051579
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7266,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.734301,0.714292,0.730264,0.10914,0.151486,0.113022,0.101939,0.26083,0.034621,0.17651,0.202424,0.252223,0.051579,0.129132,0.025098
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7267,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.730264,0.734301,0.723939,0.113022,0.10914,0.139305,0.034621,0.101939,0.127113,0.252223,0.17651,0.406981,0.025098,0.051579,0.07886
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7268,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.723939,0.730264,0.717052,0.139305,0.113022,0.146498,0.127113,0.034621,0.255885,0.406981,0.252223,0.237049,0.07886,0.025098,0.125561
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7269,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.717052,0.723939,0.702987,0.146498,0.139305,0.169448,0.255885,0.127113,0.291889,0.237049,0.406981,0.41633,0.125561,0.07886,0.138444
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7270,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.702987,0.717052,0.721413,0.169448,0.146498,0.149783,0.291889,0.255885,0.230918,0.41633,0.237049,0.342222,0.138444,0.125561,0.116457
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7271,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.721413,0.702987,0.708166,0.149783,0.169448,0.170243,0.230918,0.291889,0.288099,0.342222,0.41633,0.27559,0.116457,0.138444,0.13934
dio_mcm_episode_0v5p8er,DOGE_2025_5M,7272,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,0.708166,0.721413,0.727439,0.170243,0.149783,0.142353,0.288099,0.230918,0.073046,0.27559,0.342222,0.346125,0.13934,0.116457,0.045185
