symbol_family,xrp_events,multi_events,xrp_field,multi_field,same_field,xrp_reifung,multi_reifung,same_reifung,xrp_field_share,multi_field_share,xrp_mcm,multi_mcm
dio_0gaw,68,45,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.484/0.189/0.674,0.497/0.195/0.678
dio_04q7,42,43,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.535/0.106/0.725,0.554/0.121/0.729
dio_0u1o,42,48,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.484/0.186/0.670,0.507/0.198/0.676
dio_110p,40,56,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.516/0.127/0.710,0.535/0.142/0.716
dio_1oc2,108,39,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.529/0.151/0.703,0.526/0.160/0.699
dio_1sa0,98,39,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.532/0.153/0.703,0.528/0.159/0.700
dio_07o8,152,38,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.525/0.158/0.699,0.509/0.169/0.691
dio_0klp,112,38,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.500/0.200/0.665,0.487/0.205/0.658
dio_0trm,66,37,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.9393939393939394,0.9459459459459459,0.432/0.219/0.642,0.443/0.220/0.651
dio_1un4,88,37,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.7727272727272727,0.6216216216216216,0.454/0.239/0.636,0.470/0.238/0.640
dio_01q0,52,36,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.526/0.124/0.714,0.539/0.136/0.714
dio_05gr,36,47,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.475/0.185/0.668,0.504/0.200/0.673
dio_0ssi,54,36,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.506/0.163/0.689,0.515/0.172/0.691
dio_1nmh,36,97,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.477/0.168/0.681,0.534/0.175/0.705
dio_1yt8,36,43,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.511/0.135/0.700,0.536/0.150/0.704
dio_0jho,68,35,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.494/0.190/0.668,0.498/0.193/0.670
dio_1b3m,70,34,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.507/0.168/0.682,0.504/0.174/0.678
dio_1w94,70,33,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.526/0.136/0.706,0.521/0.145/0.700
dio_0c76,50,32,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.96,1.0,0.452/0.213/0.652,0.486/0.207/0.666
dio_1o0u,32,90,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.491/0.158/0.688,0.542/0.176/0.703
dio_0cky,30,35,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.465/0.199/0.657,0.488/0.209/0.659
dio_1aeg,30,63,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.494/0.156/0.692,0.537/0.172/0.703
dio_1qyl,30,46,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.520/0.112/0.716,0.548/0.129/0.719
dio_05mh,86,29,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.523/0.146/0.705,0.518/0.152/0.702
dio_0z3k,56,29,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.526/0.136/0.711,0.532/0.140/0.713
dio_1pij,708,29,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,0.9655172413793104,0.533/0.179/0.696,0.464/0.196/0.670
dio_1sub,118,29,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.495/0.194/0.673,0.478/0.207/0.659
dio_0d03,28,50,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.502/0.130/0.703,0.543/0.143/0.713
dio_0p8i,28,29,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.514/0.120/0.711,0.533/0.129/0.715
dio_0qqg,28,113,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.482/0.157/0.686,0.523/0.166/0.701
dio_1i76,88,28,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.508/0.170/0.690,0.497/0.180/0.683
dio_1q2r,62,28,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.526/0.141/0.709,0.541/0.147/0.710
dio_0h6t,72,27,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.525/0.136/0.706,0.519/0.144/0.701
dio_0nx9,84,26,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.498/0.172/0.688,0.479/0.180/0.680
dio_17qz,74,26,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.495/0.174/0.685,0.490/0.180/0.677
dio_18im,26,29,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.485/0.160/0.686,0.503/0.167/0.691
dio_01kh,34,25,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.480/0.184/0.667,0.477/0.191/0.673
dio_0ef6,26,25,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.461/0.196/0.664,0.484/0.194/0.671
dio_0p44,32,25,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.96875,0.96,0.439/0.207/0.652,0.452/0.199/0.667
dio_1kue,38,25,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.498/0.157/0.682,0.503/0.166/0.679
dio_1yme,34,25,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.510/0.140/0.704,0.524/0.144/0.707
dio_0jsd,192,24,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.511/0.192/0.681,0.469/0.205/0.657
dio_0sxm,24,34,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,0.9411764705882353,0.462/0.198/0.659,0.458/0.215/0.652
dio_0une,74,24,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.543/0.117/0.726,0.529/0.131/0.714
dio_1vdo,24,44,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.500/0.130/0.701,0.537/0.142/0.711
dio_0f4r,74,23,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.528/0.140/0.711,0.521/0.143/0.707
dio_14ks,32,23,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.474/0.176/0.676,0.480/0.180/0.678
dio_0u24,22,27,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.506/0.121/0.705,0.531/0.124/0.713
dio_1gsb,36,22,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.519/0.124/0.711,0.521/0.132/0.709
dio_1j37,22,76,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.495/0.133/0.696,0.552/0.151/0.712
dio_0d46,24,21,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.488/0.158/0.692,0.501/0.166/0.690
dio_1198,32,21,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.484/0.168/0.676,0.494/0.171/0.674
dio_1er2,42,21,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.486/0.175/0.681,0.476/0.183/0.675
dio_1fxw,24,21,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.506/0.130/0.702,0.518/0.135/0.706
dio_0rgc,20,53,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.500/0.132/0.699,0.545/0.148/0.712
