symbol_family,xrp_events,multi_events,xrp_field,multi_field,same_field,xrp_reifung,multi_reifung,same_reifung,xrp_field_share,multi_field_share,xrp_mcm,multi_mcm
dio_0lqe,10,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.470/0.143/0.681,0.459/0.146/0.675
dio_0rwk,6,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.472/0.134/0.692,0.461/0.141/0.681
dio_0wio,8,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.483/0.131/0.697,0.473/0.140/0.686
dio_0wvk,34,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.508/0.148/0.699,0.464/0.156/0.677
dio_0xz6,26,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.509/0.130/0.708,0.469/0.143/0.686
dio_104d,54,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.479/0.200/0.662,0.408/0.218/0.625
dio_112r,12,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.461/0.179/0.663,0.447/0.177/0.656
dio_146w,4,3,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.469/0.145/0.680,0.491/0.131/0.691
dio_15vu,10,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.497/0.112/0.710,0.484/0.117/0.701
dio_18po,88,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.493/0.182/0.680,0.422/0.194/0.645
dio_18xk,8,3,tragende_rekopplung,offene_rekopplung,0,junge_syntaxinsel,weltuebergreifend_feldoffen,0,1.0,0.6666666666666666,0.447/0.206/0.646,0.420/0.222/0.623
dio_1bgq,12,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.6666666666666666,0.6666666666666666,0.431/0.216/0.627,0.422/0.215/0.621
dio_1cmd,44,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,0.9090909090909091,1.0,0.435/0.204/0.651,0.443/0.192/0.653
dio_1dy1,8,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.75,0.6666666666666666,0.416/0.225/0.633,0.413/0.225/0.625
dio_1o95,8,3,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.75,0.6666666666666666,0.415/0.226/0.623,0.419/0.220/0.622
dio_1p3p,6,3,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.369/0.257/0.622,0.375/0.243/0.609
dio_1q8v,12,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.463/0.181/0.665,0.451/0.180/0.657
dio_1tic,8,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.433/0.207/0.646,0.465/0.184/0.660
dio_1xkg,42,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.9285714285714286,0.6666666666666666,0.434/0.211/0.647,0.421/0.203/0.651
dio_00sp,32,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.463/0.190/0.665,0.410/0.205/0.636
dio_047h,4,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.430/0.209/0.645,0.435/0.209/0.641
dio_047z,16,2,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.875,1.0,0.402/0.266/0.604,0.383/0.262/0.592
dio_04kg,2,21,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.409/0.198/0.646,0.446/0.187/0.664
dio_04o1,2,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.461/0.133/0.686,0.461/0.130/0.683
dio_05qa,8,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.452/0.184/0.662,0.432/0.191/0.647
dio_07pc,2,4,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.413/0.217/0.638,0.436/0.201/0.651
dio_0a5r,2,3,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.452/0.156/0.674,0.471/0.140/0.684
dio_0bjw,12,2,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0,0.6666666666666666,1.0,0.424/0.222/0.623,0.409/0.216/0.618
dio_0by5,6,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.438/0.187/0.656,0.431/0.189/0.650
dio_0byp,42,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.487/0.182/0.674,0.418/0.210/0.632
dio_0bzn,12,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.443/0.193/0.657,0.426/0.195/0.645
dio_0f8s,74,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.505/0.165/0.693,0.441/0.179/0.677
dio_0imv,8,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.490/0.113/0.706,0.468/0.127/0.688
dio_0j8b,2,3,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.429/0.182/0.648,0.443/0.177/0.650
dio_0kap,2,5,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldoffen,0,1.0,0.6,0.419/0.217/0.633,0.436/0.221/0.627
dio_0kvh,6,2,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.6666666666666666,0.5,0.402/0.247/0.615,0.418/0.235/0.617
dio_0lwc,18,2,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0,0.7777777777777778,1.0,0.427/0.223/0.627,0.402/0.233/0.609
dio_0lwq,4,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.451/0.179/0.658,0.428/0.195/0.640
dio_0m49,2,13,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.425/0.184/0.656,0.474/0.174/0.684
dio_0rlw,2,40,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.424/0.184/0.657,0.498/0.172/0.687
dio_0s6o,2,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.448/0.146/0.675,0.450/0.143/0.676
dio_0sa1,2,6,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldoffen,0,1.0,0.6666666666666666,0.403/0.225/0.622,0.427/0.215/0.630
dio_0t8h,2,4,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.413/0.209/0.636,0.464/0.186/0.660
dio_0una,2,8,offene_rekopplung,offene_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.373/0.271/0.595,0.411/0.252/0.613
dio_0v22,2,3,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.442/0.175/0.668,0.483/0.158/0.683
dio_0y74,6,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,0.6666666666666666,1.0,0.420/0.205/0.654,0.432/0.190/0.653
dio_0z18,2,7,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.438/0.169/0.659,0.479/0.160/0.673
dio_10ey,2,10,offene_rekopplung,tragende_rekopplung,0,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.398/0.213/0.637,0.435/0.206/0.649
dio_1232,2,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.446/0.152/0.669,0.438/0.160/0.675
dio_12k9,6,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.477/0.152/0.679,0.474/0.152/0.676
dio_12on,2,4,spannungsnahe_oeffnung,offene_rekopplung,0,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.369/0.294/0.588,0.400/0.271/0.607
dio_15rn,6,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.418/0.202/0.649,0.432/0.192/0.652
dio_15ux,2,7,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.426/0.181/0.660,0.474/0.165/0.678
dio_16wn,2,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.424/0.192/0.639,0.427/0.190/0.637
dio_16yy,2,50,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.418/0.194/0.650,0.512/0.175/0.692
dio_17mu,2,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.442/0.169/0.662,0.446/0.165/0.662
dio_1a09,2,6,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.407/0.217/0.629,0.428/0.207/0.634
dio_1ae9,50,2,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.98,0.5,0.452/0.215/0.646,0.405/0.227/0.620
dio_1bs4,6,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.6666666666666666,0.5,0.412/0.232/0.626,0.408/0.228/0.619
dio_1c9k,2,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.432/0.193/0.654,0.438/0.179/0.655
dio_1f23,4,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.460/0.172/0.673,0.441/0.178/0.659
dio_1gja,10,2,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,0.8,0.5,0.410/0.243/0.620,0.405/0.244/0.611
dio_1hbv,2,3,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.404/0.234/0.626,0.466/0.187/0.660
dio_1htm,2,3,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.446/0.152/0.672,0.487/0.137/0.690
dio_1hyv,2,2,offene_rekopplung,offene_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.392/0.255/0.600,0.407/0.231/0.612
dio_1l71,4,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.426/0.198/0.651,0.431/0.192/0.666
dio_1l8i,24,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.484/0.157/0.682,0.439/0.172/0.656
dio_1n80,16,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.485/0.145/0.690,0.443/0.166/0.663
dio_1nk6,4,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.424/0.192/0.639,0.452/0.181/0.649
dio_1o3j,6,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.438/0.187/0.660,0.484/0.135/0.690
dio_1r19,8,2,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0,0.5,1.0,0.382/0.258/0.611,0.373/0.248/0.603
dio_1r1r,34,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.485/0.172/0.679,0.448/0.182/0.657
dio_1rja,6,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.446/0.171/0.672,0.456/0.163/0.689
dio_1tko,14,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.486/0.178/0.677,0.430/0.197/0.644
dio_1uci,16,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.440/0.211/0.643,0.440/0.201/0.645
dio_1uyk,2,6,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.416/0.200/0.643,0.483/0.178/0.671
dio_1v3j,6,2,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.452/0.172/0.670,0.461/0.175/0.664
dio_1w73,8,2,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0,0.5,1.0,0.376/0.282/0.597,0.379/0.260/0.597
dio_1wjr,2,2,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.426/0.195/0.648,0.421/0.201/0.639
dio_1x3j,6,2,offene_rekopplung,offene_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,0.6666666666666666,1.0,0.384/0.290/0.595,0.403/0.261/0.604
dio_00cl,8,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.471/0.142/0.684,0.458/0.144/0.677
dio_00hc,26,1,getragen_offen,spannungsnahe_oeffnung,0,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.5769230769230769,1.0,0.387/0.292/0.592,0.362/0.285/0.578
dio_010q,14,1,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.7142857142857143,1.0,0.384/0.281/0.600,0.374/0.269/0.593
dio_027e,24,1,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.75,1.0,0.431/0.234/0.627,0.392/0.248/0.604
dio_03pz,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.413/0.233/0.628,0.408/0.237/0.621
dio_045y,6,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.461/0.151/0.678,0.447/0.159/0.665
dio_04s3,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.434/0.171/0.659,0.426/0.184/0.646
dio_058t,18,1,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,junge_syntaxinsel,0,0.8888888888888888,1.0,0.437/0.212/0.636,0.405/0.228/0.613
dio_0949,8,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.474/0.140/0.701,0.454/0.154/0.676
dio_09hj,4,1,offene_rekopplung,tragende_rekopplung,0,junge_syntaxinsel,junge_syntaxinsel,1,0.5,1.0,0.433/0.213/0.638,0.415/0.218/0.626
dio_09uu,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.429/0.183/0.660,0.435/0.173/0.663
dio_0a6p,4,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.423/0.203/0.636,0.416/0.212/0.625
dio_0a9q,4,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.445/0.184/0.663,0.410/0.196/0.678
dio_0b7d,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.459/0.132/0.686,0.464/0.129/0.686
dio_0bga,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.401/0.221/0.636,0.408/0.210/0.636
dio_0e65,6,1,tragende_rekopplung,offene_rekopplung,0,junge_syntaxinsel,junge_syntaxinsel,1,0.6666666666666666,1.0,0.430/0.220/0.634,0.401/0.233/0.618
dio_0ey8,4,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.480/0.127/0.695,0.451/0.149/0.674
dio_0fwz,12,1,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.6666666666666666,1.0,0.419/0.219/0.636,0.398/0.223/0.623
dio_0i6k,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.464/0.127/0.693,0.464/0.131/0.688
dio_0inh,6,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.470/0.172/0.675,0.441/0.184/0.655
dio_0kcu,4,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.474/0.129/0.689,0.454/0.141/0.675
dio_0mlc,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.416/0.223/0.634,0.423/0.213/0.634
dio_0nmc,4,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.428/0.193/0.654,0.413/0.195/0.644
dio_0oqw,12,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.439/0.201/0.644,0.414/0.209/0.626
dio_0p0e,6,1,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.6666666666666666,1.0,0.411/0.236/0.610,0.401/0.229/0.609
dio_0pnb,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.443/0.173/0.665,0.452/0.158/0.669
dio_0sz4,46,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.494/0.180/0.678,0.430/0.193/0.649
dio_0tct,14,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.491/0.127/0.698,0.458/0.140/0.678
dio_0txd,8,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.430/0.200/0.652,0.425/0.192/0.647
dio_0vx9,6,1,tragende_rekopplung,offene_rekopplung,0,junge_syntaxinsel,junge_syntaxinsel,1,0.6666666666666666,1.0,0.437/0.205/0.636,0.413/0.216/0.619
dio_0zv7,6,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.453/0.196/0.646,0.424/0.204/0.633
dio_10bo,10,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.476/0.145/0.684,0.464/0.132/0.685
dio_13hi,26,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.469/0.181/0.669,0.412/0.205/0.636
dio_15pd,6,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.452/0.197/0.650,0.429/0.194/0.643
dio_161r,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.427/0.177/0.661,0.414/0.187/0.679
dio_16po,8,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.451/0.182/0.657,0.434/0.190/0.643
dio_16r1,2,1,tragende_rekopplung,offene_rekopplung,0,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.405/0.221/0.621,0.406/0.227/0.612
dio_17dj,8,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.466/0.164/0.675,0.445/0.174/0.660
dio_183v,4,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.419/0.192/0.644,0.423/0.188/0.646
dio_18bn,8,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.625,1.0,0.415/0.235/0.629,0.416/0.223/0.627
dio_19uo,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.451/0.157/0.671,0.446/0.166/0.659
dio_1clq,14,1,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.7142857142857143,1.0,0.375/0.272/0.600,0.368/0.259/0.596
dio_1d54,4,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.430/0.183/0.661,0.433/0.179/0.660
dio_1eru,10,1,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.4,1.0,0.375/0.286/0.591,0.362/0.271/0.586
dio_1ett,10,1,offene_rekopplung,spannungsnahe_oeffnung,0,weltuebergreifend_feldoffen,junge_syntaxinsel,0,0.6,1.0,0.366/0.293/0.588,0.362/0.280/0.583
dio_1gn4,12,1,getragen_offen,spannungsnahe_oeffnung,0,junge_syntaxinsel,junge_syntaxinsel,1,0.5,1.0,0.393/0.288/0.594,0.357/0.292/0.572
dio_1h3n,2,1,offene_rekopplung,offene_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.392/0.261/0.602,0.400/0.246/0.610
dio_1hw4,2,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.446/0.152/0.672,0.439/0.166/0.657
dio_1ico,2,1,spannungsnahe_oeffnung,offene_rekopplung,0,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.366/0.298/0.585,0.378/0.278/0.591
dio_1j70,4,1,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.485/0.125/0.698,0.465/0.133/0.685
dio_1j7r,4,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.454/0.148/0.679,0.460/0.142/0.682
dio_1on4,2,1,offene_rekopplung,offene_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.390/0.246/0.609,0.390/0.245/0.603
dio_1t8h,4,1,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.412/0.216/0.633,0.418/0.210/0.634
dio_1udx,72,1,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,junge_syntaxinsel,0,0.9444444444444444,1.0,0.436/0.209/0.649,0.392/0.212/0.658
dio_1w2r,10,1,tragende_rekopplung,offene_rekopplung,0,junge_syntaxinsel,junge_syntaxinsel,1,0.8,1.0,0.409/0.242/0.621,0.386/0.244/0.606
dio_1x8d,2,1,offene_rekopplung,offene_rekopplung,1,junge_syntaxinsel,junge_syntaxinsel,1,1.0,1.0,0.391/0.243/0.601,0.392/0.238/0.602
dio_1y9b,4,1,spannungsnahe_oeffnung,offene_rekopplung,0,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.364/0.297/0.585,0.378/0.274/0.591
