passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,response_symbol,observation_symbol,family_symbol,role_family,component,members,member_symbols,evidence_id,evidence_path,context_group,world_year_profile,timeframe_profile,asset_profile,real_worlds,control_worlds,phase_offsets,delta_continuity,delta_event_share,delta_member_coverage,pseudo_mean_delta_continuity,pseudo_mean_delta_event_share,pseudo_mean_delta_member_coverage,percentile_continuity,percentile_event_share,percentile_member_coverage,mean_match_distance,median_source_event_ratio,caution_note
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_0702yjx,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,0.099287,0.000531,0.111111,-0.072965,-0.000417,-0.077917,0.98,0.99,1.0,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_0hqkha9,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,0.063696,0.000559,0.083333,-0.057379,-0.000506,-0.069444,0.9,0.97,0.91,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_0vzp633,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,0.135516,0.000503,0.138889,-0.08861,-0.000327,-0.086389,0.97,0.84,0.97,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_0f6vtz1,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,asset:BTC,2024;2025,30m,BTC,6,18,17;83;251,0.04456,0.000559,0.055556,-0.029568,-7.4e-05,-0.034722,0.72,0.835,0.74,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_1vht4fi,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,asset:SOL,2024;2025,30m,SOL,6,18,17;83;251,-0.010543,0.000447,-0.027778,-0.12395,-0.000458,-0.135556,0.82,0.83,0.785,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_0mnpzk6,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,overall,2024;2025,30m,BTC;SOL,12,36,17;83;251,0.008631,0.000503,0.013889,-0.082666,-0.000266,-0.085139,0.84,0.84,0.865,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_1m0oz1z,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,year:2024,2024,30m,BTC;SOL,6,18,17;83;251,-0.045238,0.000503,-0.055556,-0.076572,-0.000444,-0.080278,0.61,0.87,0.6,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_02vhxyb,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,year:2025,2025,30m,BTC;SOL,6,18,17;83;251,0.049802,0.000503,0.083333,-0.083051,-8.8e-05,-0.09,0.87,0.84,0.91,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_01spksx,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,0.069054,0.00014,0.097222,-0.067064,-7.7e-05,-0.072222,0.94,0.7,0.94,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_1d4irtg,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,0.073542,-0.000447,0.083333,-0.095718,-0.00041,-0.1075,0.91,0.435,0.94,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_1e7sz45,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,0.074937,0.000727,0.111111,-0.036873,0.000255,-0.036944,0.76,0.85,0.83,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_1g8r2d0,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,0.070043,0.000699,0.069444,-0.107023,-0.000196,-0.107361,0.94,0.955,0.94,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_1rgb6ql,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.055576,0.000503,-0.055556,-0.074859,-0.000206,-0.080278,0.59,0.97,0.58,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_04szffd,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,0.192976,0.000894,0.194444,-0.137012,-0.000186,-0.134444,0.98,0.92,0.98,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_1r7iouw,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,asset:BTC,2024;2025,30m,BTC,6,18,17;83;251,-0.118257,-0.000224,-0.138889,-0.044834,-0.00016,-0.044722,0.37,0.48,0.355,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_0l1hmge,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,asset:SOL,2024;2025,30m,SOL,6,18,17;83;251,-0.035965,0.0,-0.055556,-0.066705,-6e-05,-0.074167,0.58,0.655,0.57,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_00fgbrb,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,overall,2024;2025,30m,BTC;SOL,12,36,17;83;251,-0.093002,-0.000112,-0.097222,-0.062159,-0.00011,-0.059444,0.49,0.515,0.485,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_1tx7dzi,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,year:2024,2024,30m,BTC;SOL,6,18,17;83;251,-0.207659,-0.001062,-0.25,-0.044176,-0.000111,-0.041667,0.2,0.025,0.135,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1jy76dq,dio_rrstate_08mbry8,dio_rfamily_1magdrx,rf_08,volume,2,dio_0h6t;dio_1w94,2081_2024_2025_30m_holdout,docs/befunde/2001-3000/2081_RF08_SIGN_RF05_VOLUME_30M_HOLDOUT.summary.csv,year:2025,2025,30m,BTC;SOL,6,18,17;83;251,0.039734,0.000838,0.055556,-0.075893,-0.000109,-0.077222,0.83,0.96,0.855,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1iqzcc4,dio_rrstate_1n29036,dio_rfamily_1magdrx,rf_08,wick,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,0.023904,2.8e-05,0.027778,-0.041568,-0.000149,-0.047361,0.73,0.73,0.77,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1iqzcc4,dio_rrstate_1bc8fyy,dio_rfamily_1magdrx,rf_08,wick,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,0.051912,-0.000224,0.055556,-0.089911,-0.000412,-0.103333,0.9,0.575,0.91,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1iqzcc4,dio_rrstate_0un0vmh,dio_rfamily_1magdrx,rf_08,wick,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,0.004762,0.000279,0.0,0.012674,0.000113,0.008611,0.49,0.78,0.515,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1iqzcc4,dio_rrstate_12p2bep,dio_rfamily_1magdrx,rf_08,wick,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,0.063525,0.000531,0.055556,-0.02017,-0.000138,-0.022361,0.9,0.99,0.905,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1iqzcc4,dio_rrstate_0994062,dio_rfamily_1magdrx,rf_08,wick,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,0.028626,0.000615,0.027778,-0.028083,-0.000233,-0.030833,0.79,0.94,0.805,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1iqzcc4,dio_rrstate_1tol9r2,dio_rfamily_1magdrx,rf_08,wick,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,0.099597,0.000447,0.083333,-0.009401,-4.2e-05,-0.013889,0.84,0.8,0.84,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_115nq6h,dio_rrstate_1wuh9d0,dio_rfamily_0l7uuj3,rf_10,magnitude,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.065,-0.000419,-0.111111,-0.036917,4e-06,-0.038056,0.36,0.36,0.29,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_115nq6h,dio_rrstate_1o1s8h0,dio_rfamily_0l7uuj3,rf_10,magnitude,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.077976,-0.000279,-0.138889,-0.093431,-0.000202,-0.105278,0.55,0.49,0.43,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_115nq6h,dio_rrstate_1cdywae,dio_rfamily_0l7uuj3,rf_10,magnitude,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.055357,-0.000559,-0.083333,0.023048,0.00021,0.029167,0.22,0.11,0.17,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_115nq6h,dio_rrstate_1buhxn6,dio_rfamily_0l7uuj3,rf_10,magnitude,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.121178,-0.000447,-0.125,0.023401,-2.6e-05,0.024722,0.02,0.295,0.05,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_115nq6h,dio_rrstate_063oyo9,dio_rfamily_0l7uuj3,rf_10,magnitude,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.150856,-0.000559,-0.166667,0.039344,0.000214,0.044722,0.01,0.25,0.01,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_115nq6h,dio_rrstate_12tjk8o,dio_rfamily_0l7uuj3,rf_10,magnitude,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.095833,-0.000335,-0.083333,0.00783,-0.000266,0.004722,0.15,0.52,0.245,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_17fhgij,dio_rrstate_1ywgl49,dio_rfamily_0l7uuj3,rf_10,sign,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.075038,-0.000335,-0.097222,-0.059698,-0.000171,-0.060972,0.45,0.37,0.37,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_17fhgij,dio_rrstate_1my77xd,dio_rfamily_0l7uuj3,rf_10,sign,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.11131,-5.6e-05,-0.138889,-0.078137,-0.000195,-0.082778,0.39,0.53,0.33,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_17fhgij,dio_rrstate_1km4qdp,dio_rfamily_0l7uuj3,rf_10,sign,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.038462,-0.000615,-0.055556,-0.036436,-0.000147,-0.039167,0.59,0.17,0.45,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_17fhgij,dio_rrstate_1u4439d,dio_rfamily_0l7uuj3,rf_10,sign,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.083349,-0.000391,-0.083333,-0.015987,-0.000381,-0.016944,0.3,0.465,0.29,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_17fhgij,dio_rrstate_1xhj11x,dio_rfamily_0l7uuj3,rf_10,sign,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.081697,-0.000447,-0.111111,0.004999,-0.000226,0.004722,0.2,0.39,0.13,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_17fhgij,dio_rrstate_1y0ck8o,dio_rfamily_0l7uuj3,rf_10,sign,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.1,-0.000335,-0.055556,-0.034876,-0.000537,-0.038611,0.32,0.64,0.42,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_10ffbvw,dio_rrstate_00xfyjw,dio_rfamily_0l7uuj3,rf_10,volume,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.006417,0.00014,-0.013889,-0.036014,0.000329,-0.029861,0.54,0.49,0.49,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_10ffbvw,dio_rrstate_1951bev,dio_rfamily_0l7uuj3,rf_10,volume,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,0.037088,0.000279,0.0,-0.065654,-5.6e-05,-0.066667,0.84,0.66,0.73,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_10ffbvw,dio_rrstate_0he8vts,dio_rfamily_0l7uuj3,rf_10,volume,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.054167,0.0,-0.027778,-0.004026,0.000715,0.006944,0.35,0.195,0.475,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_10ffbvw,dio_rrstate_0bm9m37,dio_rfamily_0l7uuj3,rf_10,volume,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.198465,-0.000587,-0.194444,-0.038886,0.000238,-0.039722,0.03,0.04,0.035,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_10ffbvw,dio_rrstate_05dzjyg,dio_rfamily_0l7uuj3,rf_10,volume,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.17803,-0.000503,-0.166667,-0.031978,0.000246,-0.034167,0.05,0.02,0.095,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_10ffbvw,dio_rrstate_0zo7c6t,dio_rfamily_0l7uuj3,rf_10,volume,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.208333,-0.000671,-0.222222,-0.0455,0.00023,-0.045278,0.11,0.08,0.105,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0k6vvw6,dio_rrstate_1yzewue,dio_rfamily_0l7uuj3,rf_10,wick,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.017632,-0.000196,-0.027778,-0.048075,-3.9e-05,-0.04875,0.56,0.58,0.535,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0k6vvw6,dio_rrstate_1qi48en,dio_rfamily_0l7uuj3,rf_10,wick,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.002976,0.0,-0.027778,-0.094176,-0.000408,-0.104722,0.77,0.72,0.7,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0k6vvw6,dio_rrstate_0ftor5i,dio_rfamily_0l7uuj3,rf_10,wick,2,dio_0jsd;dio_0ioc,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.038971,-0.000391,-0.027778,0.0011,0.00033,0.007222,0.39,0.24,0.435,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0k6vvw6,dio_rrstate_1w0i9u8,dio_rfamily_0l7uuj3,rf_10,wick,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.137155,-0.000615,-0.138889,-0.007964,0.0,-0.009167,0.0,0.12,0.01,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0k6vvw6,dio_rrstate_0rcpwsb,dio_rfamily_0l7uuj3,rf_10,wick,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.198864,-0.000838,-0.194444,0.002742,0.000244,0.005278,0.0,0.2,0.0,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0k6vvw6,dio_rrstate_1j781ij,dio_rfamily_0l7uuj3,rf_10,wick,2,dio_0jsd;dio_0ioc,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.080147,-0.000391,-0.083333,-0.016738,-0.000243,-0.023611,0.25,0.47,0.27,0.52389,0.902299,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1fzgwzt,dio_rrstate_0shbpx0,dio_rfamily_1sa5e3h,rf_13,magnitude,3,dio_1sub;dio_1t9l;dio_14l0,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.123887,-0.000224,-0.138889,-0.008376,-0.000152,-0.01,0.0,0.54,0.03,0.14456,1.003456,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1fzgwzt,dio_rrstate_0zyjnuf,dio_rfamily_1sa5e3h,rf_13,magnitude,3,dio_1sub;dio_1t9l;dio_14l0,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.187719,-0.001062,-0.277778,-0.035782,-0.000533,-0.056296,0.01,0.255,0.0,0.14456,1.003456,passive_numeric_family_component_response_not_actionable
