group,scope,component,lag,real_worlds,control_worlds,real_world_presence_ratio,control_world_presence_ratio,real_minus_control_world_presence_ratio,real_whole_family_ratio,control_whole_family_ratio,real_minus_control_whole_family_ratio,real_mean_member_coverage,control_mean_member_coverage,real_minus_control_mean_member_coverage,real_mean_family_event_share,control_mean_family_event_share,real_minus_control_mean_family_event_share,real_mean_phase_complete_ratio,control_mean_phase_complete_ratio,real_minus_control_mean_phase_complete_ratio,real_member_distribution_drift,control_member_distribution_drift,real_minus_control_member_distribution_drift,real_mean_afterimage_delta,control_mean_afterimage_delta,real_minus_control_mean_afterimage_delta,real_mean_temporal_delta,control_mean_temporal_delta,real_minus_control_mean_temporal_delta,real_family_continuity_score,control_family_continuity_score,real_minus_control_family_continuity_score,paired_windows,paired_event_share_real_wins,paired_coverage_real_wins,paired_joint_real_advantage
timeframe:1h,lag,magnitude,17,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,0.02062374245472837,0.022468142186452045,-0.0018443997317236747,0.16666666666666666,0.1875,-0.020833333333333343,0.12965393734037467,0.21129645888206028,-0.08164252154168561,0.19197737101370851,0.19534088652597403,-0.003363515512265519,0.3881933591269841,0.4041120627890628,-0.015918703662078704,0.7641986062717769,0.7585820895522387,0.005616516719538223,6,2,3,1
timeframe:1h,lag,magnitude,83,6,6,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.02062374245472837,0.02129443326626425,-0.0006706908115358817,0.16666666666666666,0.2708333333333333,-0.10416666666666666,0.12965393734037467,0.16731215857091705,-0.03765822123054238,0.19197737101370851,0.1781329829004329,0.013844388113275624,0.3881933591269841,0.4025144745310245,-0.014321115404040408,0.7641986062717769,0.792922759655043,-0.02872415338326606,6,2,2,2
timeframe:1h,lag,magnitude,251,6,6,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333334,0.8541666666666666,-0.02083333333333326,0.02062374245472837,0.018947015425888666,0.0016767270288397043,0.16666666666666666,0.22916666666666666,-0.0625,0.12965393734037467,0.15342924968895486,-0.023775312348580185,0.19197737101370851,0.18619575912698413,0.00578161188672438,0.3881933591269841,0.44495432222222225,-0.05676096309523815,0.7641986062717769,0.736948219553308,0.02725038671846891,6,3,1,1
timeframe:1h,component,wick,,6,18,1.0,1.0,0.0,0.16666666666666666,0.2222222222222222,-0.05555555555555555,0.8333333333333334,0.8125,0.02083333333333337,0.02062374245472837,0.02364185110663984,-0.0030181086519114712,0.16666666666666666,0.2222222222222222,-0.05555555555555555,0.12965393734037467,0.07717980809345014,0.05247412924692453,0.19197737101370851,0.23763230823713322,-0.0456549372234247,0.3881933591269841,0.40990999436774644,-0.02171663524076234,0.7641986062717769,0.7644661854103343,-0.00026757913855735005,18,6,7,3
timeframe:1h,lag,wick,17,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.75,0.08333333333333337,0.02062374245472837,0.021462105969148226,-0.0008383635144198556,0.16666666666666666,0.1875,-0.020833333333333343,0.12965393734037467,0.0827662181894034,0.04688771915097127,0.19197737101370851,0.23894581908369408,-0.04696844806998557,0.3881933591269841,0.3992459628427128,-0.011052603715728693,0.7641986062717769,0.7288690476190476,0.035329558652729354,6,2,4,1
timeframe:1h,lag,wick,83,6,6,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.8333333333333334,0.875,-0.04166666666666663,0.02062374245472837,0.027330650570087187,-0.006706908115358817,0.16666666666666666,0.20833333333333334,-0.041666666666666685,0.12965393734037467,0.08855906283672588,0.04109487450364879,0.19197737101370851,0.2393599943181818,-0.04738262330447329,0.3881933591269841,0.4287999764520202,-0.04060661732503612,0.7641986062717769,0.8112602249488753,-0.04706161867709835,6,1,1,0
timeframe:1h,lag,wick,251,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.8125,0.02083333333333337,0.02062374245472837,0.022132796780684107,-0.0015090543259557374,0.16666666666666666,0.2708333333333333,-0.10416666666666666,0.12965393734037467,0.11945803466454283,0.010195902675831842,0.19197737101370851,0.2345911113095238,-0.04261374029581527,0.3881933591269841,0.4016840438085063,-0.013490684681522203,0.7641986062717769,0.7473620129870129,0.016836593284764056,6,3,2,2
timeframe:1h,component,volume,,6,18,1.0,1.0,0.0,0.16666666666666666,0.2777777777777778,-0.11111111111111113,0.8333333333333334,0.8680555555555556,-0.03472222222222221,0.02062374245472837,0.02649228705566734,-0.005868544600938969,0.16666666666666666,0.2916666666666667,-0.12500000000000003,0.12965393734037467,0.10777184560869865,0.021882091731676018,0.19197737101370851,0.21943713329245645,-0.02745976227874794,0.3881933591269841,0.34701648935733387,0.04117686976965024,0.7641986062717769,0.7993086949969861,-0.035110088725209154,18,0,4,0
timeframe:1h,lag,volume,17,6,6,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.8333333333333334,0.875,-0.04166666666666663,0.02062374245472837,0.025821596244131457,-0.005197853789403087,0.16666666666666666,0.2708333333333333,-0.10416666666666666,0.12965393734037467,0.10111394654573629,0.028539990794638384,0.19197737101370851,0.21101952782610908,-0.019042156812400568,0.3881933591269841,0.3557775711843712,0.032415787942612906,0.7641986062717769,0.8104862399505257,-0.046287633678748774,6,0,1,0
timeframe:1h,lag,volume,83,6,6,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.8333333333333334,0.8541666666666666,-0.02083333333333326,0.02062374245472837,0.026156941649899398,-0.005533199195171028,0.16666666666666666,0.2916666666666667,-0.12500000000000003,0.12965393734037467,0.0854593883379866,0.044194549002388075,0.19197737101370851,0.217221728746417,-0.025244357732708472,0.3881933591269841,0.304517597277287,0.0836757618496971,0.7641986062717769,0.8042696886446886,-0.04007108237291168,6,0,2,0
timeframe:1h,lag,volume,251,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.875,-0.04166666666666663,0.02062374245472837,0.02749832327297116,-0.006874580818242791,0.16666666666666666,0.3125,-0.14583333333333334,0.12965393734037467,0.14099178851613298,-0.011337851175758307,0.19197737101370851,0.23007014330484332,-0.03809277229113481,0.3881933591269841,0.3807542996103433,0.007439059516640811,0.7641986062717769,0.7822662601626016,-0.018067653890824653,6,0,1,0
timeframe:15m,component,sign,,6,18,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8125,0.8125,0.0,0.023306505700871897,0.02107086966241896,0.002235636038452938,0.2708333333333333,0.2222222222222222,0.048611111111111105,0.15887065066344921,0.10229409219526177,0.056576558468187446,0.23442305277777775,0.2167826417063238,0.01764041107145395,0.4340872696428571,0.38811742202526955,0.045969847617587545,0.7515726704350805,0.7522858248073765,-0.000713154372296021,18,12,4,3
timeframe:15m,lag,sign,17,6,6,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.8125,0.7708333333333334,0.04166666666666663,0.023306505700871897,0.022468142186452045,0.0008383635144198522,0.2708333333333333,0.20833333333333334,0.06249999999999997,0.15887065066344921,0.13045535775440698,0.02841529290904224,0.23442305277777775,0.22787695007122508,0.0065461027065526756,0.4340872696428571,0.3568946765262515,0.07719259311660559,0.7515726704350805,0.705079513148543,0.04649315728653747,6,4,2,2
timeframe:15m,lag,sign,83,6,6,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.8125,0.75,0.0625,0.023306505700871897,0.01995305164319249,0.0033534540576794086,0.2708333333333333,0.22916666666666666,0.04166666666666666,0.15887065066344921,0.14190356993861372,0.016967080724835493,0.23442305277777775,0.23292585040849675,0.0014972023692809977,0.4340872696428571,0.40587011377995647,0.028217155862900634,0.7515726704350805,0.6902911164465786,0.06128155398850188,6,4,2,1
timeframe:15m,lag,sign,251,6,6,1.0,1.0,0.0,0.16666666666666666,0.5,-0.33333333333333337,0.8125,0.9166666666666666,-0.10416666666666663,0.023306505700871897,0.02079141515761234,0.0025150905432595565,0.2708333333333333,0.22916666666666666,0.04166666666666666,0.15887065066344921,0.12355498136110998,0.03531566930233923,0.23442305277777775,0.18954512463924966,0.04487792813852809,0.4340872696428571,0.40158747576960074,0.032499793873256355,0.7515726704350805,0.8611559139784946,-0.10958324354341409,6,4,0,0
timeframe:15m,component,magnitude,,6,18,1.0,1.0,0.0,0.16666666666666666,0.4444444444444444,-0.2777777777777778,0.8125,0.8888888888888888,-0.07638888888888884,0.023306505700871897,0.02380952380952381,-0.0005030181086519148,0.2708333333333333,0.25,0.020833333333333315,0.15887065066344921,0.15245289005623228,0.006417760607216938,0.23442305277777775,0.19193697410675745,0.042486078671020305,0.4340872696428571,0.3636211594468803,0.07046611019597682,0.7515726704350805,0.8377263581488933,-0.08615368771381282,18,6,3,2
timeframe:15m,lag,magnitude,17,6,6,1.0,1.0,0.0,0.16666666666666666,0.6666666666666666,-0.5,0.8125,0.9375,-0.125,0.023306505700871897,0.022468142186452045,0.0008383635144198522,0.2708333333333333,0.25,0.020833333333333315,0.15887065066344921,0.20903617083543483,-0.05016552017198561,0.23442305277777775,0.16378375600834352,0.07063929676943423,0.4340872696428571,0.3262654970034595,0.10782177263939757,0.7515726704350805,0.9018634506041222,-0.15029078016904174,6,3,1,1
timeframe:15m,lag,magnitude,83,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8125,0.8333333333333334,-0.02083333333333337,0.023306505700871897,0.021965124077800133,0.0013413816230717635,0.2708333333333333,0.22916666666666666,0.04166666666666666,0.15887065066344921,0.13566895005525356,0.023201700608195652,0.23442305277777775,0.18556711115319866,0.0488559416245791,0.4340872696428571,0.39504421203703705,0.03904305760582005,0.7515726704350805,0.7622410032715375,-0.010668332836457073,6,3,2,1
timeframe:15m,lag,magnitude,251,6,6,1.0,1.0,0.0,0.16666666666666666,0.5,-0.33333333333333337,0.8125,0.8958333333333334,-0.08333333333333337,0.023306505700871897,0.02699530516431925,-0.003688799463447353,0.2708333333333333,0.2708333333333333,0.0,0.15887065066344921,0.17217173640964248,-0.013301085746193264,0.23442305277777775,0.22646005515873016,0.00796299761904759,0.4340872696428571,0.3695537693001443,0.06453350034271282,0.7515726704350805,0.8494334146702159,-0.09786074423513547,6,0,0,0
timeframe:15m,component,wick,,6,18,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.8125,0.875,-0.0625,0.023306505700871897,0.028839704896042928,-0.005533199195171031,0.2708333333333333,0.2916666666666667,-0.02083333333333337,0.15887065066344921,0.0495726246955982,0.10929802596785101,0.23442305277777775,0.23921121287894204,-0.004788160101164285,0.4340872696428571,0.34153924481012815,0.09254802483272895,0.7515726704350805,0.8092954042081949,-0.05772273377311443,18,2,1,0
timeframe:15m,lag,wick,17,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8125,0.875,-0.0625,0.023306505700871897,0.028169014084507043,-0.004862508383635146,0.2708333333333333,0.22916666666666666,0.04166666666666666,0.15887065066344921,0.10326151737290663,0.05560913329054258,0.23442305277777775,0.22733830597041846,0.007084746807359293,0.4340872696428571,0.34350353238335735,0.09058373725949975,0.7515726704350805,0.7746173469387755,-0.023044676503695016,6,1,1,0
timeframe:15m,lag,wick,83,6,6,1.0,1.0,0.0,0.16666666666666666,0.5,-0.33333333333333337,0.8125,0.875,-0.0625,0.023306505700871897,0.029510395707578806,-0.006203890006706909,0.2708333333333333,0.3333333333333333,-0.0625,0.15887065066344921,0.038890943224485136,0.11997970743896408,0.23442305277777775,0.24548495446127946,-0.011061901683501713,0.4340872696428571,0.37567026317340063,0.05841700646945647,0.7515726704350805,0.8387175324675324,-0.08714486203245198,6,0,0,0
timeframe:15m,lag,wick,251,6,6,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.8125,0.875,-0.0625,0.023306505700871897,0.028839704896042925,-0.005533199195171028,0.2708333333333333,0.3125,-0.041666666666666685,0.15887065066344921,0.06669431750928971,0.0921763331541595,0.23442305277777775,0.24481037820512822,-0.010387325427350463,0.4340872696428571,0.3054439388736264,0.12864333076923068,0.7515726704350805,0.8079665005537099,-0.05639383011862942,6,1,0,0
timeframe:15m,component,volume,,6,18,1.0,1.0,0.0,0.16666666666666666,0.2222222222222222,-0.05555555555555555,0.8125,0.8680555555555556,-0.05555555555555558,0.023306505700871897,0.027051196065280572,-0.0037446903644086753,0.2708333333333333,0.2708333333333333,0.0,0.15887065066344921,0.14857069960039582,0.010299951063053397,0.23442305277777775,0.2516704129390996,-0.017247360161321834,0.4340872696428571,0.40163693731751376,0.032450332325343334,0.7515726704350805,0.7818530270234815,-0.030280356588401003,18,2,4,1
timeframe:15m,lag,volume,17,6,6,1.0,1.0,0.0,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.8125,0.8333333333333334,-0.02083333333333337,0.023306505700871897,0.02766599597585513,-0.004359490274983235,0.2708333333333333,0.2916666666666667,-0.02083333333333337,0.15887065066344921,0.16950733871885312,-0.010636688055403909,0.23442305277777775,0.2867250540469764,-0.05230200126919865,0.4340872696428571,0.40428532245249876,0.029801947190358336,0.7515726704350805,0.7893722943722943,-0.03779962393721381,6,1,3,1
timeframe:15m,lag,volume,83,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8125,0.8958333333333334,-0.08333333333333337,0.023306505700871897,0.02716297786720322,-0.0038564721663313234,0.2708333333333333,0.22916666666666666,0.04166666666666666,0.15887065066344921,0.10656066997326907,0.05230998069018014,0.23442305277777775,0.23608326593915344,-0.0016602131613756843,0.4340872696428571,0.3801530388266418,0.05393423081621529,0.7515726704350805,0.7815310846560847,-0.029958414221004204,6,0,1,0
timeframe:15m,lag,volume,251,6,6,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8125,0.875,-0.0625,0.023306505700871897,0.026324614352783368,-0.0030181086519114712,0.2708333333333333,0.2916666666666667,-0.02083333333333337,0.15887065066344921,0.18220758963566458,-0.023336938972215365,0.23442305277777775,0.23220291883116884,0.0022201339466089154,0.4340872696428571,0.4204724506734007,0.013614818969456377,0.7515726704350805,0.7747516681831969,-0.02317899774811638,6,1,0,0
