dataset,finalization_index,incoming_relation_events,new_relations,active_relations,shared_relations,direct_relations,direct_moved_shallower,direct_moved_deeper,direct_unchanged,direct_depth_changes,direct_depth_change_share,direct_absolute_depth_change_sum,direct_mean_absolute_depth_change,indirect_relations,indirect_moved_shallower,indirect_moved_deeper,indirect_unchanged,indirect_depth_changes,indirect_depth_change_share,indirect_absolute_depth_change_sum,indirect_mean_absolute_depth_change,indirect_minus_direct_depth_change_share,indirect_share_of_all_depth_changes,future_event_reads,null_mean_indirect_depth_change_share,observed_minus_null_mean_indirect_depth_change_share
2091_basis,24,105,9,747,738,96,18,49,29,67,0.6979166666666666,96,1.0,642,0,642,0,642,1.0,2518,3.9221183800623054,0.30208333333333337,0.9055007052186178,0,0.8202803738317753,0.17971962616822468
2091_basis,25,143,41,788,747,102,95,0,7,95,0.9313725490196079,381,3.735294117647059,645,632,1,12,633,0.9813953488372092,661,1.0248062015503876,0.05002279981760138,0.8695054945054945,0,0.8106511627906974,0.17074418604651187
2091_basis,26,197,79,867,788,118,95,2,21,97,0.8220338983050848,329,2.788135593220339,670,602,28,40,630,0.9402985074626866,643,0.9597014925373134,0.11826460915760184,0.8665749656121046,0,0.8016268656716418,0.13867164179104485
2091_basis,27,174,51,918,867,123,35,50,38,85,0.6910569105691057,138,1.1219512195121952,744,1,735,8,736,0.989247311827957,2878,3.868279569892473,0.2981904012588513,0.8964677222898904,0,0.805967741935484,0.18327956989247296
2091_basis,28,140,13,931,918,127,104,11,12,115,0.905511811023622,305,2.4015748031496065,791,30,29,732,59,0.07458912768647281,66,0.08343868520859671,-0.8309226833371491,0.3390804597701149,0,0.8073451327433628,-0.73275600505689
2091_basis,29,189,64,995,931,125,79,8,38,87,0.696,148,1.184,806,0,798,8,798,0.9900744416873449,1606,1.9925558312655087,0.294074441687345,0.9016949152542373,0,0.7248138957816376,0.26526054590570736
2091_basis,30,172,34,1029,995,138,118,4,16,122,0.8840579710144928,516,3.739130434782609,857,836,5,16,841,0.9813302217036173,947,1.105017502917153,0.09727225068912448,0.8733125649013499,0,0.7978996499416564,0.18343057176196087
2091_basis,31,143,27,1056,1029,116,71,13,32,84,0.7241379310344828,173,1.4913793103448276,913,0,891,22,891,0.9759036144578314,997,1.0920043811610076,0.2517656834233486,0.9138461538461539,0,0.7956188389923328,0.1802847754654986
2091_basis,32,212,80,1136,1056,132,91,2,39,93,0.7045454545454546,202,1.5303030303030303,924,4,900,20,904,0.9783549783549783,920,0.9956709956709957,0.2738095238095237,0.9067201604814443,0,0.7874350649350653,0.190919913419913
2091_basis,33,173,24,1160,1136,149,131,4,14,135,0.9060402684563759,522,3.5033557046979866,987,939,13,35,952,0.9645390070921985,969,0.9817629179331308,0.05849873863582267,0.8758049678012879,0,0.8525531914893618,0.11198581560283671
2091_basis,34,197,32,1192,1160,165,115,4,46,119,0.7212121212121212,239,1.4484848484848485,995,7,954,34,961,0.9658291457286432,1898,1.907537688442211,0.244617024516522,0.8898148148148148,0,0.7944321608040201,0.17139698492462307
2091_basis,35,189,34,1226,1192,155,27,74,54,101,0.6516129032258065,183,1.1806451612903226,1037,0,1029,8,1029,0.9922854387656702,4091,3.9450337512054,0.34067253553986376,0.9106194690265487,0,0.8279845708775316,0.16430086788813858
2091_basis,36,181,65,1291,1226,116,101,0,15,101,0.8706896551724138,364,3.1379310344827585,1110,1045,16,49,1061,0.9558558558558559,1071,0.9648648648648649,0.08516620068344205,0.9130808950086059,0,0.7956216216216216,0.16023423423423422
2091_basis,37,150,31,1322,1291,119,75,5,39,80,0.6722689075630253,180,1.5126050420168067,1172,10,1052,110,1062,0.9061433447098977,1082,0.9232081911262798,0.2338744371468724,0.9299474605954466,0,0.7755375426621159,0.13060580204778172
2091_basis,38,122,12,1334,1322,110,14,42,54,56,0.509090909090909,105,0.9545454545454546,1212,0,1209,3,1209,0.9975247524752475,3696,3.0495049504950495,0.4884338433843385,0.9557312252964427,0,0.7910478547854783,0.20647689768976918
2091_basis,39,136,9,1343,1334,127,103,1,23,104,0.8188976377952756,493,3.8818897637795278,1207,1200,1,6,1201,0.9950289975144988,2459,2.0372825186412595,0.17613135971922322,0.9203065134099617,0,0.790049710024855,0.20497928748964378
2091_basis,40,200,25,1368,1343,175,105,9,61,114,0.6514285714285715,263,1.502857142857143,1168,2,1142,24,1144,0.9794520547945206,2296,1.9657534246575343,0.3280234833659491,0.9093799682034976,0,0.8010445205479451,0.17840753424657552
2091_basis,41,200,72,1440,1368,128,28,35,65,63,0.4921875,127,0.9921875,1240,0,1232,8,1232,0.9935483870967742,3707,2.9895161290322583,0.5013608870967742,0.9513513513513514,0,0.8370725806451611,0.15647580645161308
2091_basis,42,142,6,1446,1440,136,109,1,26,110,0.8088235294117647,481,3.536764705882353,1304,1263,21,20,1284,0.9846625766871165,2560,1.9631901840490797,0.17583904727535182,0.921090387374462,0,0.7904371165644174,0.19422546012269915
2091_basis,43,230,36,1482,1446,194,169,0,25,169,0.8711340206185567,491,2.5309278350515463,1252,88,1090,74,1178,0.9408945686900958,1206,0.963258785942492,0.06976054807153909,0.874536005939124,0,0.8487060702875401,0.09218849840255572
2091_basis,44,174,45,1527,1482,129,96,6,27,102,0.7906976744186046,324,2.511627906976744,1353,44,26,1283,70,0.051736881005173686,72,0.05321507760532151,-0.7389607934134309,0.4069767441860465,0,0.774308943089431,-0.7225720620842573
2091_basis,45,200,15,1542,1527,185,162,2,21,164,0.8864864864864865,539,2.9135135135135135,1342,1211,69,62,1280,0.9538002980625931,1303,0.9709388971684053,0.06731381157610661,0.8864265927977839,0,0.7734575260804769,0.18034277198211623
2091_basis,46,166,18,1560,1542,148,67,30,51,97,0.6554054054054054,199,1.3445945945945945,1394,5,184,1205,189,0.13558106169296988,286,0.20516499282639886,-0.5198243437124355,0.6608391608391608,0,0.844296987087518,-0.7087159253945481
2091_basis,47,216,94,1654,1560,122,57,22,43,79,0.6475409836065574,139,1.139344262295082,1438,3,1404,31,1407,0.978442280945758,4065,2.8268428372739915,0.3309012973392006,0.9468371467025573,0,0.8087204450625869,0.16972183588317113
2091_basis,48,200,32,1686,1654,168,151,0,17,151,0.8988095238095238,714,4.25,1486,1450,7,29,1457,0.9804845222072678,1804,1.2139973082099595,0.08167499839774395,0.9060945273631841,0,0.7386406460296095,0.24184387617765823
2091_basis,49,139,21,1707,1686,118,23,60,35,83,0.7033898305084746,197,1.6694915254237288,1568,0,1566,2,1566,0.9987244897959183,3443,2.1957908163265305,0.29533465928744373,0.9496664645239539,0,0.8653890306122447,0.13333545918367362
2091_basis,50,203,60,1767,1707,143,109,1,33,110,0.7692307692307693,264,1.8461538461538463,1564,94,1396,74,1490,0.9526854219948849,1509,0.9648337595907929,0.18345465276411566,0.93125,0,0.8181393861892582,0.13454603580562674
2091_basis,51,237,60,1827,1767,177,137,0,40,137,0.7740112994350282,565,3.1920903954802258,1590,1505,35,50,1540,0.9685534591194969,3001,1.8874213836477987,0.19454215968446864,0.9183064997018485,0,0.8228867924528305,0.1456666666666664
2091_basis,52,224,50,1877,1827,174,87,39,48,126,0.7241379310344828,302,1.735632183908046,1653,5,238,1410,243,0.147005444646098,396,0.2395644283121597,-0.5771324863883848,0.6585365853658537,0,0.8594676346037509,-0.7124621899576529
2091_basis,53,252,60,1937,1877,192,96,26,70,122,0.6354166666666666,213,1.109375,1685,35,1600,50,1635,0.9703264094955489,4664,2.767952522255193,0.3349097428288823,0.9305634604439386,0,0.8538160237388723,0.1165103857566766
2091_basis,54,164,18,1955,1937,146,42,70,34,112,0.7671232876712328,177,1.2123287671232876,1791,5,1777,9,1782,0.9949748743718593,6843,3.8207705192629815,0.22785158670062644,0.9408658922914467,0,0.8046510329424901,0.1903238414293692
2091_basis,55,309,108,2063,1955,201,164,2,35,166,0.8258706467661692,484,2.4079601990049753,1754,1609,66,79,1675,0.9549600912200684,1693,0.9652223489167617,0.12908944445389925,0.9098316132536665,0,0.8241505131128852,0.1308095781071832
2091_basis,56,186,64,2127,2063,122,77,7,38,84,0.6885245901639344,381,3.122950819672131,1941,1871,23,47,1894,0.975785677485832,3765,1.9397217928902628,0.2872610873218976,0.9575328614762386,0,0.7702524471921695,0.20553323029366255
2091_basis,57,198,21,2148,2127,177,90,11,76,101,0.5706214689265536,224,1.265536723163842,1950,13,1891,46,1904,0.9764102564102564,5435,2.787179487179487,0.40578878748370273,0.9496259351620948,0,0.7437076923076924,0.23270256410256396
2091_basis,58,243,23,2171,2148,220,100,47,73,147,0.6681818181818182,258,1.1727272727272726,1928,0,1904,24,1904,0.9875518672199171,3902,2.0238589211618256,0.31937004903809885,0.9283276450511946,0,0.8528060165975103,0.13474585062240674
2091_basis,59,251,59,2230,2171,192,162,0,30,162,0.84375,642,3.34375,1979,1935,3,41,1938,0.9792824658918646,2160,1.0914603335017685,0.13553246589186463,0.9228571428571428,0,0.7831733198585142,0.1961091460333504
2091_basis,60,278,79,2309,2230,199,102,43,54,145,0.7286432160804021,417,2.0954773869346734,2031,1791,191,49,1982,0.9758739537173806,2189,1.0777941900541606,0.24723073763697856,0.9318288669487541,0,0.8129640571147214,0.1629098966026592
2091_basis,61,292,95,2404,2309,197,162,1,34,163,0.8274111675126904,502,2.548223350253807,2112,172,1862,78,2034,0.9630681818181818,2201,1.0421401515151516,0.13565701430549137,0.9258079198907602,0,0.8650189393939389,0.09804924242424284
2091_basis,62,244,53,2457,2404,191,34,102,55,136,0.7120418848167539,270,1.4136125654450262,2213,0,2207,6,2207,0.9972887483054677,8331,3.764572977858111,0.28524686348871375,0.9419547588561673,0,0.8447853592408495,0.15250338906461813
2091_basis,63,285,49,2506,2457,236,190,12,34,202,0.8559322033898306,610,2.5847457627118646,2221,48,142,2031,190,0.0855470508779829,265,0.11931562359297614,-0.7703851525118477,0.4846938775510204,0,0.8621566861773978,-0.776609635299415
2091_basis,64,277,74,2580,2506,203,157,10,36,167,0.8226600985221675,514,2.5320197044334973,2303,62,57,2184,119,0.05167173252279635,139,0.060356057316543636,-0.7709883659993712,0.4160839160839161,0,0.890785931393834,-0.8391141988710377
2092_holdout,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2092_holdout,2,20,20,20,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2092_holdout,3,24,15,35,20,9,0,8,1,8,0.8888888888888888,8,0.8888888888888888,11,0,11,0,11,1.0,33,3.0,0.11111111111111116,0.5789473684210527,0,0.8236363636363631,0.17636363636363694
2092_holdout,4,30,20,55,35,10,2,5,3,7,0.7,7,0.7,25,0,25,0,25,1.0,75,3.0,0.30000000000000004,0.78125,0,0.9024000000000002,0.0975999999999998
2092_holdout,5,44,28,83,55,16,12,0,4,12,0.75,19,1.1875,39,0,38,1,38,0.9743589743589743,76,1.9487179487179487,0.22435897435897434,0.76,0,0.8541025641025639,0.12025641025641043
2092_holdout,6,50,31,114,83,19,5,9,5,14,0.7368421052631579,16,0.8421052631578947,64,0,64,0,64,1.0,193,3.015625,0.26315789473684215,0.8205128205128205,0,0.88078125,0.11921875000000004
2092_holdout,7,80,48,162,114,32,18,6,8,24,0.75,35,1.09375,82,0,82,0,82,1.0,241,2.9390243902439024,0.25,0.7735849056603774,0,0.9221951219512189,0.07780487804878111
2092_holdout,8,85,43,205,162,42,39,0,3,39,0.9285714285714286,82,1.9523809523809523,120,1,119,0,120,1.0,123,1.025,0.0714285714285714,0.7547169811320755,0,0.9499999999999998,0.050000000000000155
2092_holdout,9,41,9,214,205,32,28,0,4,28,0.875,50,1.5625,173,0,171,2,171,0.9884393063583815,349,2.0173410404624277,0.11343930635838151,0.8592964824120602,0,0.751387283236994,0.2370520231213875
2092_holdout,10,63,32,246,214,31,8,13,10,21,0.6774193548387096,36,1.1612903225806452,183,0,183,0,183,1.0,712,3.890710382513661,0.32258064516129037,0.8970588235294118,0,0.8891803278688521,0.11081967213114785
2092_holdout,11,89,30,276,246,59,53,0,6,53,0.8983050847457628,98,1.6610169491525424,187,0,186,1,186,0.9946524064171123,189,1.0106951871657754,0.09634732167134952,0.7782426778242678,0,0.7447058823529413,0.24994652406417095
2092_holdout,12,50,18,294,276,32,23,2,7,25,0.78125,53,1.65625,244,0,244,0,244,1.0,486,1.9918032786885247,0.21875,0.9070631970260223,0,0.9571721311475412,0.04282786885245882
2092_holdout,13,60,10,304,294,50,47,0,3,47,0.94,132,2.64,244,2,239,3,241,0.9877049180327869,241,0.9877049180327869,0.04770491803278698,0.8368055555555556,0,0.7181557377049183,0.2695491803278687
2092_holdout,14,102,33,337,304,69,58,3,8,61,0.8840579710144928,129,1.8695652173913044,235,0,235,0,235,1.0,257,1.0936170212765957,0.1159420289855072,0.793918918918919,0,0.9596170212765956,0.04038297872340435
2092_holdout,15,120,44,381,337,76,29,16,31,45,0.5921052631578947,75,0.9868421052631579,261,0,261,0,261,1.0,774,2.9655172413793105,0.4078947368421053,0.8529411764705882,0,0.7753639846743297,0.22463601532567035
2092_holdout,16,23,8,389,381,15,15,0,0,15,1.0,58,3.8666666666666667,366,356,2,8,358,0.9781420765027322,366,1.0,-0.021857923497267784,0.9597855227882037,0,0.6636338797814207,0.3145081967213115
2092_holdout,17,135,46,435,389,89,24,48,17,72,0.8089887640449438,151,1.696629213483146,300,0,294,6,294,0.98,1417,4.723333333333334,0.17101123595505618,0.8032786885245902,0,0.9469666666666666,0.03303333333333336
2092_holdout,18,107,51,486,435,56,34,3,19,37,0.6607142857142857,86,1.5357142857142858,379,0,376,3,376,0.9920844327176781,798,2.1055408970976255,0.3313701470033924,0.910411622276029,0,0.8536411609498681,0.13844327176781002
2092_holdout,19,131,52,538,486,79,55,0,24,55,0.6962025316455697,137,1.7341772151898733,407,0,405,2,405,0.995085995085995,836,2.054054054054054,0.2988834634404254,0.8804347826086957,0,0.7637100737100738,0.23137592137592122
2092_holdout,20,117,49,587,538,68,57,2,9,59,0.8676470588235294,320,4.705882352941177,470,456,6,8,462,0.9829787234042553,1351,2.874468085106383,0.11533166458072586,0.8867562380038387,0,0.9263829787234037,0.0565957446808516
2092_holdout,21,85,22,609,587,63,44,3,16,47,0.746031746031746,93,1.4761904761904763,524,0,511,13,511,0.9751908396946565,989,1.8874045801526718,0.22915909366291043,0.9157706093189965,0,0.7991603053435117,0.1760305343511448
2092_holdout,22,26,3,612,609,23,16,2,5,18,0.782608695652174,49,2.130434782608696,586,0,48,538,48,0.08191126279863481,63,0.1075085324232082,-0.7006974328535391,0.7272727272727273,0,0.6911262798634813,-0.6092150170648465
2092_holdout,23,150,40,652,612,110,92,1,17,93,0.8454545454545455,263,2.390909090909091,502,8,465,29,473,0.9422310756972112,483,0.9621513944223108,0.09677653024266575,0.8356890459363958,0,0.8004980079681279,0.14173306772908334
2092_holdout,24,28,6,658,652,22,22,0,0,22,1.0,72,3.272727272727273,630,8,579,43,587,0.9317460317460318,591,0.9380952380952381,-0.06825396825396823,0.9638752052545156,0,0.6732380952380953,0.25850793650793646
2092_holdout,25,144,27,685,658,117,75,5,37,80,0.6837606837606838,167,1.4273504273504274,541,0,536,5,536,0.9907578558225508,1062,1.9630314232902033,0.30699717206186705,0.8701298701298701,0,0.8529020332717191,0.13785582255083173
2092_holdout,26,87,22,707,685,65,47,3,15,50,0.7692307692307693,152,2.3384615384615386,620,5,604,11,609,0.9822580645161291,623,1.0048387096774194,0.2130272952853598,0.9241274658573596,0,0.7418064516129032,0.24045161290322592
2092_holdout,27,105,36,743,707,69,67,0,2,67,0.9710144927536232,187,2.710144927536232,638,20,598,20,618,0.9686520376175548,620,0.9717868338557993,-0.0023624551360683643,0.9021897810218978,0,0.7817711598746083,0.18688087774294648
2092_holdout,28,141,37,780,743,104,94,0,10,94,0.9038461538461539,313,3.0096153846153846,639,23,11,605,34,0.053208137715179966,40,0.06259780907668232,-0.8506380161309739,0.265625,0,0.8140532081377151,-0.7608450704225351
2092_holdout,29,183,34,814,780,149,135,0,14,135,0.9060402684563759,321,2.1543624161073827,631,4,606,21,610,0.9667194928684627,625,0.9904912836767037,0.06067922441208684,0.8187919463087249,0,0.7784944532488115,0.1882250396196512
2092_holdout,30,106,18,832,814,88,73,0,15,73,0.8295454545454546,224,2.5454545454545454,726,15,22,689,37,0.05096418732782369,40,0.05509641873278237,-0.7785812672176309,0.33636363636363636,0,0.7576997245179062,-0.7067355371900825
2092_holdout,31,147,51,883,832,96,37,21,38,58,0.6041666666666666,159,1.65625,736,0,735,1,735,0.998641304347826,2160,2.9347826086956523,0.3944746376811594,0.926860025220681,0,0.8273913043478257,0.17125000000000035
2092_holdout,32,169,42,925,883,127,105,2,20,107,0.84251968503937,413,3.251968503937008,756,698,12,46,710,0.9391534391534392,721,0.9537037037037037,0.09663375411406916,0.8690330477356181,0,0.7655026455026456,0.1736507936507936
2092_holdout,33,198,54,979,925,144,73,30,41,103,0.7152777777777778,171,1.1875,781,0,777,4,777,0.9948783610755442,1643,2.1037131882202305,0.2796005832977664,0.8829545454545454,0,0.8290781049935982,0.16580025608194593
2092_holdout,34,161,59,1038,979,102,70,0,32,70,0.6862745098039216,147,1.4411764705882353,877,28,800,49,828,0.9441277080957811,1599,1.8232611174458382,0.2578531982918595,0.9220489977728286,0,0.8562143671607751,0.08791334093500591
2092_holdout,35,214,58,1096,1038,156,121,2,33,123,0.7884615384615384,254,1.6282051282051282,882,0,877,5,877,0.9943310657596371,917,1.0396825396825398,0.2058695272980987,0.877,0,0.8475623582766444,0.14676870748299276
2092_holdout,36,186,51,1147,1096,135,122,1,12,123,0.9111111111111111,257,1.9037037037037037,961,20,913,28,933,0.9708636836628513,1804,1.8772112382934443,0.05975257255174016,0.8835227272727273,0,0.7781581685744017,0.19270551508844957
2092_holdout,37,210,43,1190,1147,167,148,2,17,150,0.8982035928143712,453,2.712574850299401,980,21,51,908,72,0.07346938775510205,82,0.0836734693877551,-0.8247342050592692,0.32432432432432434,0,0.7959693877551023,-0.7225000000000003
2092_holdout,38,187,50,1240,1190,137,100,19,18,119,0.8686131386861314,504,3.678832116788321,1053,942,46,65,988,0.9382716049382716,1022,0.9705603038936372,0.06965846625214012,0.8925022583559169,0,0.7789173789173788,0.15935422602089278
2092_holdout,39,170,47,1287,1240,123,77,7,39,84,0.6829268292682927,225,1.829268292682927,1117,1,1097,19,1098,0.9829901521933752,1165,1.0429722470904208,0.3000633229250824,0.9289340101522843,0,0.7526230975828112,0.23036705461056395
2092_holdout,40,83,2,1289,1287,81,65,0,16,65,0.8024691358024691,209,2.580246913580247,1206,1161,15,30,1176,0.9751243781094527,1188,0.9850746268656716,0.1726552423069836,0.9476228847703465,0,0.7544112769485902,0.2207131011608625
2092_holdout,41,45,7,1296,1289,38,21,3,14,24,0.631578947368421,81,2.1315789473684212,1251,2,1190,59,1192,0.9528377298161471,3326,2.6586730615507594,0.3212587824477261,0.9802631578947368,0,0.6330295763389288,0.31980815347721836
2092_holdout,42,207,30,1326,1296,177,148,0,29,148,0.8361581920903954,603,3.406779661016949,1119,1040,31,48,1071,0.9571045576407506,1116,0.9973190348525469,0.1209463655503552,0.8785890073831009,0,0.7943699731903484,0.16273458445040223
2092_holdout,43,41,3,1329,1326,38,15,13,10,28,0.7368421052631579,46,1.2105263157894737,1288,13,1261,14,1274,0.9891304347826086,3669,2.8486024844720497,0.2522883295194508,0.978494623655914,0,0.7592003105590066,0.22993012422360204
2092_holdout,44,242,36,1365,1329,206,122,16,68,138,0.6699029126213593,295,1.4320388349514563,1123,4,1114,5,1118,0.9955476402493322,2239,1.993766696349065,0.3256447276279729,0.8901273885350318,0,0.8531700801424759,0.14237756010685632
2092_holdout,45,117,34,1399,1365,83,57,3,23,60,0.7228915662650602,273,3.289156626506024,1282,1223,10,49,1233,0.9617784711388455,1307,1.0195007800312013,0.23888690487378528,0.9535962877030162,0,0.7367316692667708,0.2250468018720747
2092_holdout,46,209,33,1432,1399,176,143,4,29,147,0.8352272727272727,398,2.2613636363636362,1223,32,1078,113,1110,0.9076042518397384,1126,0.9206868356500408,0.07237697911246566,0.883054892601432,0,0.8051430907604249,0.10246116107931347
2092_holdout,47,235,27,1459,1432,208,172,5,31,177,0.8509615384615384,575,2.764423076923077,1224,55,102,1067,157,0.12826797385620914,210,0.1715686274509804,-0.7226935646053293,0.47005988023952094,0,0.7741911764705884,-0.6459232026143793
2092_holdout,48,186,6,1465,1459,180,26,97,57,123,0.6833333333333333,199,1.1055555555555556,1279,0,1276,3,1276,0.9976544175136826,5008,3.9155590304925725,0.3143210841803492,0.9120800571837027,0,0.8745347928068803,0.12311962470680227
2092_holdout,49,250,78,1543,1465,172,134,1,37,135,0.7848837209302325,729,4.238372093023256,1293,1228,23,42,1251,0.9675174013921114,3705,2.8654292343387473,0.1826336804618789,0.9025974025974026,0,0.7924593967517402,0.17505800464037125
2092_holdout,50,221,31,1574,1543,190,120,32,38,152,0.8,339,1.7842105263157895,1353,2,1320,31,1322,0.9770879526977088,2626,1.9408721359940873,0.17708795269770872,0.8968792401628223,0,0.8339837398373987,0.14310421286031005
2092_holdout,51,195,46,1620,1574,149,103,9,37,112,0.7516778523489933,315,2.1140939597315436,1425,58,102,1265,160,0.11228070175438597,192,0.13473684210526315,-0.6393971505946073,0.5882352941176471,0,0.8154736842105262,-0.7031929824561403
2092_holdout,52,101,14,1634,1620,87,66,7,14,73,0.8390804597701149,154,1.7701149425287357,1533,10,110,1413,120,0.07827788649706457,141,0.09197651663405088,-0.7608025732730503,0.6217616580310881,0,0.7232028701891718,-0.6449249836921073
2092_holdout,53,144,57,1691,1634,87,29,11,47,40,0.45977011494252873,93,1.0689655172413792,1547,0,1517,30,1517,0.9806076276664512,4298,2.7782805429864252,0.5208375127239224,0.9743095696852923,0,0.793981900452488,0.1866257272139632
2092_holdout,54,241,26,1717,1691,215,147,35,33,182,0.8465116279069768,382,1.7767441860465116,1476,0,1409,67,1409,0.9546070460704607,1553,1.0521680216802167,0.10809541816348389,0.8856065367693274,0,0.836632791327913,0.11797425474254764
2092_holdout,55,158,44,1761,1717,114,80,2,32,82,0.7192982456140351,322,2.824561403508772,1603,21,80,1502,101,0.0630068621334997,103,0.06425452276980662,-0.6562913834805354,0.5519125683060109,0,0.7577604491578289,-0.6947535870243292
