asset,window_start,window_end,world_label,source_path,data_path,world_events,role_family,target_members,found_members,member_coverage,found_symbols,missing_symbols,total_family_events,family_event_share,event_concentration,event_balance,dominant_member,phase_complete_members,phase_complete_ratio,early_family_events,late_family_events,mean_rekopplung_spaet,mean_strain_spaet,mean_afterimage_delta,mean_temporal_delta,source_follow_reading,boundary
DOGE,5000,6000,doge_2025_1h_5000_6000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,37,0.03722334004024145,0.5945945945945946,0.8108108108108107,dio_1ewh,2,1.0,15,11,0.7453090909090908,0.16494872727272727,0.45509003636363643,0.2538522121212121,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,5000,6000,doge_2025_1h_5000_6000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,994,rf_21,2,1,0.5,dio_1v2w,dio_1pij,5,0.005030181086519115,1.0,0.0,dio_1v2w,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,23,0.023138832997987926,0.30434782608695654,0.7950310559006211,dio_1xrt,3,0.375,5,11,0.7469189090909091,0.13761145454545456,0.17636325454545454,0.3229314545454546,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,21,0.02112676056338028,0.6190476190476191,0.7619047619047619,dio_1ewh,2,1.0,4,5,0.7469994,0.157692,0.4924711500000001,0.49513274999999995,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,3,0.0030181086519114686,0.6666666666666666,0.6666666666666667,dio_1pij,0,0.0,1,2,0.696831,0.1913,0.049933,0.3133865,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_17dc;dio_0v65;dio_0ein,dio_1ba6;dio_0u24;dio_0qup,17,0.01710261569416499,0.4117647058823529,0.6722689075630253,dio_0fe7,2,0.25,4,6,0.7420895000000001,0.145276,0.20707950000000003,0.4337449166666667,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,30,0.030181086519114688,0.5666666666666667,0.8666666666666667,dio_1ewh,2,1.0,10,8,0.744198625,0.162022,0.45680552499999993,0.301415325,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,11,0.011066398390342052,0.6363636363636364,0.7272727272727273,dio_1v2w,0,0.0,1,3,0.710753,0.18774233333333334,0.386566,0.7478890000000001,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,32,0.03219315895372234,0.375,0.7142857142857143,dio_1xrt,3,0.375,10,8,0.751788125,0.138541,0.277602175,0.33801464999999997,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,32,0.03219315895372234,0.53125,0.9375,dio_1ewh,2,1.0,10,15,0.7448323333333332,0.16248873333333333,0.45884583333333323,0.3034511333333334,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,8,0.008048289738430584,0.625,0.75,dio_1pij,1,0.5,3,3,0.7172623333333333,0.18100266666666667,0.213918,0.4912736666666667,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0u24;dio_0qup,dio_0ein,15,0.015090543259557344,0.3333333333333333,0.761904761904762,dio_1xrt,0,0.0,3,11,0.7402335454545454,0.14043963636363635,-0.004193242424242433,-0.07248554545454544,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,23,0.023138832997987926,0.782608695652174,0.4347826086956521,dio_1ewh,1,0.5,8,7,0.7455297142857144,0.16051842857142856,0.3415393392857142,0.20592903571428578,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,8,0.008048289738430584,0.75,0.5,dio_1v2w,0,0.0,0,4,0.7173805000000001,0.1765705,0.26998875,0.704079,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,19,0.019114688128772636,0.3157894736842105,0.7819548872180452,dio_0fe7,1,0.125,4,8,0.740606625,0.144143125,0.18006899999999998,0.518235625,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,20,0.02012072434607646,0.55,0.8999999999999999,dio_1ewh,2,1.0,8,5,0.7467623999999999,0.1567756,0.39578364999999993,0.31547755000000005,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,4,0.004024144869215292,0.75,0.5,dio_1v2w,0,0.0,1,3,0.70242,0.18125833333333333,0.07790433333333334,0.4260186666666666,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,dio_17dc,17,0.01710261569416499,0.35294117647058826,0.7394957983193277,dio_1xrt,2,0.25,4,5,0.7382136,0.1425114,0.129852,0.40781019999999996,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,24,0.02414486921529175,0.5416666666666666,0.9166666666666667,dio_1ewh,2,1.0,7,8,0.744784625,0.15968812500000001,0.4523488750000001,0.3556371428571428,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,11,0.011066398390342052,0.5454545454545454,0.9090909090909092,dio_1pij,2,1.0,5,3,0.7136513333333333,0.18977166666666667,0.28604640000000003,0.35542319999999994,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_17dc;dio_0qup,23,0.023138832997987926,0.34782608695652173,0.7453416149068323,dio_0v65,0,0.0,6,13,0.7459314615384615,0.14053107692307693,0.1912748717948718,0.3308728846153846,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,26,0.026156941649899398,0.6923076923076923,0.6153846153846154,dio_1ewh,1,0.5,6,8,0.746221625,0.161487875,0.3791093750000001,0.24610420833333335,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,11,0.011066398390342052,0.5454545454545454,0.9090909090909092,dio_1v2w,1,0.5,2,4,0.71670625,0.180394,0.2732175,0.41591725,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_1ba6;dio_0v65;dio_0ein,dio_17dc;dio_0u24;dio_0qup,22,0.022132796780684104,0.3181818181818182,0.7792207792207793,dio_1xrt,2,0.25,9,6,0.7478655,0.142954,0.23766444444444446,0.364047388888889,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,26,0.026156941649899398,0.6538461538461539,0.6923076923076923,dio_1ewh,2,1.0,7,10,0.7436687,0.16143290000000002,0.4446322,0.35072671428571434,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,7000,8000,sol_2025_1h_7000_8000,data\1-12_2025_1h_SOLUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start7000_rows1000.csv,994,rf_21,2,1,0.5,dio_1v2w,dio_1pij,4,0.004024144869215292,1.0,0.0,dio_1v2w,1,0.5,1,1,0.708832,0.182941,0.269547,0.702483,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_1ba6;dio_0v65;dio_0ein,dio_17dc;dio_0u24;dio_0qup,22,0.022132796780684104,0.2727272727272727,0.8311688311688312,dio_1ba6,4,0.5,7,5,0.7464419999999999,0.1424312,0.23593188571428575,0.4414559428571429,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,28,0.028169014084507043,0.5714285714285714,0.8571428571428572,dio_1ewh,2,1.0,18,6,0.7460338333333333,0.16223316666666668,0.39605799999999997,0.21374233333333326,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,5000,6000,xrp_2025_1h_5000_6000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start5000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,7,0.007042253521126761,0.7142857142857143,0.5714285714285714,dio_1v2w,0,0.0,6,0,0.0,0.0,-0.10317033333333332,-0.433231,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,32,0.03219315895372234,0.21875,0.8928571428571429,dio_0fe7,1,0.125,13,11,0.7462018181818183,0.14121254545454545,0.10855718181818177,0.1772187202797202,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,20,0.02012072434607646,0.55,0.8999999999999999,dio_1ewh,2,1.0,4,8,0.741412375,0.16037925,0.456913,0.48655412499999995,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,6000,7000,xrp_2025_1h_6000_7000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start6000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,8,0.008048289738430584,0.875,0.25,dio_1v2w,1,0.5,2,3,0.7111890000000001,0.18752966666666668,0.34372366666666665,0.4396073333333334,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,27,0.02716297786720322,0.25925925925925924,0.8465608465608465,dio_1xrt,2,0.25,8,5,0.7484336,0.1427164,0.2275891,0.394627575,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_07,2,2,1.0,dio_1ewh;dio_0g2r,,38,0.03822937625754527,0.7105263157894737,0.5789473684210527,dio_1ewh,2,1.0,12,12,0.7421791666666667,0.16648808333333334,0.3847256666666667,0.24921024999999997,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
XRP,7000,8000,xrp_2025_1h_7000_8000,data\kontrolliert_xrp_2025_1h_10k_XRPUSDT.csv,data\2070_role_family_followworlds\kontrolliert_2070_xrp_2025_1h_start7000_rows1000.csv,994,rf_21,2,2,1.0,dio_1pij;dio_1v2w,,8,0.008048289738430584,0.875,0.25,dio_1v2w,1,0.5,2,3,0.7147476666666667,0.1827983333333333,0.3411726666666667,0.4414758333333334,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
