asset,window_start,window_end,world_label,source_path,data_path,world_events,role_family,target_members,found_members,member_coverage,found_symbols,missing_symbols,total_family_events,family_event_share,event_concentration,event_balance,dominant_member,phase_complete_members,phase_complete_ratio,early_family_events,late_family_events,mean_rekopplung_spaet,mean_strain_spaet,mean_afterimage_delta,mean_temporal_delta,source_follow_reading,boundary
DOGE,5000,6000,doge_2025_1h_5000_6000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start5000_rows1000.csv,994,rf_17,2,0,0.0,,dio_1udx;dio_1cmd,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_06,8,3,0.375,dio_0s8r;dio_0nx9;dio_0lr0,dio_1xme;dio_0f8s;dio_0gh3;dio_1ejq;dio_1yhs,3,0.0030181086519114686,0.3333333333333333,0.761904761904762,dio_0s8r,0,0.0,1,1,0.695752,0.197074,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_08,2,1,0.5,dio_0h6t,dio_1w94,3,0.0030181086519114686,1.0,0.0,dio_0h6t,0,0.0,2,1,0.733249,0.150194,0.1367775,0.3467295,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_10,2,0,0.0,,dio_0jsd;dio_0ioc,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_13,3,1,0.3333333333333333,dio_1sub,dio_1t9l;dio_14l0,2,0.002012072434607646,1.0,0.0,dio_1sub,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,6000,7000,doge_2025_1h_6000_7000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start6000_rows1000.csv,994,rf_17,2,1,0.5,dio_1udx,dio_1cmd,1,0.001006036217303823,1.0,0.0,dio_1udx,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_06,8,4,0.5,dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0,dio_0s8r;dio_1xme;dio_0f8s;dio_1yhs,6,0.006036217303822937,0.3333333333333333,0.761904761904762,dio_0nx9,0,0.0,2,3,0.7123529999999999,0.18002133333333334,0.03250133333333333,0.20999299999999999,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_08,2,1,0.5,dio_0h6t,dio_1w94,1,0.001006036217303823,1.0,0.0,dio_0h6t,0,0.0,0,1,0.723625,0.153995,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,1,0.001006036217303823,1.0,0.0,dio_0jsd,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_13,3,1,0.3333333333333333,dio_1sub,dio_1t9l;dio_14l0,5,0.005030181086519115,1.0,0.0,dio_1sub,1,0.3333333333333333,1,3,0.7035196666666667,0.199134,0.24850733333333333,0.7002226666666665,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
DOGE,7000,8000,doge_2025_1h_7000_8000,data\kontrolliert_doge_2025_1h_10k_DOGEUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_doge_2025_1h_start7000_rows1000.csv,994,rf_17,2,0,0.0,,dio_1udx;dio_1cmd,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_06,8,3,0.375,dio_0s8r;dio_0f8s;dio_0nx9,dio_1xme;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,5,0.005030181086519115,0.4,0.6857142857142857,dio_0f8s,0,0.0,3,0,0.0,0.0,-0.032329666666666666,-0.20698566666666665,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_08,2,2,1.0,dio_0h6t;dio_1w94,,3,0.0030181086519114686,0.6666666666666666,0.6666666666666667,dio_0h6t,0,0.0,2,0,0.0,0.0,-0.047557,-0.3105825,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_10,2,0,0.0,,dio_0jsd;dio_0ioc,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1t9l;dio_14l0,dio_1sub,3,0.0030181086519114686,0.6666666666666666,0.5,dio_14l0,0,0.0,0,2,0.6836264999999999,0.204828,0.047034,0.308831,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,5000,6000,paxg_2025_1h_5000_6000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start5000_rows1000.csv,994,rf_17,2,2,1.0,dio_1udx;dio_1cmd,,5,0.005030181086519115,0.8,0.3999999999999999,dio_1udx,0,0.0,4,0,0.0,0.0,-0.05240974999999999,-0.32002825,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_06,8,3,0.375,dio_0nx9;dio_1ejq;dio_1yhs,dio_0s8r;dio_1xme;dio_0f8s;dio_0gh3;dio_0lr0,4,0.004024144869215292,0.5,0.5714285714285714,dio_0nx9,0,0.0,1,2,0.7148675,0.18081999999999998,0.0499715,0.3116705,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_08,2,2,1.0,dio_0h6t;dio_1w94,,4,0.004024144869215292,0.5,1.0,dio_0h6t,0,0.0,0,3,0.732581,0.1475046666666667,0.06590233333333334,0.41734566666666667,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,2,0.002012072434607646,1.0,0.0,dio_0jsd,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_13,3,3,1.0,dio_1sub;dio_1t9l;dio_14l0,,4,0.004024144869215292,0.5,0.7499999999999999,dio_14l0,0,0.0,1,2,0.6889325,0.19668750000000002,0.0481705,0.3136495,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,6000,7000,paxg_2025_1h_6000_7000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start6000_rows1000.csv,994,rf_17,2,1,0.5,dio_1cmd,dio_1udx,1,0.001006036217303823,1.0,0.0,dio_1cmd,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_06,8,3,0.375,dio_0f8s;dio_1ejq;dio_0lr0,dio_0s8r;dio_1xme;dio_0nx9;dio_0gh3;dio_1yhs,3,0.0030181086519114686,0.3333333333333333,0.761904761904762,dio_0f8s,0,0.0,2,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_08,2,1,0.5,dio_0h6t,dio_1w94,2,0.002012072434607646,1.0,0.0,dio_0h6t,0,0.0,2,0,0.0,0.0,-0.0438205,-0.3139,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,1,0.001006036217303823,1.0,0.0,dio_0jsd,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1sub;dio_1t9l,dio_14l0,3,0.0030181086519114686,0.6666666666666666,0.5,dio_1sub,0,0.0,0,2,0.6931905,0.2011895,0.041348,0.3115415,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
PAXG,7000,8000,paxg_2025_1h_7000_8000,data\kontrolliert_paxg_2025_1h_10k_PAXGUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_paxg_2025_1h_start7000_rows1000.csv,994,rf_17,2,1,0.5,dio_1cmd,dio_1udx,2,0.002012072434607646,1.0,0.0,dio_1cmd,0,0.0,0,1,0.706606,0.185547,0.09909,0.629756,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_06,8,4,0.5,dio_0s8r;dio_0nx9;dio_0gh3;dio_1yhs,dio_1xme;dio_0f8s;dio_1ejq;dio_0lr0,5,0.005030181086519115,0.4,0.6857142857142857,dio_1yhs,0,0.0,2,2,0.714135,0.1812395,0.049953,0.3101215,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_08,2,2,1.0,dio_0h6t;dio_1w94,,7,0.007042253521126761,0.8571428571428571,0.2857142857142858,dio_0h6t,1,0.5,1,3,0.7373770000000001,0.14918366666666666,0.23650400000000002,0.49090733333333336,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,1,0.001006036217303823,1.0,0.0,dio_0jsd,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1t9l;dio_14l0,dio_1sub,2,0.002012072434607646,0.5,0.7499999999999999,dio_1t9l,0,0.0,0,1,0.675529,0.221119,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,5000,6000,sol_2025_1h_5000_6000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start5000_rows1000.csv,994,rf_17,2,1,0.5,dio_1udx,dio_1cmd,1,0.001006036217303823,1.0,0.0,dio_1udx,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_06,8,2,0.25,dio_0gh3;dio_1ejq,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0lr0;dio_1yhs,2,0.002012072434607646,0.5,0.5714285714285714,dio_0gh3,0,0.0,0,1,0.708095,0.18736,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_08,2,2,1.0,dio_0h6t;dio_1w94,,4,0.004024144869215292,0.5,1.0,dio_0h6t,0,0.0,1,2,0.7357845000000001,0.14108900000000002,0.0472275,0.310209,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_10,2,1,0.5,dio_0jsd,dio_0ioc,1,0.001006036217303823,1.0,0.0,dio_0jsd,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_13,3,2,0.6666666666666666,dio_1sub;dio_1t9l,dio_14l0,4,0.004024144869215292,0.75,0.37499999999999994,dio_1sub,0,0.0,1,0,0.0,0.0,0.0,0.0,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction
SOL,6000,7000,sol_2025_1h_6000_7000,data\1-12_2025_1h_SOLUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_sol_2025_1h_start6000_rows1000.csv,994,rf_17,2,0,0.0,,dio_1udx;dio_1cmd,0,0.0,0.0,0.0,-,0,0.0,0,0,0.0,0.0,0.0,0.0,familie_nicht_gelesen,passive_same_basis_family_followworld_summary_no_action_no_direction
