group,role_family,component,primary_axis,observed_relation,pseudo_same_relation,pseudo_families,mean_match_distance,median_source_event_ratio,observed_control_minus_real_family_continuity_score,pseudo_mean_control_minus_real_family_continuity_score,observed_percentile_control_minus_real_family_continuity_score,observed_control_minus_real_mean_family_event_share,pseudo_mean_control_minus_real_mean_family_event_share,observed_percentile_control_minus_real_mean_family_event_share,observed_control_minus_real_mean_member_coverage,pseudo_mean_control_minus_real_mean_member_coverage,observed_percentile_control_minus_real_mean_member_coverage
timeframe:1h,rf_07,wick,0,gemischt,45,100,2.3539725387434105,0.31767719897523483,-0.002652470346502289,-0.027120169288081388,0.64,0.0015649452269170562,0.0004834562933154482,0.71,0.0,-0.031111111111111107,0.65
timeframe:1h,rf_07,volume,0,gemischt,47,100,2.3539725387434105,0.31767719897523483,-0.007278767743884029,-0.06400117473915638,0.63,0.004191817572099257,0.00039291303375810417,1.0,0.0,-0.07194444444444444,0.69
timeframe:1h,rf_08,sign,1,verstaerkt,16,100,0.501292711736154,1.0260586319218241,0.13551587301587298,-0.08861027907147415,0.97,0.0005030181086519113,-0.0003269617706237425,0.84,0.13888888888888895,-0.08638888888888889,0.97
timeframe:1h,rf_08,magnitude,0,verstaerkt,27,100,0.501292711736154,1.0260586319218241,0.2345125786163521,-0.018839367225504538,0.99,0.002906326849988822,5.589090096131571e-07,1.0,0.25,-0.023055555555555555,0.995
timeframe:1h,rf_08,wick,0,verstaerkt,25,100,0.501292711736154,1.0260586319218241,0.0995967741935484,-0.009400515878790934,0.84,0.00044712720769058767,-4.2477084730605914e-05,0.8,0.08333333333333337,-0.013888888888888892,0.84
timeframe:1h,rf_08,volume,0,verstaerkt,15,100,0.501292711736154,1.0260586319218241,0.19297619047619052,-0.13701173841800518,0.98,0.0008942544153811758,-0.00018555779119159408,0.92,0.19444444444444453,-0.13444444444444445,0.98
timeframe:1h,rf_10,sign,0,abgeschwaecht,49,100,0.523890102114776,0.9022988505747126,-0.09999999999999998,-0.0348755313634047,0.32,-0.0003353454057679411,-0.0005371115582383189,0.64,-0.05555555555555558,-0.0386111111111111,0.42
timeframe:1h,rf_10,magnitude,0,abgeschwaecht,36,100,0.523890102114776,0.9022988505747126,-0.09583333333333333,0.007830474257040114,0.15,-0.0003353454057679411,-0.00026604068857589996,0.52,-0.08333333333333331,0.004722222222222218,0.245
timeframe:1h,rf_10,wick,0,abgeschwaecht,47,100,0.523890102114776,0.9022988505747126,-0.0801470588235294,-0.016738087288009254,0.25,-0.0003912363067292646,-0.00024312541918175733,0.47,-0.08333333333333331,-0.023611111111111107,0.27
timeframe:1h,rf_10,volume,0,abgeschwaecht,32,100,0.523890102114776,0.9022988505747126,-0.20833333333333331,-0.045499536276927634,0.11,-0.000670690811535882,0.00022971160295103948,0.08,-0.2222222222222222,-0.04527777777777778,0.105
timeframe:1h,rf_13,sign,0,verstaerkt,9,100,0.14455981408974777,1.0034562211981566,0.04014161220043577,-0.03635945193720399,0.86,5.589090096132319e-05,-0.0008987256874580818,0.9,0.01851851851851849,-0.0635185185185185,0.755
timeframe:1h,rf_13,magnitude,0,abgeschwaecht,43,100,0.14455981408974777,1.0034562211981566,-0.06938646426312456,0.003847081391886302,0.19,-0.00111781801922647,-0.00047619047619047624,0.175,-0.11111111111111105,-0.021666666666666654,0.2
timeframe:1h,rf_13,wick,0,verstaerkt,13,100,0.14455981408974777,1.0034562211981566,0.04546147752030116,-0.006920433693555353,0.74,0.00022356360384529362,-0.0004532752067963336,0.89,0.03703703703703709,-0.018333333333333326,0.735
timeframe:1h,rf_13,volume,0,abgeschwaecht,41,100,0.14455981408974777,1.0034562211981566,-0.025666879217811744,-0.052939511710216214,0.54,-0.0005589090096132353,7.768835233623967e-05,0.205,-0.1296296296296296,-0.07037037037037035,0.36
timeframe:1h,rf_17,sign,0,abgeschwaecht,44,100,0.45198108761550226,1.0472312703583062,-0.2601190476190476,-0.025247900948416863,0.01,-0.0006147999105745585,-0.000154258886653253,0.24,-0.25,-0.023333333333333334,0.02
timeframe:1h,rf_17,magnitude,0,gemischt,30,100,0.45198108761550226,1.0472312703583062,-0.033333333333333215,0.011925193165303799,0.36,-0.00011178180192264703,0.0004482450257098144,0.35,0.0,0.014166666666666666,0.435
timeframe:1h,rf_17,wick,0,gemischt,32,100,0.45198108761550226,1.0472312703583062,-0.002777777777777768,-0.0014715869154076214,0.55,0.0,8.942544153811688e-06,0.59,0.0,-0.005555555555555557,0.545
timeframe:1h,rf_17,volume,0,abgeschwaecht,45,100,0.45198108761550226,1.0472312703583062,-0.3458333333333333,-0.054317458721546925,0.04,-0.000782472613458529,7.880617035546607e-05,0.105,-0.3055555555555556,-0.05333333333333334,0.055
timeframe:1h,rf_21,sign,0,abgeschwaecht,21,100,1.148641803475441,0.6791147994467497,-0.16212691131498458,-0.02416270223182514,0.02,-0.0022915269394142637,0.000523697742007601,0.0,-0.19444444444444442,-0.027222222222222214,0.04
timeframe:1h,rf_21,magnitude,0,abgeschwaecht,24,100,1.148641803475441,0.6791147994467497,-0.01720743405275771,-0.00916862395047288,0.44,-0.0006147999105745594,-3.4093449586407484e-05,0.31,-0.02777777777777779,-0.010833333333333335,0.415
timeframe:1h,rf_21,wick,0,abgeschwaecht,8,100,1.148641803475441,0.6791147994467497,-0.06472178477690271,-0.01195176978760914,0.28,-0.0012854907221104411,0.0012318354571875698,0.02,-0.05555555555555558,-0.010833333333333328,0.295
timeframe:1h,rf_21,volume,0,abgeschwaecht,1,100,1.148641803475441,0.6791147994467497,-0.11233333333333329,-0.03773090926583508,0.26,-0.0016767270288397052,0.0018393695506371563,0.0,-0.11111111111111116,-0.04361111111111111,0.29
timeframe:15m,rf_05,sign,0,gemischt,27,100,0.2312181863878203,0.9826866916979557,0.000713154372296021,-0.011460876429027234,0.76,-0.002235636038452938,-0.0028040465012296,0.745,0.0,-0.04097222222222222,0.87
timeframe:15m,rf_05,magnitude,0,verstaerkt,2,100,0.2312181863878203,0.9826866916979557,0.08615368771381282,-0.008951575930171984,1.0,0.0005030181086519148,-0.0021652135032416723,1.0,0.07638888888888884,-0.035277777777777776,1.0
timeframe:15m,rf_05,wick,0,verstaerkt,0,100,0.2312181863878203,0.9826866916979557,0.05772273377311443,-0.03185786977221354,1.0,0.005533199195171031,-0.0031013860943438407,1.0,0.0625,-0.08291666666666667,1.0
timeframe:15m,rf_05,volume,0,verstaerkt,0,100,0.2312181863878203,0.9826866916979557,0.030280356588401003,-0.038244111463867414,1.0,0.0037446903644086753,-0.00044377375363290853,1.0,0.05555555555555558,-0.10013888888888889,1.0
timeframe:15m,rf_06,sign,0,abgeschwaecht,94,100,0.5210120305799294,1.345,-0.03931547619047615,-0.026415912064236116,0.18,-0.00044712720769058854,-0.0017728593784931814,0.91,-0.04861111111111113,-0.060069444444444446,0.63
timeframe:15m,rf_06,magnitude,0,gemischt,32,100,0.5210120305799294,1.345,-0.015061858076563905,-0.024252687204675872,0.68,0.00016767270288397043,-0.0005494075564498101,0.755,-0.013888888888888895,-0.041458333333333326,0.77
timeframe:15m,rf_06,wick,0,gemischt,68,100,0.5210120305799294,1.345,-0.053373015873015794,0.016917098222297935,0.0,0.0,-6.762799016320156e-05,0.57,-0.08333333333333334,0.021319444444444443,0.0
timeframe:15m,rf_06,volume,0,abgeschwaecht,41,100,0.5210120305799294,1.345,-0.0793650793650793,-0.02016196577159455,0.0,-0.0006706908115358822,8.998435054773091e-05,0.05,-0.11111111111111113,-0.04,0.01
timeframe:15m,rf_07,sign,0,gemischt,38,100,2.3539725387434105,0.31767719897523483,-0.0010856712888315245,-0.01952192237536091,0.6,-0.003409344958640731,-0.0006863402638050526,0.0,0.0,-0.026666666666666665,0.63
timeframe:15m,rf_07,magnitude,0,gemischt,52,100,2.3539725387434105,0.31767719897523483,0.004673924997250611,0.005948496123306497,0.49,-0.003968253968253968,-0.0004096803040465014,0.0,0.0,0.003888888888888884,0.48
timeframe:15m,rf_07,wick,0,gemischt,62,100,2.3539725387434105,0.31767719897523483,-0.004877813194243186,-0.011888587344446994,0.56,-0.0006147999105745594,0.000728258439526045,0.17,0.0,-0.014166666666666668,0.57
timeframe:15m,rf_07,volume,0,gemischt,58,100,2.3539725387434105,0.31767719897523483,-0.010545998504113752,-0.03105479194344606,0.61,0.003856472166331327,0.0003493181310082717,1.0,0.0,-0.0375,0.69
timeframe:15m,rf_08,sign,1,verstaerkt,12,100,0.501292711736154,1.0260586319218241,0.06369617224880375,-0.05737948856892023,0.9,0.0005589090096132349,-0.0005063715627095909,0.97,0.08333333333333326,-0.06944444444444445,0.91
timeframe:15m,rf_08,magnitude,0,verstaerkt,26,100,0.501292711736154,1.0260586319218241,0.026051693404634535,-0.016592988211725966,0.65,0.001061927118265147,-7.15403532304941e-05,0.965,0.05555555555555547,-0.025,0.68
timeframe:15m,rf_08,wick,0,verstaerkt,10,100,0.501292711736154,1.0260586319218241,0.028625541125541165,-0.028083141626804215,0.79,0.0006147999105745581,-0.00023306505700871903,0.94,0.02777777777777779,-0.03083333333333333,0.805
timeframe:15m,rf_08,volume,0,gemischt,19,100,0.501292711736154,1.0260586319218241,-0.0555757575757575,-0.0748591582009826,0.59,0.0005030181086519109,-0.0002062374245472838,0.97,-0.05555555555555558,-0.08027777777777778,0.58
timeframe:15m,rf_10,sign,0,abgeschwaecht,39,100,0.523890102114776,0.9022988505747126,-0.08169696969696971,0.004998931495222908,0.2,-0.0004471272076905879,-0.00022579923988374706,0.39,-0.11111111111111116,0.004722222222222212,0.13
timeframe:15m,rf_10,magnitude,0,abgeschwaecht,19,100,0.523890102114776,0.9022988505747126,-0.15085638998682477,0.03934362917331395,0.01,-0.0005589090096132349,0.0002140621506818689,0.25,-0.16666666666666669,0.04472222222222222,0.01
timeframe:15m,rf_10,wick,0,abgeschwaecht,16,100,0.523890102114776,0.9022988505747126,-0.19886363636363646,0.002741605492351978,0.0,-0.0008383635144198524,0.00024368432819137038,0.2,-0.19444444444444448,0.00527777777777777,0.0
timeframe:15m,rf_10,volume,0,abgeschwaecht,21,100,0.523890102114776,0.9022988505747126,-0.1780303030303031,-0.031978264378484576,0.05,-0.0005030181086519113,0.0002459199642298232,0.02,-0.16666666666666669,-0.03416666666666667,0.095
timeframe:15m,rf_13,sign,0,gemischt,27,100,0.14455981408974777,1.0034562211981566,-0.011650326797385535,-0.015009561257979523,0.54,-0.0005030181086519113,-0.00015928906773977197,0.435,1.1102230246251565e-16,-0.03499999999999999,0.68
timeframe:15m,rf_13,magnitude,0,abgeschwaecht,22,100,0.14455981408974777,1.0034562211981566,-0.07022486772486758,0.026408444773454966,0.11,-0.001006036217303823,0.0005650570087189805,0.0,-0.09259259259259256,0.02740740740740742,0.145
timeframe:15m,rf_13,wick,0,gemischt,44,100,0.14455981408974777,1.0034562211981566,-0.050388888888888816,-0.021213983241582517,0.28,-0.0005589090096132349,0.0005276101050748937,0.125,1.1102230246251565e-16,-0.03759259259259258,0.695
timeframe:15m,rf_13,volume,0,abgeschwaecht,29,100,0.14455981408974777,1.0034562211981566,-0.040462962962963034,-0.028973567877376854,0.46,-0.00033534540576794086,0.00017996870109546166,0.195,-0.03703703703703709,-0.05037037037037036,0.555
timeframe:15m,rf_17,sign,0,abgeschwaecht,38,100,0.45198108761550226,1.0472312703583062,-0.19090909090909092,-0.007963114734361187,0.06,-0.0009501453163424994,-0.00023977196512407786,0.2,-0.22222222222222227,-0.013888888888888892,0.035
timeframe:15m,rf_17,magnitude,0,abgeschwaecht,28,100,0.45198108761550226,1.0472312703583062,-0.13317099567099566,0.012913542478305602,0.15,-0.0006706908115358819,0.00022244578582606748,0.1,-0.13888888888888895,0.01055555555555555,0.115
timeframe:15m,rf_17,wick,0,abgeschwaecht,27,100,0.45198108761550226,1.0472312703583062,-0.04860139860139867,-0.014184758482187788,0.34,-0.0003912363067292645,-5.533199195171033e-05,0.3,-0.05555555555555558,-0.015555555555555559,0.325
timeframe:15m,rf_17,volume,0,abgeschwaecht,36,100,0.45198108761550226,1.0472312703583062,-0.25340909090909086,-0.03698400604479818,0.0,-0.0009501453163424994,2.962217750950136e-05,0.0,-0.2777777777777778,-0.04111111111111111,0.0
timeframe:15m,rf_21,sign,0,abgeschwaecht,48,100,1.148641803475441,0.6791147994467497,-0.04534333603676666,-0.010271384988039206,0.28,-0.0013972725240330866,-0.0012676056338028173,0.52,-0.05555555555555547,-0.014166666666666675,0.32
timeframe:15m,rf_21,magnitude,0,gemischt,53,100,1.148641803475441,0.6791147994467497,0.017932530432530625,-0.002833866936028644,0.58,-0.0010619271182651466,-0.0012424547283702216,0.48,0.02777777777777779,-0.005833333333333336,0.625
timeframe:15m,rf_21,wick,0,abgeschwaecht,10,100,1.148641803475441,0.6791147994467497,-0.01490740740740737,-0.011124228704886665,0.39,-0.0015090543259557348,0.0007830315224681419,0.03,-0.02777777777777779,-0.011666666666666665,0.36
timeframe:15m,rf_21,volume,0,abgeschwaecht,10,100,1.148641803475441,0.6791147994467497,-0.03913679808841097,-0.025440789848754346,0.35,-0.0003912363067292649,0.0014509277889559577,0.025,-0.02777777777777779,-0.03027777777777778,0.46
