preview_symbol,target_group,chain,world,run,tick,window_start_tick,window_end_tick,window_label,raw_direction,raw_net_pct,raw_range_pct,raw_avg_body_pct,raw_direction_changes,sehen_form_stability,sehen_form_change,sehen_form_flow,hoeren_energy_tone,hoeren_energy_shift,perception_auditory_loudness,perception_visual_sharpness,mcm_carry_quality,mcm_strain_quality,mcm_rekopplung_quality,mcm_field_phase_signature_depth,mcm_field_phase_signature_drift
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5777,5633,5776,weite_unruhige_fallend,fallend,-4.703662045726746,7.28940705858288,0.3163681793498379,77.0,0.72058,-0.947439,-0.89356,0.782625,0.701286,0.748462,0.607118,0.360515,0.292444,0.574707,0.511575,0.03936
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5826,5682,5825,weite_unruhige_fallend,fallend,-3.175358441969822,5.059276234993662,0.2610154504252957,72.0,0.12674,-0.727246,-0.496167,0.550768,0.701295,0.61399,0.505227,0.367171,0.279012,0.583001,0.484044,0.030659
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5953,5809,5952,weite_unruhige_steigend,steigend,0.9782679550139988,4.088287471022053,0.1492370653919416,75.0,0.919862,0.894413,0.876711,0.815434,0.760923,0.792539,0.668171,0.367391,0.300729,0.577198,0.517404,0.144188
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,6036,5892,6035,weite_unruhige_steigend,steigend,2.714140506356927,4.296846063590397,0.17891300104718377,78.0,0.374733,-0.597375,-0.540612,0.767905,0.720513,0.748,0.607724,0.399254,0.27859,0.594518,0.475663,0.037795
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,6248,6104,6247,weite_unruhige_fallend,fallend,-1.8313312800293822,2.1648387268809444,0.09503308776729223,54.0,0.117484,-0.713553,-0.471994,0.740417,0.554195,0.662204,0.49883,0.412377,0.264887,0.60376,0.491857,0.0206
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,6517,6373,6516,weite_unruhige_steigend,steigend,2.4919892136151938,4.664715931971977,0.13826735116209773,68.0,0.338316,-0.997219,-0.973738,0.66675,0.674077,0.669827,0.517727,0.369552,0.278963,0.581428,0.524131,0.07032
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,9509,9365,9508,weite_unruhige_fallend,fallend,-2.3450493453264913,3.3255657091562516,0.16017452826155956,67.0,-0.336927,0.932522,-0.312128,0.56855,0.438818,0.514063,0.194501,0.37761,0.266106,0.589304,0.495701,0.056132
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,10029,9885,10028,weite_unruhige_steigend,steigend,1.35286133702229,2.950913242586353,0.15567495624398184,70.0,0.053038,-0.858738,-0.650066,0.704651,0.5179,0.626215,0.458099,0.370284,0.27844,0.582945,0.502296,0.036757
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,10044,9900,10043,weite_unruhige_steigend,steigend,0.8491775887366045,2.864888173807211,0.16619733206942194,70.0,0.166029,-0.630587,-0.556,0.773623,0.631211,0.71381,0.550915,0.352526,0.297151,0.570521,0.510947,0.026875
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,12876,12732,12875,weite_unruhige_seitwaerts,seitwaerts,0.1095034777895219,1.359451159805725,0.07468295301819217,81.0,0.104533,-0.661339,0.579258,0.066114,-0.75122,0.353859,0.385408,0.381895,0.256737,0.593775,0.506469,0.04828
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,14872,14728,14871,weite_unruhige_steigend,steigend,1.063975459792673,1.4160359023200695,0.06218438292728899,68.0,0.379322,-0.90657,-0.6662,0.709858,0.67991,0.69728,0.511328,0.360997,0.291791,0.574299,0.518965,0.031358
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,15926,15782,15925,weite_unruhige_fallend,fallend,-3.2678136323795863,3.8784229062470503,0.15393554214732202,64.0,0.824554,-0.646993,-0.730083,0.827452,0.634588,0.746449,0.699746,0.358076,0.291891,0.577561,0.530798,0.02903
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,16351,16207,16350,weite_unruhige_fallend,fallend,-4.029029079796835,4.6904694121038695,0.16265392213885307,69.0,0.852998,-0.984309,-0.985592,0.773549,0.652282,0.722617,0.641566,0.368916,0.281864,0.582953,0.536675,0.045007
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,16578,16434,16577,weite_unruhige_steigend,steigend,1.6106143122779333,3.387781816025208,0.11485621101308433,63.0,0.038328,-0.535142,-0.294267,0.798228,0.702158,0.757879,0.511279,0.421156,0.285452,0.60103,0.528466,0.050794
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,16721,16577,16720,weite_unruhige_fallend,fallend,-2.5750115740740713,4.691481481481468,0.16885456854423875,74.0,0.775949,-0.802337,-0.829587,0.863507,0.659581,0.777858,0.655964,0.354859,0.298128,0.571822,0.541688,0.036968
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,451,307,450,weite_unruhige_fallend,fallend,-0.914411986920503,1.2869810622291997,0.08537285920869926,80.0,0.134198,-0.538367,-0.498526,0.725756,0.643255,0.691106,0.573692,0.354113,0.292809,0.573877,0.575715,0.019176
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,454,310,453,weite_unruhige_fallend,fallend,-0.8338468639955703,1.7582717135237274,0.08745145967833583,79.0,-0.340613,0.304682,-0.034084,-0.147718,0.28463,0.205221,0.5263,0.480798,0.156675,0.67784,0.557002,0.066132
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,455,311,454,weite_unruhige_fallend,fallend,-0.6790456479780528,1.7609236564890822,0.08657220620266773,79.0,-0.341347,-0.710544,-0.031803,0.205951,0.31605,0.252192,0.368684,0.461379,0.191764,0.650911,0.56926,0.020188
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,474,330,473,weite_unruhige_steigend,steigend,2.3627373233194944,4.224576666511162,0.12249265288986351,81.0,0.256165,0.356685,0.545161,-0.17739,-0.218681,0.194732,0.682351,0.437897,0.170574,0.656655,0.577525,0.072825
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,753,609,752,weite_unruhige_fallend,fallend,-2.7144544293316244,4.9732810237482035,0.18091569821134,84.0,0.254146,-0.462765,0.867227,-0.327994,-0.534627,0.41478,0.447359,0.374815,0.271128,0.584643,0.532197,0.032227
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1043,899,1042,weite_unruhige_fallend,fallend,-1.9723591461500907,4.138939546477476,0.18621639313816862,72.0,-0.076203,-0.501893,0.520648,-0.39303,-0.278166,0.344787,0.416276,0.387517,0.252175,0.599119,0.545105,0.015956
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1191,1047,1190,weite_unruhige_steigend,steigend,5.520101890424375,8.387639514380206,0.22489922118793443,69.0,0.537327,-0.695446,-0.676312,0.713036,0.6734,0.696389,0.635423,0.362356,0.285173,0.579987,0.58763,0.026544
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1319,1175,1318,weite_unruhige_steigend,steigend,2.7760674363203184,4.822945299615184,0.14883955431861187,67.0,0.135213,-0.743829,-0.733018,0.768097,0.463401,0.640124,0.535387,0.370806,0.275166,0.58537,0.592056,0.041669
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1361,1217,1360,weite_unruhige_steigend,steigend,2.91694431378885,4.514057388068007,0.19934931091557423,70.0,0.145329,-0.788672,-0.584256,0.697031,0.647365,0.676171,0.49175,0.360578,0.290317,0.573513,0.581504,0.016559
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1614,1470,1613,weite_unruhige_fallend,fallend,-1.7292840030862715,4.0194209903120415,0.1310319797701585,71.0,0.085095,-0.629507,0.618577,-0.241401,-0.385007,0.301715,0.393442,0.38694,0.255151,0.592218,0.555553,0.022609
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1723,1579,1722,weite_unruhige_fallend,fallend,-1.2960576033410136,3.9762289146862724,0.2145581346839784,82.0,0.217632,-0.998356,-0.937356,0.882342,0.45321,0.702107,0.478614,0.366315,0.286375,0.576951,0.595848,0.045066
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1726,1582,1725,weite_unruhige_fallend,fallend,-3.690586156652911,5.264860840146005,0.23706897898067716,83.0,0.998004,0.95033,-0.996929,-0.419939,-0.144094,0.304084,0.42339,0.403188,0.24323,0.606912,0.582451,0.090653
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1727,1583,1726,weite_unruhige_fallend,fallend,-4.203901910936555,5.369293423887339,0.23806246158341232,82.0,0.990406,-0.866592,-0.98524,-0.034486,0.321891,0.155196,0.752108,0.451146,0.148703,0.674567,0.588808,0.12541
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1728,1584,1727,weite_unruhige_fallend,fallend,-4.09304617641413,5.375740263758812,0.23754341598780904,82.0,0.876492,0.724874,-0.908089,-0.38264,-0.446167,0.409321,0.485996,0.409735,0.235117,0.617684,0.593708,0.087477
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1872,1728,1871,weite_unruhige_steigend,steigend,2.351789898419809,5.787378246888477,0.17441749166947945,70.0,0.256652,-0.53843,-0.543029,0.801154,0.602956,0.717911,0.605488,0.352986,0.295129,0.572411,0.5865,0.020707
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2046,1902,2045,weite_unruhige_fallend,fallend,-5.097001565284853,6.077460537596053,0.24145267357923053,74.0,0.353287,-0.506777,-0.454162,0.656785,0.704904,0.676995,0.633505,0.359879,0.286162,0.576487,0.59123,0.020596
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2485,2341,2484,weite_unruhige_fallend,fallend,-3.096401216128672,3.7349024307598655,0.08592730739589505,69.0,0.695841,-0.526068,-0.532062,0.848961,0.64076,0.761517,0.708404,0.35321,0.297452,0.569778,0.599424,0.022395
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2552,2408,2551,weite_unruhige_fallend,fallend,-3.752834792192171,4.275807185879151,0.14906729862255985,75.0,0.882566,-0.72461,-0.819332,0.792833,0.588332,0.706942,0.697921,0.368368,0.280077,0.585444,0.602983,0.028817
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2595,2451,2594,weite_unruhige_fallend,fallend,-4.210576059732527,5.552667643306082,0.1923802435297634,69.0,0.84183,-0.6273,0.843204,-0.383292,-0.344728,0.367095,0.532155,0.388222,0.261014,0.596024,0.564834,0.027238
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,3148,3004,3147,weite_unruhige_steigend,steigend,1.8553330228453544,5.585108533184435,0.21518606357631756,70.0,0.084165,-0.545257,-0.29453,0.709034,0.684051,0.698541,0.525397,0.404071,0.270675,0.59993,0.596352,0.024909
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,3310,3166,3309,weite_unruhige_steigend,steigend,0.28483232268602693,3.002678829041446,0.12830229293332893,68.0,0.866336,0.662528,0.794363,0.896452,0.614795,0.778156,0.694442,0.367654,0.294723,0.580625,0.605149,0.133812
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,3900,3756,3899,weite_unruhige_steigend,steigend,2.4537696156310207,2.7395864947423396,0.08314373891283533,69.0,-0.31935,-0.599638,-0.105701,0.560337,0.550929,0.556386,0.393647,0.370661,0.2722,0.588827,0.556924,0.030195
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,4577,4433,4576,weite_unruhige_fallend,fallend,-1.3474852861281603,3.260640246816856,0.13133048243085615,75.0,0.025912,-0.520685,-0.307071,0.779735,0.598358,0.703557,0.52265,0.417005,0.275873,0.602818,0.601515,0.023836
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,5388,5244,5387,weite_unruhige_steigend,steigend,1.4143867324543793,2.2925495928862323,0.09600458394929348,73.0,0.730061,0.027339,-0.584709,0.814936,0.531442,0.695869,0.747221,0.359398,0.284829,0.583966,0.608215,0.022778
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,5914,5770,5913,weite_unruhige_fallend,fallend,-1.0167493794321998,1.7438076754398746,0.07506567232643364,66.0,-0.224276,-0.51456,-0.227461,0.754088,0.649114,0.709999,0.451544,0.351264,0.294316,0.570967,0.604535,0.036126
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,8191,8047,8190,weite_unruhige_fallend,fallend,-1.6058707996028827,2.1377795786042264,0.06430521380212159,69.0,-0.14279,-0.627916,-0.192966,0.623055,0.715953,0.662072,0.42599,0.356821,0.290144,0.574344,0.607635,0.023612
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,8542,8398,8541,weite_unruhige_fallend,fallend,-0.3942769149548946,1.1920707641098856,0.06191193884679305,56.0,0.300367,-0.345549,-0.331264,0.823156,0.494048,0.68493,0.664679,0.360674,0.279921,0.586319,0.610981,0.030864
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,10607,10463,10606,weite_unruhige_fallend,fallend,-4.1216554946588255,5.408238334019875,0.11832978046437384,83.0,-0.261686,0.819928,-0.297962,0.798391,0.48433,0.666485,0.241572,0.369776,0.279299,0.582224,0.613311,0.056779
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,10723,10579,10722,weite_unruhige_fallend,fallend,-4.260313331905015,4.807726223010582,0.22168259768368678,73.0,0.177639,-0.866661,-0.710521,0.740044,0.682995,0.716083,0.483722,0.355997,0.297121,0.568381,0.610324,0.029418
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12540,12396,12539,weite_unruhige_fallend,fallend,-1.7268990816346814,2.0235120862034344,0.09003388517302129,71.0,0.383963,-0.53956,-0.506576,0.635187,0.654856,0.643448,0.640166,0.365277,0.277826,0.586152,0.615803,0.025666
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12623,12479,12622,weite_unruhige_fallend,fallend,-0.41612254554056494,2.295031937544359,0.10417734537234256,70.0,0.825629,-0.691381,-0.731737,0.816995,0.629635,0.738304,0.697166,0.360498,0.289217,0.578877,0.618044,0.023124
