role_family,asset,timeframe,window_start,component,lag,control_kind,real_member_coverage,control_member_coverage,real_minus_control_member_coverage,real_family_event_share,control_family_event_share,real_minus_control_family_event_share,real_phase_complete_ratio,control_phase_complete_ratio,real_minus_control_phase_complete_ratio,real_mean_afterimage_delta,control_mean_afterimage_delta,real_minus_control_mean_afterimage_delta,real_mean_temporal_delta,control_mean_temporal_delta,real_minus_control_mean_temporal_delta,real_joint_coverage_event_advantage
rf_10,BTC,1h,6000,volume,17,volume_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,BTC,1h,6000,volume,83,volume_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,BTC,1h,6000,volume,251,volume_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,0,sign,17,sign_phase_017,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.09965,-0.09965,0.0,0.622619,-0.622619,0
rf_10,SOL,15m,0,sign,83,sign_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,0,sign,251,sign_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,0,magnitude,17,magnitude_phase_017,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.100389,-0.100389,0.0,0.621989,-0.621989,0
rf_10,SOL,15m,0,magnitude,83,magnitude_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,0,magnitude,251,magnitude_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,0,wick,17,wick_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,0,wick,83,wick_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,0,wick,251,wick_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,0,volume,17,volume_phase_017,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.100198,-0.100198,0.0,0.627645,-0.627645,0
rf_10,SOL,15m,0,volume,83,volume_phase_083,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,-0.048834,0.048834,0.0,-0.3133095,0.3133095,0
rf_10,SOL,15m,0,volume,251,volume_phase_251,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.099963,-0.099963,0.0,0.622436,-0.622436,0
rf_10,SOL,15m,12000,sign,17,sign_phase_017,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,sign,83,sign_phase_083,1.0,1.0,0.0,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,12000,sign,251,sign_phase_251,1.0,1.0,0.0,0.002012072434607646,0.0030181086519114686,-0.0010060362173038226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,12000,magnitude,17,magnitude_phase_017,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,magnitude,83,magnitude_phase_083,1.0,0.5,0.5,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.100342,-0.100342,0.0,0.622865,-0.622865,0
rf_10,SOL,15m,12000,magnitude,251,magnitude_phase_251,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,wick,17,wick_phase_017,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,wick,83,wick_phase_083,1.0,0.5,0.5,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,wick,251,wick_phase_251,1.0,0.5,0.5,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,volume,17,volume_phase_017,1.0,0.5,0.5,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,volume,83,volume_phase_083,1.0,0.0,1.0,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,15m,12000,volume,251,volume_phase_251,1.0,0.5,0.5,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,15m,24000,sign,17,sign_phase_017,0.5,0.0,0.5,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,1
rf_10,SOL,15m,24000,sign,83,sign_phase_083,0.5,0.5,0.0,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,0
rf_10,SOL,15m,24000,sign,251,sign_phase_251,0.5,0.0,0.5,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,1
rf_10,SOL,15m,24000,magnitude,17,magnitude_phase_017,0.5,0.5,0.0,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.139669,0.099969,0.039699999999999985,0.6475525,0.629655,0.01789750000000001,0
rf_10,SOL,15m,24000,magnitude,83,magnitude_phase_083,0.5,0.5,0.0,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,0
rf_10,SOL,15m,24000,magnitude,251,magnitude_phase_251,0.5,0.0,0.5,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,1
rf_10,SOL,15m,24000,wick,17,wick_phase_017,0.5,0.5,0.0,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,0
rf_10,SOL,15m,24000,wick,83,wick_phase_083,0.5,0.5,0.0,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,0
rf_10,SOL,15m,24000,wick,251,wick_phase_251,0.5,0.5,0.0,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.139669,0.100245,0.03942399999999999,0.6475525,0.62816,0.019392499999999924,0
rf_10,SOL,15m,24000,volume,17,volume_phase_017,0.5,0.0,0.5,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,1
rf_10,SOL,15m,24000,volume,83,volume_phase_083,0.5,0.0,0.5,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,1
rf_10,SOL,15m,24000,volume,251,volume_phase_251,0.5,0.0,0.5,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.139669,0.0,0.139669,0.6475525,0.0,0.6475525,1
rf_10,SOL,1h,0,sign,17,sign_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,1h,0,sign,83,sign_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,1h,0,sign,251,sign_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,0,magnitude,17,magnitude_phase_017,0.5,0.5,0.0,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,0,magnitude,83,magnitude_phase_083,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,0,magnitude,251,magnitude_phase_251,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,1h,0,wick,17,wick_phase_017,0.5,1.0,-0.5,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,0,wick,83,wick_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,1h,0,wick,251,wick_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,0,volume,17,volume_phase_017,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,1h,0,volume,83,volume_phase_083,0.5,0.0,0.5,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_10,SOL,1h,0,volume,251,volume_phase_251,0.5,0.5,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,3000,sign,17,sign_phase_017,1.0,1.0,0.0,0.004024144869215292,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,0
rf_10,SOL,1h,3000,sign,83,sign_phase_083,1.0,0.0,1.0,0.004024144869215292,0.0,0.004024144869215292,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,3000,sign,251,sign_phase_251,1.0,0.5,0.5,0.004024144869215292,0.001006036217303823,0.003018108651911469,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,3000,magnitude,17,magnitude_phase_017,1.0,0.5,0.5,0.004024144869215292,0.001006036217303823,0.003018108651911469,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,3000,magnitude,83,magnitude_phase_083,1.0,0.0,1.0,0.004024144869215292,0.0,0.004024144869215292,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,3000,magnitude,251,magnitude_phase_251,1.0,0.5,0.5,0.004024144869215292,0.001006036217303823,0.003018108651911469,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,3000,wick,17,wick_phase_017,1.0,0.5,0.5,0.004024144869215292,0.001006036217303823,0.003018108651911469,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,3000,wick,83,wick_phase_083,1.0,0.5,0.5,0.004024144869215292,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.097251,0.100016,-0.0027649999999999897,0.624713,0.629877,-0.005164000000000057,1
rf_10,SOL,1h,3000,wick,251,wick_phase_251,1.0,1.0,0.0,0.004024144869215292,0.0030181086519114686,0.0010060362173038235,0.0,0.0,0.0,0.097251,0.100147,-0.002895999999999996,0.624713,0.628184,-0.003471000000000002,0
rf_10,SOL,1h,3000,volume,17,volume_phase_017,1.0,0.0,1.0,0.004024144869215292,0.0,0.004024144869215292,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,3000,volume,83,volume_phase_083,1.0,0.5,0.5,0.004024144869215292,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.097251,0.0462295,0.051021500000000004,0.624713,0.310027,0.31468599999999997,1
rf_10,SOL,1h,3000,volume,251,volume_phase_251,1.0,0.5,0.5,0.004024144869215292,0.001006036217303823,0.003018108651911469,0.0,0.0,0.0,0.097251,0.0,0.097251,0.624713,0.0,0.624713,1
rf_10,SOL,1h,6000,sign,17,sign_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,sign,83,sign_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,sign,251,sign_phase_251,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,magnitude,17,magnitude_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,magnitude,83,magnitude_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,magnitude,251,magnitude_phase_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,wick,17,wick_phase_017,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,wick,83,wick_phase_083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,wick,251,wick_phase_251,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,volume,17,volume_phase_017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,volume,83,volume_phase_083,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_10,SOL,1h,6000,volume,251,volume_phase_251,0.0,0.5,-0.5,0.0,0.001006036217303823,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_13,BTC,15m,0,sign,17,sign_phase_017,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.100094,-0.100094,0.0,0.62141,-0.62141,0
rf_13,BTC,15m,0,sign,83,sign_phase_083,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_13,BTC,15m,0,sign,251,sign_phase_251,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_13,BTC,15m,0,magnitude,17,magnitude_phase_017,0.3333333333333333,0.0,0.3333333333333333,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,0,magnitude,83,magnitude_phase_083,0.3333333333333333,0.3333333333333333,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_13,BTC,15m,0,magnitude,251,magnitude_phase_251,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.001006036217303823,0.004024144869215292,-0.003018108651911469,0.0,0.0,0.0,0.0,0.0512925,-0.0512925,0.0,0.309224,-0.309224,0
rf_13,BTC,15m,0,wick,17,wick_phase_017,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.050065,-0.050065,0.0,0.3085395,-0.3085395,0
rf_13,BTC,15m,0,wick,83,wick_phase_083,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_13,BTC,15m,0,wick,251,wick_phase_251,0.3333333333333333,0.3333333333333333,0.0,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_13,BTC,15m,0,volume,17,volume_phase_017,0.3333333333333333,0.3333333333333333,0.0,0.001006036217303823,0.004024144869215292,-0.003018108651911469,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.2175875,-0.2175875,0.0,0.38744249999999997,-0.38744249999999997,0
rf_13,BTC,15m,0,volume,83,volume_phase_083,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.001006036217303823,0.002012072434607646,-0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rf_13,BTC,15m,0,volume,251,volume_phase_251,0.3333333333333333,0.3333333333333333,0.0,0.001006036217303823,0.0030181086519114686,-0.0020120724346076456,0.0,0.0,0.0,0.0,0.14090049999999998,-0.14090049999999998,0.0,0.3562115,-0.3562115,0
rf_13,BTC,15m,12000,sign,17,sign_phase_017,1.0,0.6666666666666666,0.33333333333333337,0.0030181086519114686,0.004024144869215292,-0.0010060362173038235,0.0,0.0,0.0,0.0,0.1408885,-0.1408885,0.0,0.3608005,-0.3608005,0
rf_13,BTC,15m,12000,sign,83,sign_phase_083,1.0,0.3333333333333333,0.6666666666666667,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,12000,sign,251,sign_phase_251,1.0,0.3333333333333333,0.6666666666666667,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,12000,magnitude,17,magnitude_phase_017,1.0,0.6666666666666666,0.33333333333333337,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,12000,magnitude,83,magnitude_phase_083,1.0,1.0,0.0,0.0030181086519114686,0.009054325955734407,-0.006036217303822938,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.33295916666666664,-0.33295916666666664,0.0,0.5351838333333333,-0.5351838333333333,0
rf_13,BTC,15m,12000,magnitude,251,magnitude_phase_251,1.0,0.3333333333333333,0.6666666666666667,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,-0.0487625,0.0487625,0.0,-0.313322,0.313322,1
rf_13,BTC,15m,12000,wick,17,wick_phase_017,1.0,0.6666666666666666,0.33333333333333337,0.0030181086519114686,0.006036217303822937,-0.0030181086519114686,0.0,0.0,0.0,0.0,0.00242740000000001,-0.00242740000000001,0.0,0.22942420000000002,-0.22942420000000002,0
rf_13,BTC,15m,12000,wick,83,wick_phase_083,1.0,0.6666666666666666,0.33333333333333337,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.15533066666666667,-0.15533066666666667,0.0,0.46581566666666663,-0.46581566666666663,0
rf_13,BTC,15m,12000,wick,251,wick_phase_251,1.0,0.3333333333333333,0.6666666666666667,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,12000,volume,17,volume_phase_017,1.0,0.0,1.0,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,12000,volume,83,volume_phase_083,1.0,0.3333333333333333,0.6666666666666667,0.0030181086519114686,0.001006036217303823,0.0020120724346076456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,12000,volume,251,volume_phase_251,1.0,0.3333333333333333,0.6666666666666667,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
rf_13,BTC,15m,24000,sign,17,sign_phase_017,0.3333333333333333,0.3333333333333333,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,0
rf_13,BTC,15m,24000,sign,83,sign_phase_083,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.002012072434607646,0.004024144869215292,-0.002012072434607646,0.0,0.0,0.0,0.09984,0.098923,0.0009170000000000011,0.622571,0.624281,-0.0017099999999999893,0
rf_13,BTC,15m,24000,sign,251,sign_phase_251,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.002012072434607646,0.004024144869215292,-0.002012072434607646,0.0,0.0,0.0,0.09984,0.187354,-0.087514,0.622571,0.663747,-0.04117599999999999,0
rf_13,BTC,15m,24000,magnitude,17,magnitude_phase_017,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,0
rf_13,BTC,15m,24000,magnitude,83,magnitude_phase_083,0.3333333333333333,0.3333333333333333,0.0,0.002012072434607646,0.001006036217303823,0.001006036217303823,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,0
rf_13,BTC,15m,24000,magnitude,251,magnitude_phase_251,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,0
rf_13,BTC,15m,24000,wick,17,wick_phase_017,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,0
rf_13,BTC,15m,24000,wick,83,wick_phase_083,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.002012072434607646,0.0030181086519114686,-0.0010060362173038226,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,0
rf_13,BTC,15m,24000,wick,251,wick_phase_251,0.3333333333333333,0.0,0.3333333333333333,0.002012072434607646,0.0,0.002012072434607646,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,1
rf_13,BTC,15m,24000,volume,17,volume_phase_017,0.3333333333333333,1.0,-0.6666666666666667,0.002012072434607646,0.004024144869215292,-0.002012072434607646,0.0,0.0,0.0,0.09984,0.0,0.09984,0.622571,0.0,0.622571,0
rf_13,BTC,15m,24000,volume,83,volume_phase_083,0.3333333333333333,1.0,-0.6666666666666667,0.002012072434607646,0.006036217303822937,-0.004024144869215291,0.0,0.0,0.0,0.09984,0.1380115,-0.03817150000000001,0.622571,0.6399809999999999,-0.017409999999999926,0
rf_13,BTC,15m,24000,volume,251,volume_phase_251,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.002012072434607646,0.0030181086519114686,-0.0010060362173038226,0.0,0.0,0.0,0.09984,0.09984,0.0,0.622571,0.625226,-0.002654999999999963,0
rf_13,BTC,1h,0,sign,17,sign_phase_017,0.6666666666666666,1.0,-0.33333333333333337,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.100211,0.0,0.100211,0.624094,0.0,0.624094,0
rf_13,BTC,1h,0,sign,83,sign_phase_083,0.6666666666666666,0.6666666666666666,0.0,0.0030181086519114686,0.005030181086519115,-0.002012072434607646,0.0,0.0,0.0,0.100211,0.00992433333333334,0.09028666666666665,0.624094,0.20359733333333335,0.4204966666666667,0
rf_13,BTC,1h,0,sign,251,sign_phase_251,0.6666666666666666,0.6666666666666666,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.100211,0.0,0.100211,0.624094,0.0,0.624094,0
rf_13,BTC,1h,0,magnitude,17,magnitude_phase_017,0.6666666666666666,0.6666666666666666,0.0,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.100211,0.0,0.100211,0.624094,0.0,0.624094,0
rf_13,BTC,1h,0,magnitude,83,magnitude_phase_083,0.6666666666666666,0.0,0.6666666666666666,0.0030181086519114686,0.0,0.0030181086519114686,0.0,0.0,0.0,0.100211,0.0,0.100211,0.624094,0.0,0.624094,1
rf_13,BTC,1h,0,magnitude,251,magnitude_phase_251,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0030181086519114686,0.002012072434607646,0.0010060362173038226,0.0,0.0,0.0,0.100211,0.043337,0.056873999999999994,0.624094,0.312571,0.31152300000000005,1
rf_13,BTC,1h,0,wick,17,wick_phase_017,0.6666666666666666,1.0,-0.33333333333333337,0.0030181086519114686,0.006036217303822937,-0.0030181086519114686,0.0,0.3333333333333333,-0.3333333333333333,0.100211,0.190057,-0.08984600000000001,0.624094,0.661644,-0.03754999999999997,0
rf_13,BTC,1h,0,wick,83,wick_phase_083,0.6666666666666666,0.6666666666666666,0.0,0.0030181086519114686,0.004024144869215292,-0.0010060362173038235,0.0,0.0,0.0,0.100211,0.1379055,-0.03769449999999999,0.624094,0.6454985,-0.021404499999999937,0
rf_13,BTC,1h,0,wick,251,wick_phase_251,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.100211,0.144922,-0.044711,0.624094,0.6454359999999999,-0.02134199999999986,0
rf_13,BTC,1h,0,volume,17,volume_phase_017,0.6666666666666666,0.6666666666666666,0.0,0.0030181086519114686,0.0030181086519114686,0.0,0.0,0.0,0.0,0.100211,0.099455,0.0007559999999999928,0.624094,0.629167,-0.005072999999999994,0
