dataset,partition_index,direction,cohort_a_targets,cohort_b_targets,source_identities,asset_year_groups,minimum_candidate_pool,maximum_candidate_pool,median_identity_rank,mean_identity_rank,mean_identity_auc,identity_unique_nearest,identity_in_nearest_tie,profile_mode,comparison_scope,source_label_read_by_field,field_learning_used,memory_read,memory_written,influences_action
2091_basis,9,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|SOL|2025|8000,2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,3.0,3.3035714285714284,0.8184523809523809,13,13,shape,within_asset_year,0,0,0,0,0
2091_basis,10,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,3.642857142857143,0.7932610544217688,20,22,shape,within_asset_year,0,0,0,0,0
2091_basis,10,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,3.7142857142857144,0.7819940476190477,16,16,shape,within_asset_year,0,0,0,0,0
2091_basis,11,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.3214285714285716,0.8919005102040817,22,27,shape,within_asset_year,0,0,0,0,0
2091_basis,11,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,3.1964285714285716,0.8339710884353742,11,11,shape,within_asset_year,0,0,0,0,0
2091_basis,12,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,5.0,5.642857142857143,0.6393494897959183,8,9,shape,within_asset_year,0,0,0,0,0
2091_basis,12,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,3.0,4,0.76828231292517,11,11,shape,within_asset_year,0,0,0,0,0
2091_basis,13,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.982142857142857,0.8443877551020408,18,22,shape,within_asset_year,0,0,0,0,0
2091_basis,13,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,56,4,13,15,4.0,4.803571428571429,0.7049319727891157,11,11,shape,within_asset_year,0,0,0,0,0
2091_basis,14,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,3.6964285714285716,0.7944302721088435,17,17,shape,within_asset_year,0,0,0,0,0
2091_basis,14,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,2.857142857142857,0.8501275510204082,19,24,shape,within_asset_year,0,0,0,0,0
2091_basis,15,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,56,4,13,15,3.0,3.875,0.779655612244898,10,12,shape,within_asset_year,0,0,0,0,0
2091_basis,15,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,56,4,13,15,2.0,2.892857142857143,0.8497023809523809,20,21,shape,within_asset_year,0,0,0,0,0
2091_basis,16,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,4.0,4.339285714285714,0.7404336734693877,11,11,shape,within_asset_year,0,0,0,0,0
2091_basis,16,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,3.3035714285714284,0.8206845238095238,13,15,shape,within_asset_year,0,0,0,0,0
2091_basis,17,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000,2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,3.4285714285714284,0.8138818027210885,18,19,shape,within_asset_year,0,0,0,0,0
2091_basis,17,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000,2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,3.25,0.8182397959183674,15,19,shape,within_asset_year,0,0,0,0,0
2091_basis,18,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.5714285714285716,0.8704294217687075,18,23,shape,within_asset_year,0,0,0,0,0
2091_basis,18,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.375,0.892750850340136,25,26,shape,within_asset_year,0,0,0,0,0
2091_basis,19,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,3.0,4.625,0.7200255102040817,12,12,shape,within_asset_year,0,0,0,0,0
2091_basis,19,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,2.5,0.87234268707483,19,22,shape,within_asset_year,0,0,0,0,0
2091_basis,20,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.982142857142857,0.8475765306122449,21,21,shape,within_asset_year,0,0,0,0,0
2091_basis,20,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,2.5,3.875,0.7760416666666666,14,18,shape,within_asset_year,0,0,0,0,0
2091_basis,21,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.6785714285714284,0.8677721088435374,19,21,shape,within_asset_year,0,0,0,0,0
2091_basis,21,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,3.607142857142857,0.8056972789115646,19,19,shape,within_asset_year,0,0,0,0,0
2091_basis,22,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,3.5714285714285716,0.7980442176870748,17,17,shape,within_asset_year,0,0,0,0,0
2091_basis,22,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,2.6785714285714284,0.8666028911564626,22,24,shape,within_asset_year,0,0,0,0,0
2091_basis,23,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.8214285714285716,0.85671768707483,18,21,shape,within_asset_year,0,0,0,0,0
2091_basis,23,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,56,4,13,15,4.0,5.017857142857143,0.6906887755102041,10,13,shape,within_asset_year,0,0,0,0,0
2091_basis,24,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,2.267857142857143,0.8996598639455783,25,25,shape,within_asset_year,0,0,0,0,0
2091_basis,24,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,2.6785714285714284,0.8632015306122449,22,25,shape,within_asset_year,0,0,0,0,0
2091_basis,25,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,56,4,13,15,1.0,2.1785714285714284,0.9027423469387755,24,31,shape,within_asset_year,0,0,0,0,0
2091_basis,25,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|1000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,56,4,13,15,1.0,2.6785714285714284,0.8683035714285714,25,30,shape,within_asset_year,0,0,0,0,0
2091_basis,26,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.267857142857143,0.9017857142857143,23,23,shape,within_asset_year,0,0,0,0,0
2091_basis,26,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.482142857142857,0.8815901360544217,22,22,shape,within_asset_year,0,0,0,0,0
2091_basis,27,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,3.5,4.125,0.7621173469387755,13,16,shape,within_asset_year,0,0,0,0,0
2091_basis,27,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.875,0.8526785714285714,22,22,shape,within_asset_year,0,0,0,0,0
2091_basis,28,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,6.0,6.214285714285714,0.6003401360544218,7,7,shape,within_asset_year,0,0,0,0,0
2091_basis,28,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,56,4,13,15,3.5,4.017857142857143,0.7637117346938775,15,15,shape,within_asset_year,0,0,0,0,0
2091_basis,29,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.3035714285714284,0.8943452380952381,23,26,shape,within_asset_year,0,0,0,0,0
2091_basis,29,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|SOL|2025|8000,56,4,13,15,2.0,2.857142857142857,0.85671768707483,23,23,shape,within_asset_year,0,0,0,0,0
2091_basis,30,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,56,4,13,15,4.0,4.75,0.7152423469387755,14,15,shape,within_asset_year,0,0,0,0,0
2091_basis,30,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,2.9285714285714284,0.8467261904761905,17,19,shape,within_asset_year,0,0,0,0,0
2091_basis,31,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,56,4,13,15,4.0,4.946428571428571,0.6943027210884354,11,13,shape,within_asset_year,0,0,0,0,0
2091_basis,31,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000,56,4,13,15,3.0,3,0.8419430272108843,13,17,shape,within_asset_year,0,0,0,0,0
2091_basis,32,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,3.3035714285714284,0.8159013605442177,10,12,shape,within_asset_year,0,0,0,0,0
2091_basis,32,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2025|8000,56,4,13,15,3.0,4.482142857142857,0.733312074829932,13,13,shape,within_asset_year,0,0,0,0,0
2091_basis,33,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000,56,4,13,15,2.5,3.4285714285714284,0.80984268707483,17,21,shape,within_asset_year,0,0,0,0,0
2091_basis,33,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2024|1000,56,4,13,15,2.0,3.4107142857142856,0.8112244897959183,20,21,shape,within_asset_year,0,0,0,0,0
2091_basis,34,a_to_b,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000,56,4,13,15,4.0,4.303571428571429,0.7411777210884354,12,14,shape,within_asset_year,0,0,0,0,0
2091_basis,34,b_to_a,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|2000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|BTC|2025|7000,56,4,13,15,3.0,3.625,0.7985756802721088,18,18,shape,within_asset_year,0,0,0,0,0
2091_basis,35,a_to_b,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000,56,4,13,15,2.0,3.125,0.8264243197278912,13,19,shape,within_asset_year,0,0,0,0,0
2091_basis,35,b_to_a,2091_basis|SOL|2024|10000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000;2091_basis|SOL|2024|2000,56,4,13,15,3.0,4.357142857142857,0.7390518707482994,13,13,shape,within_asset_year,0,0,0,0,0
