side,source,world,pair,axis,mode,phase_hint,chart_zone,dominant_movement,return_pct,range_pct,pressure_abs,rekopplung_abs,topology_reading,node_a_state,node_a_role,node_a_shift,node_b_state,node_b_role,node_b_shift,adjacent_role_shifts,adjacent_effects,direct_topology_hits,adjacent_topology_hits,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
bull,LONG_ISOLATION,LONG2024_15M_SOL_QUIET_4000,183drjy->1t5bcxp,183drjy<->1t5bcxp,gerichtete_bewegung_mit_bruch,steigender_bruch,gerichtete_uebergangsbewegung,bewegungsbruch_zone,20.07336,31.890104,0.066661,0.021382,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
bull,LONG_ISOLATION,LONG2024_15M_SOL_STRESS_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,getragene_expansion,steigende_rekopplung_getragen,expansion_getragen,rekopplungs_uebergang,13.901137,36.853098,0.0412,0.020557,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
bull,LONG_ISOLATION,LONG2025_BTC_STRESS_4000,183drjy->1t5bcxp,183drjy<->1t5bcxp,getragene_expansion,steigende_expansion_mit_bruch,expansion_getragen,bewegungsbruch_zone,18.94883,32.324571,0.073479,0.019872,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
bull,LONG_ISOLATION,LONG2025_BTC_STRESS_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,getragene_expansion,steigende_rekopplung_getragen,expansion_getragen,rekopplungs_uebergang,25.458857,33.114433,0.054113,0.018745,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
bull,ASSET_ZEIT,SOL_2024_1H,183drjy->1t5bcxp,183drjy<->1t5bcxp,getragene_expansion,getragene_expansion,expansion_getragen,offene_uebergangszone,40.518749,52.613173,0.082388,0.014259,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
bull,ASSET_ZEIT,SOL_2024_1H,1t5bcxp->183drjy,183drjy<->1t5bcxp,getragene_expansion,getragene_expansion,expansion_getragen,offene_uebergangszone,38.801476,52.602953,0.077712,0.016452,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2025_15M_SOL_STRESS_4000,183drjy->1t5bcxp,183drjy<->1t5bcxp,abverkauf_mit_bruch,fallender_bruch,abverkauf_getragen,bewegungsbruch_zone,-36.805556,42.974387,0.06891,0.025024,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2025_5M_SOL_STRESS_4000,183drjy->1t5bcxp,183drjy<->1t5bcxp,abverkauf_mit_bruch,fallender_bruch,abverkauf_getragen,bewegungsbruch_zone,-17.098858,30.533676,0.059726,0.018752,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,ASSET_ZEIT,SOL_2024_30M,183drjy->1t5bcxp,183drjy<->1t5bcxp,abverkauf_mit_bruch,offenes_familienfenster,abverkauf_getragen,offene_uebergangszone,-3.229713,5.308841,0.059744,0.014851,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,ASSET_ZEIT,SOL_2024_30M,1t5bcxp->183drjy,183drjy<->1t5bcxp,abverkauf_mit_bruch,offenes_familienfenster,abverkauf_getragen,offene_uebergangszone,-5.078792,6.002208,0.066932,0.017988,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2024_5M_SOL_STRESS_4000,183drjy->1t5bcxp,183drjy<->1t5bcxp,abverkauf_mit_rekopplung,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-9.208984,15.273437,0.069593,0.027954,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2024_5M_SOL_STRESS_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,abverkauf_mit_rekopplung,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-10.795233,19.851504,0.037984,0.010437,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2025_15M_BTC_QUIET_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,abverkauf_mit_rekopplung,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-3.810866,10.623678,0.05156,0.018723,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2025_15M_BTC_STRESS_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,abverkauf_mit_rekopplung,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-10.193232,22.125853,0.049321,0.016383,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2025_15M_SOL_STRESS_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,abverkauf_mit_rekopplung,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-36.414755,42.869996,0.056836,0.025916,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2025_5M_BTC_STRESS_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,abverkauf_mit_rekopplung,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-6.169117,10.763185,0.044555,0.015869,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,LONG_ISOLATION,LONG2025_SOL_STRESS_4000,1t5bcxp->183drjy,183drjy<->1t5bcxp,abverkauf_mit_rekopplung,fallende_rekopplung,abverkauf_getragen,rekopplungs_uebergang,-37.809187,61.652364,0.051483,0.018494,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,ASSET_ZEIT,BTC_2024_1H,183drjy->1t5bcxp,183drjy<->1t5bcxp,rekopplung_nach_abverkauf,erholung_nach_abverkauf,rekopplung_nach_abverkauf,druck_uebergang,71.149405,85.091518,0.126112,0.019626,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,ASSET_ZEIT,BTC_2024_1H,1t5bcxp->183drjy,183drjy<->1t5bcxp,rekopplung_nach_abverkauf,erholung_nach_abverkauf,rekopplung_nach_abverkauf,offene_uebergangszone,73.171069,85.080644,0.067919,0.016847,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,KAS_GEGENPROBE,KAS2024_1H_ASSET_PROBE,183drjy->1t5bcxp,183drjy<->1t5bcxp,rekopplung_nach_abverkauf,erholung_nach_abverkauf,rekopplung_nach_abverkauf,bewegungsbruch_zone,48.426102,97.841511,0.115673,0.026035,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
selloff,KAS_GEGENPROBE,KAS2024_1H_ASSET_PROBE,1t5bcxp->183drjy,183drjy<->1t5bcxp,rekopplung_nach_abverkauf,erholung_nach_abverkauf,rekopplung_nach_abverkauf,rekopplungs_uebergang,46.735395,96.131566,0.055481,0.018414,zeitachse_mit_angrenzender_rollenbewegung,nichtbruecke_rekopplungsfeld,zentrum_stabil,verlegte_mitte_mit_rueckbindung,nichtbruecke_zentrum_schwach,zentrum_stabil,verlegte_mitte_mit_rueckbindung,zentrum_stabil->zentrum_stabil:2 | zentrum_stabil->offene_variante:1 | offene_variante->offene_variante:1,rekoppelnd_entlastend:3 | oeffnend_belastend:1,0,4,1,0,0,0,0,0,0
