world,family,count,share,dominant_effect,dominant_effect_share,avg_passive_inner_effect_rekopplung,avg_passive_inner_effect_carry,avg_passive_inner_effect_strain,avg_passive_inner_effect_sensory_coupling,avg_mcm_hearing_field_gap,avg_perception_felt_pressure,avg_rezeptor_contact_pressure,avg_mcm_feldwirkung_mcm_tension,avg_mini_afterimage,avg_mini_temporal_trust_support,avg_perception_visual_sharpness,avg_perception_auditory_loudness,ruhe_rekopplung_score
BTC_2024_5M,dio_1r55,11,0.005517,stabil,1.0,0.698411,0.504763,0.149115,0.864378,0.144191,0.134449,0.139153,0.139153,0.068223,0.613837,0.748193,0.283344,0.75015
BTC_2024_5M,dio_0nlj,20,0.01003,stabil,1.0,0.726489,0.547329,0.116248,0.898194,0.039614,0.063648,0.050847,0.050847,0.118,0.674574,0.784641,0.090461,0.793478
BTC_2024_5M,dio_0l7p,83,0.041625,stabil,1.0,0.724404,0.56631,0.135383,0.859035,0.035287,0.070167,0.053167,0.053167,0.344708,0.794301,0.674092,0.088454,0.784661
BTC_2024_5M,dio_0m9z,83,0.041625,stabil,0.819277,0.70579,0.546927,0.162031,0.830518,0.120293,0.114121,0.116267,0.116267,0.297621,0.781035,0.666059,0.23656,0.754013
BTC_2024_5M,dio_1ewh,24,0.012036,stabil,1.0,0.704537,0.529603,0.14595,0.834826,0.04658,0.093357,0.07484,0.07484,0.160114,0.697059,0.599158,0.12142,0.76263
BTC_2024_5M,dio_0g2r,16,0.008024,stabil,0.9375,0.700546,0.519355,0.144608,0.834719,0.042161,0.106211,0.077301,0.077301,0.111847,0.653451,0.530643,0.119461,0.759878
BTC_2024_5M,dio_155c,93,0.04664,stabil,0.989247,0.713753,0.554953,0.153699,0.850707,0.120255,0.111146,0.116768,0.116768,0.336282,0.793751,0.64305,0.237023,0.763414
BTC_2024_5M,dio_0h9h,51,0.025577,stabil,1.0,0.719991,0.554732,0.135658,0.867186,0.069178,0.085512,0.079342,0.079342,0.238868,0.751127,0.669442,0.14852,0.77844
BTC_2024_5M,dio_1q85,19,0.009529,stabil,0.842105,0.698933,0.521264,0.155184,0.843831,0.115389,0.102743,0.107431,0.107431,0.097954,0.664218,0.742648,0.22282,0.752676
BTC_2024_5M,dio_104t,147,0.073721,stabil,0.993197,0.719809,0.567321,0.14861,0.84611,0.065345,0.086516,0.077798,0.077798,0.426931,0.827066,0.655272,0.143143,0.77433
BTC_2024_5M,dio_1cic,17,0.008526,stabil,1.0,0.707106,0.525415,0.13525,0.846225,0.021502,0.079981,0.056261,0.056261,0.079438,0.656249,0.605773,0.077762,0.770178
BTC_2024_5M,dio_14wj,50,0.025075,stabil,1.0,0.727446,0.561839,0.122479,0.869906,0.009849,0.057782,0.033317,0.033317,0.232934,0.749718,0.683263,0.041285,0.792676
BTC_2024_5M,dio_0jkk,23,0.011535,tragend_unruhig,1.0,0.680045,0.508096,0.178173,0.786603,0.11601,0.137045,0.122036,0.122036,0.113671,0.679453,0.53179,0.238046,0.727251
BTC_2024_5M,dio_0pq6,12,0.006018,stabil,0.833333,0.69509,0.512569,0.149143,0.830793,0.053224,0.107662,0.075716,0.075716,0.081933,0.617632,0.623454,0.12894,0.755034
BTC_2024_5M,dio_05yg,22,0.011033,tragend_unruhig,0.954545,0.682573,0.511902,0.176652,0.795308,0.123417,0.127456,0.119344,0.119344,0.139094,0.683468,0.599406,0.242762,0.730627
BTC_2024_5M,dio_17ct,32,0.016048,stabil,1.0,0.712629,0.541996,0.143892,0.870008,0.118167,0.099396,0.109154,0.109154,0.170876,0.712889,0.727944,0.227321,0.767469
BTC_2024_5M,dio_0pz6,27,0.013541,stabil,1.0,0.72174,0.545743,0.128546,0.885899,0.07448,0.077814,0.076803,0.076803,0.127354,0.694974,0.742941,0.151284,0.782502
BTC_2024_5M,dio_0obq,26,0.013039,stabil,1.0,0.697468,0.520424,0.156671,0.836915,0.136438,0.138381,0.135778,0.135778,0.123494,0.691455,0.615835,0.272216,0.746257
BTC_2024_5M,dio_06er,23,0.011535,stabil,1.0,0.725924,0.548334,0.118884,0.892702,0.041927,0.055666,0.04772,0.04772,0.117588,0.683151,0.800137,0.089646,0.792044
BTC_2024_5M,dio_06qi,14,0.007021,stabil,1.0,0.706607,0.521248,0.140469,0.875176,0.118068,0.097822,0.10892,0.10892,0.051749,0.627529,0.726933,0.226988,0.763762
BTC_2024_5M,dio_0oc3,33,0.01655,stabil,1.0,0.695034,0.519722,0.166174,0.833144,0.169746,0.163844,0.167919,0.167919,0.185395,0.720713,0.629516,0.337665,0.737887
BTC_2024_5M,dio_00ly,32,0.016048,stabil,1.0,0.715212,0.543992,0.135595,0.862822,0.069372,0.088008,0.07854,0.07854,0.171323,0.71479,0.663997,0.147912,0.774287
BTC_2024_5M,dio_1oye,11,0.005517,stabil,0.818182,0.679267,0.48774,0.173687,0.82014,0.183051,0.1695,0.171915,0.171915,0.076255,0.615223,0.634221,0.354965,0.722454
BTC_2024_5M,dio_0tay,12,0.006018,stabil,1.0,0.706126,0.51857,0.13706,0.864484,0.073189,0.076655,0.074069,0.074069,0.030794,0.613032,0.740252,0.147258,0.767517
BTC_2024_5M,dio_07uk,15,0.007523,stabil,1.0,0.710742,0.526481,0.136787,0.889606,0.134924,0.109354,0.12434,0.12434,0.079084,0.640729,0.743923,0.259264,0.767072
BTC_2024_5M,dio_1u5i,22,0.011033,stabil,1.0,0.71566,0.54096,0.13094,0.85332,0.006696,0.06828,0.04004,0.04004,0.23246,0.710815,0.609678,0.037592,0.780132
BTC_2024_5M,dio_1pij,16,0.008024,stabil,0.9375,0.67781,0.491027,0.178973,0.814354,0.212928,0.197408,0.198391,0.198391,0.084668,0.650538,0.625597,0.41132,0.716079
BTC_2024_5M,dio_1kpz,32,0.016048,stabil,1.0,0.724829,0.552451,0.121913,0.880782,0.039328,0.069576,0.053593,0.053593,0.169051,0.713288,0.703394,0.092921,0.78894
BTC_2024_5M,dio_0ly7,10,0.005015,stabil,1.0,0.724963,0.533554,0.112576,0.912116,0.041869,0.051734,0.048004,0.048004,0.091775,0.613919,0.810735,0.089873,0.79437
BTC_2024_5M,dio_1lsu,26,0.013039,stabil,0.961538,0.706364,0.528775,0.147159,0.85486,0.118947,0.11235,0.114878,0.114878,0.117013,0.688631,0.648001,0.233825,0.758861
BTC_2024_5M,dio_0fe7,17,0.008526,stabil,1.0,0.704387,0.521202,0.139287,0.848544,0.057541,0.100691,0.083418,0.083418,0.065876,0.651039,0.589037,0.140959,0.763644
BTC_2024_5M,dio_0z9t,16,0.008024,stabil,1.0,0.707123,0.523115,0.148221,0.863982,0.109938,0.098829,0.105906,0.105906,0.168772,0.670279,0.787872,0.215844,0.761329
BTC_2024_5M,dio_1fll,12,0.006018,stabil,1.0,0.726401,0.538389,0.110144,0.902318,0.016778,0.044359,0.028492,0.028492,0.105757,0.632468,0.79978,0.04527,0.797333
BTC_2024_5M,dio_1772,13,0.00652,tragend_unruhig,0.538462,0.684992,0.499329,0.164594,0.814098,0.116765,0.124512,0.117704,0.117704,0.05135,0.62451,0.607367,0.23447,0.735667
BTC_2024_5M,dio_06s7,23,0.011535,stabil,1.0,0.722118,0.543497,0.123143,0.877579,0.037012,0.070178,0.051352,0.051352,0.144443,0.689138,0.702631,0.088364,0.786031
BTC_2024_5M,dio_00ja,33,0.01655,tragend_unruhig,0.606061,0.698091,0.532767,0.159838,0.80924,0.051255,0.104733,0.077506,0.077506,0.245626,0.733553,0.554658,0.128761,0.752996
BTC_2024_5M,dio_19pg,16,0.008024,tragend_unruhig,0.625,0.691541,0.51211,0.156756,0.816297,0.06899,0.103552,0.083955,0.083955,0.048194,0.641045,0.596209,0.152945,0.747781
BTC_2024_5M,dio_12fw,10,0.005015,tragend_unruhig,0.8,0.677727,0.490267,0.171,0.803225,0.124049,0.139582,0.127025,0.127025,0.057267,0.597846,0.539634,0.251074,0.727216
BTC_2024_5M,dio_1o4z,11,0.005517,stabil,0.909091,0.696108,0.510442,0.14799,0.837055,0.061512,0.097389,0.077849,0.077849,0.060238,0.611368,0.605706,0.139361,0.755788
BTC_2024_5M,dio_0dd2,20,0.01003,stabil,1.0,0.714615,0.535881,0.13423,0.873982,0.07787,0.071733,0.07499,0.07499,0.114299,0.675156,0.776432,0.152859,0.775179
BTC_2024_5M,dio_02xf,10,0.005015,stabil,0.5,0.691172,0.505641,0.150087,0.813383,0.017469,0.093857,0.053789,0.053789,0.085337,0.609474,0.5424,0.071257,0.753047
BTC_2024_5M,dio_1uof,10,0.005015,stabil,0.7,0.695311,0.507936,0.142686,0.821951,0.005798,0.083363,0.041898,0.041898,0.037715,0.600002,0.553845,0.043494,0.759577
BTC_2024_5M,dio_1gp2,24,0.012036,stabil,0.875,0.701976,0.530703,0.150254,0.828061,0.049878,0.107642,0.080663,0.080663,0.226104,0.711597,0.538786,0.130541,0.759154
BTC_2024_5M,dio_0kx9,15,0.007523,stabil,1.0,0.722473,0.537854,0.113571,0.885223,0.012657,0.061201,0.033049,0.033049,0.091689,0.647207,0.707781,0.044029,0.79162
BTC_2024_5M,dio_1jc2,12,0.006018,stabil,1.0,0.720953,0.532761,0.11365,0.886177,0.011056,0.05808,0.032708,0.032708,0.091371,0.629388,0.703946,0.043764,0.790605
BTC_2024_5M,dio_09bn,20,0.01003,stabil,1.0,0.718832,0.539915,0.127031,0.885853,0.072898,0.076467,0.075002,0.075002,0.103025,0.671621,0.762277,0.147901,0.781146
BTC_2024_5M,dio_04uf,15,0.007523,tragend_unruhig,0.666667,0.685354,0.50673,0.166579,0.815974,0.129453,0.127035,0.124309,0.124309,0.081711,0.64307,0.576325,0.253763,0.735774
BTC_2024_5M,dio_1xrt,12,0.006018,stabil,1.0,0.703972,0.515986,0.138474,0.852379,0.053803,0.096745,0.079258,0.079258,0.105025,0.634047,0.605564,0.133061,0.764203
BTC_2024_5M,dio_1v2w,15,0.007523,tragend_unruhig,1.0,0.674246,0.501053,0.179117,0.764458,0.052613,0.125855,0.082747,0.082747,0.131525,0.653585,0.471287,0.13536,0.727069
BTC_2024_5M,dio_087m,10,0.005015,stabil,1.0,0.720295,0.529005,0.117534,0.910645,0.071581,0.080922,0.077412,0.077412,0.062852,0.602041,0.782556,0.148992,0.786404
BTC_2024_5M,dio_169a,20,0.01003,stabil,0.75,0.692116,0.510216,0.166181,0.835901,0.175397,0.151162,0.159195,0.159195,0.106088,0.669651,0.669268,0.334593,0.736497
SOL_2024_5M,dio_0obq,24,0.012036,stabil,1.0,0.696938,0.517475,0.156459,0.837794,0.136716,0.138411,0.137757,0.137757,0.10016,0.680722,0.622931,0.274473,0.745591
SOL_2024_5M,dio_06er,10,0.005015,stabil,1.0,0.72055,0.52443,0.119816,0.896516,0.044801,0.05613,0.049543,0.049543,0.036515,0.598387,0.804951,0.094344,0.786572
SOL_2024_5M,dio_155c,94,0.047141,stabil,0.968085,0.711512,0.553669,0.156242,0.846226,0.122983,0.115244,0.120067,0.120067,0.338022,0.792987,0.643083,0.24305,0.760669
SOL_2024_5M,dio_0oc3,36,0.018054,stabil,0.861111,0.691651,0.517371,0.171374,0.823006,0.177439,0.166653,0.170152,0.170152,0.157929,0.718568,0.62006,0.347591,0.732769
SOL_2024_5M,dio_0h9h,69,0.034604,stabil,1.0,0.720655,0.558899,0.139201,0.862109,0.070171,0.087572,0.081295,0.081295,0.289038,0.775801,0.65967,0.151466,0.777437
SOL_2024_5M,dio_104t,113,0.05667,stabil,0.982301,0.717867,0.562832,0.1484,0.845179,0.06578,0.086972,0.078855,0.078855,0.377366,0.809794,0.653376,0.144635,0.772676
SOL_2024_5M,dio_06s7,30,0.015045,stabil,1.0,0.723289,0.550375,0.122372,0.877081,0.034296,0.072142,0.052116,0.052116,0.16133,0.709856,0.692419,0.086412,0.787697
SOL_2024_5M,dio_05gr,11,0.005517,tragend_unruhig,0.909091,0.67356,0.480312,0.183898,0.798724,0.182935,0.164314,0.167317,0.167317,0.039494,0.608035,0.635174,0.350253,0.713641
SOL_2024_5M,dio_0l7p,57,0.028586,stabil,1.0,0.72088,0.558429,0.135479,0.855872,0.035578,0.071261,0.053193,0.053193,0.276865,0.766471,0.669917,0.08877,0.781525
SOL_2024_5M,dio_169a,15,0.007523,stabil,0.6,0.686124,0.499052,0.169988,0.826585,0.176765,0.152321,0.15868,0.15868,0.045346,0.634256,0.657756,0.335445,0.730121
SOL_2024_5M,dio_00ly,32,0.016048,stabil,1.0,0.714121,0.542977,0.136076,0.859813,0.063649,0.088521,0.07714,0.07714,0.157919,0.710434,0.664744,0.14079,0.773544
SOL_2024_5M,dio_0m9z,98,0.049147,stabil,0.734694,0.706797,0.550872,0.16322,0.829074,0.117259,0.113379,0.112753,0.112753,0.347216,0.796657,0.670089,0.230012,0.75503
SOL_2024_5M,dio_1492,20,0.01003,stabil,1.0,0.725488,0.546588,0.117493,0.895296,0.03774,0.066671,0.050766,0.050766,0.116981,0.674144,0.786236,0.088506,0.792348
SOL_2024_5M,dio_17dc,11,0.005517,stabil,1.0,0.699994,0.510104,0.144008,0.864581,0.131954,0.115236,0.122092,0.122092,0.046641,0.607097,0.632256,0.254046,0.754857
SOL_2024_5M,dio_1jc2,21,0.010532,stabil,1.0,0.725997,0.548198,0.115924,0.884574,0.011599,0.06008,0.032697,0.032697,0.177935,0.690922,0.711791,0.041526,0.794048
SOL_2024_5M,dio_17db,15,0.007523,tragend_unruhig,0.8,0.67564,0.494158,0.182598,0.803832,0.182997,0.161453,0.16558,0.16558,0.063847,0.639966,0.721374,0.348577,0.718217
SOL_2024_5M,dio_1xrt,23,0.011535,stabil,1.0,0.708102,0.530199,0.139129,0.850319,0.061567,0.101509,0.083755,0.083755,0.117498,0.684435,0.595924,0.145322,0.766444
SOL_2024_5M,dio_00ja,35,0.017553,tragend_unruhig,0.742857,0.694382,0.52955,0.162579,0.801875,0.054429,0.111453,0.083218,0.083218,0.19181,0.72196,0.518452,0.137647,0.748558
SOL_2024_5M,dio_1gp2,23,0.011535,stabil,0.782609,0.699924,0.526591,0.149897,0.825322,0.048803,0.106599,0.07939,0.07939,0.150233,0.690432,0.537368,0.128192,0.757485
SOL_2024_5M,dio_1sa0,12,0.006018,stabil,1.0,0.697124,0.51443,0.152435,0.860212,0.134569,0.12215,0.127129,0.127129,0.065004,0.618188,0.707761,0.261698,0.751862
SOL_2024_5M,dio_0kx9,18,0.009027,stabil,1.0,0.725631,0.543529,0.11236,0.888622,0.010458,0.060753,0.032467,0.032467,0.104267,0.662211,0.721332,0.042819,0.794657
SOL_2024_5M,dio_17ct,31,0.015547,stabil,1.0,0.712141,0.543675,0.145845,0.86882,0.118624,0.099073,0.110209,0.110209,0.221683,0.723757,0.718599,0.228833,0.766928
SOL_2024_5M,dio_1cic,10,0.005015,stabil,1.0,0.702059,0.510933,0.135173,0.846124,0.022829,0.082236,0.054968,0.054968,0.039012,0.599727,0.621413,0.077796,0.766198
SOL_2024_5M,dio_09bn,14,0.007021,stabil,1.0,0.715529,0.530251,0.126644,0.887932,0.074221,0.076278,0.076504,0.076504,0.056041,0.632536,0.744872,0.150725,0.778772
SOL_2024_5M,dio_0g2r,23,0.011535,stabil,0.869565,0.70124,0.525658,0.145474,0.830241,0.046431,0.108654,0.078302,0.078302,0.082983,0.673765,0.525835,0.124732,0.759727
SOL_2024_5M,dio_1ewh,28,0.014042,stabil,1.0,0.705029,0.532334,0.146398,0.833988,0.047497,0.094786,0.076542,0.076542,0.158837,0.705295,0.592285,0.124039,0.762778
SOL_2024_5M,dio_1772,10,0.005015,tragend_unruhig,0.7,0.679704,0.489094,0.169549,0.8084,0.125966,0.131465,0.125672,0.125672,0.043521,0.59578,0.599051,0.251638,0.728949
SOL_2024_5M,dio_0tay,16,0.008024,stabil,1.0,0.706183,0.525571,0.142292,0.857918,0.080882,0.08543,0.081398,0.081398,0.096383,0.651737,0.752696,0.162281,0.765317
SOL_2024_5M,dio_1kpz,29,0.014544,stabil,1.0,0.723891,0.550145,0.121775,0.879637,0.037085,0.070071,0.051946,0.051946,0.158618,0.707028,0.700504,0.089031,0.788332
SOL_2024_5M,dio_07uk,14,0.007021,stabil,1.0,0.713922,0.530715,0.134679,0.894959,0.122136,0.100217,0.114282,0.114282,0.158831,0.65547,0.7468,0.236418,0.772013
SOL_2024_5M,dio_14wj,31,0.015547,stabil,1.0,0.722582,0.550603,0.125499,0.863187,0.010007,0.060694,0.034156,0.034156,0.218346,0.725261,0.662405,0.038942,0.787237
SOL_2024_5M,dio_1lsu,21,0.010532,stabil,1.0,0.700576,0.521627,0.149873,0.845001,0.115686,0.112533,0.112316,0.112316,0.0762,0.665572,0.651358,0.228002,0.753802
SOL_2024_5M,dio_0pz6,36,0.018054,stabil,1.0,0.722161,0.554993,0.131456,0.882288,0.07339,0.081798,0.077434,0.077434,0.215432,0.730649,0.758302,0.150823,0.783027
SOL_2024_5M,dio_0fe7,11,0.005517,stabil,1.0,0.702462,0.512004,0.136155,0.852026,0.045579,0.095769,0.075239,0.075239,0.034372,0.607109,0.577801,0.120818,0.764252
SOL_2024_5M,dio_0lsd,13,0.00652,stabil,0.538462,0.684711,0.501924,0.163937,0.813832,0.114774,0.135464,0.119722,0.119722,0.078258,0.628615,0.541626,0.234496,0.73602
SOL_2024_5M,dio_18im,10,0.005015,stabil,1.0,0.685979,0.494495,0.165363,0.845264,0.192961,0.158972,0.173642,0.173642,0.069757,0.604707,0.641166,0.366603,0.731641
SOL_2024_5M,dio_1q85,17,0.008526,stabil,0.882353,0.695948,0.51813,0.160537,0.839909,0.126644,0.112748,0.117555,0.117555,0.148642,0.667072,0.758635,0.244199,0.747869
SOL_2024_5M,dio_05yg,23,0.011535,tragend_unruhig,0.956522,0.681859,0.511819,0.177361,0.79183,0.117949,0.128503,0.117374,0.117374,0.123043,0.681827,0.587892,0.235324,0.730058
SOL_2024_5M,dio_0nlj,22,0.011033,stabil,1.0,0.727516,0.550124,0.11752,0.898566,0.038758,0.06568,0.051833,0.051833,0.14428,0.686299,0.781524,0.090591,0.794099
SOL_2024_5M,dio_0jkk,23,0.011535,tragend_unruhig,1.0,0.678024,0.50702,0.181647,0.780324,0.115758,0.14087,0.123543,0.123543,0.141088,0.686607,0.510621,0.239302,0.724418
SOL_2024_5M,dio_1un4,10,0.005015,tragend_unruhig,1.0,0.638172,0.45234,0.227795,0.728377,0.276222,0.233719,0.229771,0.229771,0.048541,0.596994,0.589671,0.505993,0.664355
SOL_2024_5M,dio_19pg,15,0.007523,tragend_unruhig,0.8,0.689782,0.511478,0.158527,0.812551,0.068005,0.100444,0.081742,0.081742,0.071764,0.642375,0.581316,0.149748,0.746347
SOL_2024_5M,dio_04uf,21,0.010532,tragend_unruhig,0.52381,0.690236,0.515798,0.165658,0.820258,0.130684,0.126252,0.125224,0.125224,0.107712,0.673249,0.578202,0.255908,0.739698
SOL_2024_5M,dio_087m,13,0.00652,stabil,1.0,0.721058,0.534718,0.118714,0.905686,0.073165,0.079226,0.07809,0.07809,0.069445,0.63049,0.766431,0.151255,0.786203
SOL_2024_5M,dio_1o4z,14,0.007021,stabil,0.642857,0.696666,0.515025,0.149112,0.832669,0.063492,0.101676,0.079697,0.079697,0.056358,0.631639,0.603093,0.143188,0.755321
SOL_2024_5M,dio_12fw,16,0.008024,tragend_unruhig,0.875,0.681339,0.50367,0.17368,0.79782,0.122619,0.140302,0.124929,0.124929,0.144085,0.66181,0.54068,0.247549,0.729317
SOL_2024_5M,dio_1mwv,11,0.005517,stabil,1.0,0.706547,0.520043,0.139875,0.884233,0.129443,0.106661,0.119505,0.119505,0.110882,0.621641,0.730065,0.248948,0.763875
SOL_2024_5M,dio_02xf,12,0.006018,tragend_unruhig,0.666667,0.693814,0.510692,0.149164,0.816151,0.026528,0.091928,0.053951,0.053951,0.07967,0.627288,0.580195,0.080478,0.754893
SOL_2024_5M,dio_1u5i,11,0.005517,stabil,1.0,0.70627,0.517253,0.130221,0.849416,0.007602,0.071069,0.041988,0.041988,0.059521,0.612759,0.604546,0.040824,0.772242
SOL_2024_5M,dio_1v2w,17,0.008526,tragend_unruhig,1.0,0.67667,0.506281,0.178756,0.768908,0.05721,0.123417,0.08495,0.08495,0.16603,0.671773,0.467089,0.14216,0.729229
KAS_2024_5M,dio_1r55,16,0.008024,stabil,1.0,0.704008,0.519066,0.147883,0.865079,0.135772,0.125445,0.131677,0.131677,0.162932,0.666739,0.725026,0.26745,0.755896
KAS_2024_5M,dio_0z9t,10,0.005015,stabil,1.0,0.701047,0.510641,0.146751,0.866076,0.110033,0.095424,0.10654,0.10654,0.087326,0.609014,0.784569,0.216572,0.758009
KAS_2024_5M,dio_1ewh,33,0.01655,stabil,0.939394,0.704744,0.533537,0.147488,0.83238,0.056826,0.097586,0.080683,0.080683,0.135885,0.70821,0.600426,0.137509,0.761413
KAS_2024_5M,dio_0kx9,16,0.008024,stabil,1.0,0.721885,0.537526,0.114324,0.883212,0.012562,0.061744,0.035657,0.035657,0.064834,0.646317,0.682986,0.046495,0.790578
KAS_2024_5M,dio_104t,111,0.055667,stabil,1.0,0.718874,0.563859,0.146842,0.848279,0.065439,0.084961,0.077464,0.077464,0.379297,0.80892,0.655641,0.142903,0.774233
KAS_2024_5M,dio_0g2r,19,0.009529,stabil,0.894737,0.699488,0.52091,0.146364,0.831131,0.052659,0.110117,0.08278,0.08278,0.082913,0.661173,0.542726,0.13544,0.757613
KAS_2024_5M,dio_1772,11,0.005517,stabil,0.636364,0.684609,0.496014,0.164925,0.815952,0.117775,0.127085,0.119523,0.119523,0.084541,0.615579,0.616757,0.237298,0.735076
KAS_2024_5M,dio_0oc3,31,0.015547,stabil,0.967742,0.691978,0.516442,0.169478,0.827016,0.176899,0.166364,0.169842,0.169842,0.171599,0.712888,0.622766,0.346741,0.733942
KAS_2024_5M,dio_0dd2,12,0.006018,stabil,1.0,0.712661,0.52474,0.131868,0.881551,0.076695,0.070178,0.074072,0.074072,0.091906,0.628268,0.780786,0.150767,0.774832
KAS_2024_5M,dio_0l7p,59,0.029589,stabil,1.0,0.722626,0.560124,0.134172,0.859538,0.035327,0.069821,0.053305,0.053305,0.292664,0.770801,0.67106,0.088632,0.783338
KAS_2024_5M,dio_0m9z,80,0.04012,stabil,0.7,0.70492,0.546682,0.163424,0.828601,0.11909,0.113292,0.114748,0.114748,0.306856,0.781265,0.666868,0.233837,0.753305
KAS_2024_5M,dio_17ct,36,0.018054,stabil,1.0,0.710776,0.542613,0.149848,0.862252,0.125216,0.105122,0.115715,0.115715,0.214926,0.728798,0.716862,0.240931,0.763323
KAS_2024_5M,dio_09bn,20,0.01003,stabil,1.0,0.718249,0.541194,0.129891,0.884758,0.074325,0.080693,0.077355,0.077355,0.154286,0.682251,0.76526,0.15168,0.780194
KAS_2024_5M,dio_00ly,45,0.022568,stabil,1.0,0.718945,0.552685,0.136815,0.864225,0.067987,0.088434,0.077986,0.077986,0.250189,0.748781,0.674966,0.145974,0.777149
KAS_2024_5M,dio_0h9h,59,0.029589,stabil,1.0,0.719383,0.556483,0.139589,0.862039,0.071898,0.088369,0.081916,0.081916,0.284613,0.767667,0.660732,0.153815,0.776403
KAS_2024_5M,dio_1u5i,16,0.008024,stabil,1.0,0.712117,0.527558,0.127401,0.856078,0.00717,0.070604,0.043313,0.043313,0.065924,0.645869,0.604106,0.043292,0.777545
KAS_2024_5M,dio_14wj,41,0.020562,stabil,1.0,0.725265,0.557212,0.123504,0.867425,0.009502,0.057761,0.033157,0.033157,0.216996,0.737978,0.675584,0.039042,0.790559
KAS_2024_5M,dio_05gr,10,0.005015,tragend_unruhig,0.9,0.667872,0.478953,0.188108,0.792512,0.191378,0.169772,0.172446,0.172446,0.067424,0.598281,0.603506,0.363825,0.708744
KAS_2024_5M,dio_06s7,33,0.01655,stabil,1.0,0.724245,0.553219,0.123016,0.877617,0.036028,0.072318,0.052623,0.052623,0.182513,0.719415,0.705513,0.088651,0.788337
KAS_2024_5M,dio_1sa0,14,0.007021,stabil,1.0,0.699329,0.520002,0.151423,0.858997,0.125059,0.121444,0.121778,0.121778,0.099039,0.639366,0.706271,0.246837,0.754483
KAS_2024_5M,dio_155c,74,0.037111,stabil,1.0,0.711311,0.550287,0.153798,0.85048,0.124359,0.115097,0.12118,0.12118,0.296323,0.776109,0.645739,0.245538,0.761137
KAS_2024_5M,dio_1492,15,0.007523,stabil,1.0,0.724306,0.540612,0.115025,0.901743,0.041278,0.06639,0.052735,0.052735,0.080616,0.644072,0.802989,0.094013,0.792345
KAS_2024_5M,dio_0pz6,32,0.016048,stabil,1.0,0.722161,0.552493,0.130575,0.883921,0.075829,0.080311,0.078147,0.078147,0.21271,0.72439,0.752278,0.153975,0.78286
KAS_2024_5M,dio_1lsu,27,0.013541,stabil,0.925926,0.701129,0.52771,0.154805,0.843778,0.130498,0.120661,0.122574,0.122574,0.15302,0.697356,0.644724,0.253072,0.752079
KAS_2024_5M,dio_0obq,31,0.015547,stabil,1.0,0.70116,0.525167,0.15451,0.843928,0.13553,0.13963,0.139076,0.139076,0.14137,0.704544,0.623846,0.274605,0.749758
KAS_2024_5M,dio_1o4z,15,0.007523,stabil,1.0,0.70209,0.519718,0.145652,0.843259,0.064584,0.101113,0.079941,0.079941,0.080473,0.640558,0.635932,0.144525,0.760478
KAS_2024_5M,dio_1mwv,17,0.008526,stabil,1.0,0.710619,0.529015,0.13837,0.884925,0.13263,0.108288,0.121912,0.121912,0.091337,0.654435,0.722834,0.254542,0.766591
KAS_2024_5M,dio_169a,13,0.00652,stabil,0.846154,0.688566,0.500209,0.164577,0.838933,0.170716,0.145452,0.158986,0.158986,0.06503,0.629794,0.637962,0.329702,0.734927
KAS_2024_5M,dio_1q85,22,0.011033,stabil,0.909091,0.701095,0.528345,0.158085,0.844083,0.117095,0.104258,0.109097,0.109097,0.213373,0.702712,0.75456,0.226193,0.753878
KAS_2024_5M,dio_0nlj,18,0.009027,stabil,1.0,0.724387,0.545003,0.118963,0.894667,0.042271,0.065665,0.053032,0.053032,0.154338,0.676089,0.777596,0.095303,0.790882
KAS_2024_5M,dio_1kpz,23,0.011535,stabil,1.0,0.722527,0.545995,0.121499,0.879874,0.033761,0.070232,0.050662,0.050662,0.163692,0.694152,0.703376,0.084423,0.787627
