start_tick,end_tick,length,top_family,top_family_count,temporal_top,field_effect_top,adaptive_top,close_start,close_end,ret_sum,range_avg,volume_avg,carry_avg,strain_avg,rekopplung_avg,sensory_coupling_avg,hearing_gap_avg,visual_gap_avg,afterimage_avg,recurrence_avg,felt_pressure_avg,auditory_loudness_avg,visual_sharpness_avg
3908,3917,10,dio_0z35,1,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.095e-05,1.1e-05,0.0011075909355038635,0.018361499809357557,814273314227.2,0.4775894,0.1796182,0.6687528,0.8233838,0.1407396,0.1761117,0.2249454,0.2568182,0.15677839999999998,0.276523,0.6160017
3936,3936,1,dio_1a09,1,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.023e-05,1.023e-05,-0.01634615384615385,0.02307692307692302,624308187911.0,0.475873,0.187283,0.658442,0.765389,0.181611,0.296865,0.158741,0.285714,0.190235,0.343812,0.523208
3938,3968,31,dio_0m9z,2,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.027e-05,1.049e-05,0.026690011550413416,0.011111140688566692,252507900732.09677,0.5457387096774193,0.1754028064516129,0.6996184516129033,0.8203308709677419,0.0803545806451613,0.25304077419354837,0.6392243548387097,0.6823725161290323,0.12017303225806451,0.1768911612903226,0.5699548709677419
4195,4210,16,dio_104t,2,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.08e-05,1.089e-05,0.00845878224267209,0.010178864959459947,263862497851.8125,0.5469715,0.178394,0.698284,0.82027675,0.09733125,0.2414779375,0.653482375,0.697968125,0.1234890625,0.2030489375,0.6191355
4234,4240,7,dio_0u0b,1,temporal_far_return,field_mixed,adaptive_rekopplung_nahe_statisch,1.021e-05,1.025e-05,0.013962158662044541,0.01234955463389115,353271970123.8571,0.5016947142857143,0.18203014285714286,0.6785005714285715,0.8193278571428572,0.14992585714285714,0.16311771428571428,0.40107985714285715,0.4415525714285714,0.15599914285714286,0.2911102857142857,0.5276111428571428
5079,5080,2,dio_0jkk,1,temporal_far_return,field_mixed,adaptive_jung,9.29e-06,9.31e-06,-0.005341843482260888,0.007503881317923173,134750091336.5,0.5707875,0.1922725,0.7029275,0.801898,0.089907,0.3070535,0.8496410000000001,0.938419,0.117781,0.1953,0.5296095
5723,5739,17,dio_1fe0,2,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.091e-05,1.079e-05,-0.015412676302149797,0.011276239457051106,393462247121.4706,0.5480957058823529,0.17624747058823528,0.698883294117647,0.8185207647058823,0.08930564705882353,0.2589400588235294,0.633109294117647,0.6869307058823529,0.12193794117647058,0.1897019411764706,0.6001069411764706
5931,5934,4,dio_0ahb,1,temporal_far_return,field_mixed,adaptive_jung,1.247e-05,1.261e-05,-0.003049436615057628,0.011362028294686737,518274952305.5,0.52429025,0.19304125,0.68157875,0.7929945,0.0878265,0.32684775,0.60684125,0.60234975,0.138942,0.19462475,0.47686375
6040,6047,8,dio_0ssi,1,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.379e-05,1.384e-05,0.005829642709146749,0.008516110900913232,317403122148.25,0.5736755,0.17719725,0.716194,0.83682825,0.093386,0.210375625,0.846411875,0.87758575,0.110301,0.19267362500000002,0.6316905
6132,6137,6,dio_1a0z,1,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.375e-05,1.371e-05,0.006628534454866469,0.009241767626096076,230409531247.0,0.5832691666666667,0.172083,0.7182708333333333,0.844701,0.081709,0.18622116666666666,0.8845463333333333,0.9093576666666666,0.101566,0.17387966666666665,0.644328
6251,6263,13,dio_1lsu,3,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.344e-05,1.351e-05,0.009030638704837718,0.008894412781056512,179653487048.92307,0.5813272307692308,0.17425953846153847,0.7165783076923077,0.8430080769230769,0.1028743076923077,0.17832261538461538,0.8681146923076923,0.9082263076923077,0.10960607692307693,0.20660915384615386,0.6658693846153846
6269,6280,12,dio_0cky,2,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.334e-05,1.357e-05,0.02171199683605391,0.00847704651019842,134645207854.08333,0.54277825,0.17913175,0.6982551666666666,0.8136174166666666,0.10258408333333333,0.2586711666666667,0.6325875833333333,0.67632625,0.1268125,0.21117441666666667,0.5812588333333333
6607,6634,28,dio_0m9z,3,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.52e-05,1.482e-05,-0.02294804385674453,0.009781716469259545,225594432182.0357,0.5517202857142858,0.17194742857142858,0.7035794285714285,0.83110575,0.08648796428571429,0.22016275,0.6585157142857143,0.7080662142857143,0.11497532142857143,0.18380925,0.6224988571428571
6636,6639,4,dio_0klp,1,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.472e-05,1.469e-05,-0.012772253016408327,0.009634337711291786,101038106364.0,0.56867825,0.1698325,0.71032725,0.8205797499999999,0.049458999999999996,0.28055800000000003,0.77147175,0.82081075,0.100215,0.10787450000000001,0.56375825
8175,8177,3,dio_1cic,1,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.514e-05,1.504e-05,-0.004628759419037974,0.008379035174608314,246803460391.66666,0.5779703333333334,0.17793333333333333,0.7144486666666666,0.8364276666666667,0.09142833333333333,0.19957433333333333,0.894596,0.9010256666666666,0.10790833333333333,0.19086133333333333,0.6769413333333333
8449,8467,19,dio_00ly,2,temporal_far_return,field_carried,adaptive_rekopplung_nahe_statisch,1.338e-05,1.331e-05,-0.0028760446487139137,0.008051869774590492,240372834568.26315,0.5713059473684211,0.17039952631578947,0.7153326315789473,0.8444918421052632,0.08856721052631579,0.187113,0.7844060526315789,0.8289381578947368,0.10777852631578948,0.18707763157894736,0.6535581052631579
