token,world,tick,prev_token,next_token,prev_role,current_role,next_role,prev_same,next_same,prev_next_pair,current_rekopplung,prev_rekopplung,next_rekopplung,current_strain,prev_strain,next_strain,current_loudness,prev_loudness,next_loudness,current_blur,prev_blur,next_blur,current_tension,prev_tension,next_tension
dio_mcm_episode_02ujuqf,PAXG_2025_5M,8206,dio_mcm_episode_02ujuqf,dio_mcm_episode_1xx3u1e,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_02ujuqf->dio_mcm_episode_1xx3u1e,0.774034,0.766406,0.721241,0.116161,0.130353,0.15352,0.026417,0.036625,0.220693,0.189617,0.303133,0.350483,0.021052,0.028676,0.117654
dio_mcm_episode_02ujuqf,XRP_2024_5M,8085,dio_mcm_episode_1n2f96o,dio_mcm_episode_02ujuqf,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_1n2f96o->dio_mcm_episode_02ujuqf,0.72104,0.721462,0.727128,0.150236,0.145537,0.133877,0.125989,0.180358,0.222981,0.35093,0.26499,0.241031,0.067553,0.087637,0.107994
dio_mcm_episode_02ujuqf,XRP_2024_5M,8086,dio_mcm_episode_02ujuqf,dio_mcm_episode_02ujuqf,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_02ujuqf->dio_mcm_episode_02ujuqf,0.727128,0.72104,0.740188,0.133877,0.150236,0.111221,0.222981,0.125989,0.072418,0.241031,0.35093,0.207705,0.107994,0.067553,0.040535
dio_mcm_episode_02ujuqf,XRP_2024_5M,8087,dio_mcm_episode_02ujuqf,dio_mcm_episode_1xx3u1e,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_02ujuqf->dio_mcm_episode_1xx3u1e,0.740188,0.727128,0.730681,0.111221,0.133877,0.126416,0.072418,0.222981,0.108914,0.207705,0.241031,0.257802,0.040535,0.107994,0.058241
dio_mcm_episode_02ujuqf,XRP_2025_5M,4814,dio_mcm_episode_1xm3b1l,dio_mcm_episode_02ujuqf,zentrum_stabil,zentrum_stabil,offene_variante,0,1,dio_mcm_episode_1xm3b1l->dio_mcm_episode_02ujuqf,0.725754,0.695353,0.681246,0.14137,0.162981,0.193141,0.136741,0.287325,0.374366,0.308265,0.429202,0.333038,0.070714,0.1325,0.176264
dio_mcm_episode_02ujuqf,XRP_2025_5M,4815,dio_mcm_episode_02ujuqf,dio_mcm_episode_02ujuqf,zentrum_stabil,offene_variante,zentrum_stabil,1,1,dio_mcm_episode_02ujuqf->dio_mcm_episode_02ujuqf,0.681246,0.725754,0.674035,0.193141,0.14137,0.176329,0.374366,0.136741,0.427797,0.333038,0.308265,0.416939,0.176264,0.070714,0.198846
dio_mcm_episode_02ujuqf,XRP_2025_5M,4816,dio_mcm_episode_02ujuqf,dio_mcm_episode_1xx3u1e,offene_variante,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_02ujuqf->dio_mcm_episode_1xx3u1e,0.674035,0.681246,0.729452,0.176329,0.193141,0.137546,0.427797,0.374366,0.130034,0.416939,0.333038,0.259853,0.198846,0.176264,0.068367
dio_mcm_episode_08ubq99,PAXG_2025_5M,6149,dio_mcm_episode_05lquqm,dio_mcm_episode_0jatqr8,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_05lquqm->dio_mcm_episode_0jatqr8,0.742361,0.705243,0.731751,0.160749,0.18561,0.123024,0.20339,0.460645,0.041286,0.408183,0.22664,0.367901,0.109547,0.226509,0.034114
dio_mcm_episode_0ag2osp,DOGE_2024_5M,3225,dio_mcm_episode_1bnkysm,dio_mcm_episode_05lquqm,zentrum_stabil,offene_variante,zentrum_stabil,0,0,dio_mcm_episode_1bnkysm->dio_mcm_episode_05lquqm,0.656466,0.727799,0.733235,0.207267,0.120881,0.105289,0.519251,0.204044,0.130073,0.250462,0.224268,0.180807,0.247543,0.098843,0.069703
dio_mcm_episode_0ag2osp,PAXG_2025_5M,2051,dio_mcm_episode_1iqf51c,dio_mcm_episode_0a6333q,offene_variante,zentrum_stabil,offene_variante,0,0,dio_mcm_episode_1iqf51c->dio_mcm_episode_0a6333q,0.727296,0.672558,0.594686,0.13625,0.18675,0.265404,0.150148,0.37373,0.630662,0.313826,0.351921,0.344468,0.07556,0.175973,0.289957
dio_mcm_episode_0ag2osp,PAXG_2025_5M,8195,dio_mcm_episode_1j0eqqb,dio_mcm_episode_0rsf867,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_1j0eqqb->dio_mcm_episode_0rsf867,0.718773,0.736811,0.739167,0.135025,0.1212,0.128173,0.00515,0.10291,0.016283,0.439747,0.305937,0.332147,0.027325,0.056128,0.027013
dio_mcm_episode_0ag2osp,PAXG_2025_5M,8197,dio_mcm_episode_0rsf867,dio_mcm_episode_0i8oyce,zentrum_stabil,zentrum_stabil,offene_variante,0,0,dio_mcm_episode_0rsf867->dio_mcm_episode_0i8oyce,0.689946,0.739167,0.69963,0.1579,0.128173,0.164113,0.37682,0.016283,0.17559,0.311799,0.332147,0.415541,0.176981,0.027013,0.090239
dio_mcm_episode_0ag2osp,XRP_2024_5M,3981,dio_mcm_episode_09w6mwq,dio_mcm_episode_09w6mwq,offene_variante,zentrum_stabil,offene_variante,0,0,dio_mcm_episode_09w6mwq->dio_mcm_episode_09w6mwq,0.692586,0.688283,0.703318,0.156622,0.161802,0.152884,0.209579,0.118656,0.034678,0.629326,0.509986,0.494298,0.118702,0.075302,0.046126
dio_mcm_episode_0ag2osp,XRP_2025_5M,4805,dio_mcm_episode_0fkg6al,dio_mcm_episode_1b3r4if,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_0fkg6al->dio_mcm_episode_1b3r4if,0.709725,0.705048,0.738396,0.157856,0.160014,0.1157,0.229562,0.2054,0.123178,0.228399,0.263995,0.18237,0.110619,0.102349,0.065148
dio_mcm_episode_0aztxel,DOGE_2025_5M,2761,dio_mcm_episode_0ultars,dio_mcm_episode_0aztxel,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_0ultars->dio_mcm_episode_0aztxel,0.715057,0.704094,0.707665,0.131518,0.171669,0.114221,0.154228,0.237682,0.072948,0.326122,0.410944,0.353082,0.081472,0.12277,0.050551
dio_mcm_episode_0aztxel,DOGE_2025_5M,2762,dio_mcm_episode_0aztxel,dio_mcm_episode_0hjnwsk,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0aztxel->dio_mcm_episode_0hjnwsk,0.707665,0.715057,0.696548,0.114221,0.131518,0.134123,0.072948,0.154228,0.260989,0.353082,0.326122,0.190718,0.050551,0.081472,0.127218
dio_mcm_episode_0aztxel,DOGE_2025_5M,3637,dio_mcm_episode_0ultars,dio_mcm_episode_0aztxel,offene_variante,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_0ultars->dio_mcm_episode_0aztxel,0.706443,0.681742,0.704,0.149466,0.180629,0.165194,0.171815,0.303126,0.327183,0.400832,0.397014,0.372023,0.09777,0.147712,0.169046
dio_mcm_episode_0aztxel,DOGE_2025_5M,3638,dio_mcm_episode_0aztxel,dio_mcm_episode_0hjnwsk,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0aztxel->dio_mcm_episode_0hjnwsk,0.704,0.706443,0.730651,0.165194,0.149466,0.123828,0.327183,0.171815,0.093698,0.372023,0.400832,0.236187,0.169046,0.09777,0.056567
dio_mcm_episode_0aztxel,SOL_2024_5M,1181,dio_mcm_episode_0apubpm,dio_mcm_episode_0hjnwsk,zentrum_stabil,zentrum_stabil,offene_variante,0,0,dio_mcm_episode_0apubpm->dio_mcm_episode_0hjnwsk,0.708337,0.698365,0.636536,0.111424,0.143086,0.197989,0.043144,0.275836,0.131969,0.30705,0.380362,0.651379,0.036917,0.130856,0.089429
dio_mcm_episode_0aztxel,XRP_2025_5M,2335,dio_mcm_episode_0l3i7ey,dio_mcm_episode_0jbl5pq,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_0l3i7ey->dio_mcm_episode_0jbl5pq,0.704029,0.70324,0.675863,0.162005,0.152698,0.163425,0.336937,0.122644,0.306743,0.346038,0.446443,0.523405,0.158888,0.078568,0.150572
dio_mcm_episode_0aztxel,XRP_2025_5M,2760,dio_mcm_episode_0om13wf,dio_mcm_episode_0aztxel,offene_variante,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_0om13wf->dio_mcm_episode_0aztxel,0.710327,0.610126,0.732253,0.146632,0.24288,0.107385,0.236865,0.397398,0.03831,0.300998,0.472668,0.309621,0.112528,0.181875,0.031635
dio_mcm_episode_0aztxel,XRP_2025_5M,2761,dio_mcm_episode_0aztxel,dio_mcm_episode_0aztxel,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0aztxel->dio_mcm_episode_0aztxel,0.732253,0.710327,0.722596,0.107385,0.146632,0.147818,0.03831,0.236865,0.149655,0.309621,0.300998,0.287951,0.031635,0.112528,0.076358
dio_mcm_episode_0aztxel,XRP_2025_5M,2762,dio_mcm_episode_0aztxel,dio_mcm_episode_0hjnwsk,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0aztxel->dio_mcm_episode_0hjnwsk,0.722596,0.732253,0.731308,0.147818,0.107385,0.108375,0.149655,0.03831,0.144685,0.287951,0.309621,0.179494,0.076358,0.031635,0.075861
dio_mcm_episode_0cvptbz,DOGE_2024_5M,3230,dio_mcm_episode_079228h,dio_mcm_episode_0cvptbz,zentrum_stabil,offene_variante,zentrum_stabil,0,1,dio_mcm_episode_079228h->dio_mcm_episode_0cvptbz,0.666336,0.707261,0.731215,0.195186,0.132628,0.120777,0.347906,0.227811,0.17075,0.348756,0.414034,0.230719,0.159193,0.112662,0.086816
dio_mcm_episode_0cvptbz,DOGE_2024_5M,3231,dio_mcm_episode_0cvptbz,dio_mcm_episode_0cvptbz,offene_variante,zentrum_stabil,offene_variante,1,1,dio_mcm_episode_0cvptbz->dio_mcm_episode_0cvptbz,0.731215,0.666336,0.695026,0.120777,0.195186,0.146738,0.17075,0.347906,0.092114,0.230719,0.348756,0.35527,0.086816,0.159193,0.058794
dio_mcm_episode_0cvptbz,DOGE_2024_5M,3232,dio_mcm_episode_0cvptbz,dio_mcm_episode_1f4jh6c,zentrum_stabil,offene_variante,zentrum_stabil,1,0,dio_mcm_episode_0cvptbz->dio_mcm_episode_1f4jh6c,0.695026,0.731215,0.718756,0.146738,0.120777,0.155051,0.092114,0.17075,0.191693,0.35527,0.230719,0.353711,0.058794,0.086816,0.096277
dio_mcm_episode_0cvptbz,PAXG_2025_5M,2057,dio_mcm_episode_0i8oyce,dio_mcm_episode_0cvptbz,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_0i8oyce->dio_mcm_episode_0cvptbz,0.716785,0.727916,0.708786,0.144861,0.13463,0.143678,0.100294,0.171024,0.045253,0.42085,0.34571,0.40591,0.069233,0.091709,0.038075
dio_mcm_episode_0cvptbz,PAXG_2025_5M,2058,dio_mcm_episode_0cvptbz,dio_mcm_episode_0cvptbz,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,1,dio_mcm_episode_0cvptbz->dio_mcm_episode_0cvptbz,0.708786,0.716785,0.674229,0.143678,0.144861,0.145024,0.045253,0.100294,0.061628,0.40591,0.42085,0.362622,0.038075,0.069233,0.043791
dio_mcm_episode_0cvptbz,PAXG_2025_5M,2059,dio_mcm_episode_0cvptbz,dio_mcm_episode_1f4jh6c,zentrum_stabil,zentrum_stabil,offene_variante,1,0,dio_mcm_episode_0cvptbz->dio_mcm_episode_1f4jh6c,0.674229,0.708786,0.692046,0.145024,0.143678,0.16213,0.061628,0.045253,0.133522,0.362622,0.40591,0.483266,0.043791,0.038075,0.081335
dio_mcm_episode_0i5xsu7,DOGE_2025_5M,1909,dio_mcm_episode_0ixmssr,dio_mcm_episode_0pfredm,zentrum_stabil,offene_variante,zentrum_stabil,0,0,dio_mcm_episode_0ixmssr->dio_mcm_episode_0pfredm,0.617858,0.648502,0.653345,0.234901,0.199178,0.180023,0.52673,0.427884,0.174601,0.27756,0.223537,0.336297,0.236949,0.20135,0.10192
dio_mcm_episode_0i8oyce,DOGE_2024_5M,3228,dio_mcm_episode_079228h,dio_mcm_episode_079228h,offene_variante,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_079228h->dio_mcm_episode_079228h,0.703102,0.707284,0.707261,0.16253,0.148523,0.132628,0.357759,0.041237,0.227811,0.365347,0.5093,0.414034,0.180437,0.04394,0.112662
dio_mcm_episode_0i8oyce,PAXG_2025_5M,2055,dio_mcm_episode_0iiok1d,dio_mcm_episode_0i8oyce,zentrum_stabil,offene_variante,zentrum_stabil,0,1,dio_mcm_episode_0iiok1d->dio_mcm_episode_0i8oyce,0.667126,0.685879,0.727916,0.163792,0.14263,0.13463,0.060237,0.163412,0.171024,0.543609,0.193021,0.34571,0.051705,0.085501,0.091709
dio_mcm_episode_0i8oyce,PAXG_2025_5M,2056,dio_mcm_episode_0i8oyce,dio_mcm_episode_0cvptbz,offene_variante,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0i8oyce->dio_mcm_episode_0cvptbz,0.727916,0.667126,0.716785,0.13463,0.163792,0.144861,0.171024,0.060237,0.100294,0.34571,0.543609,0.42085,0.091709,0.051705,0.069233
dio_mcm_episode_0i8oyce,PAXG_2025_5M,8198,dio_mcm_episode_0ag2osp,dio_mcm_episode_0zp5e37,zentrum_stabil,offene_variante,zentrum_stabil,0,0,dio_mcm_episode_0ag2osp->dio_mcm_episode_0zp5e37,0.69963,0.689946,0.726511,0.164113,0.1579,0.136623,0.17559,0.37682,0.143562,0.415541,0.311799,0.400531,0.090239,0.176981,0.085796
dio_mcm_episode_0iiok1d,PAXG_2025_5M,2054,dio_mcm_episode_0a6333q,dio_mcm_episode_0i8oyce,offene_variante,zentrum_stabil,offene_variante,0,0,dio_mcm_episode_0a6333q->dio_mcm_episode_0i8oyce,0.685879,0.634811,0.667126,0.14263,0.213353,0.163792,0.163412,0.371578,0.060237,0.193021,0.233354,0.543609,0.085501,0.178528,0.051705
dio_mcm_episode_0khjbll,DOGE_2025_5M,2,dio_mcm_episode_1yzsm16,dio_mcm_episode_13lt69z,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_1yzsm16->dio_mcm_episode_13lt69z,0.697236,0.671904,0.686269,0.120142,0.157788,0.140084,0.025182,0.228607,0.147178,0.168738,0.195402,0.185298,0.019501,0.114562,0.072205
dio_mcm_episode_0khjbll,XRP_2025_5M,2,dio_mcm_episode_0ssvqb2,dio_mcm_episode_0w4721p,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_0ssvqb2->dio_mcm_episode_0w4721p,0.677457,0.683381,0.712091,0.145871,0.142268,0.109766,0.058315,0.170723,0.039177,0.223408,0.237851,0.224423,0.037804,0.084322,0.030345
dio_mcm_episode_0krixak,PAXG_2024_5M,2,dio_mcm_episode_00i7zy5,dio_mcm_episode_0w4721p,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_00i7zy5->dio_mcm_episode_0w4721p,0.693899,0.669729,0.729032,0.127115,0.156955,0.088977,0.033773,0.156954,0.01042,0.18862,0.342835,0.164148,0.023728,0.088834,0.01414
dio_mcm_episode_0krixak,PAXG_2025_5M,1,-,dio_mcm_episode_0krixak,-,zentrum_stabil,zentrum_stabil,0,1,-->dio_mcm_episode_0krixak,0.692392,0.0,0.719764,0.12857,0.0,0.102137,0.042055,0.0,0.017599,0.183172,0.0,0.205303,0.026474,0.0,0.016764
dio_mcm_episode_0krixak,PAXG_2025_5M,2,dio_mcm_episode_0krixak,dio_mcm_episode_0w4721p,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0krixak->dio_mcm_episode_0w4721p,0.719764,0.692392,0.72727,0.102137,0.12857,0.103311,0.017599,0.042055,0.042307,0.205303,0.183172,0.18491,0.016764,0.026474,0.02633
dio_mcm_episode_0krixak,SYNTH_BRUCH_RAND,1,-,dio_mcm_episode_0krixak,-,zentrum_stabil,zentrum_stabil,0,1,-->dio_mcm_episode_0krixak,0.697312,0.0,0.727873,0.122358,0.0,0.092984,0.024967,0.0,0.03746,0.163303,0.0,0.160723,0.016309,0.0,0.021629
dio_mcm_episode_0krixak,SYNTH_BRUCH_RAND,2,dio_mcm_episode_0krixak,dio_mcm_episode_0w4721p,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0krixak->dio_mcm_episode_0w4721p,0.727873,0.697312,0.731583,0.092984,0.122358,0.098627,0.03746,0.024967,0.047932,0.160723,0.163303,0.162074,0.021629,0.016309,0.026282
dio_mcm_episode_0krixak,SYNTH_RAND,1,-,dio_mcm_episode_0krixak,-,zentrum_stabil,zentrum_stabil,0,1,-->dio_mcm_episode_0krixak,0.697428,0.0,0.7277,0.122356,0.0,0.093335,0.026302,0.0,0.039476,0.160034,0.0,0.160802,0.016679,0.0,0.022431
dio_mcm_episode_0krixak,SYNTH_RAND,2,dio_mcm_episode_0krixak,dio_mcm_episode_0w4721p,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0krixak->dio_mcm_episode_0w4721p,0.7277,0.697428,0.73136,0.093335,0.122356,0.099056,0.039476,0.026302,0.050342,0.160802,0.160034,0.162133,0.022431,0.016679,0.027209
dio_mcm_episode_0ldenly,PAXG_2024_5M,1028,dio_mcm_episode_0vj3fzh,dio_mcm_episode_0lne9ax,zentrum_stabil,offene_variante,offene_variante,0,0,dio_mcm_episode_0vj3fzh->dio_mcm_episode_0lne9ax,0.677268,0.651142,0.704212,0.173821,0.184861,0.155341,0.308927,0.254877,0.101609,0.467151,0.27355,0.442248,0.14611,0.126839,0.065064
dio_mcm_episode_0ldenly,SOL_2024_5M,1779,dio_mcm_episode_15yxfhz,dio_mcm_episode_0ldenly,offene_variante,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_15yxfhz->dio_mcm_episode_0ldenly,0.703601,0.680826,0.714659,0.147689,0.189387,0.158833,0.24529,0.307782,0.206758,0.284955,0.416387,0.311505,0.117343,0.145082,0.09935
dio_mcm_episode_0ldenly,SOL_2024_5M,1780,dio_mcm_episode_0ldenly,dio_mcm_episode_0lne9ax,zentrum_stabil,zentrum_stabil,zentrum_stabil,1,0,dio_mcm_episode_0ldenly->dio_mcm_episode_0lne9ax,0.714659,0.703601,0.725439,0.158833,0.147689,0.1267,0.206758,0.24529,0.093134,0.311505,0.284955,0.280138,0.09935,0.117343,0.053008
dio_mcm_episode_0ldenly,SYNTH_BRUCH_RAND,4903,dio_mcm_episode_0q7j4gf,dio_mcm_episode_0jrpwoa,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_0q7j4gf->dio_mcm_episode_0jrpwoa,0.719265,0.641778,0.737488,0.144456,0.207356,0.119318,0.190319,0.397875,0.107197,0.195345,0.2228,0.197508,0.096102,0.193497,0.06142
dio_mcm_episode_0ldht3x,DOGE_2025_5M,7095,dio_mcm_episode_0mvt50o,dio_mcm_episode_0ldht3x,offene_variante,zentrum_stabil,offene_variante,0,1,dio_mcm_episode_0mvt50o->dio_mcm_episode_0ldht3x,0.697375,0.692765,0.675797,0.147245,0.173749,0.17644,0.198125,0.237144,0.356408,0.235728,0.295577,0.204066,0.101802,0.119665,0.175149
dio_mcm_episode_0ldht3x,DOGE_2025_5M,7096,dio_mcm_episode_0ldht3x,dio_mcm_episode_0l3i7ey,zentrum_stabil,offene_variante,zentrum_stabil,1,0,dio_mcm_episode_0ldht3x->dio_mcm_episode_0l3i7ey,0.675797,0.697375,0.705541,0.17644,0.147245,0.156692,0.356408,0.198125,0.151427,0.204066,0.235728,0.517374,0.175149,0.101802,0.092328
dio_mcm_episode_0ldht3x,XRP_2024_5M,8813,dio_mcm_episode_1mh0yjo,dio_mcm_episode_0l3i7ey,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_1mh0yjo->dio_mcm_episode_0l3i7ey,0.700307,0.688203,0.72878,0.163812,0.17135,0.110539,0.304544,0.366318,0.106677,0.264373,0.457609,0.232425,0.147318,0.177149,0.066227
dio_mcm_episode_0ldht3x,XRP_2025_5M,2332,dio_mcm_episode_0r1o8ja,dio_mcm_episode_0l3i7ey,offene_variante,offene_variante,offene_variante,0,0,dio_mcm_episode_0r1o8ja->dio_mcm_episode_0l3i7ey,0.675763,0.675448,0.692748,0.173475,0.151972,0.167098,0.324643,0.027699,0.253635,0.464163,0.498571,0.436944,0.153157,0.03653,0.121457
dio_mcm_episode_0ldht3x,XRP_2025_5M,6287,dio_mcm_episode_0ybhu2p,dio_mcm_episode_0jbl5pq,zentrum_stabil,zentrum_stabil,zentrum_stabil,0,0,dio_mcm_episode_0ybhu2p->dio_mcm_episode_0jbl5pq,0.702826,0.676558,0.716998,0.157571,0.167704,0.129085,0.332177,0.342004,0.167721,0.403063,0.566945,0.386466,0.166791,0.167564,0.092408
dio_mcm_episode_0lne9ax,DOGE_2024_5M,410,dio_mcm_episode_0k1pid9,dio_mcm_episode_0sv0ru8,zentrum_stabil,offene_variante,zentrum_stabil,0,0,dio_mcm_episode_0k1pid9->dio_mcm_episode_0sv0ru8,0.670699,0.692401,0.688504,0.168981,0.137382,0.164493,0.168199,0.198021,0.35074,0.521583,0.260244,0.364733,0.097365,0.104256,0.179407
dio_mcm_episode_0lne9ax,DOGE_2024_5M,6411,dio_mcm_episode_0n5sqpn,dio_mcm_episode_0lne9ax,offene_variante,zentrum_stabil,zentrum_stabil,0,1,dio_mcm_episode_0n5sqpn->dio_mcm_episode_0lne9ax,0.714878,0.698632,0.724059,0.136573,0.16794,0.128109,0.134956,0.218239,0.114367,0.310806,0.455197,0.307474,0.072777,0.110568,0.065384
dio_mcm_episode_0lne9ax,DOGE_2024_5M,6412,dio_mcm_episode_0lne9ax,dio_mcm_episode_0lne9ax,zentrum_stabil,zentrum_stabil,offene_variante,1,1,dio_mcm_episode_0lne9ax->dio_mcm_episode_0lne9ax,0.724059,0.714878,0.689337,0.128109,0.136573,0.186367,0.114367,0.134956,0.385387,0.307474,0.310806,0.420702,0.065384,0.072777,0.178441
dio_mcm_episode_0lne9ax,DOGE_2024_5M,6413,dio_mcm_episode_0lne9ax,dio_mcm_episode_0jbl5pq,zentrum_stabil,offene_variante,zentrum_stabil,1,0,dio_mcm_episode_0lne9ax->dio_mcm_episode_0jbl5pq,0.689337,0.724059,0.711151,0.186367,0.128109,0.160809,0.385387,0.114367,0.21238,0.420702,0.307474,0.3277,0.178441,0.065384,0.10393
dio_mcm_episode_0lne9ax,DOGE_2025_5M,8295,dio_mcm_episode_0qhs6nb,dio_mcm_episode_0l3i7ey,offene_variante,zentrum_stabil,offene_variante,0,0,dio_mcm_episode_0qhs6nb->dio_mcm_episode_0l3i7ey,0.707168,0.622334,0.674325,0.118324,0.219698,0.180565,0.150077,0.226087,0.239484,0.281816,0.630531,0.542257,0.088144,0.121659,0.123044
dio_mcm_episode_0lne9ax,DOGE_2025_5M,8297,dio_mcm_episode_0l3i7ey,dio_mcm_episode_0jbl5pq,offene_variante,zentrum_stabil,offene_variante,0,0,dio_mcm_episode_0l3i7ey->dio_mcm_episode_0jbl5pq,0.726686,0.674325,0.627803,0.136986,0.180565,0.217027,0.147605,0.239484,0.497058,0.353085,0.542257,0.681379,0.083374,0.123044,0.222577
