world,family,transition,base_total,follow_total,base_open_share,follow_open_share,base_mature_share,follow_mature_share,base_episode_count,base_raw_match_count,base_tick_start,base_tick_end,base_net_return_pct,base_avg_body_pct,base_avg_range_pct,base_avg_volume,base_avg_rekopplung,base_avg_adaptive_rekopplung,base_avg_strain,base_avg_visual_gap,base_avg_hearing_gap,base_avg_feld_coherence,base_avg_feld_tension,follow_episode_count,follow_raw_match_count,follow_tick_start,follow_tick_end,follow_net_return_pct,follow_avg_body_pct,follow_avg_range_pct,follow_avg_volume,follow_avg_rekopplung,follow_avg_adaptive_rekopplung,follow_avg_strain,follow_avg_visual_gap,follow_avg_hearing_gap,follow_avg_feld_coherence,follow_avg_feld_tension
DOGE_2025,dio_05ap,nur_gereift->offen_und_gereift,17,19,0.000000,0.736842,1.000000,0.263158,17,17,53,3835,7.967137,0.098530,0.223628,2050809.941176,0.727136,0.773292,0.112587,0.079649,0.044596,0.749835,0.050156,19,19,837,3882,-4.540797,0.118147,0.281076,2424645.842105,0.729132,0.775104,0.112445,0.082961,0.041478,0.762333,0.047756
DOGE_2025,dio_068s,offen_und_gereift->nur_gereift,4,1,0.250000,0.000000,0.750000,1.000000,4,4,1344,4100,-6.081204,0.089372,0.383653,3952695.750000,0.653991,0.697898,0.199350,0.086981,0.258360,0.515233,0.241016,1,1,3652,3652,0.000000,0.072302,0.271133,1936822.000000,0.636965,0.685111,0.212924,0.082417,0.235212,0.548865,0.227641
DOGE_2025,dio_06jk,offen_und_gereift->nur_gereift,17,20,0.764706,0.000000,0.235294,1.000000,17,17,47,3958,11.297150,0.084723,0.226935,2722572.235294,0.702144,0.745928,0.147358,0.135982,0.118145,0.652517,0.111729,20,20,849,4293,-11.027102,0.110618,0.222191,1834319.950000,0.703292,0.744620,0.150321,0.123580,0.125828,0.657861,0.121127
DOGE_2025,dio_07o8,offen_und_gereift->nur_gereift,14,16,0.142857,0.000000,0.857143,1.000000,14,14,45,4926,32.855889,0.149730,0.377554,3974609.428571,0.690624,0.732808,0.157999,0.149245,0.133369,0.545388,0.135723,16,16,983,4144,-16.337896,0.179142,0.379109,2556117.375000,0.692617,0.734176,0.156010,0.125800,0.139464,0.541521,0.139786
DOGE_2025,dio_083d,nur_gereift->offen_und_gereift,2,3,0.000000,0.333333,1.000000,0.666667,2,2,257,2198,6.634562,0.615707,0.654310,4799417.500000,0.645987,0.689358,0.193165,0.377872,0.106375,0.431430,0.120140,3,3,623,4982,-26.613496,1.006592,1.344309,22812291.666667,0.654169,0.696424,0.185543,0.344242,0.108202,0.425510,0.124818
DOGE_2025,dio_084i,nur_gereift->offen_und_gereift,3,3,0.000000,0.333333,1.000000,0.666667,3,3,900,4453,-2.253602,0.129353,0.439595,6086348.666667,0.659010,0.704900,0.192328,0.090168,0.228806,0.636542,0.219899,3,3,2378,3754,-6.903694,0.188292,0.328723,2395159.666667,0.655967,0.701097,0.195783,0.083427,0.241061,0.601248,0.229815
DOGE_2025,dio_09hj,offen_und_gereift->nur_gereift,2,3,0.500000,0.000000,0.500000,1.000000,2,2,3557,4204,12.151945,0.279985,0.438605,8121718.500000,0.643074,0.685263,0.203269,0.316717,0.181284,0.612921,0.156577,3,3,738,4616,-28.622683,0.415848,0.678440,11448893.000000,0.647334,0.688695,0.200506,0.325578,0.181107,0.602538,0.159189
DOGE_2025,dio_0byp,nur_gereift->offen_und_gereift,1,2,0.000000,0.500000,1.000000,0.500000,1,1,4943,4943,0.000000,0.051066,0.505800,13286542.000000,0.633020,0.678706,0.214911,0.206333,0.217678,0.642952,0.187537,2,2,2565,4665,-22.477610,0.694227,0.838705,17167330.500000,0.650889,0.696181,0.195359,0.136386,0.231994,0.645359,0.195196
DOGE_2025,dio_0bzn,offen_und_gereift->nur_gereift,2,3,0.500000,0.000000,0.500000,1.000000,2,2,359,3816,3.117463,0.114787,0.410718,13363303.500000,0.654674,0.701092,0.193564,0.217377,0.178276,0.705623,0.169223,3,3,179,4979,-32.638959,0.047763,0.342963,6472273.666667,0.660607,0.705255,0.188033,0.245408,0.171914,0.716272,0.156303
DOGE_2025,dio_0c76,offen_und_gereift->nur_gereift,7,2,0.142857,0.000000,0.857143,1.000000,7,7,168,4256,17.007016,0.350118,0.438053,3460118.285714,0.663042,0.706439,0.193623,0.078976,0.263815,0.613417,0.235418,2,2,313,1708,-4.348174,0.503107,0.802225,9040827.000000,0.646634,0.693698,0.203744,0.096890,0.256391,0.603107,0.229712
DOGE_2025,dio_0d46,nur_gereift->offen_und_gereift,5,11,0.000000,0.454545,1.000000,0.545455,5,5,1595,4654,0.093509,0.067037,0.238707,2286582.400000,0.688226,0.735017,0.156318,0.024189,0.178507,0.751240,0.163107,11,11,281,4463,-29.620234,0.118054,0.313567,4978359.272727,0.696155,0.741128,0.154758,0.028146,0.181688,0.760935,0.165477
DOGE_2025,dio_0dsl,nur_gereift->offen_und_gereift,3,6,0.000000,0.333333,1.000000,0.666667,3,3,1915,4936,15.576950,0.750032,1.165921,31672289.666667,0.692370,0.740302,0.132681,0.116159,0.049243,0.506797,0.077216,6,6,444,4858,-31.412241,1.313767,2.139492,48183262.833333,0.700625,0.748408,0.128984,0.100219,0.055360,0.506792,0.083630
DOGE_2025,dio_0ehc,nur_gereift->offen_und_gereift,2,6,0.000000,0.166667,1.000000,0.833333,2,2,1249,4167,-9.024371,0.592429,0.791278,16454331.500000,0.617642,0.658195,0.240307,0.284814,0.295513,0.501524,0.251270,6,6,293,3141,-11.233628,0.509907,0.939647,23231223.333333,0.640496,0.679930,0.219075,0.259462,0.276680,0.496437,0.230232
DOGE_2025,dio_0f4r,offen_und_gereift->nur_gereift,12,5,0.833333,0.000000,0.166667,1.000000,12,12,779,4918,13.549859,0.138028,0.309574,5515371.166667,0.709342,0.756078,0.138032,0.041408,0.132452,0.838888,0.121914,5,5,222,4478,-33.911430,0.201304,0.451915,7529252.000000,0.704484,0.753999,0.133957,0.032412,0.115346,0.830037,0.108688
DOGE_2025,dio_0g0b,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,3748,4266,11.236154,0.499781,0.986716,20022786.000000,0.603617,0.643866,0.260824,0.138181,0.425350,0.414868,0.339465,1,1,2953,2953,0.000000,0.698265,2.152228,48781145.000000,0.586692,0.629173,0.276649,0.097211,0.455008,0.329326,0.355350
DOGE_2025,dio_0g3b,offen_und_gereift->nur_gereift,10,11,0.200000,0.000000,0.700000,1.000000,10,10,2,3829,8.490952,0.150784,0.263789,2514197.900000,0.728530,0.770920,0.103072,0.080504,0.015755,0.756968,0.029307,11,11,631,3365,-11.816104,0.154317,0.334998,3273755.181818,0.728707,0.775984,0.104737,0.084694,0.017498,0.752798,0.030314
DOGE_2025,dio_0gaw,offen_und_gereift->nur_gereift,7,4,0.285714,0.000000,0.714286,1.000000,7,7,31,3444,4.789650,0.233102,0.395439,4073290.000000,0.666138,0.710998,0.185542,0.035320,0.259085,0.505307,0.229462,4,4,1282,3274,-9.103042,0.210838,0.577236,5415291.250000,0.660887,0.705813,0.187460,0.040103,0.248437,0.505469,0.227413
DOGE_2025,dio_0gzn,offen_und_gereift->nur_gereift,7,3,0.285714,0.000000,0.714286,1.000000,7,7,33,3849,8.075020,0.067371,0.221741,3050069.285714,0.721434,0.770885,0.114351,0.060001,0.052102,0.822839,0.054712,3,3,151,3116,-16.850058,0.115618,0.309573,2179345.333333,0.712428,0.765053,0.115866,0.033089,0.056922,0.829083,0.057875
DOGE_2025,dio_0h6t,nur_gereift->offen_und_gereift,9,7,0.000000,0.142857,1.000000,0.857143,9,9,806,4776,6.533794,0.516767,0.652153,8092673.333333,0.697951,0.741793,0.137773,0.172797,0.056820,0.504047,0.084257,7,7,103,4696,-31.590541,0.705672,1.188293,14627401.714286,0.698143,0.743701,0.135536,0.174105,0.048131,0.508334,0.077054
DOGE_2025,dio_0if9,nur_gereift->offen_und_gereift,4,5,0.000000,0.600000,1.000000,0.200000,4,4,752,4909,18.953906,0.414582,0.589798,9221875.750000,0.681345,0.726898,0.154200,0.160822,0.097821,0.509516,0.116861,5,5,11,776,-12.407763,0.752466,1.230926,30205171.800000,0.678378,0.715089,0.161589,0.184543,0.116607,0.532565,0.126063
DOGE_2025,dio_0ilg,nur_gereift->offen_und_gereift,2,4,0.000000,0.250000,1.000000,0.750000,2,2,2201,4426,6.861779,0.144463,0.648261,15251092.500000,0.675518,0.722397,0.157514,0.209835,0.071659,0.648047,0.093368,4,4,4416,4856,-7.511458,0.430522,1.248002,29925112.500000,0.677437,0.720767,0.158864,0.269157,0.067032,0.584804,0.094153
DOGE_2025,dio_0inh,offen_und_gereift->nur_gereift,5,2,0.200000,0.000000,0.800000,1.000000,5,5,305,4420,13.066008,0.135949,0.299068,4648983.600000,0.683770,0.730106,0.163594,0.081223,0.184703,0.836970,0.160200,2,2,539,2747,-8.577916,0.122884,0.433308,6566180.000000,0.673825,0.724027,0.168085,0.041532,0.188631,0.818474,0.164961
DOGE_2025,dio_0jkx,nur_gereift->offen_und_gereift,4,4,0.000000,0.500000,1.000000,0.500000,4,4,1957,4717,17.385933,0.459128,0.792628,14475642.000000,0.702174,0.749830,0.122017,0.129283,0.023125,0.516186,0.052298,4,4,248,4629,-35.445908,0.728862,0.897356,7794603.500000,0.700078,0.749027,0.126842,0.147633,0.027431,0.514380,0.057945
DOGE_2025,dio_0jqc,offen_und_gereift->nur_gereift,11,13,0.545455,0.000000,0.454545,1.000000,11,11,126,4261,19.161505,0.087952,0.290139,3517667.000000,0.710658,0.757036,0.133561,0.029742,0.117703,0.749358,0.113343,13,13,1179,4292,-16.323739,0.096808,0.278387,2580979.153846,0.710640,0.755332,0.135919,0.043372,0.118949,0.737351,0.114038
DOGE_2025,dio_0kvh,offen_und_gereift->nur_offen,2,2,0.500000,1.000000,0.500000,0.000000,2,2,1916,4992,8.594922,1.026341,1.775383,51747695.500000,0.620131,0.660181,0.234094,0.283139,0.294874,0.509827,0.233760,2,2,4507,4672,-4.537698,1.844177,2.192715,18628259.000000,0.627843,0.669156,0.224170,0.235508,0.280608,0.543952,0.227384
DOGE_2025,dio_0lr0,nur_gereift->offen_und_gereift,2,8,0.000000,0.250000,1.000000,0.750000,2,2,1919,2514,-10.786307,0.661404,0.780492,16035970.500000,0.659474,0.704573,0.177010,0.230258,0.119653,0.496632,0.130073,8,8,454,4670,-32.403851,0.730728,1.577809,38026621.375000,0.677811,0.719677,0.166572,0.228141,0.119953,0.501704,0.128137
DOGE_2025,dio_0ly7,offen_und_gereift->nur_gereift,18,23,0.722222,0.000000,0.277778,1.000000,18,18,488,4386,11.096387,0.103818,0.271496,2652202.722222,0.729460,0.774891,0.113458,0.078415,0.041729,0.761308,0.048204,23,23,193,4291,-23.857171,0.147941,0.308968,2175907.739130,0.731776,0.776571,0.111701,0.067862,0.047505,0.764852,0.052197
DOGE_2025,dio_0mlc,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,3615,4711,28.540433,1.067538,1.508724,51243705.500000,0.645733,0.690120,0.207985,0.157431,0.263127,0.834495,0.217796,1,1,554,554,0.000000,1.408451,1.835254,50292711.000000,0.668454,0.717453,0.218237,0.135414,0.245341,0.820210,0.208254
DOGE_2025,dio_0n0d,nur_offen->offen_und_gereift,2,4,1.000000,0.250000,0.000000,0.750000,2,2,4197,4994,7.391850,0.787520,1.195561,20607170.500000,0.639044,0.679613,0.200651,0.421411,0.099818,0.387555,0.127084,4,4,456,4541,-36.791282,1.403396,2.136701,48464024.750000,0.656111,0.697517,0.184755,0.348442,0.103333,0.392776,0.129442
DOGE_2025,dio_0n2q,offen_und_gereift->nur_offen,2,1,0.500000,1.000000,0.500000,0.000000,2,2,1154,2621,-17.452616,0.700911,0.831671,7260289.500000,0.644378,0.689844,0.201508,0.077211,0.279959,0.544356,0.226136,1,1,3298,3298,0.000000,1.326127,1.784929,17244854.000000,0.629452,0.676007,0.216590,0.092130,0.280259,0.537945,0.224182
DOGE_2025,dio_0nmu,offen_und_gereift->nur_gereift,3,1,0.666667,0.000000,0.333333,1.000000,3,3,775,4224,-0.640617,0.703406,0.795966,9638744.333333,0.660812,0.704171,0.175551,0.284891,0.101666,0.412332,0.121841,1,1,688,688,0.000000,0.649132,1.230821,24606981.000000,0.635028,0.681838,0.204199,0.272717,0.151273,0.433791,0.144118
DOGE_2025,dio_0oqw,nur_offen->offen_und_gereift,2,4,1.000000,0.250000,0.000000,0.750000,2,2,2259,3633,-3.722166,0.467754,0.892181,12978385.000000,0.651645,0.695248,0.184723,0.287192,0.110712,0.384122,0.131478,4,4,370,4804,-27.218905,0.977639,1.755681,25607109.750000,0.651097,0.691683,0.192155,0.387124,0.110784,0.401058,0.132321
DOGE_2025,dio_0qu8,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,2136,2473,-8.073141,0.540379,0.701242,11142835.000000,0.639230,0.678574,0.201026,0.555422,0.049097,0.447609,0.085198,1,1,331,331,0.000000,0.448552,0.786316,17035817.000000,0.618856,0.661862,0.224987,0.567323,0.079362,0.445692,0.102756
DOGE_2025,dio_0qup,offen_und_gereift->nur_gereift,7,4,0.285714,0.000000,0.714286,1.000000,7,7,412,4313,12.458060,0.591807,0.810495,14436724.714286,0.710746,0.759062,0.122876,0.039072,0.069082,0.619975,0.086150,4,4,3299,4892,-19.318007,0.821392,1.429556,13969126.750000,0.705898,0.754601,0.120595,0.043860,0.052369,0.610065,0.075767
DOGE_2025,dio_0s8r,nur_gereift->offen_und_gereift,8,6,0.000000,0.166667,1.000000,0.833333,8,8,437,4864,21.432537,0.099472,0.223007,2352469.375000,0.676007,0.719576,0.173308,0.058128,0.217298,0.530851,0.195470,6,6,220,4404,-27.769572,0.109545,0.302522,3176273.333333,0.675383,0.721376,0.171123,0.029181,0.214331,0.526243,0.199174
DOGE_2025,dio_0t8h,nur_gereift->offen_und_gereift,1,2,0.000000,0.500000,1.000000,0.500000,1,1,411,411,0.000000,0.236925,0.450450,7438946.000000,0.632031,0.680507,0.211712,0.203399,0.213609,0.492233,0.178844,2,2,371,712,-7.992484,0.551533,0.676189,8908212.500000,0.658584,0.706781,0.180517,0.144761,0.173242,0.512746,0.161384
DOGE_2025,dio_0txd,offen_und_gereift->nur_gereift,3,2,0.333333,0.000000,0.666667,1.000000,3,3,326,4589,13.662405,0.052179,0.103795,1678176.666667,0.658991,0.705795,0.189715,0.045721,0.247314,0.571346,0.225554,2,2,225,1775,-10.532456,0.030587,0.172230,3917814.500000,0.655859,0.704940,0.191061,0.032593,0.243504,0.597760,0.222527
DOGE_2025,dio_0u24,offen_und_gereift->nur_gereift,7,3,0.142857,0.000000,0.857143,1.000000,7,7,505,4908,28.204369,0.508390,0.745978,14579054.857143,0.712338,0.759250,0.113357,0.138211,0.003200,0.518717,0.036767,3,3,932,4900,-29.321235,0.627809,0.793015,17895002.666667,0.704740,0.754302,0.116074,0.128905,0.006901,0.528029,0.031868
DOGE_2025,dio_0uuz,offen_und_gereift->nur_gereift,4,7,0.250000,0.000000,0.750000,1.000000,4,4,499,2919,-1.151889,0.144467,0.246018,2792233.250000,0.676783,0.724160,0.168991,0.109496,0.178313,0.733147,0.161168,7,7,236,4187,-20.574369,0.195011,0.472497,10365803.285714,0.687198,0.732656,0.160910,0.084281,0.171309,0.730858,0.158256
DOGE_2025,dio_0x7g,offen_und_gereift->nur_offen,5,1,0.400000,1.000000,0.600000,0.000000,5,5,189,4454,17.889636,0.323068,0.623436,9202465.800000,0.639508,0.681997,0.226066,0.147533,0.315186,0.622117,0.286062,1,1,2831,2831,0.000000,0.510219,0.554715,7466843.000000,0.609015,0.653720,0.254611,0.164595,0.328512,0.603131,0.295412
DOGE_2025,dio_0ygv,offen_und_gereift->nur_offen,3,1,0.333333,1.000000,0.666667,0.000000,3,3,758,3949,-3.727436,0.567386,0.925903,35122693.333333,0.630076,0.672158,0.235096,0.180453,0.327510,0.721923,0.286588,1,1,4726,4726,0.000000,0.741260,1.464080,11662857.000000,0.618468,0.663438,0.241718,0.167200,0.300348,0.700292,0.263331
DOGE_2025,dio_0z35,nur_gereift->offen_und_gereift,3,6,0.000000,0.333333,1.000000,0.666667,3,3,790,4724,9.096488,0.417181,0.650244,16463803.000000,0.695259,0.743602,0.130067,0.152430,0.033231,0.553020,0.057834,6,6,98,4869,-32.985915,0.643631,1.036980,12625579.000000,0.707285,0.755673,0.121956,0.133885,0.020713,0.528266,0.053925
DOGE_2025,dio_0zdk,nur_gereift->offen_und_gereift,1,3,0.000000,0.666667,1.000000,0.333333,1,1,1143,1143,0.000000,0.402220,0.519322,7064172.000000,0.644428,0.689762,0.188565,0.435613,0.024384,0.436253,0.062119,3,3,870,4774,-15.628631,0.652315,0.954595,9651381.000000,0.655980,0.695921,0.179580,0.514584,0.015883,0.414449,0.059878
DOGE_2025,dio_10ef,nur_gereift->offen_und_gereift,1,4,0.000000,0.250000,1.000000,0.750000,1,1,4709,4709,0.000000,0.336444,1.046169,44712460.000000,0.686628,0.738763,0.135812,0.124428,0.004874,0.640722,0.039107,4,4,380,4867,-32.014002,0.550825,0.803953,12923885.250000,0.713229,0.764516,0.108932,0.084555,0.008186,0.606647,0.035330
DOGE_2025,dio_112r,offen_und_gereift->nur_gereift,2,2,0.500000,0.000000,0.500000,1.000000,2,2,4513,4628,-0.306001,0.197728,0.696120,16278589.500000,0.661789,0.706247,0.175144,0.285773,0.091441,0.586549,0.109161,2,2,4501,4542,-10.966795,0.840222,1.367495,30215697.000000,0.669370,0.715284,0.166092,0.212570,0.093495,0.612007,0.111239
DOGE_2025,dio_11at,nur_gereift->offen_und_gereift,1,4,0.000000,0.250000,1.000000,0.750000,1,1,1620,1620,0.000000,0.043536,0.827187,16435658.000000,0.638857,0.682451,0.194027,0.472174,0.018889,0.385191,0.065620,4,4,480,4690,-24.014988,1.824031,2.757212,60919253.250000,0.648939,0.687190,0.191995,0.513082,0.050890,0.369227,0.096224
DOGE_2025,dio_11z2,nur_gereift->offen_und_gereift,2,3,0.000000,0.333333,1.000000,0.666667,2,2,1156,3646,-17.567121,0.585361,0.679716,5221234.500000,0.673354,0.719296,0.154264,0.318284,0.008181,0.455356,0.053829,3,3,563,4868,-29.690419,0.485797,1.094559,21045099.333333,0.676927,0.721029,0.152694,0.356495,0.003902,0.483724,0.048010
DOGE_2025,dio_12dx,nur_gereift->offen_und_gereift,3,3,0.000000,0.333333,1.000000,0.666667,3,3,2157,4795,18.365177,0.539690,0.794249,8994612.333333,0.667628,0.710008,0.164695,0.396035,0.008223,0.407097,0.067369,3,3,92,4870,-33.388876,0.920873,1.481152,19075596.666667,0.660795,0.704307,0.173976,0.394185,0.036367,0.386264,0.088525
DOGE_2025,dio_13o0,nur_gereift->offen_und_gereift,13,13,0.000000,0.384615,1.000000,0.615385,13,13,917,4564,-0.916908,0.188559,0.377104,5782466.846154,0.728185,0.774254,0.105558,0.098865,0.011232,0.718259,0.030320,13,13,21,4301,-23.850727,0.171164,0.406887,6712497.230769,0.727168,0.774483,0.108865,0.116047,0.011596,0.721633,0.029907
DOGE_2025,dio_14d9,offen_und_gereift->nur_gereift,15,3,0.200000,0.000000,0.800000,1.000000,15,15,757,4744,14.000274,0.425914,0.587112,7099636.600000,0.705798,0.749240,0.140136,0.091275,0.116171,0.631058,0.113319,3,3,657,4594,-33.440677,0.569089,0.941737,10824003.666667,0.685645,0.733896,0.147964,0.092522,0.116947,0.641053,0.114242
DOGE_2025,dio_14fv,offen_und_gereift->nur_offen,2,2,0.500000,1.000000,0.500000,0.000000,2,2,142,3198,7.663829,0.170754,0.435592,9972394.500000,0.634066,0.680942,0.216763,0.007813,0.331481,0.388281,0.286242,2,2,2899,3457,-1.199678,0.319198,0.445611,2273635.000000,0.633043,0.677665,0.217573,0.044962,0.322383,0.376988,0.275814
DOGE_2025,dio_161t,offen_und_gereift->nur_gereift,8,17,0.125000,0.000000,0.875000,1.000000,8,8,43,4452,17.456687,0.024755,0.265581,3628942.250000,0.695771,0.741715,0.146969,0.076986,0.134418,0.630521,0.129265,17,17,44,4288,-23.988801,0.057077,0.281098,2945062.294118,0.703788,0.747012,0.144481,0.073196,0.131147,0.614835,0.126503
DOGE_2025,dio_16yy,offen_und_gereift->nur_gereift,7,7,0.285714,0.000000,0.714286,1.000000,7,7,141,4163,12.001644,0.059465,0.281761,4615083.428571,0.681851,0.727910,0.166363,0.075901,0.179999,0.602639,0.174616,7,7,1693,4000,-7.531605,0.149261,0.291340,2124608.142857,0.684360,0.728908,0.164296,0.059387,0.179029,0.603845,0.174338
DOGE_2025,dio_17dc,offen_und_gereift->nur_gereift,15,12,0.333333,0.000000,0.666667,0.916667,15,15,581,4849,22.824389,0.281663,0.392063,3854278.600000,0.703775,0.747624,0.141504,0.067994,0.134035,0.645316,0.121888,12,12,4,4904,-33.852567,0.340069,0.607110,5683389.916667,0.701284,0.741220,0.142894,0.052257,0.142945,0.639274,0.130188
DOGE_2025,dio_18po,offen_und_gereift->nur_gereift,8,5,0.250000,0.000000,0.750000,1.000000,8,8,193,4153,10.910911,0.039947,0.171903,3178977.500000,0.674394,0.718696,0.173965,0.045092,0.208660,0.421155,0.205931,5,5,1425,3726,-6.441901,0.048165,0.190605,2068736.000000,0.667359,0.712142,0.178135,0.050648,0.216715,0.415441,0.207458
DOGE_2025,dio_1915,nur_gereift->offen_und_gereift,1,3,0.000000,0.333333,1.000000,0.666667,1,1,4425,4425,0.000000,0.901699,1.140542,30592678.000000,0.639521,0.686254,0.204331,0.177120,0.192251,0.614365,0.175142,3,3,4358,4976,-8.637361,1.057640,3.786790,82253087.333333,0.650355,0.691876,0.196285,0.280854,0.185132,0.609562,0.163680
DOGE_2025,dio_1a09,offen_und_gereift->nur_gereift,3,2,0.666667,0.000000,0.333333,1.000000,3,3,1987,4477,8.550377,0.872464,1.042978,25649416.000000,0.648794,0.690559,0.196488,0.252800,0.195617,0.510089,0.172340,2,2,906,909,-1.564025,0.131162,0.822592,34389355.500000,0.643968,0.687354,0.201149,0.281458,0.187179,0.552446,0.169996
DOGE_2025,dio_1aeg,offen_und_gereift->nur_gereift,19,13,0.052632,0.000000,0.842105,1.000000,19,19,6,4755,29.781232,0.236174,0.454566,6017321.684211,0.699101,0.736559,0.156761,0.034626,0.181255,0.729341,0.167311,13,13,58,3796,-16.501362,0.352081,0.554590,6278396.307692,0.695765,0.740253,0.156238,0.036504,0.179910,0.734555,0.167433
DOGE_2025,dio_1ap6,nur_gereift->offen_und_gereift,2,4,0.000000,0.750000,1.000000,0.250000,2,2,192,1320,18.844433,0.209095,0.502845,7459416.000000,0.649511,0.694873,0.194854,0.277402,0.173025,0.601238,0.149108,4,4,352,4581,-35.465178,0.315218,0.699710,17527579.500000,0.656914,0.699250,0.192269,0.261954,0.189715,0.638996,0.164557
DOGE_2025,dio_1ba6,offen_und_gereift->nur_gereift,14,6,0.642857,0.000000,0.357143,1.000000,14,14,823,4770,9.015301,0.257397,0.433024,4181172.714286,0.714186,0.757602,0.121966,0.196084,0.005242,0.535935,0.041015,6,6,541,4477,-26.138930,0.312846,0.622732,4364333.833333,0.704858,0.750998,0.123652,0.199933,0.008325,0.536448,0.037854
