world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
BTC_2024_5M_FULL,44,normale_weltspannung->offen_suchend,offen_suchend,0.67,0.005,0.708383,0.153288,0.68,0.0,0.70957,0.151703
BTC_2024_5M_FULL,45,offen_suchend->normale_weltspannung,leise_scharf_duenn,0.78,0.0,0.713286,0.147242,0.79,0.0,0.713849,0.146484
BTC_2024_5M_FULL,46,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.735,0.005,0.711249,0.149869,0.745,0.005,0.711998,0.148824
BTC_2024_5M_FULL,47,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.72,0.005,0.711503,0.149588,0.73,0.005,0.712539,0.148106
BTC_2024_5M_FULL,48,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.665,0.0,0.708432,0.153899,0.675,0.0,0.709436,0.152474
BTC_2024_5M_FULL,49,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.705,0.0,0.709625,0.152437,0.705,0.0,0.710531,0.151152
BTC_2025_5M_FULL,1,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.765,0.005,0.71188,0.149213,0.77,0.0,0.712796,0.147915
BTC_2025_5M_FULL,2,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.705,0.01,0.709066,0.152308,0.705,0.005,0.710238,0.150725
BTC_2025_5M_FULL,3,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.805,0.005,0.713292,0.147184,0.815,0.005,0.714028,0.146154
BTC_2025_5M_FULL,4,normale_weltspannung->lauter_feldkontakt,normale_weltspannung,0.81,0.0,0.713648,0.146873,0.815,0.0,0.714166,0.146138
BTC_2025_5M_FULL,5,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.785,0.01,0.712882,0.148115,0.785,0.005,0.713521,0.147194
BTC_2025_5M_FULL,6,lauter_feldkontakt->randlastige_sinneslage,lauter_feldkontakt,0.755,0.015,0.710666,0.151008,0.755,0.01,0.711572,0.149719
BTC_2025_5M_FULL,7,randlastige_sinneslage->lauter_feldkontakt,normale_weltspannung,0.745,0.01,0.711479,0.149978,0.77,0.005,0.712302,0.148805
BTC_2025_5M_FULL,8,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.72,0.005,0.710333,0.150596,0.73,0.005,0.711369,0.149177
BTC_2025_5M_FULL,9,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.745,0.0,0.710694,0.150323,0.75,0.0,0.711678,0.148966
BTC_2025_5M_FULL,10,normale_weltspannung->offen_suchend,normale_weltspannung,0.72,0.01,0.708995,0.152369,0.725,0.005,0.710336,0.150521
BTC_2025_5M_FULL,11,offen_suchend->offen_suchend,leise_duenn,0.68,0.01,0.711252,0.149081,0.695,0.005,0.712462,0.147481
BTC_2025_5M_FULL,12,offen_suchend->normale_weltspannung,leise_scharf_duenn,0.715,0.005,0.711239,0.149427,0.725,0.0,0.712185,0.148184
BTC_2025_5M_FULL,13,normale_weltspannung->offen_suchend,normale_weltspannung,0.695,0.005,0.709625,0.151366,0.71,0.005,0.710595,0.150052
BTC_2025_5M_FULL,14,offen_suchend->normale_weltspannung,ruhig_zentrumsnah,0.825,0.0,0.71448,0.145283,0.845,0.0,0.714912,0.144705
BTC_2025_5M_FULL,15,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.835,0.0,0.71659,0.142607,0.845,0.0,0.717084,0.141898
BTC_2025_5M_FULL,16,ruhig_zentrumsnah->lauter_feldkontakt,normale_weltspannung,0.805,0.005,0.714152,0.146656,0.81,0.0,0.714549,0.146086
BTC_2025_5M_FULL,17,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.735,0.01,0.711565,0.149698,0.75,0.005,0.7123,0.148686
BTC_2025_5M_FULL,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.71,0.01,0.710138,0.150078,0.715,0.005,0.711433,0.148349
BTC_2025_5M_FULL,19,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.005,0.711123,0.149739,0.74,0.005,0.711643,0.149059
BTC_2025_5M_FULL,20,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.755,0.005,0.712423,0.1484,0.755,0.005,0.71317,0.147364
BTC_2025_5M_FULL,21,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.0,0.713448,0.146521,0.775,0.0,0.714137,0.145582
BTC_2025_5M_FULL,22,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.715,0.01,0.709293,0.152118,0.725,0.0,0.710439,0.150595
BTC_2025_5M_FULL,23,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.005,0.71156,0.149678,0.76,0.0,0.712351,0.14859
BTC_2025_5M_FULL,24,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.705,0.015,0.709208,0.152756,0.705,0.01,0.710311,0.151247
BTC_2025_5M_FULL,25,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.755,0.0,0.710766,0.150561,0.76,0.0,0.71167,0.1493
BTC_2025_5M_FULL,26,normale_weltspannung->offen_suchend,offen_suchend,0.655,0.0,0.70884,0.15346,0.66,0.0,0.709884,0.152053
BTC_2025_5M_FULL,27,offen_suchend->randlastige_sinneslage,offen_suchend,0.59,0.02,0.703557,0.158317,0.595,0.005,0.705195,0.156126
BTC_2025_5M_FULL,28,randlastige_sinneslage->randlastige_sinneslage,randlastige_sinneslage,0.565,0.035,0.700411,0.162228,0.57,0.015,0.702544,0.159272
BTC_2025_5M_FULL,29,randlastige_sinneslage->offen_suchend,leise_duenn,0.635,0.01,0.708135,0.153126,0.655,0.01,0.709428,0.151423
BTC_2025_5M_FULL,30,offen_suchend->normale_weltspannung,ruhig_zentrumsnah,0.81,0.005,0.714275,0.145686,0.82,0.0,0.714866,0.144886
BTC_2025_5M_FULL,31,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.68,0.025,0.70863,0.153257,0.68,0.01,0.709375,0.152249
BTC_2025_5M_FULL,32,randlastige_sinneslage->randlastige_sinneslage,randlastige_sinneslage,0.59,0.025,0.704745,0.157656,0.595,0.015,0.706348,0.155448
BTC_2025_5M_FULL,33,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.75,0.005,0.71169,0.149398,0.755,0.0,0.71265,0.148076
BTC_2025_5M_FULL,34,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.725,0.005,0.710929,0.15007,0.735,0.0,0.711722,0.148973
BTC_2025_5M_FULL,35,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.79,0.0,0.712496,0.148279,0.8,0.0,0.713149,0.147356
BTC_2025_5M_FULL,36,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.83,0.01,0.713642,0.146535,0.845,0.005,0.714126,0.145828
BTC_2025_5M_FULL,37,normale_weltspannung->offen_suchend,offen_suchend,0.65,0.005,0.707431,0.154554,0.66,0.0,0.708711,0.152795
BTC_2025_5M_FULL,38,offen_suchend->offen_suchend,offen_suchend,0.63,0.0,0.708127,0.153103,0.635,0.0,0.709275,0.151677
BTC_2025_5M_FULL,39,offen_suchend->normale_weltspannung,leise_scharf_duenn,0.75,0.0,0.712909,0.14724,0.76,0.0,0.713672,0.146197
BTC_2025_5M_FULL,40,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.785,0.01,0.713375,0.147299,0.795,0.0,0.713991,0.14645
BTC_2025_5M_FULL,41,normale_weltspannung->offen_suchend,offen_suchend,0.675,0.005,0.710187,0.151371,0.685,0.005,0.711158,0.15007
BTC_2025_5M_FULL,42,offen_suchend->normale_weltspannung,normale_weltspannung,0.785,0.0,0.712981,0.147629,0.785,0.0,0.713613,0.146771
BTC_2025_5M_FULL,43,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.815,0.0,0.714348,0.146064,0.82,0.0,0.714832,0.145393
BTC_2025_5M_FULL,44,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.775,0.0,0.712236,0.148334,0.775,0.0,0.713003,0.147285
BTC_2025_5M_FULL,45,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.8,0.0,0.71363,0.146695,0.8,0.0,0.714147,0.145962
BTC_2025_5M_FULL,46,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.0,0.712782,0.147153,0.76,0.0,0.713556,0.146097
BTC_2025_5M_FULL,47,normale_weltspannung->offen_suchend,offen_suchend,0.61,0.005,0.706203,0.155075,0.61,0.0,0.707435,0.153497
BTC_2025_5M_FULL,48,offen_suchend->offen_suchend,offen_suchend,0.67,0.005,0.708295,0.152774,0.675,0.005,0.709538,0.151158
BTC_2025_5M_FULL,49,offen_suchend->normale_weltspannung,leise_duenn,0.705,0.01,0.710356,0.15014,0.705,0.005,0.711517,0.148558
BTC_2024_5M_TEST,1,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.715,0.005,0.710728,0.150422,0.73,0.0,0.711647,0.149166
BTC_2024_5M_TEST,2,normale_weltspannung->offen_suchend,offen_suchend,0.675,0.0,0.710013,0.150844,0.685,0.0,0.710845,0.149778
BTC_2024_5M_TEST,3,offen_suchend->randlastige_sinneslage,offen_suchend,0.615,0.015,0.704157,0.158342,0.615,0.01,0.705818,0.156049
BTC_2024_5M_TEST,4,randlastige_sinneslage->offen_suchend,normale_weltspannung,0.69,0.005,0.708247,0.153559,0.72,0.005,0.709699,0.151527
BTC_2024_5M_TEST,5,offen_suchend->randlastige_sinneslage,offen_suchend,0.635,0.015,0.705992,0.156632,0.645,0.01,0.707604,0.154367
BTC_2024_5M_TEST,6,randlastige_sinneslage->offen_suchend,offen_suchend,0.68,0.01,0.708896,0.152564,0.685,0.01,0.709937,0.151162
BTC_2024_5M_TEST,7,offen_suchend->normale_weltspannung,ruhig_zentrumsnah,0.795,0.01,0.714253,0.145825,0.81,0.005,0.714965,0.14484
BTC_2024_5M_TEST,8,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.775,0.005,0.711426,0.149654,0.78,0.0,0.712548,0.14805
BTC_2024_5M_TEST,9,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.785,0.005,0.713667,0.146672,0.79,0.005,0.714216,0.145892
BTC_2025_5M_TEST,1,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.705,0.0,0.710039,0.151268,0.705,0.0,0.710886,0.150063
BTC_2025_5M_TEST,2,normale_weltspannung->offen_suchend,offen_suchend,0.605,0.01,0.706591,0.154786,0.615,0.005,0.707951,0.152986
BTC_2025_5M_TEST,3,offen_suchend->normale_weltspannung,normale_weltspannung,0.755,0.0,0.711576,0.148947,0.755,0.0,0.712472,0.14771
BTC_2025_5M_TEST,4,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.8,0.01,0.712556,0.148249,0.8,0.01,0.713075,0.147532
BTC_2025_5M_TEST,5,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.76,0.01,0.712629,0.148527,0.76,0.01,0.71327,0.147618
BTC_2025_5M_TEST,6,lauter_feldkontakt->randlastige_sinneslage,lauter_feldkontakt,0.75,0.015,0.709816,0.152078,0.76,0.01,0.71093,0.150498
BTC_2025_5M_TEST,7,randlastige_sinneslage->offen_suchend,normale_weltspannung,0.685,0.01,0.709731,0.152071,0.7,0.005,0.71051,0.151006
BTC_2025_5M_TEST,8,offen_suchend->offen_suchend,offen_suchend,0.655,0.005,0.707632,0.153438,0.665,0.0,0.708965,0.151617
BTC_2025_5M_TEST,9,offen_suchend->offen_suchend,offen_suchend,0.67,0.005,0.708038,0.15307,0.675,0.0,0.709312,0.151365
BTC_2024_5M_QUIET,1,normale_weltspannung->offen_suchend,offen_suchend,0.655,0.005,0.709514,0.152046,0.655,0.005,0.71086,0.15022
BTC_2024_5M_QUIET,2,offen_suchend->normale_weltspannung,leise_duenn,0.74,0.005,0.712174,0.147949,0.74,0.005,0.713111,0.146673
BTC_2024_5M_QUIET,3,normale_weltspannung->offen_suchend,offen_suchend,0.68,0.005,0.708801,0.152579,0.685,0.0,0.709953,0.151067
BTC_2024_5M_QUIET,4,offen_suchend->normale_weltspannung,normale_weltspannung,0.76,0.0,0.711632,0.149016,0.765,0.0,0.712372,0.148025
BTC_2024_5M_QUIET,5,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.79,0.005,0.713712,0.146687,0.795,0.0,0.714153,0.146081
BTC_2024_5M_QUIET,6,normale_weltspannung->randlastige_sinneslage,normale_weltspannung,0.775,0.015,0.713214,0.14808,0.785,0.0,0.714115,0.146789
BTC_2024_5M_QUIET,7,randlastige_sinneslage->randlastige_sinneslage,normale_weltspannung,0.785,0.015,0.714094,0.146293,0.79,0.005,0.714901,0.145148
BTC_2024_5M_QUIET,8,randlastige_sinneslage->randlastige_sinneslage,offen_suchend,0.65,0.015,0.707804,0.15429,0.66,0.01,0.709136,0.152442
BTC_2024_5M_QUIET,9,randlastige_sinneslage->offen_suchend,offen_suchend,0.595,0.005,0.706311,0.156245,0.605,0.0,0.707907,0.154116
BTC_2024_5M_QUIET,10,offen_suchend->normale_weltspannung,leise_duenn,0.725,0.01,0.710381,0.15028,0.735,0.0,0.711229,0.149173
BTC_2024_5M_QUIET,11,normale_weltspannung->offen_suchend,offen_suchend,0.605,0.0,0.707238,0.154772,0.62,0.0,0.708495,0.153128
BTC_2024_5M_QUIET,12,offen_suchend->offen_suchend,offen_suchend,0.665,0.005,0.709928,0.151571,0.68,0.005,0.711037,0.150088
BTC_2024_5M_QUIET,13,offen_suchend->normale_weltspannung,normale_weltspannung,0.755,0.005,0.712516,0.147822,0.76,0.005,0.713369,0.146668
BTC_2024_5M_QUIET,14,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.67,0.015,0.708153,0.15382,0.68,0.0,0.70944,0.152095
BTC_2024_5M_QUIET,15,randlastige_sinneslage->randlastige_sinneslage,normale_weltspannung,0.77,0.015,0.712087,0.148493,0.77,0.005,0.712883,0.147335
BTC_2024_5M_QUIET,16,randlastige_sinneslage->lauter_feldkontakt,lauter_feldkontakt,0.725,0.0,0.711625,0.149469,0.73,0.0,0.712388,0.148384
BTC_2024_5M_QUIET,17,lauter_feldkontakt->randlastige_sinneslage,offen_suchend,0.675,0.015,0.708711,0.153699,0.68,0.005,0.709899,0.152047
BTC_2024_5M_QUIET,18,randlastige_sinneslage->offen_suchend,offen_suchend,0.605,0.0,0.708344,0.153429,0.605,0.0,0.709428,0.152013
BTC_2024_5M_QUIET,19,offen_suchend->normale_weltspannung,normale_weltspannung,0.71,0.005,0.709474,0.152713,0.72,0.0,0.710429,0.151381
BTC_2024_5M_STRESS,1,randlastige_sinneslage->lauter_feldkontakt,lauter_feldkontakt,0.775,0.005,0.712635,0.148249,0.79,0.0,0.713337,0.147246
BTC_2024_5M_STRESS,2,lauter_feldkontakt->lauter_feldkontakt,normale_weltspannung,0.78,0.005,0.712214,0.148668,0.785,0.0,0.712989,0.147571
BTC_2024_5M_STRESS,3,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.74,0.01,0.710841,0.151264,0.755,0.005,0.711513,0.150317
BTC_2024_5M_STRESS,4,lauter_feldkontakt->ruhig_zentrumsnah,ruhig_zentrumsnah,0.835,0.0,0.715013,0.144836,0.84,0.0,0.715437,0.144241
BTC_2024_5M_STRESS,5,ruhig_zentrumsnah->lauter_feldkontakt,lauter_feldkontakt,0.75,0.0,0.71107,0.150586,0.75,0.0,0.711764,0.149603
BTC_2024_5M_STRESS,6,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.765,0.01,0.711705,0.149452,0.765,0.005,0.71231,0.148603
BTC_2024_5M_STRESS,7,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.0,0.713266,0.147515,0.75,0.0,0.713904,0.146626
BTC_2024_5M_STRESS,8,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.795,0.005,0.713703,0.146771,0.81,0.005,0.71433,0.145922
BTC_2024_5M_STRESS,9,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.005,0.71217,0.148896,0.75,0.005,0.712946,0.147815
BTC_2024_5M_STRESS,10,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.745,0.0,0.712314,0.148195,0.75,0.0,0.713165,0.147033
BTC_2024_5M_STRESS,11,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.765,0.0,0.7134,0.147304,0.78,0.0,0.714112,0.146292
BTC_2024_5M_STRESS,12,normale_weltspannung->offen_suchend,offen_suchend,0.615,0.005,0.704422,0.157186,0.62,0.0,0.705596,0.155642
BTC_2024_5M_STRESS,13,offen_suchend->offen_suchend,offen_suchend,0.57,0.01,0.702696,0.158719,0.58,0.005,0.70415,0.156773
BTC_2024_5M_STRESS,14,offen_suchend->leise_duenn,leise_duenn,0.75,0.0,0.71163,0.148425,0.75,0.0,0.71241,0.147421
BTC_2024_5M_STRESS,15,leise_duenn->normale_weltspannung,leise_duenn,0.76,0.005,0.712047,0.148337,0.77,0.0,0.713034,0.147022
BTC_2024_5M_STRESS,16,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.68,0.015,0.708974,0.152698,0.695,0.005,0.710245,0.150936
BTC_2024_5M_STRESS,17,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.73,0.005,0.710578,0.150888,0.735,0.005,0.711476,0.149634
BTC_2024_5M_STRESS,18,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.74,0.01,0.710789,0.15074,0.75,0.005,0.711806,0.149316
BTC_2024_5M_STRESS,19,normale_weltspannung->lauter_feldkontakt,offen_suchend,0.64,0.01,0.707364,0.155075,0.645,0.0,0.708685,0.153252
BTC_2025_5M_QUIET,1,leise_duenn->leise_duenn,leise_duenn,0.775,0.005,0.712975,0.146816,0.785,0.0,0.713872,0.145624
BTC_2025_5M_QUIET,2,leise_duenn->leise_duenn,leise_duenn,0.75,0.0,0.71132,0.148217,0.75,0.0,0.712036,0.147307
BTC_2025_5M_QUIET,3,leise_duenn->normale_weltspannung,normale_weltspannung,0.735,0.005,0.711257,0.149037,0.74,0.0,0.712095,0.147918
BTC_2025_5M_QUIET,4,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.79,0.01,0.711983,0.149465,0.79,0.0,0.712797,0.148301
BTC_2025_5M_QUIET,5,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.73,0.01,0.709788,0.153102,0.73,0.0,0.710608,0.151914
BTC_2025_5M_QUIET,6,lauter_feldkontakt->randlastige_sinneslage,lauter_feldkontakt,0.69,0.02,0.708816,0.154107,0.69,0.005,0.709728,0.152796
BTC_2025_5M_QUIET,7,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.73,0.005,0.710419,0.150916,0.73,0.005,0.711174,0.149856
BTC_2025_5M_QUIET,8,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.005,0.712321,0.147906,0.765,0.005,0.712905,0.147145
BTC_2025_5M_QUIET,9,normale_weltspannung->leise_duenn,leise_duenn,0.735,0.0,0.712519,0.147264,0.74,0.0,0.713187,0.146436
BTC_2025_5M_QUIET,10,leise_duenn->normale_weltspannung,normale_weltspannung,0.75,0.005,0.711485,0.149095,0.75,0.0,0.712272,0.148022
BTC_2025_5M_QUIET,11,normale_weltspannung->leise_duenn,leise_duenn,0.735,0.0,0.711151,0.149412,0.75,0.0,0.71208,0.148183
BTC_2025_5M_QUIET,12,leise_duenn->normale_weltspannung,normale_weltspannung,0.745,0.005,0.710758,0.150031,0.755,0.005,0.71183,0.148552
BTC_2025_5M_QUIET,13,normale_weltspannung->leise_scharf_duenn,ruhig_zentrumsnah,0.79,0.0,0.713839,0.145771,0.79,0.0,0.71443,0.144977
BTC_2025_5M_QUIET,14,leise_scharf_duenn->normale_weltspannung,normale_weltspannung,0.755,0.0,0.71234,0.148708,0.755,0.0,0.71305,0.147698
BTC_2025_5M_QUIET,15,normale_weltspannung->lauter_feldkontakt,lauter_feldkontakt,0.745,0.0,0.712277,0.149131,0.76,0.0,0.713124,0.147922
BTC_2025_5M_QUIET,16,lauter_feldkontakt->randlastige_sinneslage,lauter_feldkontakt,0.66,0.015,0.708035,0.154563,0.675,0.005,0.70898,0.153225
BTC_2025_5M_QUIET,17,randlastige_sinneslage->normale_weltspannung,leise_scharf_duenn,0.785,0.0,0.71364,0.146352,0.79,0.0,0.714225,0.145553
BTC_2025_5M_QUIET,18,normale_weltspannung->normale_weltspannung,leise_duenn,0.705,0.0,0.711255,0.148948,0.705,0.0,0.712114,0.147816
BTC_2025_5M_QUIET,19,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.805,0.0,0.714646,0.144667,0.815,0.0,0.715252,0.143863
BTC_2025_5M_STRESS,1,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.77,0.0,0.71196,0.149203,0.77,0.0,0.712644,0.148269
