family,late_role_reading,repro_reading,source_count,sources,token_count,tokens,world_count,worlds,record_count,observations_total,neighbor_count_total,avg_rekopplung,avg_strain,avg_center_share,avg_open_share,avg_rand_share
dio_1fdl,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fdl,1,SOL2024_30M,1,1,2,0.636432,0.176671,1.0,0.0,0.0
dio_1fdo,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fdo,1,SOL2024_15M,1,1,2,0.607886,0.174855,0.0,1.0,0.0
dio_1fe0,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fe0,1,SOL2024_15M,1,1,2,0.597022,0.283046,0.0,0.0,1.0
dio_1fea,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fea,1,SOL2024_30M,1,1,2,0.63713,0.199095,1.0,0.0,0.0
dio_1ffg,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ffg,1,SOL2025_30M,1,1,2,0.588243,0.312605,0.0,0.0,1.0
dio_1ffs,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ffs,1,SOL2024_15M,1,1,2,0.597727,0.185114,0.0,1.0,0.0
dio_1ffx,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ffx,1,SOL2025_15M,1,1,2,0.601094,0.198134,0.0,1.0,0.0
dio_1fg2,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fg2,1,SOL2024_15M,1,1,2,0.606175,0.19424,0.0,1.0,0.0
dio_1fgb,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fgb,1,SOL2024_30M,1,1,2,0.59127,0.355594,0.0,0.0,1.0
dio_1fgp,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fgp,1,SOL2025_30M,1,1,2,0.595508,0.206239,0.0,1.0,0.0
dio_1fha,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fha,1,SOL2025_15M,1,1,2,0.59555,0.271151,0.0,1.0,0.0
dio_1fid,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fid,1,SOL2025_30M,1,1,2,0.582771,0.243272,0.0,1.0,0.0
dio_1fj0,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fj0,1,SOL2025_15M,1,1,2,0.581793,0.244179,0.0,1.0,0.0
dio_1fjv,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fjv,1,SOL2025_30M,1,1,2,0.610853,0.313967,0.0,0.0,1.0
dio_1fll,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fll,1,SOL2025_30M,1,1,2,0.610648,0.255473,0.0,1.0,0.0
dio_1fm3,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fm3,1,SOL2025_15M,1,1,2,0.615216,0.222704,0.0,1.0,0.0
dio_1fo6,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fo6,1,SOL2025_30M,1,1,2,0.598755,0.19341,0.0,1.0,0.0
dio_1fo7,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fo7,1,SOL2024_30M,1,1,2,0.652079,0.229494,0.0,1.0,0.0
dio_1fp6,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fp6,1,SOL2025_15M,1,1,2,0.613213,0.183395,0.0,1.0,0.0
dio_1fry,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fry,1,SOL2024_15M,1,1,2,0.599848,0.295085,0.0,0.0,1.0
dio_1fs2,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fs2,1,SOL2024_30M,1,1,2,0.607501,0.384538,0.0,0.0,1.0
dio_1fs9,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fs9,1,SOL2025_15M,1,1,2,0.565445,0.317183,0.0,0.0,1.0
dio_1fsz,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fsz,1,SOL2024_30M,1,1,2,0.58031,0.330604,0.0,0.0,1.0
dio_1ftr,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ftr,1,SOL2025_15M,1,1,2,0.523639,0.397897,0.0,0.0,1.0
dio_1fv4,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fv4,1,SOL2024_15M,1,1,2,0.61477,0.177919,0.0,1.0,0.0
dio_1fwd,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fwd,1,SOL2025_15M,1,1,2,0.598246,0.247054,0.0,1.0,0.0
dio_1fwz,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fwz,1,SOL2024_15M,1,1,2,0.625979,0.205439,1.0,0.0,0.0
dio_1fy5,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fy5,1,SOL2025_30M,1,1,2,0.56264,0.285376,0.0,0.0,1.0
dio_1fyy,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fyy,1,SOL2025_30M,1,1,2,0.612513,0.176459,0.0,1.0,0.0
dio_1fz3,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fz3,1,SOL2025_15M,1,1,2,0.638741,0.192722,1.0,0.0,0.0
dio_1fzc,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1fzc,1,SOL2025_30M,1,1,2,0.560357,0.40205,0.0,0.0,1.0
dio_1g03,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g03,1,SOL2025_15M,1,1,2,0.54853,0.469872,0.0,0.0,1.0
dio_1g0a,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g0a,1,SOL2025_15M,1,1,2,0.664464,0.206576,1.0,0.0,0.0
dio_1g0x,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g0x,1,SOL2024_30M,1,1,2,0.611624,0.175979,0.0,1.0,0.0
dio_1g18,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g18,1,SOL2024_15M,1,1,2,0.618945,0.15689,0.0,1.0,0.0
dio_1g1e,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g1e,1,SOL2025_30M,1,1,2,0.591498,0.305032,0.0,0.0,1.0
dio_1g1k,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g1k,1,SOL2025_30M,1,1,2,0.620187,0.252835,0.0,1.0,0.0
dio_1g1s,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g1s,1,SOL2024_15M,1,1,2,0.668912,0.219344,1.0,0.0,0.0
dio_1g1y,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g1y,1,SOL2024_15M,1,1,2,0.612451,0.373718,0.0,0.0,1.0
dio_1g20,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g20,1,SOL2024_15M,1,1,2,0.633675,0.196064,1.0,0.0,0.0
dio_1g2c,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g2c,1,SOL2025_30M,1,1,2,0.541744,0.374961,0.0,0.0,1.0
dio_1g2s,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g2s,1,SOL2024_15M,1,1,2,0.607615,0.172616,0.0,1.0,0.0
dio_1g3f,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g3f,1,SOL2024_30M,1,1,2,0.625672,0.218086,1.0,0.0,0.0
dio_1g3l,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g3l,1,SOL2024_15M,1,1,2,0.65112,0.226154,0.0,1.0,0.0
dio_1g3z,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g3z,1,SOL2024_15M,1,1,2,0.644501,0.246707,0.0,1.0,0.0
dio_1g43,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g43,1,SOL2025_30M,1,1,2,0.594569,0.340188,0.0,0.0,1.0
dio_1g44,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g44,1,SOL2025_15M,1,1,2,0.582248,0.315274,0.0,0.0,1.0
dio_1g56,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g56,1,SOL2025_15M,1,1,2,0.625546,0.216147,1.0,0.0,0.0
dio_1g5e,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g5e,1,SOL2024_15M,1,1,2,0.596688,0.193199,0.0,1.0,0.0
dio_1g63,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g63,1,SOL2024_30M,1,1,2,0.632274,0.210076,1.0,0.0,0.0
dio_1g6v,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g6v,1,SOL2024_30M,1,1,2,0.579085,0.266585,0.0,1.0,0.0
dio_1g7b,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g7b,1,SOL2025_30M,1,1,2,0.584743,0.255987,0.0,1.0,0.0
dio_1g81,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g81,1,SOL2025_15M,1,1,2,0.648594,0.175767,1.0,0.0,0.0
dio_1g8a,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g8a,1,SOL2024_30M,1,1,2,0.533809,0.342342,0.0,0.0,1.0
dio_1g8d,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1g8d,1,SOL2024_30M,1,1,2,0.592726,0.302808,0.0,0.0,1.0
dio_1g92,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_1noo5i9,1,SOL2024_15M,1,1,2,0.58345,0.299932,0.0,0.0,1.0
dio_1ga2,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ga2,1,SOL2025_30M,1,1,2,0.622099,0.211152,1.0,0.0,0.0
dio_1ga4,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_059pxdk,1,SOL2024_15M,1,1,2,0.565914,0.324845,0.0,0.0,1.0
dio_1gah,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gah,1,SOL2024_15M,1,1,2,0.657432,0.231741,0.0,1.0,0.0
dio_1gau,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gau,1,SOL2024_30M,1,1,2,0.643906,0.235599,0.0,1.0,0.0
dio_1gcm,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gcm,1,SOL2024_30M,1,1,2,0.590976,0.212869,0.0,1.0,0.0
dio_1gdg,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gdg,1,SOL2024_30M,1,1,2,0.629827,0.19102,1.0,0.0,0.0
dio_1ge1,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ge1,1,SOL2024_30M,1,1,2,0.610488,0.184096,0.0,1.0,0.0
dio_1gem,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gem,1,SOL2024_15M,1,1,2,0.647414,0.259019,0.0,1.0,0.0
dio_1geq,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1geq,1,SOL2024_15M,1,1,2,0.594445,0.209932,0.0,1.0,0.0
dio_1geu,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1geu,1,SOL2024_15M,1,1,2,0.605967,0.18884,0.0,1.0,0.0
dio_1gey,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gey,1,SOL2024_30M,1,1,2,0.570208,0.319341,0.0,0.0,1.0
dio_1gfo,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gfo,1,SOL2025_15M,1,1,2,0.595248,0.297012,0.0,0.0,1.0
dio_1gfy,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gfy,1,SOL2025_15M,1,1,2,0.673597,0.202685,1.0,0.0,0.0
dio_1ggg,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ggg,1,SOL2024_15M,1,1,2,0.600431,0.362826,0.0,0.0,1.0
dio_1ggh,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ggh,1,SOL2024_30M,1,1,2,0.548088,0.458904,0.0,0.0,1.0
dio_1gh6,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gh6,1,SOL2024_30M,1,1,2,0.583651,0.382291,0.0,0.0,1.0
dio_1ghb,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1ghb,1,SOL2025_15M,1,1,2,0.628899,0.225018,0.0,1.0,0.0
dio_1gim,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gim,1,SOL2024_15M,1,1,2,0.594698,0.285513,0.0,0.0,1.0
dio_1gjo,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gjo,1,SOL2025_30M,1,1,2,0.636642,0.269299,0.0,1.0,0.0
dio_1gjr,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gjr,1,SOL2024_15M,1,1,2,0.633882,0.229429,0.0,1.0,0.0
dio_1gjs,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gjs,1,SOL2024_30M,1,1,2,0.592907,0.278537,0.0,1.0,0.0
dio_1gkz,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gkz,1,SOL2024_15M,1,1,2,0.597851,0.204663,0.0,1.0,0.0
dio_1gl7,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gl7,1,SOL2024_15M,1,1,2,0.540712,0.465016,0.0,0.0,1.0
dio_1gmf,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gmf,1,SOL2024_30M,1,1,2,0.616214,0.298597,0.0,0.0,1.0
dio_1gmm,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gmm,1,SOL2024_30M,1,1,2,0.617649,0.243098,0.0,1.0,0.0
dio_1go2,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1go2,1,SOL2024_15M,1,1,2,0.644147,0.181155,1.0,0.0,0.0
dio_1gob,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gob,1,SOL2025_30M,1,1,2,0.636422,0.196627,1.0,0.0,0.0
dio_1gor,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gor,1,SOL2024_15M,1,1,2,0.59005,0.284264,0.0,0.0,1.0
dio_1gp9,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gp9,1,SOL2024_15M,1,1,2,0.590873,0.298479,0.0,0.0,1.0
dio_1gpg,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gpg,1,SOL2024_15M,1,1,2,0.617667,0.223626,0.0,1.0,0.0
dio_1gpr,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gpr,1,SOL2025_30M,1,1,2,0.643955,0.234268,0.0,1.0,0.0
dio_1gq4,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gq4,1,SOL2025_30M,1,1,2,0.573707,0.384262,0.0,0.0,1.0
dio_1gq8,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gq8,1,SOL2024_15M,1,1,2,0.57469,0.303845,0.0,0.0,1.0
dio_1gqc,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gqc,1,SOL2024_15M,1,1,2,0.594769,0.213272,0.0,1.0,0.0
dio_1gr6,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_mcm_episode_0bilhvm,1,SOL2025_30M,1,1,2,0.570264,0.34967,0.0,0.0,1.0
dio_1gsu,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gsu,1,SOL2024_15M,1,1,2,0.639081,0.18637,1.0,0.0,0.0
dio_1gtf,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gtf,1,SOL2025_30M,1,1,2,0.61332,0.246992,0.0,1.0,0.0
dio_1guh,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1guh,1,SOL2024_30M,1,1,2,0.59969,0.211764,0.0,1.0,0.0
dio_1guq,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1guq,1,SOL2025_30M,1,1,2,0.60099,0.201321,0.0,1.0,0.0
dio_1gut,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gut,1,SOL2025_30M,1,1,2,0.637926,0.267694,0.0,1.0,0.0
dio_1gv6,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gv6,1,SOL2024_15M,1,1,2,0.59126,0.211765,0.0,1.0,0.0
dio_1gv9,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gv9,1,SOL2025_15M,1,1,2,0.60976,0.183318,0.0,1.0,0.0
dio_1gvc,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gvc,1,SOL2024_15M,1,1,2,0.653591,0.158442,1.0,0.0,0.0
dio_1gvr,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gvr,1,SOL2025_30M,1,1,2,0.614334,0.321665,0.0,0.0,1.0
dio_1gw0,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gw0,1,SOL2024_15M,1,1,2,0.580117,0.31243,0.0,0.0,1.0
dio_1gwa,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gwa,1,SOL2024_15M,1,1,2,0.605384,0.193013,0.0,1.0,0.0
dio_1gwd,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gwd,1,SOL2024_30M,1,1,2,0.60574,0.178705,0.0,1.0,0.0
dio_1gx3,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gx3,1,SOL2024_30M,1,1,2,0.585777,0.297713,0.0,0.0,1.0
dio_1gxr,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gxr,1,SOL2024_15M,1,1,2,0.593588,0.363659,0.0,0.0,1.0
dio_1gxs,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gxs,1,SOL2024_30M,1,1,2,0.601432,0.251107,0.0,1.0,0.0
dio_1gy0,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gy0,1,SOL2025_30M,1,1,2,0.604518,0.192514,0.0,1.0,0.0
dio_1gyq,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gyq,1,SOL2025_30M,1,1,2,0.523138,0.385829,0.0,0.0,1.0
dio_1gyx,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gyx,1,SOL2024_15M,1,1,2,0.637188,0.190874,1.0,0.0,0.0
dio_1gz0,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gz0,1,SOL2024_30M,1,1,2,0.628073,0.219233,1.0,0.0,0.0
dio_1gzv,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1gzv,1,SOL2025_15M,1,1,2,0.656144,0.156453,1.0,0.0,0.0
dio_1h0i,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1h0i,1,SOL2025_15M,1,1,2,0.644003,0.174999,1.0,0.0,0.0
dio_1h0r,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1h0r,1,SOL2025_15M,1,1,2,0.569798,0.372344,0.0,0.0,1.0
dio_1h1t,spaeter_zentrumskandidat,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1h1t,1,SOL2025_30M,1,1,2,0.664059,0.139425,1.0,0.0,0.0
dio_1h2u,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1h2u,1,SOL2024_15M,1,1,2,0.598352,0.19075,0.0,1.0,0.0
dio_1h3m,spaete_offene_varianz,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1h3m,1,SOL2025_15M,1,1,2,0.60961,0.246209,0.0,1.0,0.0
dio_1h3t,spaeter_spannungsrand,spaet_lokal,1,962_MCM_VERDICHTUNGSZONEN_ACHTE_WELTGRUPPE.csv,1,dio_1h3t,1,SOL2024_15M,1,1,2,0.579591,0.298821,0.0,0.0,1.0
