symbol_family,contrast_class,real_events,null_events,real_share,null_share,real_null_ratio,real_field,null_field,same_field,real_reifung,null_reifung,real_mcm,null_mcm,boundary
dio_04q7,null_deutlich_staerker,151,227,0.001259,0.002103,0.598772,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.546/0.114/0.728,0.574/0.126/0.736,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1ba6,real_deutlich_staerker,252,143,0.002101,0.001325,1.586261,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.545/0.128/0.720,0.542/0.136/0.717,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0u1o,balanciert,212,217,0.001768,0.002010,0.879400,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.501/0.192/0.675,0.523/0.205/0.679,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0une,null_leicht_staerker,177,216,0.001476,0.002001,0.737615,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.537/0.125/0.721,0.562/0.138/0.731,passive_multi_family_real_null_contrast_no_action_no_direction
dio_05mh,real_leicht_staerker,239,175,0.001993,0.001621,1.229334,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.149/0.706,0.525/0.158/0.702,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0trm,real_deutlich_staerker,239,125,0.001993,0.001158,1.721068,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.439/0.218/0.647,0.467/0.224/0.654,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1un4,null_leicht_staerker,201,214,0.001676,0.001982,0.845459,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.462/0.239/0.638,0.491/0.241/0.651,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0gaw,null_leicht_staerker,199,210,0.001659,0.001945,0.852990,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.481/0.197/0.670,0.489/0.207/0.674,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1w94,real_deutlich_staerker,233,129,0.001943,0.001195,1.625834,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.529/0.141/0.705,0.531/0.151/0.704,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1i76,real_deutlich_staerker,230,95,0.001918,0.000880,2.179287,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.503/0.175/0.687,0.502/0.182/0.685,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1s2n,null_deutlich_staerker,120,200,0.001001,0.001853,0.540084,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.523/0.141/0.705,0.555/0.151/0.716,passive_multi_family_real_null_contrast_no_action_no_direction
dio_00m4,real_deutlich_staerker,220,63,0.001834,0.000584,3.143346,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.439/0.221/0.636,0.434/0.228/0.633,passive_multi_family_real_null_contrast_no_action_no_direction
dio_05gr,null_leicht_staerker,177,197,0.001476,0.001825,0.808755,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.484/0.195/0.672,0.497/0.204/0.674,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0f8s,real_deutlich_staerker,218,59,0.001818,0.000547,3.325941,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.481/0.171/0.685,0.484/0.183/0.684,passive_multi_family_real_null_contrast_no_action_no_direction
dio_00pl,null_leicht_staerker,154,195,0.001284,0.001806,0.710880,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.525/0.141/0.707,0.543/0.151/0.711,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0d46,null_deutlich_staerker,119,192,0.000992,0.001779,0.557899,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.503/0.163/0.695,0.535/0.173/0.703,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1rcm,balanciert,192,192,0.001601,0.001779,0.900140,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.510/0.175/0.688,0.527/0.187/0.692,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0cky,null_leicht_staerker,179,186,0.001493,0.001723,0.866264,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.490/0.209/0.662,0.485/0.224/0.655,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1j37,null_leicht_staerker,165,185,0.001376,0.001714,0.802828,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.142/0.705,0.542/0.151/0.709,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1udx,real_deutlich_staerker,201,59,0.001676,0.000547,3.066579,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.442/0.207/0.654,0.446/0.209/0.652,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0ssi,null_leicht_staerker,161,180,0.001342,0.001667,0.805125,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.514/0.166/0.693,0.539/0.173/0.700,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0rgc,null_deutlich_staerker,120,178,0.001001,0.001649,0.606836,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.520/0.141/0.704,0.552/0.151/0.713,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1rx4,null_deutlich_staerker,129,177,0.001076,0.001640,0.656034,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.522/0.127/0.715,0.549/0.138/0.721,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0h6t,real_deutlich_staerker,194,96,0.001618,0.000889,1.819033,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.140/0.705,0.511/0.152/0.696,passive_multi_family_real_null_contrast_no_action_no_direction
dio_18im,null_leicht_staerker,152,166,0.001267,0.001538,0.824225,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.502/0.164/0.692,0.524/0.175/0.697,passive_multi_family_real_null_contrast_no_action_no_direction
dio_16yy,null_deutlich_staerker,86,164,0.000717,0.001519,0.472025,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.490/0.172/0.688,0.521/0.175/0.698,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1b3m,real_leicht_staerker,180,133,0.001501,0.001232,1.218235,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.508/0.171/0.682,0.513/0.179/0.682,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1e0y,null_leicht_staerker,122,161,0.001017,0.001491,0.682094,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.502/0.170/0.686,0.527/0.180/0.694,passive_multi_family_real_null_contrast_no_action_no_direction
dio_01q0,real_leicht_staerker,178,122,0.001484,0.001130,1.313319,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.535/0.130/0.715,0.543/0.139/0.719,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0gh3,real_deutlich_staerker,178,51,0.001484,0.000472,3.141665,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.489/0.172/0.684,0.476/0.183/0.673,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0jho,real_leicht_staerker,176,107,0.001468,0.000991,1.480604,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.486/0.193/0.669,0.471/0.200/0.661,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1yt8,null_leicht_staerker,125,157,0.001042,0.001454,0.716672,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.519/0.144/0.701,0.542/0.154/0.709,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0c76,null_leicht_staerker,144,156,0.001201,0.001445,0.830899,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.474/0.206/0.663,0.492/0.219/0.671,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0d03,balanciert,150,155,0.001251,0.001436,0.871103,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.137/0.709,0.542/0.145/0.713,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0kd6,null_leicht_staerker,118,153,0.000984,0.001417,0.694226,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.138/0.713,0.549/0.146/0.718,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1vdo,null_leicht_staerker,132,146,0.001101,0.001352,0.813825,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.523/0.135/0.708,0.535/0.144/0.711,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0s8r,real_deutlich_staerker,160,63,0.001334,0.000584,2.286070,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.475/0.177/0.676,0.508/0.186/0.686,passive_multi_family_real_null_contrast_no_action_no_direction
dio_17qz,real_leicht_staerker,159,102,0.001326,0.000945,1.403160,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.490/0.177/0.682,0.493/0.185/0.680,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1q2r,balanciert,155,134,0.001292,0.001241,1.041207,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.529/0.144/0.708,0.542/0.153/0.712,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1rrr,null_deutlich_staerker,66,136,0.000550,0.001260,0.436833,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.478/0.181/0.671,0.497/0.215/0.667,passive_multi_family_real_null_contrast_no_action_no_direction
dio_13it,real_deutlich_staerker,151,81,0.001259,0.000750,1.678039,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.459/0.207/0.643,0.453/0.213/0.639,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1l7p,real_deutlich_staerker,150,21,0.001251,0.000195,6.429572,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.437/0.214/0.642,0.433/0.215/0.639,passive_multi_family_real_null_contrast_no_action_no_direction
dio_06ik,balanciert,131,135,0.001092,0.001251,0.873469,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.505/0.172/0.692,0.507/0.174/0.695,passive_multi_family_real_null_contrast_no_action_no_direction
dio_17rn,null_deutlich_staerker,79,135,0.000659,0.001251,0.526749,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.443/0.237/0.635,0.450/0.237/0.639,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1t9l,real_deutlich_staerker,148,32,0.001234,0.000296,4.163148,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.453/0.207/0.651,0.451/0.209/0.648,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0p44,null_leicht_staerker,119,133,0.000992,0.001232,0.805388,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.446/0.205/0.658,0.469/0.206/0.663,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0fc4,real_leicht_staerker,147,100,0.001226,0.000926,1.323206,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.437/0.205/0.652,0.444/0.207/0.651,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0qqg,real_leicht_staerker,146,109,0.001217,0.001010,1.205692,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.496/0.161/0.691,0.502/0.163/0.695,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0bgx,null_deutlich_staerker,93,127,0.000775,0.001176,0.659158,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.470/0.194/0.659,0.475/0.209/0.660,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1a0z,null_deutlich_staerker,61,125,0.000509,0.001158,0.439268,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.498/0.165/0.687,0.529/0.171/0.699,passive_multi_family_real_null_contrast_no_action_no_direction
dio_02vn,real_deutlich_staerker,137,63,0.001142,0.000584,1.957447,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.486/0.184/0.664,0.477/0.193/0.660,passive_multi_family_real_null_contrast_no_action_no_direction
dio_02x1,balanciert,135,118,0.001126,0.001093,1.029821,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.500/0.162/0.686,0.513/0.170/0.691,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1lhs,null_deutlich_staerker,77,119,0.000642,0.001102,0.582444,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.477/0.187/0.669,0.505/0.198/0.678,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1fe0,null_leicht_staerker,99,117,0.000825,0.001084,0.761657,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.516/0.134/0.706,0.539/0.142/0.713,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1198,balanciert,129,113,0.001076,0.001047,1.027594,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.497/0.170/0.678,0.507/0.176/0.680,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1gsb,balanciert,129,106,0.001076,0.000982,1.095453,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.524/0.130/0.712,0.533/0.137/0.715,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1xme,real_deutlich_staerker,129,64,0.001076,0.000593,1.814345,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.466/0.182/0.675,0.464/0.192/0.673,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0if9,real_deutlich_staerker,128,38,0.001067,0.000352,3.032051,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.494/0.159/0.684,0.481/0.168/0.677,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1jsj,null_deutlich_staerker,68,114,0.000567,0.001056,0.536926,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.523/0.114/0.718,0.546/0.123/0.728,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0uuz,real_leicht_staerker,123,77,0.001026,0.000713,1.437886,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.497/0.170/0.685,0.492/0.179/0.685,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1cmd,real_deutlich_staerker,123,71,0.001026,0.000658,1.559398,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.438/0.202/0.652,0.494/0.198/0.679,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1xkg,real_deutlich_staerker,118,68,0.000984,0.000630,1.562008,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.440/0.208/0.652,0.464/0.215/0.660,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1ap6,null_leicht_staerker,90,106,0.000750,0.000982,0.764270,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.468/0.193/0.660,0.496/0.199/0.672,passive_multi_family_real_null_contrast_no_action_no_direction
dio_14l0,real_deutlich_staerker,117,65,0.000976,0.000602,1.620252,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.467/0.199/0.654,0.484/0.192/0.666,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1qyl,balanciert,117,98,0.000976,0.000908,1.074657,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.538/0.122/0.718,0.537/0.128/0.718,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0dzc,null_deutlich_staerker,60,104,0.000500,0.000963,0.519312,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.508/0.126/0.710,0.534/0.131/0.719,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0p8i,null_leicht_staerker,87,103,0.000725,0.000954,0.760312,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.514/0.128/0.708,0.537/0.129/0.716,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1ydr,null_leicht_staerker,95,103,0.000792,0.000954,0.830226,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.489/0.175/0.674,0.519/0.181/0.686,passive_multi_family_real_null_contrast_no_action_no_direction
dio_04i1,real_deutlich_staerker,114,6,0.000951,0.000056,17.102662,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.429/0.241/0.634,0.386/0.251/0.616,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0nx9,real_deutlich_staerker,111,61,0.000926,0.000565,1.637960,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.477/0.177/0.679,0.483/0.181/0.682,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0u24,real_deutlich_staerker,111,49,0.000926,0.000454,2.039093,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.526/0.121/0.712,0.515/0.128/0.710,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1kue,real_deutlich_staerker,110,60,0.000917,0.000556,1.650257,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.501/0.163/0.680,0.497/0.165/0.680,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1nv4,null_leicht_staerker,95,99,0.000792,0.000917,0.863771,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.463/0.207/0.662,0.488/0.211/0.664,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1s59,null_deutlich_staerker,41,99,0.000342,0.000917,0.372785,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.490/0.169/0.682,0.518/0.175/0.696,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1ejq,real_deutlich_staerker,109,47,0.000909,0.000435,2.087559,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.486/0.176/0.682,0.476/0.183/0.675,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1mif,null_deutlich_staerker,69,98,0.000575,0.000908,0.633772,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.480/0.177/0.679,0.486/0.186/0.678,passive_multi_family_real_null_contrast_no_action_no_direction
dio_00v0,null_leicht_staerker,85,95,0.000709,0.000880,0.805388,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.493/0.149/0.696,0.510/0.155/0.704,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1er2,balanciert,103,93,0.000859,0.000861,0.996929,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.468/0.184/0.676,0.488/0.187/0.681,passive_multi_family_real_null_contrast_no_action_no_direction
dio_110p,real_leicht_staerker,103,63,0.000859,0.000584,1.471658,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.512/0.136/0.707,0.516/0.139/0.709,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0gzn,null_deutlich_staerker,27,92,0.000225,0.000852,0.264172,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.497/0.121/0.707,0.545/0.124/0.729,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0ehc,balanciert,102,83,0.000851,0.000769,1.106196,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.435/0.233/0.630,0.463/0.237/0.641,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1yhs,real_deutlich_staerker,98,44,0.000817,0.000408,2.004857,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.486/0.170/0.684,0.474/0.182/0.674,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0zad,null_leicht_staerker,78,88,0.000650,0.000815,0.797851,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.513/0.129/0.704,0.530/0.139/0.711,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0xnz,null_leicht_staerker,75,86,0.000625,0.000797,0.785006,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.504/0.145/0.695,0.526/0.152/0.703,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0qup,real_deutlich_staerker,95,43,0.000792,0.000398,1.988682,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.512/0.122/0.712,0.509/0.134/0.707,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0c9j,null_leicht_staerker,74,85,0.000617,0.000787,0.783651,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.448/0.202/0.650,0.468/0.208/0.661,passive_multi_family_real_null_contrast_no_action_no_direction
dio_04k7,null_deutlich_staerker,62,84,0.000517,0.000778,0.664389,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.515/0.121/0.711,0.539/0.125/0.720,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1waj,balanciert,93,79,0.000775,0.000732,1.059659,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.482/0.180/0.675,0.496/0.187/0.681,passive_multi_family_real_null_contrast_no_action_no_direction
dio_01kh,real_leicht_staerker,92,69,0.000767,0.000639,1.200187,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.481/0.186/0.671,0.489/0.188/0.670,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0lr0,real_deutlich_staerker,89,44,0.000742,0.000408,1.820738,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.478/0.173/0.670,0.490/0.175/0.675,passive_multi_family_real_null_contrast_no_action_no_direction
dio_03yt,null_deutlich_staerker,36,80,0.000300,0.000741,0.405063,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.427/0.232/0.630,0.454/0.236/0.643,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0seu,null_leicht_staerker,69,80,0.000575,0.000741,0.776371,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.514/0.124/0.713,0.524/0.132/0.716,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1vsy,real_leicht_staerker,88,61,0.000734,0.000565,1.298563,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.517/0.122/0.710,0.516/0.132/0.707,passive_multi_family_real_null_contrast_no_action_no_direction
dio_1u4x,null_deutlich_staerker,48,79,0.000400,0.000732,0.546921,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.498/0.129/0.705,0.522/0.131/0.714,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0ef6,balanciert,85,68,0.000709,0.000630,1.125175,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.466/0.194/0.669,0.471/0.198/0.671,passive_multi_family_real_null_contrast_no_action_no_direction
dio_0v4v,balanciert,85,71,0.000709,0.000658,1.077632,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.425/0.228/0.633,0.447/0.232/0.638,passive_multi_family_real_null_contrast_no_action_no_direction
dio_12dx,real_leicht_staerker,85,66,0.000709,0.000611,1.159271,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.476/0.173/0.667,0.494/0.180/0.673,passive_multi_family_real_null_contrast_no_action_no_direction
dio_068s,null_leicht_staerker,59,76,0.000492,0.000704,0.698793,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.438/0.208/0.651,0.462/0.206/0.666,passive_multi_family_real_null_contrast_no_action_no_direction
dio_092h,null_leicht_staerker,59,75,0.000492,0.000695,0.708110,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.459/0.202/0.658,0.485/0.203/0.671,passive_multi_family_real_null_contrast_no_action_no_direction
dio_17j2,real_deutlich_staerker,46,26,0.000384,0.000241,1.592556,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.503/0.132/0.706,0.491/0.138/0.699,passive_multi_family_real_null_contrast_no_action_no_direction
