pair,total_count,source_profile,dominant_role_shift,dominant_role_shift_count,dominant_role_shift_share,role_shift_profile,movement_effect,avg_pressure_delta,avg_sharpness_delta,avg_focus_delta,avg_rekopplung_delta,avg_loudness_delta
dio_mcm_episode_0gqol8d->dio_mcm_episode_0e7qvj1,2,SOL2025_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.099091,0.073366,0.03889,-0.062901,0.279142
dio_mcm_episode_0mvjoir->dio_mcm_episode_0n5sqpn,2,SOL2025_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.03703,-0.279598,-0.01139,0.007082,-0.24654
dio_mcm_episode_0ybhu2p->dio_mcm_episode_0ppr02l,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.050431,-0.186553,-0.102934,0.0284,-0.150397
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0zbhkta,2,SOL2025_10K:2,offene_variante->spannungsrand_kippnaehe,1,0.5,offene_variante->spannungsrand_kippnaehe:1,oeffnend_belastend,0.228606,-0.161997,0.196865,-0.149318,0.641932
dio_mcm_episode_0q7j4gf->dio_mcm_episode_1mrdw5a,2,SOL2025_10K:2,offene_variante->offene_variante,2,1.0,offene_variante->offene_variante:2,bewegung_offen,-0.003228,-0.497365,0.00626,-0.021308,-0.09651
dio_mcm_episode_0aj06nw->dio_mcm_episode_102i30n,2,SOL2025_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,spannungsnah,0.008039,0.151155,0.00323,-0.004656,0.023449
dio_mcm_episode_05ce83b->dio_mcm_episode_04s5k7g,2,SOL2025_10K:2,offene_variante->offene_variante,2,1.0,offene_variante->offene_variante:2,rekoppelnd_entlastend,-0.024131,0.023043,-0.021428,0.015597,-0.093653
dio_mcm_episode_04s5k7g->dio_mcm_episode_05ce83b,2,SOL2025_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,spannungsnah,0.008327,0.107759,0.0236,0.018094,0.121047
dio_mcm_episode_1hs3jsa->dio_mcm_episode_1q3us3f,2,SOL2025_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.030448,-0.322915,-0.007302,0.034618,-0.098602
dio_mcm_episode_1n1dhu9->dio_mcm_episode_1iq1hgz,2,SOL2025_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.050701,-0.00681,0.057207,-0.033501,0.113262
dio_mcm_episode_1i31hl0->dio_mcm_episode_00er6t0,2,SOL2025_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,oeffnend_belastend,0.031706,-0.10979,0.014658,-0.023867,0.072253
dio_mcm_episode_00er6t0->dio_mcm_episode_00yl137,2,SOL2025_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.011723,-0.12824,0.091013,0.04219,0.093199
dio_mcm_episode_0z748ck->dio_mcm_episode_19qsa7h,2,SOL2025_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.060179,0.191436,0.011369,-0.045234,0.218451
dio_mcm_episode_0ifxej6->dio_mcm_episode_0qhs6nb,2,SOL2025_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,bewegung_offen,-0.03823,-0.145333,-0.109471,-0.011662,-0.254727
dio_mcm_episode_062iou2->dio_mcm_episode_1iq1hgz,2,SOL2025_10K:2,offene_variante->offene_variante,2,1.0,offene_variante->offene_variante:2,rekoppelnd_entlastend,-0.040349,0.174963,0.008404,0.055553,-0.022602
dio_mcm_episode_0f1kb3e->dio_mcm_episode_0ifxej6,2,SOL2025_10K:2,spannungsrand_kippnaehe->zentrum_stabil,2,1.0,spannungsrand_kippnaehe->zentrum_stabil:2,rekoppelnd_entlastend,-0.138926,0.276031,-0.000204,0.090101,-0.34659
dio_mcm_episode_0e7qvj1->dio_mcm_episode_14coypf,2,SOL2025_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.026044,0.158178,-0.005132,0.025017,-0.023825
dio_mcm_episode_1kmglj0->dio_mcm_episode_0ac3vc1,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,spannungsnah,0.011674,0.07862,-0.000588,-0.00592,0.037257
dio_mcm_episode_0ac3vc1->dio_mcm_episode_1bcj8qx,2,SOL2025_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.125511,-0.012429,0.116085,-0.077742,0.380225
dio_mcm_episode_0tre8bg->dio_mcm_episode_0mvt50o,2,SOL2025_10K:2,spannungsrand_kippnaehe->offene_variante,2,1.0,spannungsrand_kippnaehe->offene_variante:2,rekoppelnd_entlastend,-0.187219,-0.166276,-0.082617,0.11337,-0.485426
dio_mcm_episode_0mvt50o->dio_mcm_episode_0mlk2ts,2,SOL2025_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.057336,-0.054571,0.008994,0.040314,-0.192274
dio_mcm_episode_14l8khu->dio_mcm_episode_1jwnjz4,2,SOL2025_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.067965,-0.051185,0.06031,-0.043994,0.18071
dio_mcm_episode_0e7qvj1->dio_mcm_episode_1i5tnxs,2,SOL2025_10K:2,zentrum_stabil->spannungsrand_kippnaehe,2,1.0,zentrum_stabil->spannungsrand_kippnaehe:2,oeffnend_belastend,0.269038,-0.197821,0.111944,-0.179365,0.712322
dio_mcm_episode_06meqq1->dio_mcm_episode_1mesbjy,2,SOL2025_10K:2,offene_variante->offene_variante,2,1.0,offene_variante->offene_variante:2,rekoppelnd_entlastend,-0.056088,0.120023,-0.039652,0.059135,-0.074879
dio_mcm_episode_0m0vlsy->dio_mcm_episode_07llqq8,2,SOL2025_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,bewegung_offen,-0.034597,-0.196543,-0.126743,-0.029616,-0.260716
dio_mcm_episode_03hr8bf->dio_mcm_episode_1u741ze,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.03353,0.381191,0.010209,0.04875,0.03941
dio_mcm_episode_0om13wf->dio_mcm_episode_0tf9fq3,2,SOL2025_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.013436,0.21895,-0.029073,0.014392,-0.005198
dio_mcm_episode_0ultars->dio_mcm_episode_1ppvnd6,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,spannungsnah,0.002726,-0.095799,0.001243,0.018569,0.021875
dio_mcm_episode_0gqol8d->dio_mcm_episode_1rxdw4p,2,SOL2025_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.071375,-0.093372,0.077358,-0.053285,0.210019
dio_mcm_episode_068ops8->dio_mcm_episode_1i1sl4l,2,SOL2025_10K:1;BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,spannungsnah,0.003749,-0.017583,0.022731,0.012089,0.064486
dio_mcm_episode_1i1sl4l->dio_mcm_episode_1jx2k4i,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.012455,0.078445,-0.051252,-0.009562,-0.074703
dio_mcm_episode_1jx2k4i->dio_mcm_episode_1i1sl4l,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.157341,-0.064723,0.094453,-0.087088,0.46622
dio_mcm_episode_0om13wf->dio_mcm_episode_0q2mdr0,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,bewegung_offen,-0.012922,0.034713,-0.034617,0.001011,-0.059723
dio_mcm_episode_0q2mdr0->dio_mcm_episode_0l3i7ey,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.019722,0.124203,-0.02026,0.014937,-0.034982
dio_mcm_episode_06zvueu->dio_mcm_episode_0ne8zu9,2,BTC_5M_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,oeffnend_belastend,0.137036,-0.066945,0.183857,-0.078552,0.428745
dio_mcm_episode_1uqjjv3->dio_mcm_episode_1iq1hgz,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,1,0.5,offene_variante->zentrum_stabil:1,spannungsnah,0.019362,0.131741,0.073688,0.010018,0.14197
dio_mcm_episode_0ne8zu9->dio_mcm_episode_0ultars,2,BTC_5M_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,oeffnend_belastend,0.019287,-0.407662,0.030602,-0.009429,0.022375
dio_mcm_episode_0ultars->dio_mcm_episode_07llqq8,2,BTC_5M_10K:2,offene_variante->offene_variante,1,0.5,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.060459,0.143969,-0.039447,0.037253,-0.170001
dio_mcm_episode_0ultars->dio_mcm_episode_00dz86x,2,BTC_5M_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,bewegung_offen,-0.017365,-0.277749,-0.046604,-0.011999,-0.185818
dio_mcm_episode_00dz86x->dio_mcm_episode_1ppvnd6,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.045692,0.239949,-0.007965,0.067215,-0.00201
dio_mcm_episode_06ciaj1->dio_mcm_episode_1n1dhu9,2,BTC_5M_10K:2,spannungsrand_kippnaehe->zentrum_stabil,2,1.0,spannungsrand_kippnaehe->zentrum_stabil:2,rekoppelnd_entlastend,-0.085452,-0.080279,-0.044766,0.066086,-0.175649
dio_mcm_episode_0y1i8dq->dio_mcm_episode_0om13wf,2,BTC_5M_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.061911,-0.227025,0.037818,-0.058978,0.066342
dio_mcm_episode_0e7qvj1->dio_mcm_episode_04g6nc4,2,BTC_5M_10K:2,zentrum_stabil->spannungsrand_kippnaehe,2,1.0,zentrum_stabil->spannungsrand_kippnaehe:2,oeffnend_belastend,0.289407,0.019561,0.307934,-0.183141,0.810678
dio_mcm_episode_0r1o8ja->dio_mcm_episode_1iq1hgz,2,BTC_5M_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.046258,-0.270211,0.031357,-0.03864,0.05093
dio_mcm_episode_0n5sqpn->dio_mcm_episode_0mlk2ts,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.040066,0.082925,-0.046457,0.039376,-0.123797
dio_mcm_episode_17c7qwp->dio_mcm_episode_00nzcuc,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.047453,0.058585,0.050083,-0.034483,0.140114
dio_mcm_episode_0lne9ax->dio_mcm_episode_0l3i7ey,2,BTC_5M_10K:2,zentrum_stabil->offene_variante,1,0.5,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.055512,-0.044395,0.021801,-0.038524,0.153501
dio_mcm_episode_17qt878->dio_mcm_episode_0k1pid9,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,spannungsnah,0.015208,0.036779,0.023834,0.014006,0.100083
dio_mcm_episode_0tre8bg->dio_mcm_episode_181h3zs,2,BTC_5M_10K:2,spannungsrand_kippnaehe->zentrum_stabil,2,1.0,spannungsrand_kippnaehe->zentrum_stabil:2,rekoppelnd_entlastend,-0.205214,0.189281,-0.023581,0.124626,-0.492987
dio_mcm_episode_1iq1hgz->dio_mcm_episode_0om13wf,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.054484,0.400947,-0.024017,0.065787,-0.067643
dio_mcm_episode_0ultars->dio_mcm_episode_0aztxel,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,2,1.0,zentrum_stabil->zentrum_stabil:2,bewegung_offen,-0.017501,0.154017,-0.035224,0.00225,-0.066505
dio_mcm_episode_0r1o8ja->dio_mcm_episode_0l3i7ey,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.06362,0.265514,-0.048014,0.086929,-0.039552
dio_mcm_episode_01yulb6->dio_mcm_episode_03hr8bf,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.058444,-0.048708,-0.036911,0.048506,-0.069113
dio_mcm_episode_1iq1hgz->dio_mcm_episode_00yl137,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.082619,0.5213,-0.08521,0.089701,-0.113816
dio_mcm_episode_00dz86x->dio_mcm_episode_01yulb6,2,BTC_5M_10K:2,offene_variante->zentrum_stabil,2,1.0,offene_variante->zentrum_stabil:2,rekoppelnd_entlastend,-0.088166,0.001176,-0.037675,0.075001,-0.188068
dio_mcm_episode_091wpjs->dio_mcm_episode_0h9ob3l,2,BTC_5M_10K:2,zentrum_stabil->offene_variante,2,1.0,zentrum_stabil->offene_variante:2,oeffnend_belastend,0.039115,-0.16503,0.041628,-0.027222,0.084434
dio_mcm_episode_0h9ob3l->dio_mcm_episode_17t1dcm,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.018528,0.190382,-0.023961,-0.023379,0.012914
dio_mcm_episode_1rylps5->dio_mcm_episode_0mji3u6,2,BTC_5M_10K:2,zentrum_stabil->zentrum_stabil,1,0.5,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.048896,0.144145,-0.049066,0.057928,-0.048857
dio_mcm_episode_1jx2k4i->dio_mcm_episode_17i4j9o,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.041567,0.081436,-0.014651,-0.016466,0.153631
dio_mcm_episode_17i4j9o->dio_mcm_episode_1i1sl4l,1,SOL2024_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,spannungsnah,0.000323,0.05177,0.029634,0.010391,0.031733
dio_mcm_episode_1jx2k4i->dio_mcm_episode_1t42af6,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.11616,-0.080994,0.098587,-0.068243,0.373737
dio_mcm_episode_1joiyc3->dio_mcm_episode_1t42af6,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.10111,-0.182787,0.099,-0.071399,0.288675
dio_mcm_episode_1ahj81f->dio_mcm_episode_1joiyc3,1,SOL2024_10K:1,zentrum_stabil->spannungsrand_kippnaehe,1,1.0,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.140198,0.037505,0.071204,-0.073251,0.367749
dio_mcm_episode_1jx2k4i->dio_mcm_episode_19a388p,1,SOL2024_10K:1,zentrum_stabil->spannungsrand_kippnaehe,1,1.0,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.288915,0.074588,0.136391,-0.181842,0.803795
dio_mcm_episode_19a388p->dio_mcm_episode_1n1dhu9,1,SOL2024_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.173503,-0.355078,0.004285,0.074048,-0.527981
dio_mcm_episode_1n1dhu9->dio_mcm_episode_0pxjirg,1,SOL2024_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.034312,0.271014,0.010873,0.043484,-0.029112
dio_mcm_episode_0pxjirg->dio_mcm_episode_0v93uai,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.058382,0.035596,-0.132232,0.031573,-0.212731
dio_mcm_episode_0v93uai->dio_mcm_episode_0lne9ax,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,spannungsnah,0.024667,-0.163751,0.073975,0.021496,0.119096
dio_mcm_episode_0qzjuvj->dio_mcm_episode_1aurt3q,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,bewegung_offen,-0.00887,-0.030834,-0.03847,-0.016926,-0.073788
dio_mcm_episode_1aurt3q->dio_mcm_episode_1bcj8qx,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,bewegung_offen,-0.007927,-0.048255,-0.047573,-0.028709,-0.132679
dio_mcm_episode_0z748ck->dio_mcm_episode_1bcj8qx,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.045528,0.180725,-0.050643,0.037874,-0.130301
dio_mcm_episode_1bcj8qx->dio_mcm_episode_1hdpu9s,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,spannungsnah,3.7e-05,-0.014353,-0.004967,0.00257,-0.004742
dio_mcm_episode_1q3us3f->dio_mcm_episode_0e7qvj1,1,SOL2024_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,spannungsnah,0.009801,0.292103,-0.002281,0.012427,0.096797
dio_mcm_episode_19cadje->dio_mcm_episode_0q7skyc,1,SOL2024_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.141192,0.403292,0.009296,0.082725,-0.372764
dio_mcm_episode_0q7skyc->dio_mcm_episode_1mesbjy,1,SOL2024_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,bewegung_offen,-0.048711,-0.235788,-0.212227,-0.008062,-0.349973
dio_mcm_episode_0kvu3mb->dio_mcm_episode_0ixmssr,1,SOL2024_10K:1,spannungsrand_kippnaehe->zentrum_stabil,1,1.0,spannungsrand_kippnaehe->zentrum_stabil:1,rekoppelnd_entlastend,-0.160862,0.355121,-0.003841,0.095516,-0.423189
dio_mcm_episode_0ixmssr->dio_mcm_episode_1hy9z17,1,SOL2024_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,bewegung_offen,-0.052343,-0.142174,-0.143372,0.00353,-0.299714
dio_mcm_episode_1hy9z17->dio_mcm_episode_0v93uai,1,SOL2024_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.004973,0.151361,0.024216,0.01947,0.063896
dio_mcm_episode_0v93uai->dio_mcm_episode_14g3kl6,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.000836,-0.003708,0.014197,0.008421,0.031581
dio_mcm_episode_1yefj2f->dio_mcm_episode_1xkgpzi,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.010061,-0.115353,1.1e-05,0.012398,-0.021053
dio_mcm_episode_1xkgpzi->dio_mcm_episode_1boqm6n,1,SOL2024_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.024834,-0.295864,0.024725,-0.022438,0.002965
dio_mcm_episode_1boqm6n->dio_mcm_episode_0yx4mnl,1,SOL2024_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.039218,-0.227041,0.024383,-0.043222,0.043104
dio_mcm_episode_0yx4mnl->dio_mcm_episode_0z748ck,1,SOL2024_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.010311,0.122262,0.00994,0.012766,-0.019457
dio_mcm_episode_1yzsm16->dio_mcm_episode_00i7zy5,1,SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.045305,-0.413066,-0.027832,0.008664,-0.223203
dio_mcm_episode_00i7zy5->dio_mcm_episode_05712v1,1,SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.02398,0.1996,-0.036359,0.014027,-0.055051
dio_mcm_episode_05712v1->dio_mcm_episode_0393v08,1,SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.108452,-0.266652,0.14407,-0.048666,0.373534
dio_mcm_episode_0393v08->dio_mcm_episode_10mbxau,1,SOL2025_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.074316,-0.150595,0.073094,-0.052134,0.17197
dio_mcm_episode_10mbxau->dio_mcm_episode_102i30n,1,SOL2025_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.012648,-0.069623,-0.010468,0.012122,-0.034683
dio_mcm_episode_1ovglru->dio_mcm_episode_1ffzhaj,1,SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.037235,0.32285,-0.018389,0.030219,-0.041359
dio_mcm_episode_1ffzhaj->dio_mcm_episode_1y2gc2i,1,SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.037977,-0.049388,0.047756,-0.017452,0.103549
dio_mcm_episode_1y26981->dio_mcm_episode_068ops8,1,SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,bewegung_offen,-0.007182,-0.304331,-0.007193,-0.02357,-0.165333
dio_mcm_episode_1joiyc3->dio_mcm_episode_0f1kb3e,1,SOL2025_10K:1,zentrum_stabil->spannungsrand_kippnaehe,1,1.0,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.239867,-0.300485,0.167312,-0.166071,0.640424
dio_mcm_episode_0f1kb3e->dio_mcm_episode_0q7skyc,1,SOL2025_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.139365,0.057854,-0.035902,0.098658,-0.291153
dio_mcm_episode_0q7skyc->dio_mcm_episode_0n5sqpn,1,SOL2025_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.072666,-0.081315,-0.108894,0.03346,-0.325291
dio_mcm_episode_0l3i7ey->dio_mcm_episode_0jpk6y3,1,SOL2025_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.036103,-0.008745,0.016622,-0.053358,0.020509
dio_mcm_episode_0jpk6y3->dio_mcm_episode_0l3i7ey,1,SOL2025_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.010688,0.210526,-0.006928,0.036831,0.124025
dio_mcm_episode_0l3i7ey->dio_mcm_episode_091wpjs,1,SOL2025_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.019487,-0.140872,0.005699,0.012761,-0.108992
dio_mcm_episode_091wpjs->dio_mcm_episode_0aztxel,1,SOL2025_10K:1,zentrum_stabil->offene_variante,1,1.0,zentrum_stabil->offene_variante:1,oeffnend_belastend,0.04348,-0.052838,0.03154,-0.018475,0.166626
dio_mcm_episode_1yzsm16->dio_mcm_episode_0393v08,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.01486,-0.255464,-0.010106,-0.024892,-0.038317
dio_mcm_episode_0393v08->dio_mcm_episode_0dsrwv5,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,bewegung_offen,-0.014629,-0.330007,-0.00862,-0.000371,-0.097581
dio_mcm_episode_0dsrwv5->dio_mcm_episode_1al8fjz,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.031375,0.406,0.006822,0.032615,-0.024374
dio_mcm_episode_1al8fjz->dio_mcm_episode_1k0rrn2,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,oeffnend_belastend,0.027434,-0.480309,0.011091,-0.026637,0.007227
dio_mcm_episode_1k0rrn2->dio_mcm_episode_1al8fjz,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,rekoppelnd_entlastend,-0.001681,0.242584,0.004921,0.009957,0.064207
dio_mcm_episode_1y2gc2i->dio_mcm_episode_1omwzzf,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,spannungsnah,0.001895,0.266615,-0.008104,-0.003204,0.019322
dio_mcm_episode_1omwzzf->dio_mcm_episode_068ops8,1,BTC_5M_10K:1,zentrum_stabil->zentrum_stabil,1,1.0,zentrum_stabil->zentrum_stabil:1,bewegung_offen,-0.013062,-0.179516,-0.033721,0.001507,-0.080489
dio_mcm_episode_0db07p4->dio_mcm_episode_1jx2k4i,1,BTC_5M_10K:1,offene_variante->zentrum_stabil,1,1.0,offene_variante->zentrum_stabil:1,rekoppelnd_entlastend,-0.083634,0.16964,-0.058322,0.079314,-0.140547
dio_mcm_episode_1joiyc3->dio_mcm_episode_19a388p,1,BTC_5M_10K:1,zentrum_stabil->spannungsrand_kippnaehe,1,1.0,zentrum_stabil->spannungsrand_kippnaehe:1,oeffnend_belastend,0.201263,-0.021412,0.108246,-0.149434,0.509632
dio_mcm_episode_19a388p->dio_mcm_episode_0r1o8ja,1,BTC_5M_10K:1,spannungsrand_kippnaehe->offene_variante,1,1.0,spannungsrand_kippnaehe->offene_variante:1,rekoppelnd_entlastend,-0.162558,0.088492,-0.004848,0.081147,-0.483135
dio_mcm_episode_0r1o8ja->dio_mcm_episode_1mesbjy,1,BTC_5M_10K:1,offene_variante->offene_variante,1,1.0,offene_variante->offene_variante:1,rekoppelnd_entlastend,-0.051185,-0.302166,-0.120893,0.027433,-0.24853
