row_type,families,base_role_states,enhanced_role_states,assets,attachment_assets,base_counts,enhanced_counts,asset_attachment_dominants,asset,attachment_profile,dominant_attachment_quality,dominant_attachment_share,mean_field_edge_score,mean_kern_edge,mean_afterimage_edge,mean_temporal_edge,family,field_role_state,source_reading,field_role_quality,enhanced_role_key
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_14wj,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.281533,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_00ly,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.283389,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0oc3,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.297024,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_17ct,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.2982,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_00ja,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.296277,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1lsu,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.304599,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1ewh,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.299716,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_06s7,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.294147,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0pz6,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.300042,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1kpz,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.311492,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0obq,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.315037,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1q85,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.318508,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0g2r,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.313425,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1gp2,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.312397,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_09bn,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.353102,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_06er,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.364061,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0dd2,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.38185,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0tay,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.34527,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_19pg,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.335133,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_04uf,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.321902,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0nlj,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.339334,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1u5i,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.343963,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1jc2,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.341424,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_169a,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.359805,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0kx9,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.350742,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1492,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.348675,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_05yg,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.343834,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_0jkk,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.330634,feldrolle_anschlussfaehig::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_1r55,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.462852,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_07uk,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.397067,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,BTC,nachhallnah_ohne_kern:1; offen_gemischt:1; nullnah:1; kernnah:1,nachhallnah_ohne_kern,0.25,-0.004927,,,,dio_17db,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.373751,feldrolle_reift_verdichtend::nachhallnah_ohne_kern
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_104t,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.239591,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_155c,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.251324,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0l7p,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.253523,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0m9z,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.253794,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0h9h,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.271602,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_14wj,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.279483,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_00ly,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.2844,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0oc3,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.294955,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1lsu,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.286802,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_17ct,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.294272,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1q85,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.292134,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0dd2,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.323271,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0pz6,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.308638,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_06s7,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.303209,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0obq,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.3184,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_06er,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.323681,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1ewh,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.302095,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_00ja,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.307614,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_09bn,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.308064,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0tay,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.325855,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0nlj,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.315661,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1kpz,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.326806,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1u5i,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.337235,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0g2r,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.315866,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_169a,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.352197,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0z9t,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.406599,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1492,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.346394,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_19pg,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.342199,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0kx9,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.333151,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_0jkk,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.338973,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1r55,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.491187,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_06qi,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.407777,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_05yg,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.33772,feldrolle_anschlussfaehig::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_06jk,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.378565,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_1jc2,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.351081,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,DOGE,kernnah:3; kernnah_ohne_feldzeit:1,kernnah,0.75,0.048943,,,,dio_04uf,feldrolle_reift_verdichtend,kernfamilie_mit_feldzeitverdichtung,0.356617,feldrolle_reift_verdichtend::kernnah
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_104t,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.24198,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_14wj,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.247336,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0l7p,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.250317,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0m9z,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.260192,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_155c,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.262196,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0h9h,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.264258,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1u5i,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.267311,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1fll,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.277374,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_06er,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.285778,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0oc3,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.300998,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_00ly,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.281981,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1ewh,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.288075,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_00ja,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.286594,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1lsu,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.294044,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0dd2,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.313992,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_1jc2,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.308453,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_06s7,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.312652,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0z9t,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.318848,feldrolle_anschlussfaehig::offen_gemischt
family_with_attachment,,,,,,,,,PAXG,offen_gemischt:2; kernnah:1; anschlussnah:1,offen_gemischt,0.5,0.032064,,,,dio_0kx9,feldrolle_anschlussfaehig,anschlussfaehige_oberflaeche,0.314231,feldrolle_anschlussfaehig::offen_gemischt
