world;source_debug;start_tick;end_tick;duration;pressure_threshold_p90;alignment_threshold_p10;avg_pressure;avg_alignment;avg_asymmetry;avg_coherence;avg_strain;avg_rekopplung;pre8_rekopplung;post8_rekopplung;pre8_strain;post8_strain;dominant_effect;dominant_family;dominant_mcm_episode_preview;post_state
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4595;4595;1;0.30164510000000005;0.7618537999999999;0.314528;0.685112;-0.278407;0.555491;0.259288;0.614639;0.633461375;0.65488075;0.218280125;0.18341775;tragend_unruhig;dio_0ons;dio_mcm_episode_1t5bcxp;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4618;4618;1;0.30164510000000005;0.7618537999999999;0.372994;0.709833;0.090246;0.326517;0.289609;0.581664;0.66201425;0.658902375;0.159325;0.17346025;kippend;dio_0e6l;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4676;4676;1;0.30164510000000005;0.7618537999999999;0.433227;0.680324;0.040543;0.2794;0.31668;0.567846;0.6582527499999999;0.6292695;0.171920125;0.21439125;kippend;dio_0d72;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4691;4692;2;0.30164510000000005;0.7618537999999999;0.3618635;0.643041;-0.2936195;0.3404805;0.2543995;0.6109145;0.6239125;0.64204325;0.2348415;0.20389374999999998;tragend_unruhig;dio_0i88;dio_mcm_episode_1t5bcxp;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4711;4711;1;0.30164510000000005;0.7618537999999999;0.378644;0.73;-0.107682;0.424474;0.296345;0.581732;0.65391775;0.63812075;0.179746875;0.214484375;kippend;dio_01z5;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4713;4713;1;0.30164510000000005;0.7618537999999999;0.307043;0.653784;0.062118;0.284475;0.236622;0.61202;0.643937875;0.63441375;0.191665;0.220798375;tragend_unruhig;dio_0rpy;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4719;4721;3;0.30164510000000005;0.7618537999999999;0.32846933333333334;0.6288526666666666;0.10488466666666667;0.35084933333333335;0.24159733333333333;0.6186740000000001;0.631336125;0.642507375;0.22301625;0.198676;tragend_unruhig;dio_0vw1;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4725;4725;1;0.30164510000000005;0.7618537999999999;0.374072;0.604232;0.058063;0.201601;0.252623;0.607158;0.6292975000000001;0.655272875;0.227398;0.17915475;tragend_unruhig;dio_11ci;dio_mcm_episode_1t5bcxp;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4789;4789;1;0.30164510000000005;0.7618537999999999;0.39406;0.65902;0.105363;0.270041;0.306126;0.569638;0.657708875;0.6205465;0.170500875;0.246612875;kippend;dio_0q2n;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4791;4791;1;0.30164510000000005;0.7618537999999999;0.309781;0.709769;-0.280705;0.451009;0.254239;0.607325;0.640289125;0.628786375;0.196417375;0.231400375;tragend_unruhig;dio_0bsm;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4793;4794;2;0.30164510000000005;0.7618537999999999;0.436794;0.6466289999999999;-0.2919465;0.4796775;0.307828;0.5920544999999999;0.635523625;0.6523488749999999;0.210279875;0.1884265;kippend;dio_0ow6;dio_mcm_episode_1t5bcxp;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4796;4796;1;0.30164510000000005;0.7618537999999999;0.381271;0.627616;-0.004645;0.220904;0.245316;0.614949;0.6203879999999999;0.656708375;0.25015225;0.17635425;tragend_unruhig;dio_1m2o;dio_mcm_episode_1t5bcxp;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4817;4817;1;0.30164510000000005;0.7618537999999999;0.309813;0.671884;-0.062849;0.377928;0.224748;0.630047;0.650328375;0.65482325;0.198094375;0.177597;tragend_unruhig;dio_08d9;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4855;4855;1;0.30164510000000005;0.7618537999999999;0.491418;0.490811;-0.013221;0.251185;0.359257;0.553196;0.648053375;0.64239975;0.1808075;0.2042415;gespannt;dio_15yw;dio_mcm_episode_0tk9nhx;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4871;4871;1;0.30164510000000005;0.7618537999999999;0.356406;0.738793;0.110381;0.358136;0.231778;0.627896;0.64485675;0.655745125;0.191451125;0.1816865;tragend_unruhig;dio_0pn1;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4899;4899;1;0.30164510000000005;0.7618537999999999;0.310205;0.586834;0.021922;0.224017;0.235253;0.612227;0.6360193749999999;0.649055875;0.20593;0.188885;tragend_unruhig;dio_0n6w;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4920;4920;1;0.30164510000000005;0.7618537999999999;0.334904;0.656422;0.00426;0.451199;0.271891;0.605355;0.659803;0.64532475;0.172366375;0.19304575;tragend_unruhig;dio_1454;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4924;4924;1;0.30164510000000005;0.7618537999999999;0.416372;0.731474;0.142459;0.28409;0.297571;0.579986;0.6558809999999999;0.65384125;0.182352625;0.179182625;kippend;dio_0ydu;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4942;4942;1;0.30164510000000005;0.7618537999999999;0.391397;0.646319;0.08694;0.328662;0.282148;0.600647;0.6527691250000001;0.616856375;0.1759105;0.245630875;kippend;dio_1tam;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4944;4944;1;0.30164510000000005;0.7618537999999999;0.466432;0.62257;-0.237795;0.456009;0.353687;0.559952;0.639931875;0.6348707499999999;0.199527375;0.216085125;kippend;dio_0ivj;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4946;4946;1;0.30164510000000005;0.7618537999999999;0.39165;0.526698;-0.074702;0.137534;0.262674;0.599922;0.630142;0.635441;0.225217875;0.21093875;tragend_unruhig;dio_0li7;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4949;4949;1;0.30164510000000005;0.7618537999999999;0.30254;0.74814;0.064141;0.497346;0.214429;0.643389;0.612864375;0.63836;0.253434625;0.201011375;stabil;dio_04iw;dio_mcm_episode_1t5bcxp;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;4989;4989;1;0.30164510000000005;0.7618537999999999;0.34994;0.720035;-0.105197;0.38169;0.24952;0.614123;0.65460475;0.643860125;0.18822424999999998;0.200136875;tragend_unruhig;dio_1eqq;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5000;5001;2;0.30164510000000005;0.7618537999999999;0.43689849999999997;0.655607;-0.220162;0.4087455;0.312925;0.581068;0.63408725;0.619586125;0.209226;0.238078625;gespannt;dio_05b0;dio_mcm_episode_1cr299p;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5005;5005;1;0.30164510000000005;0.7618537999999999;0.432698;0.710681;-0.20559;0.42886;0.325844;0.567671;0.616850875;0.6266278750000001;0.241304625;0.2242405;kippend;dio_06db;dio_mcm_episode_0pfredm;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5010;5010;1;0.30164510000000005;0.7618537999999999;0.363355;0.659999;0.036957;0.383978;0.240514;0.628452;0.619586125;0.640924;0.238078625;0.197287625;tragend_unruhig;dio_11qc;dio_mcm_episode_085wm7v;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5031;5031;1;0.30164510000000005;0.7618537999999999;0.449276;0.537474;0.016826;0.287668;0.336653;0.564935;0.661060125;0.649678875;0.169027125;0.188605875;kippend;dio_0a0r;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5051;5051;1;0.30164510000000005;0.7618537999999999;0.486027;0.612176;0.011354;0.246944;0.355384;0.573668;0.6618585;0.62427675;0.169088625;0.22822425;gespannt;dio_1u36;dio_mcm_episode_16qwzjq;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5054;5054;1;0.30164510000000005;0.7618537999999999;0.392704;0.719459;0.194052;0.326574;0.28265;0.590236;0.644730875;0.63133375;0.20566337499999998;0.22340175;kippend;dio_0mxv;dio_mcm_episode_0x7d4av;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5059;5059;1;0.30164510000000005;0.7618537999999999;0.531907;0.603535;-0.148415;0.27448;0.37871;0.537552;0.62879125;0.638366375;0.2253085;0.21146725;gespannt;dio_07ev;dio_mcm_episode_1927mcg;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5065;5065;1;0.30164510000000005;0.7618537999999999;0.316449;0.755071;-0.012331;0.393428;0.217715;0.633307;0.6240806249999999;0.664260625;0.2333935;0.16825575;stabil;dio_1azs;dio_mcm_episode_0magw2b;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5078;5078;1;0.30164510000000005;0.7618537999999999;0.400503;0.698813;-0.024388;0.319018;0.303083;0.573468;0.653557625;0.6442105;0.18622;0.19960075;kippend;dio_1f94;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5115;5116;2;0.30164510000000005;0.7618537999999999;0.4913605;0.602891;-0.1472275;0.30601500000000004;0.34850349999999997;0.5574155000000001;0.662823625;0.645562875;0.165342;0.19505424999999998;gespannt;dio_0eqh;dio_mcm_episode_13liivl;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5118;5118;1;0.30164510000000005;0.7618537999999999;0.327929;0.729526;0.16718;0.295063;0.23705;0.613201;0.633697625;0.652156875;0.215263125;0.18676725;tragend_unruhig;dio_0br1;dio_mcm_episode_0x7d4av;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5157;5157;1;0.30164510000000005;0.7618537999999999;0.313968;0.661527;0.039595;0.297631;0.230319;0.619623;0.635504375;0.629153;0.20585562500000001;0.206496375;tragend_unruhig;dio_1ix7;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5204;5204;1;0.30164510000000005;0.7618537999999999;0.520112;0.698774;0.524326;0.26446;0.316404;0.585961;0.672052375;0.6383905;0.172407375;0.204267875;kippend;dio_1igq;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5206;5206;1;0.30164510000000005;0.7618537999999999;0.346635;0.733487;0.084982;0.380503;0.22407;0.634345;0.658795625;0.63654525;0.19822725;0.20597375;tragend_unruhig;dio_1hnq;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5283;5283;1;0.30164510000000005;0.7618537999999999;0.333384;0.7606;0.252108;0.45112;0.266884;0.600851;0.6512145;0.645057875;0.176466;0.195064625;tragend_unruhig;dio_1kqh;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5297;5297;1;0.30164510000000005;0.7618537999999999;0.303999;0.644458;0.025292;0.351234;0.234229;0.619889;0.650527;0.65266275;0.18937075;0.1821725;tragend_unruhig;dio_0peo;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5376;5376;1;0.30164510000000005;0.7618537999999999;0.421904;0.7102;0.093573;0.286666;0.304012;0.576298;0.67444675;0.654456375;0.15676;0.178409;kippend;dio_19f4;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5395;5395;1;0.30164510000000005;0.7618537999999999;0.358656;0.710605;0.345173;0.430317;0.266478;0.609163;0.6665108750000001;0.631418;0.163875125;0.23534825;tragend_unruhig;dio_0pn6;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5400;5402;3;0.30164510000000005;0.7618537999999999;0.4185433333333333;0.689126;-0.20198366666666667;0.4884253333333333;0.30825233333333335;0.5874576666666668;0.65599;0.643583125;0.18264;0.2021665;gespannt;dio_16qv;dio_mcm_episode_19m9z8d;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5404;5404;1;0.30164510000000005;0.7618537999999999;0.445991;0.708921;-0.240609;0.411366;0.258078;0.627232;0.631418;0.647674125;0.23534825;0.1842985;tragend_unruhig;dio_0pys;dio_mcm_episode_0x44t5z;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5478;5478;1;0.30164510000000005;0.7618537999999999;0.474249;0.681101;0.028608;0.275254;0.333715;0.56252;0.656428625;0.64851775;0.173789125;0.194987875;gespannt;dio_15bw;dio_mcm_episode_0kby1qc;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5519;5519;1;0.30164510000000005;0.7618537999999999;0.437659;0.676762;0.381504;0.255665;0.295412;0.587163;0.670311625;0.655701625;0.168087875;0.17793662500000001;kippend;dio_0iwo;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5698;5698;1;0.30164510000000005;0.7618537999999999;0.418281;0.708227;0.41077;0.345413;0.28889;0.59266;0.6764575;0.644514875;0.1482265;0.19870775;kippend;dio_1b0m;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5740;5740;1;0.30164510000000005;0.7618537999999999;0.508516;0.555809;-0.163804;0.321027;0.372766;0.54402;0.6533895000000001;0.61175;0.18314312500000002;0.25519837500000003;gespannt;dio_0nuw;dio_mcm_episode_13liivl;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5744;5745;2;0.30164510000000005;0.7618537999999999;0.518479;0.6449415000000001;-0.14390750000000002;0.2603435;0.32107050000000004;0.580338;0.62522375;0.639441;0.229308375;0.205948875;kippend;dio_1gjl;dio_mcm_episode_0x44t5z;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5747;5749;3;0.30164510000000005;0.7618537999999999;0.3279973333333333;0.7219306666666666;-0.140141;0.3348426666666667;0.2349846666666667;0.6166273333333333;0.60533825;0.65894175;0.267681125;0.174218375;tragend_unruhig;dio_04om;dio_mcm_episode_1aw9cau;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5787;5787;1;0.30164510000000005;0.7618537999999999;0.501259;0.730482;0.42582;0.266259;0.317032;0.580662;0.660957375;0.649138125;0.17564325;0.189342375;kippend;dio_00fr;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5812;5812;1;0.30164510000000005;0.7618537999999999;0.381982;0.675458;-0.022713;0.383758;0.29235;0.588422;0.65370975;0.6475046250000001;0.180153;0.19230125;kippend;dio_04dh;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5822;5824;3;0.30164510000000005;0.7618537999999999;0.39000033333333334;0.672702;-0.087747;0.383502;0.299391;0.5809996666666667;0.653061;0.646769;0.183528875;0.19497562499999999;kippend;dio_0sc8;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5906;5906;1;0.30164510000000005;0.7618537999999999;0.35208;0.682495;0.058443;0.356866;0.282413;0.587704;0.6565611250000001;0.665125125;0.172627125;0.1666685;kippend;dio_1ben;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5918;5918;1;0.30164510000000005;0.7618537999999999;0.461754;0.612903;0.469914;0.327468;0.29511;0.615145;0.67338625;0.65423975;0.15756775;0.184482375;kippend;dio_1n2u;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5933;5934;2;0.30164510000000005;0.7618537999999999;0.335944;0.7060025000000001;-0.09477950000000002;0.46723000000000003;0.26059600000000005;0.6133175;0.6611916250000001;0.65931525;0.1760595;0.17551875;tragend_unruhig;dio_0vyq;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5948;5948;1;0.30164510000000005;0.7618537999999999;0.355924;0.606425;0.12666;0.364912;0.289606;0.5911;0.6719465;0.6681502500000001;0.15915325;0.1609585;kippend;dio_081b;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5966;5966;1;0.30164510000000005;0.7618537999999999;0.335721;0.679398;0.06224;0.397179;0.275428;0.594875;0.64338775;0.662020375;0.18932225;0.168211875;tragend_unruhig;dio_0ej6;dio_mcm_episode_183drjy;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5991;5991;1;0.30164510000000005;0.7618537999999999;0.520394;0.4834;-0.085646;0.270247;0.358972;0.568569;0.64935575;0.62144725;0.1929875;0.23579050000000001;kippend;dio_062s;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5993;5993;1;0.30164510000000005;0.7618537999999999;0.434906;0.549866;0.002659;0.365226;0.326626;0.575185;0.635756375;0.63175225;0.220719375;0.21150025;kippend;dio_1n8f;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;5997;5997;1;0.30164510000000005;0.7618537999999999;0.3437;0.717308;0.000836;0.458728;0.238279;0.629653;0.619216;0.664057;0.248046625;0.164298375;tragend_unruhig;dio_1b6d;dio_mcm_episode_183drjy;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6029;6029;1;0.30164510000000005;0.7618537999999999;0.362868;0.655944;-0.07106;0.476591;0.292826;0.593055;0.6574525;0.638524875;0.16817274999999998;0.203974;kippend;dio_0cre;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6056;6056;1;0.30164510000000005;0.7618537999999999;0.375705;0.673675;0.015505;0.366936;0.293054;0.585184;0.667692125;0.623130875;0.157804;0.21348224999999998;kippend;dio_1w94;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6073;6073;1;0.30164510000000005;0.7618537999999999;0.450373;0.581721;-0.114657;0.389604;0.314455;0.591833;0.62854925;0.6474465;0.207340375;0.189847;kippend;dio_0a1n;dio_mcm_episode_183drjy;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6111;6111;1;0.30164510000000005;0.7618537999999999;0.312078;0.655683;0.078449;0.508566;0.226238;0.645185;0.665323125;0.651323625;0.181674375;0.18143262500000001;tragend_unruhig;dio_0ogk;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6156;6157;2;0.30164510000000005;0.7618537999999999;0.45237099999999997;0.717516;0.230848;0.3017905;0.29601299999999997;0.5888055;0.6522955;0.661920125;0.179014125;0.176421;kippend;dio_1jsj;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6221;6221;1;0.30164510000000005;0.7618537999999999;0.32834;0.730372;0.240806;0.499226;0.245293;0.629801;0.6790935;0.64796675;0.146415625;0.18855575;tragend_unruhig;dio_17q1;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6315;6315;1;0.30164510000000005;0.7618537999999999;0.369874;0.742551;0.327329;0.368164;0.270084;0.599543;0.656682875;0.672096375;0.172626375;0.14942587499999999;tragend_unruhig;dio_0egm;dio_mcm_episode_183drjy;rekoppelt_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6331;6331;1;0.30164510000000005;0.7618537999999999;0.399643;0.630468;0.158365;0.263552;0.307491;0.572772;0.65317775;0.660302625;0.17645275;0.174714625;kippend;dio_01t8;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6352;6352;1;0.30164510000000005;0.7618537999999999;0.552977;0.745048;0.726178;0.503777;0.325134;0.59823;0.676022625;0.642918;0.156987875;0.199261375;kippend;dio_1lkz;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6355;6355;1;0.30164510000000005;0.7618537999999999;0.318082;0.658703;0.07519;0.434368;0.231972;0.631447;0.65027825;0.651871875;0.20009425;0.179306875;tragend_unruhig;dio_0kf9;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6396;6396;1;0.30164510000000005;0.7618537999999999;0.474648;0.538575;-0.036313;0.293563;0.353059;0.555763;0.6765445;0.65588675;0.150539875;0.18730175;kippend;dio_19xc;dio_mcm_episode_183drjy;kippnah_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6439;6439;1;0.30164510000000005;0.7618537999999999;0.308627;0.750541;0.2439;0.433753;0.251828;0.609278;0.660551625;0.65842875;0.1652275;0.179201875;tragend_unruhig;dio_115x;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6447;6447;1;0.30164510000000005;0.7618537999999999;0.348222;0.677358;0.061423;0.379456;0.282059;0.590656;0.6607565;0.6531241249999999;0.175423;0.18320625000000001;kippend;dio_13cj;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6473;6473;1;0.30164510000000005;0.7618537999999999;0.398753;0.717011;0.293097;0.284254;0.28833;0.584267;0.6668397500000001;0.6490735;0.168655875;0.187978875;kippend;dio_1u2s;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6478;6478;1;0.30164510000000005;0.7618537999999999;0.398859;0.668166;0.088724;0.313963;0.300888;0.579848;0.651694;0.648207375;0.190069625;0.194034125;kippend;dio_1k0x;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6485;6485;1;0.30164510000000005;0.7618537999999999;0.48307;0.504932;0.060466;0.223986;0.354539;0.553828;0.6563905;0.666320375;0.178099125;0.174293375;gespannt;dio_1mg4;dio_mcm_episode_02arq13;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6560;6560;1;0.30164510000000005;0.7618537999999999;0.314091;0.754243;0.065046;0.396414;0.230058;0.627465;0.659525125;0.664719875;0.170152375;0.16392299999999999;tragend_unruhig;dio_124a;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
SOL_2023_NEG_STRESS_10K_RECEPTOR;receptor_long_sol_2023_negstress_10k;6605;6605;1;0.30164510000000005;0.7618537999999999;0.322499;0.628934;-0.062852;0.306718;0.236143;0.618346;0.642643875;0.643993625;0.207615875;0.206629625;tragend_unruhig;dio_1bov;dio_mcm_episode_183drjy;offen_getragen_nach_kontaktinsel
