asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0m9z,704,3,field_stabil,210,0.037069726390114736,0.7410513761904762,0.1803966380952381,0.7966856809523809,0.9203122285714286,233,0.0411297440423654,0.7432019399141632,0.18113136480686695,0.850606017167382,0.9495669871244635,261,0.04608050847457627,0.742463509578544,0.1823067509578544,0.8525635363984674,0.9509942375478927,0.009010782084461537,0.05587785544608648,0.030682008976464115,0.0019101128626163033,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0l7p,663,3,field_stabil,203,0.03583406884377758,0.7630381724137931,0.1517123103448276,0.794185960591133,0.9211624384236452,232,0.04095322153574581,0.76491475,0.15301058620689653,0.8484466594827587,0.9522557931034482,228,0.04025423728813559,0.7641701403508773,0.15385898245614035,0.862658298245614,0.9563109999999999,0.004420168444358011,0.06847233765448102,0.03514856157635471,0.002146672111312753,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0h9h,524,3,field_stabil,188,0.03318623124448367,0.7607517446808512,0.15556932978723403,0.7992580957446809,0.920884085106383,187,0.03300970873786408,0.761341128342246,0.15862226203208557,0.8601739304812833,0.9534601176470588,149,0.026306497175141243,0.7618591140939598,0.15894773154362415,0.8774653825503356,0.9584242348993287,-0.0068797340693424296,0.0782072868056547,0.03754014979294573,0.0033784017563901203,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_14wj,382,3,field_stabil,112,0.01977052074139453,0.7666661428571429,0.14487385714285714,0.7879995982142857,0.9095519732142857,126,0.022241835834068843,0.7698076031746032,0.14670609523809522,0.8743275317460317,0.9554104603174604,144,0.025423728813559324,0.7701309097222222,0.1465721111111111,0.8805551527777777,0.9594122430555555,0.005653208072164795,0.09255555456349207,0.04986026984126979,0.00169825396825396,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1lsu,294,3,field_stabil,77,0.013592233009708738,0.7481176363636364,0.17031033766233766,0.756547012987013,0.8880365064935065,102,0.01800529567519859,0.7507223529411764,0.17473673529411762,0.8762046274509804,0.9513917352941176,115,0.02030367231638418,0.7515375043478261,0.1738526347826087,0.8792345565217392,0.9554156173913043,0.006711439306675443,0.12268754353472622,0.0673791108977978,0.003542297120271043,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_00ly,289,3,field_stabil,97,0.01712268314210062,0.7592928865979381,0.1551381030927835,0.7798128350515464,0.9024292061855671,102,0.01800529567519859,0.7604199117647059,0.15922940196078433,0.8826321764705882,0.9553212843137254,90,0.015889830508474576,0.7607901111111111,0.15979792222222222,0.8944379888888889,0.9610652555555556,-0.0012328526336260436,0.11462515383734251,0.05863604936998845,0.004659819129438719,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0oc3,247,3,field_stabil,56,0.009885260370697264,0.7306500357142857,0.19045244642857143,0.7268368571428571,0.872839375,89,0.015710503089143867,0.737793370786517,0.1912556966292135,0.8720905056179775,0.9507531011235955,102,0.018008474576271187,0.7370899509803922,0.19318316666666666,0.8937933235294119,0.9607433921568627,0.008123214205573923,0.1669564663865548,0.08790401715686269,0.00273072023809523,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_17ct,244,3,field_stabil,79,0.013945278022947925,0.7535929746835442,0.16662915189873417,0.7657353544303798,0.8915786075949367,94,0.016593115622241836,0.7581657340425532,0.16930527659574468,0.8885917978723404,0.9542084893617022,71,0.012535310734463278,0.7566315211267606,0.17122923943661972,0.906026676056338,0.9603919577464788,-0.0014099672884846474,0.14029132162595825,0.06881335015154211,0.004600087537885544,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_06s7,232,3,field_stabil,80,0.01412180052956752,0.76807605,0.1434490125,0.7682407,0.8951207625000001,84,0.014827890556045897,0.7716718095238095,0.1464024880952381,0.8923853928571429,0.9573047142857143,68,0.012005649717514125,0.7710858235294118,0.1471121911764706,0.8884664411764706,0.9602393676470589,-0.0021161508120533957,0.12022574117647056,0.0651186051470588,0.003663178676470591,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0pz6,215,3,field_stabil,60,0.01059135039717564,0.76392635,0.15108848333333336,0.7405244833333333,0.8789125999999999,85,0.01500441306266549,0.7692130235294117,0.1538916705882353,0.8877342470588234,0.954665611764706,70,0.012358757062146893,0.7680089,0.1558353285714286,0.9037111285714285,0.9628118428571428,0.0017674066649712526,0.16318664523809523,0.0838992428571429,0.0047468452380952375,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1kpz,214,3,field_stabil,81,0.014298323036187114,0.7671894444444445,0.14341418518518517,0.7614332962962963,0.8941255555555556,71,0.012533097969991174,0.7707543098591549,0.14727067605633803,0.8987130281690141,0.9588509577464789,62,0.010946327683615819,0.7707624354838709,0.1480064677419355,0.8969242419354838,0.9612869838709677,-0.003351995352571295,0.1354909456391875,0.06716142831541205,0.004592282556750316,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1ewh,213,3,field_stabil,67,0.011827007943512798,0.7453866268656717,0.16939137313432834,0.7601789701492537,0.8876708507462687,75,0.01323918799646955,0.7481576,0.173736,0.8917896,0.9565953199999999,71,0.012535310734463278,0.7499735352112675,0.1729902394366197,0.9086280985915494,0.9641302816901408,0.0007083027909504797,0.14844912844229563,0.07645943094387209,0.0035988663022913647,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0dd2,212,3,field_stabil,50,0.0088261253309797,0.76230126,0.15196816,0.7018265800000001,0.86393424,65,0.01147396293027361,0.7654649538461539,0.15845856923076923,0.8794804,0.9523596461538462,97,0.017125706214689264,0.7666838762886597,0.15714521649484536,0.8789278762886599,0.9572587731958763,0.008299580883709565,0.17710129628865978,0.0933245331958763,0.005177056494845372,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0obq,211,3,field_stabil,52,0.009179170344218888,0.7407173076923077,0.1781051153846154,0.7314466538461539,0.8699675192307693,71,0.012533097969991174,0.7444707464788732,0.1824308028169014,0.895665647887324,0.9543562394366197,88,0.015536723163841809,0.7458935227272728,0.18074211363636364,0.893693875,0.9587189090909092,0.006357552819622921,0.16224722115384604,0.08875138986013986,0.002636998251748235,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_00ja,210,3,field_stabil,84,0.014827890556045897,0.7342893928571429,0.18138342857142856,0.7633616904761905,0.8940346547619048,77,0.013592233009708738,0.7380808181818181,0.18404016883116883,0.8878277792207793,0.9557202467532467,49,0.008651129943502825,0.7375308775510204,0.18453973469387752,0.8871355918367347,0.9577723469387754,-0.006176760612543072,0.12377390136054423,0.06373769217687064,0.0031563061224489652,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_06er,180,3,field_stabil,34,0.006001765225066196,0.7694713823529412,0.1378680294117647,0.6300905588235295,0.8297888823529411,85,0.01500441306266549,0.7749909529411764,0.14490769411764706,0.8694773529411765,0.9482257176470589,61,0.010769774011299435,0.7758634590163935,0.14603244262295081,0.8964056721311475,0.9605420655737705,0.004768008786233239,0.26631511330761803,0.1307531832208294,0.008164413211186106,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1q85,179,3,field_stabil,47,0.008296557811120918,0.7391781914893617,0.18003240425531913,0.7176276595744681,0.8628952340425531,70,0.01235657546337158,0.7464367714285715,0.18260338571428572,0.8822193571428572,0.9506737285714286,62,0.010946327683615819,0.7473823387096774,0.18107309677419356,0.9044674838709678,0.9599640161290323,0.0026497698724949007,0.1868398242964997,0.09706878208647918,0.0010406925188744254,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_09bn,178,3,field_stabil,67,0.011827007943512798,0.7651702537313433,0.1498846865671642,0.7443820597014925,0.8833691791044777,51,0.009002647837599295,0.7686421568627451,0.15388372549019608,0.8959283921568628,0.9557802352941176,60,0.01059322033898305,0.7679849999999999,0.15593306666666665,0.9185078833333333,0.9658596666666667,-0.0012337876045297475,0.17412582363184081,0.08249048756218902,0.006048380099502454,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0tay,156,3,field_stabil,51,0.009002647837599295,0.7526142745098039,0.1612597843137255,0.7163307647058823,0.8670548431372549,54,0.009532215357458075,0.7581737592592593,0.16585807407407407,0.8986809629629631,0.9555242222222223,51,0.009004237288135594,0.7588610980392156,0.16712745098039217,0.9223370980392157,0.9661583529411765,1.5894505362989975e-06,0.2060063333333334,0.09910350980392157,0.00586766666666666,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0g2r,148,3,field_stabil,69,0.012180052956751985,0.7453916086956521,0.16641862318840578,0.7482369130434783,0.8839721594202898,47,0.008296557811120918,0.7483350638297872,0.1712102340425532,0.8992248510638298,0.9567071276595744,32,0.005649717514124294,0.74628596875,0.17518084375,0.92073015625,0.9639459375,-0.006530335442627691,0.1724932432065217,0.07997377807971018,0.00876222056159423,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1gp2,148,3,field_stabil,67,0.011827007943512798,0.7423769701492537,0.16970250746268656,0.7394943731343284,0.8808214029850746,49,0.008649602824360106,0.7460996326530611,0.1731724693877551,0.8835924489795919,0.9518208571428572,32,0.005649717514124294,0.7480034375,0.1725505625,0.91048259375,0.96089475,-0.006177290429388504,0.17098822061567154,0.08007334701492541,0.002848055037313446,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1r55,146,3,field_stabil,29,0.005119152691968226,0.7512286551724138,0.15942251724137932,0.5908953793103449,0.808744275862069,57,0.010061782877316858,0.7553918421052632,0.16905743859649122,0.8488228771929826,0.937372,60,0.01059322033898305,0.7562643833333333,0.17074345,0.8859209333333333,0.9544936333333334,0.0054740676470148245,0.29502555402298847,0.14574935747126438,0.011320932758620672,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0kx9,142,3,field_stabil,54,0.009532215357458075,0.7734420185185186,0.1332076851851852,0.7288317407407408,0.8731793333333334,36,0.006354810238305384,0.7760159166666667,0.14053805555555557,0.9082906944444444,0.9581189722222222,52,0.009180790960451978,0.7766474423076922,0.13959148076923078,0.9045622307692308,0.9608042692307692,-0.0003514243970060976,0.17573049002849006,0.08762493589743581,0.006383795584045587,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_169a,142,3,field_stabil,42,0.007413945278022948,0.7316785714285714,0.18941309523809524,0.7020646428571429,0.8534958571428571,41,0.007237422771403354,0.736136756097561,0.19509119512195122,0.9112921951219513,0.9550344146341463,59,0.010416666666666666,0.7375472542372881,0.1942884406779661,0.9028124576271186,0.9575101525423729,0.0030027213886437178,0.20074781476997572,0.10401429539951579,0.004875345439870865,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1cic,134,3,field_stabil,51,0.009002647837599295,0.7521895098039216,0.15661766666666666,0.7259039215686274,0.8719103725490197,38,0.006707855251544572,0.7569192894736843,0.16411076315789472,0.9320645,0.9655267631578947,45,0.007944915254237288,0.7576839333333333,0.16195997777777776,0.9164964444444444,0.9654458666666668,-0.0010577325833620067,0.19059252287581707,0.09353549411764706,0.005342311111111109,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0z9t,133,3,field_stabil,26,0.004589585172109444,0.7491679615384614,0.16273576923076924,0.5799468076923077,0.8013523461538461,47,0.008296557811120918,0.7549178510638298,0.17201206382978723,0.875587659574468,0.941444255319149,60,0.01059322033898305,0.7562185333333333,0.17381123333333331,0.8915794333333333,0.9556806833333333,0.006003635166873606,0.3116326256410257,0.15432833717948724,0.011075464102564075,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0nlj,130,3,field_stabil,40,0.00706090026478376,0.773628725,0.135876525,0.688819375,0.850967,51,0.009002647837599295,0.7764970980392156,0.1425086274509804,0.8926669019607844,0.9525074313725491,39,0.006885593220338983,0.7759176153846153,0.1447024358974359,0.9155306666666667,0.962495076923077,-0.00017530704444477727,0.2267112916666667,0.11152807692307698,0.008825910897435896,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1jc2,127,3,field_stabil,47,0.008296557811120918,0.7709541063829787,0.13494374468085105,0.7202689574468085,0.8652043191489361,49,0.008649602824360106,0.7762866734693877,0.13900514285714285,0.8982515306122449,0.9549275714285714,31,0.0054731638418079095,0.7748939677419354,0.14143174193548386,0.9187737096774194,0.9639117741935483,-0.0028233939693130088,0.19850475223061093,0.0987074550446122,0.00648799725463281,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_10dv,122,3,field_stabil,30,0.00529567519858782,0.7607716333333333,0.15243679999999998,0.6297740666666667,0.8205071666666667,43,0.007590467784642542,0.7644823488372092,0.16333646511627908,0.8909823023255814,0.946554511627907,49,0.008651129943502825,0.7654473061224489,0.16276616326530613,0.9053262653061225,0.9576324693877551,0.0033554547449150046,0.2755521986394558,0.13712530272108847,0.010329363265306146,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1492,121,3,field_stabil,42,0.007413945278022948,0.7732833333333333,0.13517138095238096,0.6937051190476191,0.8540613333333333,38,0.006707855251544572,0.7770172894736842,0.14245694736842104,0.8947281315789473,0.9514742894736842,41,0.0072387005649717515,0.7754654390243902,0.1447591219512195,0.9094969268292683,0.9613580243902439,-0.00017524471305119683,0.2157918077816492,0.10729669105691053,0.009587740998838551,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_05yg,116,3,field_stabil,51,0.009002647837599295,0.7219290980392157,0.19684617647058825,0.7243036862745097,0.8661866274509803,27,0.004766107678729038,0.7271803703703703,0.2011832962962963,0.9161327037037036,0.9549153703703703,38,0.006709039548022599,0.7274921052631579,0.20062686842105265,0.9148540263157896,0.9592171578947368,-0.002293608289576696,0.1905503400412799,0.09303053044375653,0.0037806919504644043,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0jkk,114,3,field_stabil,54,0.009532215357458075,0.7182021296296297,0.20058125925925926,0.7342647592592593,0.8722201111111111,34,0.006001765225066196,0.7217211764705882,0.20560035294117648,0.9112110294117647,0.9564802352941176,26,0.004590395480225989,0.7239588076923076,0.2042361153846154,0.9230923461538462,0.9638227307692309,-0.0049418198772320865,0.1888275868945869,0.09160261965811978,0.0036548561253561263,anschlussfaehige_oberflaeche
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_0fe7,111,3,field_stabil,30,0.00529567519858782,0.7496145,0.15712956666666666,0.6323743333333333,0.8235566,39,0.006884377758164166,0.7541678205128205,0.16595976923076924,0.8977211538461538,0.9494821282051282,42,0.007415254237288136,0.7562621428571429,0.16449142857142857,0.9232408809523809,0.9639397619047619,0.0021195790387003154,0.2908665476190476,0.14038316190476197,0.007361861904761902,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_real_17k,,,,,,,,,,,real,detail,,,,,,2025,dio_1u5i,111,3,field_stabil,44,0.007766990291262136,0.7578155227272727,0.14821652272727273,0.6915673409090909,0.8571084772727272,36,0.006354810238305384,0.7610618055555556,0.15519358333333333,0.89996925,0.9540767222222222,31,0.0054731638418079095,0.7618844193548387,0.15672151612903226,0.9426390967741936,0.9689421290322581,-0.002293826449454226,0.25107175586510266,0.11183365175953086,0.00850499340175953,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_104t,1219,3,field_stabil,332,0.058605472197705205,0.7580882409638554,0.1624426174698795,0.7997698885542168,0.9282304608433735,423,0.07466902030008826,0.7590064468085107,0.16300702364066194,0.8312178486997636,0.947290586288416,464,0.08192090395480225,0.7585190625,0.16319187715517242,0.8343543814655172,0.9488142693965517,0.02331543175709705,0.03458449291130039,0.020583808553178207,0.0007492596852929079,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_155c,779,3,field_stabil,214,0.03777581641659312,0.7528797149532711,0.17087378971962616,0.7978184626168224,0.920638331775701,267,0.0471315092674316,0.7536862247191011,0.1729804531835206,0.843920213483146,0.9488374494382023,298,0.05261299435028249,0.753750355704698,0.17269372818791945,0.8442959463087248,0.9496949630872483,0.014837177933689369,0.04647748369190241,0.029056631311547343,0.0018199384682932862,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0l7p,662,3,field_stabil,181,0.031950573698146516,0.7650765635359116,0.15114160773480664,0.7902330883977899,0.9191673038674033,248,0.04377758164165931,0.7660690927419356,0.15327415725806454,0.8452563104838711,0.9510429516129032,233,0.04113700564971751,0.7656350386266094,0.15380336909871245,0.858719068669528,0.9550538927038627,0.009186431951570997,0.06848598027173802,0.03588658883645934,0.002661761363905807,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0m9z,605,3,field_stabil,184,0.0324801412180053,0.743623902173913,0.18175141304347825,0.7990575652173912,0.9178903586956523,199,0.035127978817299205,0.7458136331658292,0.18210484422110554,0.8498723869346734,0.9483111457286433,222,0.03919491525423729,0.7450663108108108,0.18145501801801803,0.8548403423423423,0.951391472972973,0.006714774036231989,0.055782777124951055,0.03350111427732072,-0.0002963950254602221,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0h9h,456,3,field_stabil,147,0.02594880847308032,0.7639904013605442,0.15508538095238095,0.7966558503401361,0.9154493197278912,156,0.027537511032656663,0.7616544615384615,0.16036342307692308,0.8744160705128206,0.9558393782051281,153,0.02701271186440678,0.7645801895424836,0.1586606339869281,0.8699028300653595,0.9565183333333334,0.0010639033913264623,0.07324697972522343,0.04106901360544213,0.0035752530345471434,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_14wj,435,3,field_stabil,124,0.021888790820829656,0.7692709193548387,0.14338643548387095,0.7814000161290323,0.9104515887096774,170,0.03000882612533098,0.7729987588235293,0.14545289411764706,0.8591237235294117,0.9529833823529411,141,0.02489406779661017,0.7713854042553192,0.14731840425531914,0.876588609929078,0.9591847517730496,0.003005276975780513,0.09518859380004574,0.048733163063372276,0.003931968771448191,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_00ly,288,3,field_stabil,92,0.01624007060900265,0.7630391956521739,0.1553770652173913,0.7765265108695651,0.9004459782608696,95,0.01676963812886143,0.7640254421052632,0.16053196842105263,0.8853466842105263,0.9565547157894737,101,0.0178319209039548,0.7628035841584158,0.1607449801980198,0.8942080891089109,0.9609288613861386,0.0015918502949521518,0.11768157823934577,0.06048288312526906,0.0053679149806284965,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_17ct,271,3,field_stabil,85,0.01500441306266549,0.7561671058823529,0.16768636470588236,0.7669823764705882,0.893274294117647,80,0.01412180052956752,0.7584986875,0.172668125,0.8941008874999999,0.956212875,106,0.018714689265536724,0.7615970188679246,0.16897641509433964,0.8904449528301887,0.9569049056603774,0.003710276202871234,0.12346257635960045,0.06363061154273042,0.0012900503884572811,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1lsu,256,3,field_stabil,65,0.01147396293027361,0.7482729384615384,0.17182946153846154,0.7448149384615385,0.8794445384615385,84,0.014827890556045897,0.7529709761904761,0.17401203571428572,0.8764489642857143,0.9504045357142856,107,0.018891242937853107,0.7542987476635513,0.17384076635514017,0.8884684579439253,0.9564051214953271,0.007417280007579496,0.1436535194823868,0.07696058303378861,0.002011304816678633,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0pz6,246,3,field_stabil,92,0.01624007060900265,0.765822206521739,0.15147385869565216,0.7789625869565218,0.9009797173913043,78,0.013768755516328331,0.7707525641025641,0.1556739358974359,0.8899088974358974,0.9571916153846153,76,0.013418079096045197,0.7706619078947368,0.156015,0.9043327368421052,0.9633085394736842,-0.002821991512957452,0.12537014988558348,0.06232882208237989,0.004541141304347823,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_06er,233,3,field_stabil,51,0.009002647837599295,0.7738378431372549,0.14059354901960783,0.7040517843137255,0.8648249215686274,85,0.01500441306266549,0.7775799058823529,0.14454257647058824,0.8704333058823529,0.9503345411764705,97,0.017125706214689264,0.7766301134020619,0.1459185360824742,0.8827981340206185,0.9583432268041238,0.00812305837708997,0.17874634970689296,0.09351830523549631,0.005324987062866382,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_06s7,228,3,field_stabil,80,0.01412180052956752,0.7678911375,0.1444816625,0.7682941125,0.8951067500000001,86,0.015180935569285084,0.7734317093023256,0.14712940697674418,0.8904073953488372,0.9574896395348838,62,0.010946327683615819,0.7732685483870968,0.1489342258064516,0.8998329032258064,0.962963,-0.0031754728459517014,0.13153879072580643,0.06785624999999995,0.004452563306451607,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0dd2,224,3,field_stabil,43,0.007590467784642542,0.765212534883721,0.14937297674418604,0.6673012558139535,0.8499104186046512,91,0.016063548102383054,0.7695427802197802,0.15793772527472527,0.8671304725274726,0.9496853626373627,90,0.015889830508474576,0.7697401222222222,0.15734213333333333,0.8723808444444444,0.9564675333333332,0.008299362723832034,0.20507958863049092,0.10655711472868201,0.007969156589147292,kernfamilie_mit_feldzeitverdichtung
