dominant_family,count,world_count,dominant_world,dominant_effect,rekoppelt_count,offen_count,kippnah_count,rekoppelt_share,offen_share,kippnah_share,avg_duration,max_duration,avg_pressure,avg_alignment,avg_strain,avg_rekopplung,post8_rekopplung,post8_strain,family_contact_state
dio_0qzq,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.0,1,0.359769,0.6088685,0.28570850000000003,0.589315,0.6290495,0.219826,kontaktinsel_duenne_spur
dio_0rzj,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,1.0,1,0.453249,0.7363395,0.2962325,0.593473,0.6453655,0.199159,kontaktinsel_duenne_spur
dio_0e6l,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,1,0.5,0.0,0.5,1.0,1,0.3659875,0.7180115,0.28445,0.5852539999999999,0.642451,0.200964,kontaktinsel_duenne_spur
dio_1uvh,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.0,1,0.3498155,0.7114075,0.25896149999999996,0.6193835,0.6448855,0.192218,kontaktinsel_duenne_spur
dio_0z4p,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,2.5,4,0.4039715,0.6266555,0.30955699999999997,0.5827485,0.650594,0.18908750000000002,kontaktinsel_duenne_spur
dio_1pu4,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.0,1,0.3413795,0.7334164999999999,0.2754085,0.5958935,0.6375770000000001,0.207241,kontaktinsel_duenne_spur
dio_0b2u,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,1.0,1,0.3680935,0.640825,0.267949,0.603708,0.642261,0.19445400000000002,kontaktinsel_duenne_spur
dio_1u1e,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,1.0,1,0.4001445,0.7108855000000001,0.30069250000000003,0.5799455,0.6420330000000001,0.196792,kontaktinsel_duenne_spur
dio_0lo8,2,2,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.0,1,0.3182895,0.691662,0.2505285,0.6084434999999999,0.640655,0.1963105,kontaktinsel_duenne_spur
dio_1qpp,2,2,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.5,2,0.34346750000000004,0.7368265,0.2549315,0.6058844999999999,0.6405815,0.203512,kontaktinsel_duenne_spur
dio_1f8m,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,2,0,0.0,1.0,0.0,1.0,1,0.4253425,0.605722,0.288751,0.6058604999999999,0.6265275,0.2227555,kontaktinsel_duenne_spur
dio_0pn6,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,2,0,0.0,1.0,0.0,1.0,1,0.38342350000000003,0.6879230000000001,0.277135,0.6032295000000001,0.6351975000000001,0.21988449999999998,kontaktinsel_duenne_spur
dio_0p85,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,0,2,0,0.0,1.0,0.0,1.0,1,0.478347,0.5742875,0.35441849999999997,0.5559415,0.638406,0.20739849999999999,kontaktinsel_duenne_spur
dio_0865,2,2,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,0,2,0,0.0,1.0,0.0,1.0,1,0.41360450000000004,0.7302505,0.313143,0.5676749999999999,0.6352955,0.20841900000000002,kontaktinsel_duenne_spur
dio_0ozs,2,2,SOL_2024_SIDEWAYS_5K_RECEPTOR,kippend,0,2,0,0.0,1.0,0.0,1.5,2,0.40518750000000003,0.670658,0.3043245,0.582484,0.634568,0.202839,kontaktinsel_duenne_spur
dio_0w7y,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,2,0,0,1.0,0.0,0.0,1.0,1,0.485039,0.5551459999999999,0.3390345,0.564234,0.6488160000000001,0.1913665,kontaktinsel_duenne_spur
dio_1oz3,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,2,0,0,1.0,0.0,0.0,1.0,1,0.418988,0.6953205,0.2808435,0.603578,0.6486885,0.1856575,kontaktinsel_duenne_spur
dio_0iap,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,2,0,0,1.0,0.0,0.0,1.0,1,0.30990850000000003,0.7200115,0.2451065,0.61497,0.660413,0.17341299999999998,kontaktinsel_duenne_spur
dio_1pai,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,2,0,0,1.0,0.0,0.0,1.5,2,0.43407850000000003,0.699465,0.282451,0.6057895,0.659934,0.17198000000000002,kontaktinsel_duenne_spur
dio_1kvb,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,2,0,0,1.0,0.0,0.0,1.0,1,0.45618000000000003,0.6002965,0.3249965,0.5722295,0.651166,0.1999305,kontaktinsel_duenne_spur
dio_0p00,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,2,0,0,1.0,0.0,0.0,1.0,1,0.353651,0.7126145,0.27418149999999997,0.610721,0.645762,0.193181,kontaktinsel_duenne_spur
dio_076u,2,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,2,0,0,1.0,0.0,0.0,1.0,1,0.5382935,0.46597500000000003,0.37270000000000003,0.5530545,0.646929,0.1920855,kontaktinsel_duenne_spur
dio_12b0,2,1,SOL_2025_STRESS_5K_RECEPTOR,kippend,2,0,0,1.0,0.0,0.0,1.0,1,0.356852,0.67804,0.27249599999999996,0.6021920000000001,0.653788,0.18214,kontaktinsel_duenne_spur
dio_013w,2,1,SOL_2026_STABLE_5K_RECEPTOR,kippend,2,0,0,1.0,0.0,0.0,1.0,1,0.410875,0.6665975,0.27062549999999996,0.6119245,0.6503155,0.1877585,kontaktinsel_duenne_spur
dio_1rg4,2,1,SOL_2026_STABLE_5K_RECEPTOR,kippend,2,0,0,1.0,0.0,0.0,1.0,1,0.4264175,0.696058,0.27753550000000005,0.617082,0.6527324999999999,0.181797,kontaktinsel_duenne_spur
dio_1hc4,2,1,SOL_2026_STABLE_5K_RECEPTOR,kippend,2,0,0,1.0,0.0,0.0,1.0,1,0.37745850000000003,0.7059755000000001,0.2796955,0.595613,0.666512,0.158666,kontaktinsel_duenne_spur
dio_0a1n,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,1.0,1,0.453031,0.582586,0.331385,0.5763065,0.6414145,0.20096599999999998,kontaktinsel_duenne_spur
dio_1l29,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,1,0.5,0.0,0.5,1.0,1,0.352167,0.7458625000000001,0.2443285,0.6277429999999999,0.6382760000000001,0.213121,kontaktinsel_duenne_spur
dio_1w94,2,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,1,0,0.5,0.5,0.0,1.0,1,0.378512,0.6785140000000001,0.2817825,0.596678,0.6375325000000001,0.1986795,kontaktinsel_duenne_spur
dio_1nsi,2,1,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.0,1,0.3652245,0.7398135,0.2572295,0.6082719999999999,0.6402975,0.20162950000000002,kontaktinsel_duenne_spur
dio_017r,2,1,SOL_2026_STABLE_5K_RECEPTOR,tragend_unruhig,1,1,0,0.5,0.5,0.0,1.0,1,0.40806149999999997,0.589306,0.282323,0.6059515,0.634784,0.2098175,kontaktinsel_duenne_spur
dio_13kt,2,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,0,1,1,0.0,0.5,0.5,1.0,1,0.3290335,0.6420845,0.227806,0.6210925,0.613767,0.2384735,kontaktinsel_duenne_spur
dio_16o4,2,1,SOL_2026_STABLE_5K_RECEPTOR,gespannt,0,2,0,0.0,1.0,0.0,1.0,1,0.49844999999999995,0.553541,0.3498505,0.562962,0.6373305,0.206868,kontaktinsel_duenne_spur
dio_1sl6,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.409421,0.645736,0.309029,0.569253,0.657032,0.169159,kontaktinsel_duenne_spur
dio_1bmg,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.516152,0.423951,0.370579,0.544333,0.641317,0.200316,kontaktinsel_duenne_spur
dio_1wo3,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.317346,0.707916,0.276381,0.59859,0.643556,0.189022,kontaktinsel_duenne_spur
dio_09us,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.426341,0.73539,0.288684,0.591703,0.653635,0.1832,kontaktinsel_duenne_spur
dio_12ra,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.369248,0.679056,0.284205,0.581948,0.648399,0.18108,kontaktinsel_duenne_spur
dio_01r9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.43919,0.535081,0.330991,0.570207,0.647847,0.19393,kontaktinsel_duenne_spur
dio_1h31,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.415708,0.607485,0.317444,0.570327,0.648703,0.185848,kontaktinsel_duenne_spur
dio_0ta9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.314623,0.748948,0.253294,0.601428,0.654996,0.178993,kontaktinsel_duenne_spur
dio_1rwr,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.508183,0.462534,0.372985,0.54594,0.646238,0.192325,kontaktinsel_duenne_spur
dio_0bv1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.364186,0.660556,0.292793,0.592169,0.660103,0.174243,kontaktinsel_duenne_spur
dio_0va1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,3.0,3,0.331464,0.62123,0.243931,0.625189,0.645076,0.187432,kontaktinsel_duenne_spur
dio_1of5,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.350373,0.62939,0.290193,0.620532,0.659293,0.165562,kontaktinsel_duenne_spur
dio_0jza,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.36832,0.589973,0.24832,0.612686,0.642479,0.189976,kontaktinsel_duenne_spur
dio_1ytj,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.333406,0.748009,0.265668,0.591859,0.656247,0.169333,kontaktinsel_duenne_spur
dio_06be,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.391969,0.704635,0.292401,0.590176,0.654266,0.17647,kontaktinsel_duenne_spur
dio_119q,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.30858,0.685995,0.25528,0.610753,0.651963,0.17379,kontaktinsel_duenne_spur
dio_13tn,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.362625,0.710071,0.266176,0.599615,0.644969,0.188854,kontaktinsel_duenne_spur
dio_0mxs,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.301745,0.701952,0.247266,0.60359,0.645171,0.191727,kontaktinsel_duenne_spur
dio_1pet,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,stabil,1,0,0,1.0,0.0,0.0,1.0,1,0.314319,0.749379,0.212626,0.635999,0.640792,0.196235,kontaktinsel_duenne_spur
dio_1upb,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.339257,0.698822,0.23234,0.624937,0.653277,0.185012,kontaktinsel_duenne_spur
dio_089s,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.330864,0.672707,0.255773,0.605382,0.662005,0.173253,kontaktinsel_duenne_spur
dio_02hi,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,3.0,3,0.37756,0.626769,0.262312,0.617632,0.643404,0.186192,kontaktinsel_duenne_spur
dio_1xmo,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.42077,0.58618,0.321488,0.56545,0.642541,0.186548,kontaktinsel_duenne_spur
dio_1i1g,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.464988,0.720432,0.30076,0.587057,0.644323,0.197719,kontaktinsel_duenne_spur
dio_00yd,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.35665,0.626238,0.260441,0.605919,0.657303,0.174653,kontaktinsel_duenne_spur
dio_0gis,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.354231,0.678466,0.294143,0.590071,0.655042,0.181036,kontaktinsel_duenne_spur
dio_1tyc,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.457408,0.67891,0.300181,0.599023,0.654172,0.174957,kontaktinsel_duenne_spur
dio_1hkn,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.399169,0.647178,0.262187,0.613596,0.647466,0.186631,kontaktinsel_duenne_spur
dio_099h,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.486173,0.651462,0.322228,0.571919,0.648902,0.192834,kontaktinsel_duenne_spur
dio_17ll,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.427376,0.636594,0.284621,0.610651,0.654693,0.174058,kontaktinsel_duenne_spur
dio_08ky,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.424055,0.597671,0.300481,0.588656,0.653797,0.179726,kontaktinsel_duenne_spur
dio_12tf,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.362048,0.710944,0.270185,0.595371,0.665625,0.15744,kontaktinsel_duenne_spur
dio_0gz8,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.3139,0.740261,0.249707,0.612028,0.668811,0.164047,kontaktinsel_duenne_spur
dio_0xt5,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.360142,0.755267,0.274107,0.594383,0.648284,0.190046,kontaktinsel_duenne_spur
dio_0x1b,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.408039,0.564356,0.311091,0.581237,0.650305,0.188345,kontaktinsel_duenne_spur
dio_03xs,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.316771,0.681784,0.238495,0.624349,0.657357,0.175727,kontaktinsel_duenne_spur
dio_1ukz,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.332759,0.670765,0.263246,0.611179,0.652293,0.19061,kontaktinsel_duenne_spur
dio_0u18,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.393867,0.684369,0.271115,0.616955,0.658531,0.176779,kontaktinsel_duenne_spur
dio_11rr,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.305928,0.690691,0.223044,0.622503,0.659045,0.171195,kontaktinsel_duenne_spur
dio_1nfi,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,4.0,4,0.450831,0.583316,0.286504,0.598368,0.651779,0.179224,kontaktinsel_duenne_spur
dio_0wk1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.304474,0.675785,0.257317,0.611942,0.669953,0.161974,kontaktinsel_duenne_spur
dio_1ht1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.314398,0.682414,0.227555,0.623307,0.640264,0.202653,kontaktinsel_duenne_spur
dio_0hv0,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.400169,0.706913,0.274209,0.602802,0.657687,0.171379,kontaktinsel_duenne_spur
dio_0fc4,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.458711,0.740677,0.298801,0.59026,0.650636,0.183602,kontaktinsel_duenne_spur
dio_1hld,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.318824,0.714581,0.251025,0.604462,0.641661,0.20581,kontaktinsel_duenne_spur
