passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,family,tragend_count,kipp_count,shared_family_count,union_family_count,jaccard,bridge_score,tragend_share,kipp_share,avg_tragend_rekopplung,avg_kipp_rekopplung,avg_tragend_strain,avg_kipp_strain
1,0,0,0,0,0,0,feld_5m,dio_1ewh,39,12,28,681,0.041116005873715125,0.0012030075187969924,0.003568814055636896,0.0012030075187969924,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,feld_5m,dio_1gp2,11,24,28,681,0.041116005873715125,0.001006588579795022,0.001006588579795022,0.002406015037593985,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,feld_5m,dio_1lsu,2,85,28,681,0.041116005873715125,0.00018301610541727673,0.00018301610541727673,0.008521303258145364,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,feld_5m,dio_1mwv,12,2,28,681,0.041116005873715125,0.0002005012531328321,0.0010980966325036604,0.0002005012531328321,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,feld_5m,dio_1o4z,6,2,28,681,0.041116005873715125,0.0002005012531328321,0.0005490483162518302,0.0002005012531328321,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,feld_5m,dio_1s2n,2,4,28,681,0.041116005873715125,0.00018301610541727673,0.00018301610541727673,0.0004010025062656642,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,feld_5m,dio_1sa0,4,7,28,681,0.041116005873715125,0.00036603221083455345,0.00036603221083455345,0.0007017543859649122,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,feld_5m,dio_1xrt,38,2,28,681,0.041116005873715125,0.0002005012531328321,0.003477306002928258,0.0002005012531328321,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,real_segment,__SUMMARY__,1103,1099,7,304,0.023026315789473683,0.0,0.0,0.0,0.7250778059836809,0.6437593548680619,0.12185486763372622,0.2075486897179254
1,0,0,0,0,0,0,real_segment,dio_0g2r,4,4,7,304,0.023026315789473683,0.003626473254759746,0.003626473254759746,0.003639672429481347,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,real_segment,dio_0pz6,34,1,7,304,0.023026315789473683,0.0009099181073703367,0.030825022665457842,0.0009099181073703367,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,real_segment,dio_0z3k,2,2,7,304,0.023026315789473683,0.001813236627379873,0.001813236627379873,0.0018198362147406734,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,real_segment,dio_155c,2,2,7,304,0.023026315789473683,0.001813236627379873,0.001813236627379873,0.0018198362147406734,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,real_segment,dio_17ct,2,4,7,304,0.023026315789473683,0.001813236627379873,0.001813236627379873,0.003639672429481347,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,real_segment,dio_1ewh,8,2,7,304,0.023026315789473683,0.0018198362147406734,0.007252946509519492,0.0018198362147406734,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,real_segment,dio_1gp2,2,6,7,304,0.023026315789473683,0.001813236627379873,0.001813236627379873,0.00545950864422202,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,__SUMMARY__,9138,8626,19,680,0.027941176470588237,0.0,0.0,0.0,0.7327241406215802,0.658384522490146,0.12121068198730575,0.19990823765360538
1,0,0,0,0,0,0,regime,dio_00ly,229,3,19,680,0.027941176470588237,0.00034778576396939483,0.025060188224994527,0.00034778576396939483,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_0g2r,30,12,19,680,0.027941176470588237,0.0013911430558775793,0.003282994090610637,0.0013911430558775793,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_0h0h,2,4,19,680,0.027941176470588237,0.0002188662727073758,0.0002188662727073758,0.0004637143519591931,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_0h6t,2,3,19,680,0.027941176470588237,0.0002188662727073758,0.0002188662727073758,0.00034778576396939483,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_0jqc,4,3,19,680,0.027941176470588237,0.00034778576396939483,0.0004377325454147516,0.00034778576396939483,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_0obq,2,4,19,680,0.027941176470588237,0.0002188662727073758,0.0002188662727073758,0.0004637143519591931,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_0pq6,2,18,19,680,0.027941176470588237,0.0002188662727073758,0.0002188662727073758,0.0020867145838163693,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_0pz6,169,2,19,680,0.027941176470588237,0.00023185717597959656,0.018494200043773255,0.00023185717597959656,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_104t,110,2,19,680,0.027941176470588237,0.00023185717597959656,0.012037644998905668,0.00023185717597959656,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_155c,18,6,19,680,0.027941176470588237,0.0006955715279387897,0.001969796454366382,0.0006955715279387897,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_17ct,18,13,19,680,0.027941176470588237,0.0015070716438673776,0.001969796454366382,0.0015070716438673776,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_17dc,2,6,19,680,0.027941176470588237,0.0002188662727073758,0.0002188662727073758,0.0006955715279387897,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_1ewh,54,8,19,680,0.027941176470588237,0.0009274287039183863,0.005909389363099146,0.0009274287039183863,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_1fe0,5,2,19,680,0.027941176470588237,0.00023185717597959656,0.0005471656817684395,0.00023185717597959656,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_1gp2,21,11,19,680,0.027941176470588237,0.001275214467887781,0.002298095863427446,0.001275214467887781,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_1lsu,4,41,19,680,0.027941176470588237,0.0004377325454147516,0.0004377325454147516,0.00475307210758173,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_1mwv,22,2,19,680,0.027941176470588237,0.00023185717597959656,0.0024075289997811337,0.00023185717597959656,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_1o4z,6,4,19,680,0.027941176470588237,0.0004637143519591931,0.0006565988181221273,0.0004637143519591931,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,regime,dio_1yme,3,2,19,680,0.027941176470588237,0.00023185717597959656,0.00032829940906106366,0.00023185717597959656,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,synthetisch,__SUMMARY__,28820,16648,4,281,0.014234875444839857,0.0,0.0,0.0,0.7618982057945871,0.7116432492791928,0.11767284260929911,0.1485899256967804
1,0,0,0,0,0,0,synthetisch,dio_0g3b,774,169,4,281,0.014234875444839857,0.010151369533877944,0.026856349757113117,0.010151369533877944,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,synthetisch,dio_0n0i,26,346,4,281,0.014234875444839857,0.0009021512838306732,0.0009021512838306732,0.020783277270543007,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,synthetisch,dio_1fll,28019,804,4,281,0.014234875444839857,0.048294089380105716,0.972206800832755,0.048294089380105716,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,synthetisch,dio_1ygx,1,327,4,281,0.014234875444839857,3.469812630117974e-05,3.469812630117974e-05,0.019641999038923594,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,__SUMMARY__,9710,9458,25,707,0.03536067892503536,0.0,0.0,0.0,0.7321816559217302,0.6546468845421864,0.12181378743563337,0.20248560953689998
1,0,0,0,0,0,0,zeit_1h,dio_00ly,272,6,25,707,0.03536067892503536,0.0006343835906111228,0.028012358393408855,0.0006343835906111228,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_00pl,3,4,25,707,0.03536067892503536,0.0003089598352214212,0.0003089598352214212,0.00042292239374074856,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_06qi,2,7,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.00074011418904631,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_07uk,2,4,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.00042292239374074856,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0f4r,8,2,25,707,0.03536067892503536,0.00021146119687037428,0.0008238928939237899,0.00021146119687037428,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0fe7,19,4,25,707,0.03536067892503536,0.00042292239374074856,0.001956745623069001,0.00042292239374074856,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0g2r,14,12,25,707,0.03536067892503536,0.0012687671812222456,0.0014418125643666324,0.0012687671812222456,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0h6t,2,4,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.00042292239374074856,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0h9h,425,2,25,707,0.03536067892503536,0.00021146119687037428,0.04376930998970134,0.00021146119687037428,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0pq6,3,15,25,707,0.03536067892503536,0.0003089598352214212,0.0003089598352214212,0.0015859589765278071,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0tay,27,2,25,707,0.03536067892503536,0.00021146119687037428,0.002780638516992791,0.00021146119687037428,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0v65,40,1,25,707,0.03536067892503536,0.00010573059843518714,0.004119464469618949,0.00010573059843518714,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0z9t,6,2,25,707,0.03536067892503536,0.00021146119687037428,0.0006179196704428424,0.00021146119687037428,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_0zad,4,2,25,707,0.03536067892503536,0.00021146119687037428,0.00041194644696189496,0.00021146119687037428,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_1350,103,1,25,707,0.03536067892503536,0.00010573059843518714,0.010607621009268795,0.00010573059843518714,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_14d9,2,10,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.0010573059843518714,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_155c,16,10,25,707,0.03536067892503536,0.0010573059843518714,0.0016477857878475798,0.0010573059843518714,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_17ct,16,13,25,707,0.03536067892503536,0.001374497779657433,0.0016477857878475798,0.001374497779657433,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_17dc,2,7,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.00074011418904631,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_18kx,28,1,25,707,0.03536067892503536,0.00010573059843518714,0.002883625128733265,0.00010573059843518714,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_1ewh,63,16,25,707,0.03536067892503536,0.0016916895749629942,0.006488156539649846,0.0016916895749629942,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_1gp2,18,14,25,707,0.03536067892503536,0.00148022837809262,0.0018537590113285273,0.00148022837809262,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_1o4z,2,8,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.0008458447874814971,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_1sa0,2,8,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.0008458447874814971,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,zeit_1h,dio_1yt8,2,2,25,707,0.03536067892503536,0.00020597322348094748,0.00020597322348094748,0.00021146119687037428,0.0,0.0,0.0,0.0
