scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.083333,breit_driftend,0.203023,0.866774,0.648987
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,1,druckuebergang,druckuebergang,0.083333,fragmentiert,0.203023,0.866774,0.648987
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,9,bruchuebergang,bruchuebergang,0.428571,fragmentiert,0.214721,0.863231,0.646086
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,4,rekoppelnd_offen,rekoppelnd_offen,0.190476,breit_driftend,0.214721,0.863231,0.646086
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,3,bruchdominant,bruchdominant,0.142857,fragmentiert,0.214721,0.863231,0.646086
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,2,offen_rekoppelnd,offen_rekoppelnd,0.095238,breit_driftend,0.214721,0.863231,0.646086
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,1,gemischt,gemischt,0.047619,breit_driftend,0.214721,0.863231,0.646086
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,1,rekoppelnd_stabil,rekoppelnd_stabil,0.047619,eng_getragen,0.214721,0.863231,0.646086
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_QUIET_4000,1,druckuebergang,druckuebergang,0.047619,fragmentiert,0.214721,0.863231,0.646086
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,5,druckuebergang,druckuebergang,0.250000,fragmentiert,0.211441,0.863572,0.646740
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,4,rekoppelnd_stabil,rekoppelnd_stabil,0.200000,eng_getragen,0.211441,0.863572,0.646740
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,3,bruchuebergang,bruchuebergang,0.150000,fragmentiert,0.211441,0.863572,0.646740
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,3,druckbruch,druckbruch,0.150000,fragmentiert,0.211441,0.863572,0.646740
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,2,rekoppelnd_offen,rekoppelnd_offen,0.100000,breit_driftend,0.211441,0.863572,0.646740
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,1,offen_stabil,offen_stabil,0.050000,offen_driftend,0.211441,0.863572,0.646740
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,1,bruchdominant,bruchdominant,0.050000,fragmentiert,0.211441,0.863572,0.646740
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_SOL_STRESS_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.050000,breit_driftend,0.211441,0.863572,0.646740
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,20,rekoppelnd_stabil,rekoppelnd_stabil,0.714286,eng_getragen,0.213108,0.861599,0.645870
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,6,rekoppelnd_offen,rekoppelnd_offen,0.214286,breit_driftend,0.213108,0.861599,0.645870
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,1,druckbruch,druckbruch,0.035714,fragmentiert,0.213108,0.861599,0.645870
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_QUIET_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.035714,breit_driftend,0.213108,0.861599,0.645870
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_STRESS_4000,14,rekoppelnd_stabil,rekoppelnd_stabil,0.736842,eng_getragen,0.203023,0.866774,0.648987
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_STRESS_4000,3,rekoppelnd_offen,rekoppelnd_offen,0.157895,breit_driftend,0.203023,0.866774,0.648987
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_BTC_STRESS_4000,2,bruchuebergang,bruchuebergang,0.105263,fragmentiert,0.203023,0.866774,0.648987
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,9,rekoppelnd_stabil,rekoppelnd_stabil,0.409091,eng_getragen,0.214721,0.863231,0.646086
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,6,rekoppelnd_offen,rekoppelnd_offen,0.272727,breit_driftend,0.214721,0.863231,0.646086
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,4,bruchuebergang,bruchuebergang,0.181818,fragmentiert,0.214721,0.863231,0.646086
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,2,druckuebergang,druckuebergang,0.090909,fragmentiert,0.214721,0.863231,0.646086
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_QUIET_4000,1,bruchdominant,bruchdominant,0.045455,fragmentiert,0.214721,0.863231,0.646086
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_STRESS_4000,15,rekoppelnd_stabil,rekoppelnd_stabil,0.681818,eng_getragen,0.211441,0.863572,0.646740
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_15M_SOL_STRESS_4000,7,rekoppelnd_offen,rekoppelnd_offen,0.318182,breit_driftend,0.211441,0.863572,0.646740
