asset,world,start_tick,end_tick,phase_role,base_sequence,compact_sensory_phase,pre_window,during_window,post_window,pre_episode_rows,pre_top_symbol_family,pre_top_episode_symbol,pre_top_mcm_episode_symbol,pre_top_preview_symbol,pre_top_meaning_state,pre_avg_carry,pre_avg_strain,pre_avg_rekopplung,pre_avg_sensory_coupling,pre_symbol_diversity,pre_meaning_diversity,pre_mapping_status,during_episode_rows,during_top_symbol_family,during_top_episode_symbol,during_top_mcm_episode_symbol,during_top_preview_symbol,during_top_meaning_state,during_avg_carry,during_avg_strain,during_avg_rekopplung,during_avg_sensory_coupling,during_symbol_diversity,during_meaning_diversity,during_mapping_status,post_episode_rows,post_top_symbol_family,post_top_episode_symbol,post_top_mcm_episode_symbol,post_top_preview_symbol,post_top_meaning_state,post_avg_carry,post_avg_strain,post_avg_rekopplung,post_avg_sensory_coupling,post_symbol_diversity,post_meaning_diversity,post_mapping_status,preview_pre_carry,preview_post_carry,family_pre_carry,family_post_carry,post_rekopplung_delta,post_strain_delta
SOL,SOL_2023_POS_EXP,2700,2800,zentrumskontakt_wird_aktiviert,ruhig_zentrumsnah->lauter_feldkontakt,1,2600-2700,2700-2800,2800-2900,100,dio_1yyr,-,-,-,meaning_stable_inner_field,0.359492,0.161934,0.639630,0.831592,99,4,mapped,100,dio_1q7h,-,-,-,meaning_stable_inner_field,0.351981,0.170724,0.633054,0.817038,98,5,mapped,100,dio_19hf,-,-,-,meaning_stable_inner_field,0.378103,0.171514,0.641578,0.834337,100,5,mapped,0,0,0,0,0.008524,0.000790
DOGE,DOGE_2024_5M_CONTRAST,7700,7800,zentrumskontakt_mit_hoeranstieg,ruhig_zentrumsnah->lauter_feldkontakt,0,7600-7700,7700-7800,7800-7900,100,dio_104t,-,-,dio_mcm_episode_14coypf,meaning_stable_inner_field,0.561296,0.141800,0.720636,0.860482,50,2,mapped,100,dio_104t,-,-,dio_mcm_episode_14coypf,meaning_stable_inner_field,0.549776,0.152883,0.710838,0.846107,59,2,mapped,100,dio_104t,-,-,dio_mcm_episode_14coypf,meaning_stable_inner_field,0.554002,0.150304,0.713262,0.847650,56,2,mapped,1,1,1,1,0.002424,-0.002579
DOGE,DOGE_2024_5M,7700,7800,zentrumskontakt_mit_hoeranstieg,ruhig_zentrumsnah->lauter_feldkontakt,0,7600-7700,7700-7800,7800-7900,100,dio_104t,-,-,dio_mcm_episode_14coypf,meaning_stable_inner_field,0.561296,0.141800,0.720636,0.860482,50,2,mapped,100,dio_104t,-,-,dio_mcm_episode_14coypf,meaning_stable_inner_field,0.549776,0.152883,0.710838,0.846107,59,2,mapped,100,dio_104t,-,-,dio_mcm_episode_14coypf,meaning_stable_inner_field,0.554002,0.150304,0.713262,0.847650,56,2,mapped,1,1,1,1,0.002424,-0.002579
SOL,SOL_2023_NEG_STRESS,2100,2200,randnaher_kontaktdruck,lauter_feldkontakt->lauter_feldkontakt,1,2000-2100,2100-2200,2200-2300,100,dio_0yy9,-,-,dio_mcm_episode_183drjy,-,0.411471,0.180889,0.654029,0.870329,98,1,mapped,100,dio_0ypg,-,-,dio_mcm_episode_183drjy,-,0.405772,0.181591,0.652175,0.868535,98,1,mapped,100,dio_1gw3,-,-,dio_mcm_episode_183drjy,-,0.415017,0.182268,0.653692,0.872278,95,1,mapped,1,1,0,0,0.001517,0.000677
XRP,XRP_2024_5M_CONTRAST,5000,5100,offener_uebergang_zum_lauten_kontakt,normale_weltspannung->lauter_feldkontakt,0,4900-5000,5000-5100,5100-5200,100,dio_104t,-,-,dio_mcm_episode_0ykar6i,meaning_stable_inner_field,0.552021,0.150885,0.713343,0.848723,47,2,mapped,100,dio_104t,-,-,dio_mcm_episode_0ykar6i,meaning_stable_inner_field,0.542037,0.153974,0.706934,0.844175,61,3,mapped,100,dio_0m9z,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.540601,0.153800,0.704593,0.833289,65,3,mapped,1,0,1,0,-0.002341,-0.000174
SOL,SOL_2023_ALT_A_FOLLOW,2200,2300,brueckenuebergang_zum_lauten_kontakt,normale_weltspannung->lauter_feldkontakt,1,2100-2200,2200-2300,2300-2400,100,dio_0h9h,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.534990,0.151500,0.704514,0.845533,61,3,mapped,100,dio_0m9z,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.540554,0.150315,0.708554,0.850755,52,2,mapped,100,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.537397,0.151833,0.705999,0.842973,62,2,mapped,1,1,0,0,-0.002555,0.001518
DOGE,DOGE_2024_5M_CONTRAST,5000,5100,lauter_kontakt_bleibt_offen,lauter_feldkontakt->lauter_feldkontakt,0,4900-5000,5000-5100,5100-5200,100,dio_155c,-,-,dio_mcm_episode_0ykar6i,meaning_stable_inner_field,0.544310,0.151853,0.709444,0.849737,54,2,mapped,100,dio_104t,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.542251,0.153765,0.706955,0.845110,58,2,mapped,100,dio_00ja,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.536568,0.159829,0.700434,0.825127,70,2,mapped,0,1,0,0,-0.006521,0.006064
DOGE,DOGE_2024_5M,5000,5100,lauter_kontakt_bleibt_offen,lauter_feldkontakt->lauter_feldkontakt,0,4900-5000,5000-5100,5100-5200,100,dio_155c,-,-,dio_mcm_episode_0ykar6i,meaning_stable_inner_field,0.544310,0.151853,0.709444,0.849737,54,2,mapped,100,dio_104t,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.542251,0.153765,0.706955,0.845110,58,2,mapped,100,dio_00ja,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.536568,0.159829,0.700434,0.825127,70,2,mapped,0,1,0,0,-0.006521,0.006064
SOL,SOL_2025_REC,1300,1400,zentrumskontakt_wird_aktiviert,ruhig_zentrumsnah->lauter_feldkontakt,1,1200-1300,1300-1400,1400-1500,100,dio_0m9z,-,-,dio_mcm_episode_1hdpu9s,meaning_stable_inner_field,0.534612,0.148205,0.707019,0.856832,53,2,mapped,100,dio_0m9z,-,-,dio_mcm_episode_1hdpu9s,meaning_stable_inner_field,0.517267,0.156727,0.698612,0.854119,62,3,mapped,100,dio_155c,-,-,dio_mcm_episode_1hdpu9s,meaning_stable_inner_field,0.518521,0.162974,0.694873,0.842431,63,3,mapped,1,1,1,0,-0.003739,0.006247
SOL,SOL_2025_STRESS,3300,3400,brueckenuebergang_zum_lauten_kontakt,normale_weltspannung->lauter_feldkontakt,1,3200-3300,3300-3400,3400-3500,100,dio_104t,-,-,dio_mcm_episode_1hdpu9s,meaning_stable_inner_field,0.544459,0.151969,0.710831,0.858387,49,3,mapped,100,dio_104t,-,-,dio_mcm_episode_1hdpu9s,meaning_stable_inner_field,0.542640,0.152216,0.710266,0.858638,49,2,mapped,100,dio_104t,-,-,dio_mcm_episode_1hdpu9s,meaning_stable_inner_field,0.540376,0.160264,0.706513,0.845848,47,3,mapped,1,1,1,1,-0.003753,0.008048
SOL,SOL_2025_REC,4200,4300,brueckenuebergang_zum_lauten_kontakt,normale_weltspannung->lauter_feldkontakt,1,4100-4200,4200-4300,4300-4400,100,dio_0l7p,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.546947,0.152988,0.709945,0.849743,61,2,mapped,100,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.546717,0.155636,0.709786,0.851043,52,2,mapped,100,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.547304,0.153985,0.709374,0.846941,61,2,mapped,1,1,0,1,-0.000412,-0.001651
XRP,XRP_2024_5M_CONTRAST,5400,5600,lauter_kontakt_bleibt_offen,lauter_feldkontakt->lauter_feldkontakt,0,5200-5400,5400-5600,5600-5800,200,dio_104t,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.536115,0.154934,0.704533,0.839630,113,3,mapped,200,dio_0m9z,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.541677,0.152504,0.706927,0.843852,108,2,mapped,200,dio_104t,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.549202,0.152317,0.710865,0.843876,90,2,mapped,1,1,0,0,0.003938,-0.000187
SOL,SOL_2025_REC,3400,3500,rueckbindung_in_normale_weltspannung,normale_weltspannung->normale_weltspannung,1,3300-3400,3400-3500,3500-3600,100,dio_104t,-,-,dio_mcm_episode_1rxdw4p,meaning_stable_inner_field,0.543411,0.154726,0.708848,0.852321,54,3,mapped,100,dio_104t,-,-,dio_mcm_episode_1rxdw4p,meaning_stable_inner_field,0.543467,0.151707,0.710734,0.858008,55,2,mapped,100,dio_104t,-,-,dio_mcm_episode_1rxdw4p,meaning_stable_inner_field,0.551692,0.147858,0.715488,0.862431,43,2,mapped,1,1,1,1,0.004754,-0.003849
SOL,SOL_2025_REC,3200,3600,rueckbindung_in_normale_weltspannung,offen_suchend->normale_weltspannung,1,2800-3200,3200-3600,3600-4000,400,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.537187,0.157021,0.704663,0.844698,144,4,mapped,400,dio_104t,-,-,dio_mcm_episode_1rxdw4p,meaning_stable_inner_field,0.543950,0.153455,0.709841,0.854605,120,4,mapped,400,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.541400,0.155929,0.707601,0.850493,135,4,mapped,0,0,1,1,-0.002240,0.002474
SOL,SOL_2025_REC,3300,3400,rueckbindung_in_normale_weltspannung,lauter_feldkontakt->normale_weltspannung,0,3200-3300,3300-3400,3400-3500,100,dio_155c,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.537228,0.159527,0.704293,0.845661,63,4,mapped,100,dio_104t,-,-,dio_mcm_episode_1rxdw4p,meaning_stable_inner_field,0.543411,0.154726,0.708848,0.852321,54,3,mapped,100,dio_104t,-,-,dio_mcm_episode_1rxdw4p,meaning_stable_inner_field,0.543467,0.151707,0.710734,0.858008,55,2,mapped,0,1,0,1,0.001886,-0.003019
XRP,XRP_2024_5M_CONTRAST,9700,9800,rueckbindung_in_normale_weltspannung,offen_suchend->normale_weltspannung,1,9600-9700,9700-9800,9800-9900,100,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.541979,0.157350,0.704489,0.832634,70,3,mapped,100,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.550311,0.152794,0.710445,0.843252,63,2,mapped,100,dio_104t,-,-,dio_mcm_episode_0e7qvj1,meaning_stable_inner_field,0.559551,0.149375,0.716357,0.850750,50,2,mapped,1,1,1,1,0.005912,-0.003419
XRP,XRP_2024_5M_CONTRAST,5200,5600,brueckenuebergang_zum_lauten_kontakt,randlastige_sinneslage->lauter_feldkontakt,1,4800-5200,5200-5600,5600-6000,400,dio_104t,-,-,dio_mcm_episode_0ykar6i,meaning_stable_inner_field,0.544448,0.154158,0.707610,0.840447,141,3,mapped,400,dio_0m9z,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.538896,0.153719,0.705730,0.841741,165,3,mapped,400,dio_104t,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.550043,0.148788,0.713086,0.851257,127,3,mapped,0,1,0,0,0.007356,-0.004931
PAXG,PAXG_2024_5M,9800,10000,randnaher_kontaktdruck,lauter_feldkontakt->lauter_feldkontakt,1,9600-9800,9800-10000,10000-10200,200,dio_14wj,-,-,dio_mcm_episode_1xx3u1e,meaning_stable_inner_field,0.539267,0.157076,0.710867,0.841528,111,3,mapped,194,dio_0m9z,-,-,dio_mcm_episode_1eju9g0,meaning_stable_inner_field,0.534152,0.162774,0.713714,0.843779,92,3,mapped,0,-,-,-,-,-,0.000000,0.000000,0.000000,0.000000,0,0,no_window_rows,0,0,0,0,-0.713714,-0.162774
XRP,XRP_2024_5M_CONTRAST,5200,5400,brueckenuebergang_zum_lauten_kontakt,offen_suchend->lauter_feldkontakt,1,5000-5200,5200-5400,5400-5600,200,dio_104t,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.541319,0.153887,0.705764,0.838732,101,3,mapped,200,dio_104t,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.536115,0.154934,0.704533,0.839630,113,3,mapped,200,dio_0m9z,-,-,dio_mcm_episode_0b7nep9,meaning_stable_inner_field,0.541677,0.152504,0.706927,0.843852,108,2,mapped,1,1,1,0,0.002394,-0.002430
