pair,world,quality,events,share
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_QUIET_4000,offen_rekoppelnd,4,0.117647
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_QUIET_4000,bruchdominant,1,0.029412
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_STRESS_4000,bruchuebergang,7,0.318182
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_STRESS_4000,druckbruch,4,0.181818
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_STRESS_4000,druckuebergang,3,0.136364
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_STRESS_4000,rekoppelnd_stabil,3,0.136364
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_STRESS_4000,offen_rekoppelnd,2,0.090909
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_STRESS_4000,rekoppelnd_offen,2,0.090909
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_SOL_STRESS_4000,bruchdominant,1,0.045455
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_QUIET_4000,rekoppelnd_stabil,20,0.571429
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_QUIET_4000,rekoppelnd_offen,9,0.257143
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_QUIET_4000,bruchuebergang,4,0.114286
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_QUIET_4000,druckuebergang,1,0.028571
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_QUIET_4000,gemischt,1,0.028571
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_STRESS_4000,rekoppelnd_stabil,13,0.866667
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_STRESS_4000,rekoppelnd_offen,1,0.066667
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_BTC_STRESS_4000,druckuebergang,1,0.066667
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,rekoppelnd_stabil,15,0.416667
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,rekoppelnd_offen,10,0.277778
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,bruchuebergang,6,0.166667
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,offen_rekoppelnd,3,0.083333
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,gemischt,1,0.027778
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_QUIET_4000,druckbruch,1,0.027778
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,rekoppelnd_stabil,9,0.529412
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,bruchuebergang,4,0.235294
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,rekoppelnd_offen,3,0.176471
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_SOL_STRESS_4000,druckuebergang,1,0.058824
