pair,signature,events,worlds,share,pressure_delta,rekopplung_delta
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->gehaltene_form,3,2,0.044776,0.084800,-0.020180
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->druck_lage->druck_lage,2,1,0.029851,0.070119,-0.005698
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->offene_lage->rekoppelnde_lage,2,1,0.029851,-0.036924,0.012854
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->offene_lage->offene_lage,2,2,0.029851,0.034035,-0.022763
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->rekoppelnde_lage,2,2,0.029851,-0.000926,-0.005851
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->bewegungsbruch->rekoppelnde_lage,2,1,0.029851,-0.036152,-0.017693
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->bewegungsbruch->bewegungsbruch,1,1,0.014925,-0.008661,0.017559
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->bewegungsbruch->offene_lage,1,1,0.014925,-0.104839,0.043351
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->gehaltene_form->rekoppelnde_lage,1,1,0.014925,0.047343,-0.004193
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->rekoppelnde_lage->rekoppelnde_lage,1,1,0.014925,-0.097147,0.036602
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->gehaltene_form->gehaltene_form,1,1,0.014925,0.077729,-0.020467
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->rekoppelnde_lage->offene_lage,1,1,0.014925,0.043405,-0.008272
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->offene_lage->druck_lage,1,1,0.014925,0.187264,-0.044060
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->rekoppelnde_lage->druck_lage,1,1,0.014925,0.020426,-0.003635
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,druck_lage->druck_lage->offene_lage,1,1,0.014925,-0.121379,0.042917
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->offene_lage->bewegungsbruch,1,1,0.014925,-0.121775,0.003138
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->rekoppelnde_lage->rekoppelnde_lage,1,1,0.014925,0.029354,0.031012
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->druck_lage,1,1,0.014925,0.051555,-0.007217
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,gehaltene_form->rekoppelnde_lage->rekoppelnde_lage,1,1,0.014925,0.001946,-0.013625
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,offene_lage->druck_lage->bewegungsbruch,1,1,0.014925,0.089595,-0.041702
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,gehaltene_form->druck_lage->druck_lage,1,1,0.014925,0.171295,-0.045058
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,bewegungsbruch->offene_lage->rekoppelnde_lage,1,1,0.014925,0.126823,-0.047082
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,rekoppelnde_lage->offene_lage->bewegungsbruch,1,1,0.014925,0.065337,-0.021415
