world,source,start_tick,end_tick,passive_role_near,rekopplung_level,carry_level,strain_level,sensory_level,visual_gap_level,hearing_gap_level,sensory_delta,rekopplung_delta,strain_delta_next,rekopplung_delta_next,preview_carry_next,preview,family,effect_class,passive_only,influences_action
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5301,5400,keine_naehe,mid,high,mid,low,high,low,-0.014234,-0.008063,-0.00769,0.010963,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5401,5500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.019977,0.010963,0.007448,-0.007527,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5501,5600,keine_naehe,high,mid,mid,high,low,high,-0.00562,-0.007527,0.011288,-0.006799,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5601,5700,keine_naehe,mid,low,high,low,mid,high,-0.017806,-0.006799,-0.008663,0.009518,1,dio_mcm_episode_0ybr5e3,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5701,5800,brueckennaehe,high,mid,mid,high,low,high,0.016744,0.009518,0.010926,-0.014604,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5801,5900,keine_naehe,low,low,high,low,low,high,-0.020234,-0.014604,-0.010819,0.010171,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5901,6000,mischrolle_brueckennaehe_entlastungsnaehe,high,mid,mid,mid,mid,high,0.012629,0.010171,-0.000796,-0.002739,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6001,6100,keine_naehe,mid,high,mid,mid,mid,mid,-0.003822,-0.002739,0.001884,-0.003898,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6101,6200,entlastungsnaehe,mid,mid,mid,mid,mid,high,0.001012,-0.003898,-0.002394,-0.00178,0,dio_mcm_episode_0ybr5e3,dio_00ly,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6201,6300,keine_naehe,low,mid,mid,low,high,mid,-0.009047,-0.00178,-0.000715,0.003049,1,dio_mcm_episode_0ykar6i,dio_00ja,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6301,6400,brueckennaehe,mid,mid,mid,mid,low,high,0.012712,0.003049,-0.006204,0.005305,0,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6401,6500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.00337,0.005305,-0.000832,0.000328,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6501,6600,zentrumsnaehe,high,high,low,mid,high,low,-0.002081,0.000328,0.015575,-0.006521,0,dio_mcm_episode_0ybr5e3,dio_1u5i,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6601,6700,keine_naehe,mid,low,high,low,low,high,-0.006503,-0.006521,-0.017729,0.010864,0,dio_mcm_episode_1xx3u1e,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6701,6800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.013326,0.010864,0.006592,-0.005243,1,dio_mcm_episode_0ybr5e3,dio_1u5i,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6801,6900,zentrumsnaehe,high,high,low,mid,mid,mid,-0.009382,-0.005243,0.005842,-3.2e-05,1,dio_mcm_episode_0ybr5e3,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6901,7000,brueckennaehe,mid,mid,high,mid,low,high,0.000567,-3.2e-05,0.001621,-0.006839,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7001,7100,keine_naehe,mid,mid,high,low,mid,high,-0.007586,-0.006839,8e-05,0.006581,1,dio_mcm_episode_0ybr5e3,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7101,7200,brueckennaehe,mid,mid,high,mid,low,high,0.006907,0.006581,0.001517,-0.001414,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7201,7300,keine_naehe,mid,mid,high,mid,low,high,-0.001531,-0.001414,-0.01283,0.00628,1,dio_mcm_episode_0ybr5e3,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.008331,0.00628,0.000348,0.00362,1,dio_mcm_episode_0ybr5e3,dio_00ja,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7401,7500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.004181,0.00362,0.015155,-0.015665,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7501,7600,keine_naehe,mid,mid,high,low,low,high,-0.017777,-0.015665,-0.012505,0.015053,1,dio_mcm_episode_0ybr5e3,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7601,7700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,mid,0.015237,0.015053,0.00197,-0.004385,1,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7701,7800,keine_naehe,high,high,mid,high,low,mid,-0.000157,-0.004385,0.013613,-0.011932,0,dio_mcm_episode_0ybr5e3,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7801,7900,keine_naehe,low,low,high,low,low,high,-0.01889,-0.011932,-0.018253,0.019385,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7901,8000,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.02606,0.019385,0.003476,-0.001764,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8001,8100,zentrumsnaehe,high,high,low,high,low,mid,-0.003507,-0.001764,0.003854,-0.005992,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8101,8200,keine_naehe,high,high,mid,mid,mid,mid,-0.010674,-0.005992,-0.009854,0.00242,0,dio_mcm_episode_1xx3u1e,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8201,8300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.012162,0.00242,0.008708,-0.000108,0,dio_mcm_episode_077r0df,dio_1fll,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8301,8400,entlastungsnaehe,high,high,mid,high,low,mid,-0.008788,-0.000108,-0.000996,-0.00114,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8401,8500,brueckennaehe,high,high,mid,high,low,mid,0.003419,-0.00114,-0.005444,0.007167,1,dio_mcm_episode_1xx3u1e,dio_0l7p,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8501,8600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.006435,0.007167,0.005179,-0.002213,0,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8601,8700,entlastungsnaehe,high,high,mid,high,low,mid,-0.001518,-0.002213,-0.000903,-0.004964,1,dio_mcm_episode_077r0df,dio_1fll,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8701,8800,keine_naehe,high,high,mid,high,low,mid,-0.007218,-0.004964,0.004462,-0.011272,1,dio_mcm_episode_077r0df,dio_0l7p,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8801,8900,keine_naehe,mid,mid,mid,low,high,mid,-0.012338,-0.011272,0.003278,0.003738,0,dio_mcm_episode_077r0df,dio_0h9h,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8901,9000,brueckennaehe,mid,mid,high,mid,low,high,0.004404,0.003738,-0.009105,0.004454,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9001,9100,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.009187,0.004454,-0.002572,0.007378,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9101,9200,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.00405,0.007378,0.014554,-0.007146,1,dio_mcm_episode_1xx3u1e,dio_14wj,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9201,9300,entlastungsnaehe,high,mid,high,mid,low,high,-0.011446,-0.007146,-0.004035,-0.003803,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9301,9400,keine_naehe,mid,mid,high,mid,mid,high,-0.003111,-0.003803,0.003301,-0.0103,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9401,9500,keine_naehe,low,mid,high,low,high,high,-0.017242,-0.0103,0.006965,0.000209,1,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9501,9600,keine_naehe,low,low,high,low,low,high,0.00801,0.000209,-0.002644,0.001379,1,dio_mcm_episode_1xx3u1e,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9601,9700,keine_naehe,low,mid,high,low,mid,high,-0.003352,0.001379,-0.004169,0.006157,0,dio_mcm_episode_1xx3u1e,dio_104t,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9701,9800,keine_naehe,mid,mid,high,low,low,high,0.011205,0.006157,0.010214,-0.003285,1,dio_mcm_episode_0ybr5e3,dio_04uf,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9801,9900,keine_naehe,low,low,high,low,low,high,-0.004925,-0.003285,-0.005016,0.006303,0,dio_mcm_episode_0ybr5e3,dio_0m9z,stabil,1,0
PAXG_2024_5M,debug\adapted_field_paxg_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9901,9994,keine_naehe,mid,mid,high,low,low,high,0.003248,0.006303,0.0,0.0,0,dio_mcm_episode_1eju9g0,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1,100,randdrucknaehe,low,low,high,high,low,high,0.0,0.0,-0.008249,0.013848,1,dio_mcm_episode_1ahj81f,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,101,200,keine_naehe,low,low,mid,high,low,mid,-0.001003,0.013848,-0.000132,0.004953,1,dio_mcm_episode_1ahj81f,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,201,300,brueckennaehe,low,low,mid,high,low,high,0.000105,0.004953,0.001849,-0.000885,1,dio_mcm_episode_1ahj81f,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,301,400,keine_naehe,low,low,mid,mid,mid,mid,-0.005239,-0.000885,0.00873,-0.009146,0,dio_mcm_episode_1ahj81f,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,401,500,keine_naehe,low,low,high,low,high,mid,-0.013909,-0.009146,-0.011845,0.016072,1,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,501,600,brueckennaehe,low,low,mid,mid,mid,low,0.012665,0.016072,0.009384,-0.01082,1,dio_mcm_episode_1joiyc3,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,601,700,keine_naehe,low,low,high,mid,mid,high,-0.006503,-0.01082,0.019897,-0.03236,1,dio_mcm_episode_1joiyc3,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,701,800,keine_naehe,low,low,high,low,high,low,-0.042748,-0.03236,-0.011822,0.017999,1,dio_mcm_episode_1joiyc3,dio_01qc,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,801,900,keine_naehe,low,low,high,low,high,high,0.024863,0.017999,-0.014862,0.019066,1,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,901,1000,keine_naehe,low,low,mid,low,high,low,0.01561,0.019066,-0.004353,0.006186,1,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1001,1100,brueckennaehe,low,low,low,mid,high,low,0.005922,0.006186,0.013903,-0.010269,1,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1101,1200,keine_naehe,low,low,high,low,high,high,-0.018477,-0.010269,-0.007938,0.008543,0,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1201,1300,brueckennaehe,low,low,high,mid,mid,high,0.015428,0.008543,0.001154,-0.003325,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1301,1400,keine_naehe,low,low,high,low,high,low,-0.009126,-0.003325,-0.007421,0.011083,1,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1401,1500,brueckennaehe,mid,low,low,high,low,mid,0.020498,0.011083,0.003072,-0.005823,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1501,1600,keine_naehe,low,low,mid,mid,high,low,-0.011138,-0.005823,-0.003967,0.006755,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1601,1700,brueckennaehe,mid,mid,low,high,mid,low,0.010239,0.006755,0.006607,-0.002365,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1701,1800,keine_naehe,mid,mid,high,mid,mid,high,-0.00916,-0.002365,-0.00457,0.00164,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1801,1900,brueckennaehe,mid,mid,low,mid,mid,mid,0.005775,0.00164,0.00985,-0.00699,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1901,2000,keine_naehe,low,low,high,low,mid,high,-0.010804,-0.00699,0.012846,-0.024114,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2001,2100,keine_naehe,low,low,high,low,high,mid,-0.030541,-0.024114,-0.019271,0.024957,1,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2101,2200,keine_naehe,low,low,mid,low,high,low,0.029221,0.024957,-0.000675,0.000863,1,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2201,2300,keine_naehe,low,low,mid,low,high,low,0.001913,0.000863,0.001003,-0.000305,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2301,2400,brueckennaehe,low,low,mid,mid,mid,mid,0.004466,-0.000305,0.001875,0.001567,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2401,2500,keine_naehe,low,low,high,low,high,mid,-0.007222,0.001567,0.016254,-0.025103,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2501,2600,keine_naehe,low,low,high,low,high,mid,-0.026873,-0.025103,-0.015837,0.025891,1,dio_mcm_episode_0e7qvj1,dio_0g2r,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2601,2700,keine_naehe,low,low,high,low,mid,high,0.029887,0.025891,0.004866,-0.010557,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2701,2800,keine_naehe,low,low,high,low,high,mid,-0.012619,-0.010557,0.009033,-0.016093,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2801,2900,keine_naehe,low,low,high,low,high,mid,-0.018155,-0.016093,-0.01855,0.027384,1,dio_mcm_episode_0e7qvj1,dio_0g2r,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2901,3000,keine_naehe,low,low,mid,low,high,low,0.032284,0.027384,0.012798,-0.019698,1,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3001,3100,keine_naehe,low,low,high,low,high,low,-0.026411,-0.019698,-0.014734,0.021857,1,dio_mcm_episode_0e7qvj1,dio_0jkk,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3101,3200,brueckennaehe,mid,mid,low,mid,high,low,0.028679,0.021857,0.001182,0.002008,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3201,3300,brueckennaehe,mid,mid,mid,mid,mid,low,0.001454,0.002008,0.006714,-0.012025,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3301,3400,keine_naehe,low,low,high,low,high,low,-0.019531,-0.012025,0.00257,0.002756,1,dio_mcm_episode_0e7qvj1,dio_06s7,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3401,3500,keine_naehe,low,low,high,low,high,mid,0.005582,0.002756,-0.020164,0.019959,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3501,3600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.034464,0.019959,0.008826,-0.006591,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3601,3700,zentrumsnaehe,high,high,low,mid,mid,low,-0.01555,-0.006591,-0.009748,0.010042,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3701,3800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.016421,0.010042,0.003995,-0.006277,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3801,3900,zentrumsnaehe,high,mid,low,high,low,low,-0.00238,-0.006277,0.007577,-0.008905,1,dio_mcm_episode_0e7qvj1,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3901,4000,keine_naehe,mid,mid,low,mid,mid,mid,-0.016895,-0.008905,-0.002675,0.000596,0,dio_mcm_episode_0e7qvj1,dio_1kpz,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4001,4100,brueckennaehe,mid,mid,low,mid,high,low,0.001219,0.000596,-0.002164,0.006144,0,dio_mcm_episode_0b7nep9,dio_0h9h,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4101,4200,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.00505,0.006144,0.007613,-0.007397,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4201,4300,keine_naehe,mid,mid,mid,mid,mid,mid,-0.006942,-0.007397,-0.004179,0.005934,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4301,4400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,mid,0.005524,0.005934,0.005714,-0.005491,1,dio_mcm_episode_0ykar6i,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4401,4500,keine_naehe,mid,mid,high,mid,mid,mid,-0.008733,-0.005491,-0.007693,0.007957,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4501,4600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.010224,0.007957,0.000239,0.000114,1,dio_mcm_episode_0ykar6i,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4601,4700,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,low,mid,0.004676,0.000114,0.004703,-0.004385,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4701,4800,keine_naehe,mid,mid,mid,mid,mid,mid,-0.010422,-0.004385,0.007121,-0.005331,1,dio_mcm_episode_0ykar6i,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4801,4900,keine_naehe,mid,mid,high,low,mid,high,-0.009653,-0.005331,-0.00709,0.007773,1,dio_mcm_episode_0ykar6i,dio_155c,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4901,5000,brueckennaehe,high,high,mid,high,low,high,0.013123,0.007773,0.003089,-0.00641,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5001,5100,entlastungsnaehe,mid,mid,high,mid,low,high,-0.004548,-0.00641,-0.000174,-0.00234,0,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5101,5200,keine_naehe,mid,mid,high,low,high,mid,-0.010886,-0.00234,-0.002225,0.005594,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5201,5300,brueckennaehe,mid,mid,mid,high,low,high,0.014567,0.005594,0.006718,-0.011308,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0
