anschluss_token,direction,other_token,transition_count,source_count,sources,anschluss_quality,anschluss_role,anschluss_zone,other_family,other_role,other_zone,other_records,other_avg_rekopplung,other_avg_strain,other_center_share,other_open_share,other_rand_share,path_reading
dio_mcm_episode_1q3us3f,outgoing,dio_mcm_episode_1hdpu9s,37,3,"917_MCM_VERDICHTUNGSZONEN_VIERTE_WELTGRUPPE_TRANSITIONS.csv,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv",zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,stabile_bedeutungsinsel,7,0.706407,0.152564,0.826746,0.166146,0.007108,anschluss_zu_zentrum
dio_mcm_episode_1q3us3f,incoming,dio_mcm_episode_1hdpu9s,32,2,"939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv",zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,stabile_bedeutungsinsel,7,0.706407,0.152564,0.826746,0.166146,0.007108,anschluss_zu_zentrum
dio_mcm_episode_1q3us3f,outgoing,dio_mcm_episode_18l3thm,25,2,"854_MCM_VERDICHTUNGSZONEN_TRANSITIONS.csv,865_MCM_VERDICHTUNGSZONEN_WEITERE_WELTGRUPPE_TRANSITIONS.csv",zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,stabile_bedeutungsinsel,5,0.712835,0.146426,0.887823,0.110468,0.001708,anschluss_zu_zentrum
dio_mcm_episode_0e7qvj1,incoming,dio_mcm_episode_0lfde2c,25,2,"928_MCM_VERDICHTUNGSZONEN_FUENFTE_WELTGRUPPE_TRANSITIONS.csv,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv",rekoppelnder_anschlussraum,zentrum_stabil,hoeherer_cluster_uebergang,dio_104t,zentrum_stabil,rekopplungszone,5,0.7024,0.162168,0.866602,0.115221,0.018177,anschluss_zu_rekopplung
dio_mcm_episode_0e7qvj1,outgoing,dio_mcm_episode_0kvu3mb,21,3,"928_MCM_VERDICHTUNGSZONEN_FUENFTE_WELTGRUPPE_TRANSITIONS.csv,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv",rekoppelnder_anschlussraum,zentrum_stabil,hoeherer_cluster_uebergang,dio_05y5,spannungsrand_kippnaehe,randnahe_verdichtung,4,0.558209,0.338959,0.0,0.0,1.0,anschluss_zu_unbestimmt
dio_mcm_episode_0e7qvj1,outgoing,dio_mcm_episode_0dbqs19,20,3,"928_MCM_VERDICHTUNGSZONEN_FUENFTE_WELTGRUPPE_TRANSITIONS.csv,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv",rekoppelnder_anschlussraum,zentrum_stabil,hoeherer_cluster_uebergang,dio_0udb,spannungsrand_kippnaehe,randnahe_verdichtung,3,0.546077,0.355769,0.0,0.0,1.0,anschluss_zu_unbestimmt
dio_mcm_episode_0e7qvj1,outgoing,dio_mcm_episode_0lfde2c,18,1,928_MCM_VERDICHTUNGSZONEN_FUENFTE_WELTGRUPPE_TRANSITIONS.csv,rekoppelnder_anschlussraum,zentrum_stabil,hoeherer_cluster_uebergang,dio_104t,zentrum_stabil,rekopplungszone,5,0.7024,0.162168,0.866602,0.115221,0.018177,anschluss_zu_rekopplung
dio_mcm_episode_0e7qvj1,outgoing,dio_mcm_episode_19a388p,17,2,"928_MCM_VERDICHTUNGSZONEN_FUENFTE_WELTGRUPPE_TRANSITIONS.csv,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv",rekoppelnder_anschlussraum,zentrum_stabil,hoeherer_cluster_uebergang,dio_18f1,spannungsrand_kippnaehe,randnahe_verdichtung,3,0.533932,0.36519,0.0,0.0,1.0,anschluss_zu_unbestimmt
dio_mcm_episode_1q3us3f,incoming,dio_mcm_episode_14l8khu,8,1,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,rekopplungszone,4,0.703025,0.156809,0.767116,0.230235,0.002649,anschluss_zu_rekopplung
dio_mcm_episode_1q3us3f,outgoing,dio_mcm_episode_0e7qvj1,6,2,"855_MCM_VERDICHTUNGSZONEN_FRISCHE_WELTGRUPPE_TRANSITIONS.csv,917_MCM_VERDICHTUNGSZONEN_VIERTE_WELTGRUPPE_TRANSITIONS.csv",zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,hoeherer_cluster_uebergang,7,0.702548,0.155037,0.791927,0.199331,0.008742,anschluss_zu_uebergang
dio_mcm_episode_1q3us3f,outgoing,dio_mcm_episode_14l8khu,6,1,949_MCM_VERDICHTUNGSZONEN_SIEBTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,rekopplungszone,4,0.703025,0.156809,0.767116,0.230235,0.002649,anschluss_zu_rekopplung
dio_mcm_episode_0e7qvj1,outgoing,dio_mcm_episode_0mw7rev,3,1,917_MCM_VERDICHTUNGSZONEN_VIERTE_WELTGRUPPE_TRANSITIONS.csv,rekoppelnder_anschlussraum,zentrum_stabil,hoeherer_cluster_uebergang,dio_17qo,spannungsrand_kippnaehe,randnahe_verdichtung,4,0.542378,0.335682,0.0,0.0,1.0,anschluss_zu_unbestimmt
dio_mcm_episode_0e7qvj1,outgoing,dio_mcm_episode_19cadje,3,1,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,rekoppelnder_anschlussraum,zentrum_stabil,hoeherer_cluster_uebergang,dio_0n8c,spannungsrand_kippnaehe,randnahe_verdichtung,3,0.529404,0.366665,0.0,0.0,1.0,anschluss_zu_unbestimmt
dio_mcm_episode_1q3us3f,incoming,dio_mcm_episode_1hs3jsa,3,1,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,rekopplungszone,5,0.70953,0.149121,0.913254,0.080584,0.006162,anschluss_zu_rekopplung
dio_mcm_episode_1q3us3f,outgoing,dio_mcm_episode_1hs3jsa,3,1,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_104t,zentrum_stabil,rekopplungszone,5,0.70953,0.149121,0.913254,0.080584,0.006162,anschluss_zu_rekopplung
dio_mcm_episode_0k1pid9,incoming,dio_mcm_episode_17qt878,2,1,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_1rg9,zentrum_stabil,junge_spur,4,0.692835,0.142975,0.9375,0.0625,0.0,anschluss_zu_zentrum
dio_mcm_episode_0k1pid9,outgoing,dio_mcm_episode_0r99tas,2,1,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_1o4z,zentrum_stabil,junge_spur,3,0.691583,0.153676,0.619048,0.380952,0.0,anschluss_zu_offener_varianz
dio_mcm_episode_0k1pid9,incoming,dio_mcm_episode_0r99tas,2,1,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_1o4z,zentrum_stabil,junge_spur,3,0.691583,0.153676,0.619048,0.380952,0.0,anschluss_zu_offener_varianz
dio_mcm_episode_0k1pid9,outgoing,dio_mcm_episode_1yy9dcm,2,1,939_MCM_VERDICHTUNGSZONEN_SECHSTE_WELTGRUPPE_TRANSITIONS.csv,zentrumsnaher_anschlussraum,zentrum_stabil,rekopplungszone,dio_1492,zentrum_stabil,rekopplungszone,5,0.724402,0.136051,0.981818,0.018182,0.0,anschluss_zu_rekopplung
