intake_key;axis;inner_effect_state;mcm_preview_symbol;base_quality;probe_quality;comparison_state;base_events;probe_events;base_balance;probe_balance;balance_delta;base_strain;probe_strain;base_fieldinput;probe_fieldinput;fieldinput_delta
hoeren_hin|inner_effect_stable|dio_mcm_episode_0lfde2c;hoeren_hin;inner_effect_stable;dio_mcm_episode_0lfde2c;young_intake_trace;young_intake_trace;quality_reproduced;1;20;0.561243;0.581275;0.02003199999999994;0.147587;0.1325;0.065493;0.059548;-0.005944999999999999
hoeren_leise|inner_effect_stable|dio_mcm_episode_1hdpu9s;hoeren_leise;inner_effect_stable;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;23;20;0.48638;0.465093;-0.021287;0.167038;0.172555;0.164556;0.180883;0.01632699999999998
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;18;18;0.465176;0.450169;-0.015006999999999993;0.180889;0.184421;0.119155;0.130206;0.011050999999999991
ausgeglichen|inner_effect_stable|dio_mcm_episode_0lfde2c;ausgeglichen;inner_effect_stable;dio_mcm_episode_0lfde2c;young_intake_trace;young_intake_trace;quality_reproduced;2;14;0.528803;0.54378;0.014977000000000018;0.144271;0.147897;0.118024;0.111307;-0.006717000000000001
feldinput|inner_effect_tipping|dio_mcm_episode_0e7qvj1;feldinput;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;38;14;0.174182;0.170028;-0.004153999999999991;0.301444;0.301699;0.423189;0.432553;0.009364000000000039
fuehlen_abstand|inner_effect_tipping|dio_mcm_episode_0e7qvj1;fuehlen_abstand;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;22;11;0.181203;0.191907;0.010703999999999991;0.300619;0.295035;0.378471;0.378534;6.299999999997974e-05
sehen_abstand|inner_effect_stable|dio_mcm_episode_0lfde2c;sehen_abstand;inner_effect_stable;dio_mcm_episode_0lfde2c;young_intake_trace;young_intake_trace;quality_reproduced;1;11;0.515665;0.531151;0.015486;0.160949;0.155324;0.123642;0.114432;-0.009209999999999996
sehen_abstand|inner_effect_stable|dio_mcm_episode_1rxdw4p;sehen_abstand;inner_effect_stable;dio_mcm_episode_1rxdw4p;young_intake_trace;young_intake_trace;quality_reproduced;4;11;0.516373;0.536446;0.020073000000000008;0.152632;0.149929;0.108508;0.095524;-0.012983999999999996
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;13;9;0.33263;0.3204;-0.012229999999999963;0.228555;0.234724;0.290957;0.277894;-0.013063000000000047
hoeren_leise|inner_effect_stable|dio_mcm_episode_1q3us3f;hoeren_leise;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;20;8;0.480392;0.472414;-0.007977999999999985;0.168849;0.17155;0.181191;0.181225;3.400000000000625e-05
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1rxdw4p;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1rxdw4p;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;7;0.285342;0.289675;0.004333000000000031;0.248206;0.245285;0.324574;0.350543;0.02596900000000002
sehen_abstand|inner_effect_stable|dio_mcm_episode_1q3us3f;sehen_abstand;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;12;7;0.518128;0.521288;0.0031599999999999406;0.155773;0.154446;0.110769;0.122489;0.011719999999999994
ausgeglichen|inner_effect_stable|dio_mcm_episode_1q3us3f;ausgeglichen;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;19;6;0.539997;0.546878;0.006881000000000026;0.149699;0.14645;0.118267;0.114825;-0.0034420000000000006
sehen_fokus|inner_effect_stable|dio_mcm_episode_0l3i7ey;sehen_fokus;inner_effect_stable;dio_mcm_episode_0l3i7ey;young_intake_trace;young_intake_trace;quality_reproduced;1;6;0.550795;0.508488;-0.042306999999999984;0.147968;0.158796;0.087329;0.111776;0.024446999999999997
ausgeglichen|inner_effect_stable|dio_mcm_episode_0z748ck;ausgeglichen;inner_effect_stable;dio_mcm_episode_0z748ck;young_intake_trace;young_intake_trace;quality_reproduced;4;5;0.51393;0.543683;0.02975300000000003;0.163445;0.14877;0.12148;0.107741;-0.013739000000000001
feldinput|inner_effect_carried_unrest|dio_mcm_episode_0lfde2c;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0lfde2c;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;5;0.291458;0.332787;0.041329000000000005;0.246287;0.222995;0.339048;0.341053;0.002004999999999979
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1rxdw4p;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1rxdw4p;young_intake_trace;young_intake_trace;quality_reproduced;2;5;0.48055;0.424848;-0.055701999999999974;0.164675;0.196661;0.117738;0.144345;0.026607000000000006
feldinput|inner_effect_strained|dio_mcm_episode_0tre8bg;feldinput;inner_effect_strained;dio_mcm_episode_0tre8bg;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;4;0.09872;0.088266;-0.010454000000000005;0.333002;0.338427;0.514548;0.521971;0.007422999999999957
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0db07p4;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0db07p4;young_intake_trace;young_intake_trace;quality_reproduced;5;4;0.4284;0.408878;-0.019521999999999984;0.191401;0.199939;0.118016;0.126043;0.008026999999999992
feldinput|inner_effect_strained|dio_mcm_episode_0kvu3mb;feldinput;inner_effect_strained;dio_mcm_episode_0kvu3mb;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;3;0.083667;0.089966;0.006298999999999999;0.344875;0.340368;0.503016;0.506984;0.0039679999999999715
hoeren_leise|inner_effect_stable|dio_mcm_episode_0db07p4;hoeren_leise;inner_effect_stable;dio_mcm_episode_0db07p4;young_intake_trace;young_intake_trace;quality_reproduced;7;3;0.42375;0.42183;-0.0019200000000000328;0.186502;0.187223;0.195235;0.194088;-0.0011469999999999814
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0l3i7ey;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0l3i7ey;young_intake_trace;young_intake_trace;quality_reproduced;2;3;0.456811;0.456846;3.4999999999951736e-05;0.18417;0.183747;0.136405;0.146248;0.00984299999999999
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1rylps5;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1rylps5;young_intake_trace;young_intake_trace;quality_reproduced;1;3;0.364046;0.458483;0.094437;0.222173;0.17624;0.149883;0.104887;-0.044995999999999994
sehen_abstand|inner_effect_stable|dio_mcm_episode_0aztxel;sehen_abstand;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;3;0.520597;0.526781;0.006184000000000078;0.158481;0.157031;0.129896;0.109199;-0.020697000000000007
sehen_abstand|inner_effect_stable|dio_mcm_episode_0qzjuvj;sehen_abstand;inner_effect_stable;dio_mcm_episode_0qzjuvj;young_intake_trace;young_intake_trace;quality_reproduced;2;3;0.530272;0.53379;0.003518000000000021;0.144856;0.149407;0.10861;0.098661;-0.009949
sehen_abstand|inner_effect_stable|dio_mcm_episode_0z748ck;sehen_abstand;inner_effect_stable;dio_mcm_episode_0z748ck;young_intake_trace;young_intake_trace;quality_reproduced;2;3;0.553257;0.527254;-0.026003;0.138182;0.151815;0.073347;0.098837;0.02549
sehen_fokus|inner_effect_stable|dio_mcm_episode_0aztxel;sehen_fokus;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;3;0.545326;0.483096;-0.06222999999999995;0.147215;0.164738;0.092207;0.166168;0.07396100000000001
sehen_fokus|inner_effect_stable|dio_mcm_episode_0jbl5pq;sehen_fokus;inner_effect_stable;dio_mcm_episode_0jbl5pq;young_intake_trace;young_intake_trace;quality_reproduced;2;3;0.578829;0.563132;-0.015697000000000072;0.119815;0.131423;0.07755;0.100616;0.023066000000000003
feldinput|inner_effect_stable|dio_mcm_episode_1q3us3f;feldinput;inner_effect_stable;dio_mcm_episode_1q3us3f;contact_loaded_intake;contact_loaded_intake;quality_reproduced;4;2;0.467954;0.436577;-0.03137699999999999;0.172836;0.182708;0.202854;0.239398;0.03654399999999999
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_0f1kb3e;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_0f1kb3e;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;2;0.099598;0.094464;-0.005134;0.339497;0.342583;0.432002;0.434717;0.002715000000000023
hoeren_hin|inner_effect_stable|dio_mcm_episode_0aztxel;hoeren_hin;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.529329;0.562289;0.03295999999999999;0.150277;0.132795;0.094162;0.071466;-0.022695999999999994
hoeren_hin|inner_effect_stable|dio_mcm_episode_18n06fj;hoeren_hin;inner_effect_stable;dio_mcm_episode_18n06fj;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.548248;0.557511;0.009263000000000021;0.134015;0.14636;0.075972;0.072279;-0.003693000000000002
hoeren_leise|inner_effect_stable|dio_mcm_episode_0mji3u6;hoeren_leise;inner_effect_stable;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;9;2;0.428536;0.449282;0.020746000000000042;0.188209;0.180025;0.206097;0.22678;0.020683000000000007
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1iq1hgz;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1iq1hgz;strained_intake;strained_intake;quality_reproduced;2;2;0.333224;0.320136;-0.013088000000000044;0.241013;0.245412;0.130801;0.157712;0.02691099999999999
sehen_abstand|inner_effect_stable|dio_mcm_episode_0lne9ax;sehen_abstand;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;5;2;0.536102;0.476305;-0.05979699999999999;0.141438;0.165548;0.094428;0.081792;-0.012635999999999994
sehen_abstand|inner_effect_stable|dio_mcm_episode_1rylps5;sehen_abstand;inner_effect_stable;dio_mcm_episode_1rylps5;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.508724;0.48872;-0.020003999999999966;0.161503;0.165757;0.108203;0.082888;-0.02531499999999999
sehen_fokus|inner_effect_stable|dio_mcm_episode_1aavr7r;sehen_fokus;inner_effect_stable;dio_mcm_episode_1aavr7r;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.516592;0.557899;0.04130699999999998;0.147543;0.141852;0.167419;0.091153;-0.07626600000000001
sehen_fokus|inner_effect_stable|dio_mcm_episode_1ehj34s;sehen_fokus;inner_effect_stable;dio_mcm_episode_1ehj34s;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.510996;0.478951;-0.03204499999999999;0.153185;0.164138;0.148671;0.107962;-0.040708999999999995
sehen_fokus|inner_effect_stable|dio_mcm_episode_1k0rrn2;sehen_fokus;inner_effect_stable;dio_mcm_episode_1k0rrn2;young_intake_trace;young_intake_trace;quality_reproduced;2;2;0.530384;0.500295;-0.03008899999999992;0.137938;0.153358;0.094381;0.091743;-0.0026380000000000015
ausgeglichen|inner_effect_stable|dio_mcm_episode_00i7zy5;ausgeglichen;inner_effect_stable;dio_mcm_episode_00i7zy5;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.44837;0.44916;0.0007900000000000129;0.177852;0.178315;0.150204;0.140303;-0.009900999999999993
ausgeglichen|inner_effect_stable|dio_mcm_episode_0lne9ax;ausgeglichen;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.496249;0.508413;0.012164000000000008;0.162498;0.168829;0.120327;0.13414;0.013813000000000006
feldinput|inner_effect_carried_unrest|dio_mcm_episode_0mji3u6;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;6;1;0.410825;0.289668;-0.12115700000000001;0.202595;0.252037;0.211497;0.281564;0.07006699999999999
feldinput|inner_effect_stable|dio_mcm_episode_0ldenly;feldinput;inner_effect_stable;dio_mcm_episode_0ldenly;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.457436;0.476349;0.018913000000000013;0.177018;0.169385;0.199957;0.180292;-0.019664999999999988
feldinput|inner_effect_stable|dio_mcm_episode_0mji3u6;feldinput;inner_effect_stable;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.452684;0.408867;-0.043816999999999995;0.174194;0.195726;0.208931;0.25724;0.04830900000000002
feldinput|inner_effect_tipping|dio_mcm_episode_1hdpu9s;feldinput;inner_effect_tipping;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;1;0.197532;0.178871;-0.01866100000000001;0.28744;0.294598;0.413185;0.441501;0.028315999999999952
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1xp8o2t;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1xp8o2t;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.326762;0.251094;-0.07566800000000001;0.23183;0.268818;0.254852;0.291756;0.03690399999999999
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_0feihom;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_0feihom;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.088325;0.096652;0.008327000000000001;0.342657;0.339073;0.463824;0.45084;-0.012983999999999996
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_19a388p;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_19a388p;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;1;0.026999;0.052;0.025001;0.370009;0.359672;0.533649;0.50508;-0.028569000000000067
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_1i5tnxs;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_1i5tnxs;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.047436;0.058961;0.011525;0.359278;0.353244;0.527109;0.518906;-0.008203000000000071
hoeren_hin|inner_effect_carried_unrest|dio_mcm_episode_1q3us3f;hoeren_hin;inner_effect_carried_unrest;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.519025;0.520775;0.0017500000000000293;0.158187;0.159662;0.078699;0.088189;0.009489999999999998
hoeren_hin|inner_effect_stable|dio_mcm_episode_0198w46;hoeren_hin;inner_effect_stable;dio_mcm_episode_0198w46;young_intake_trace;young_intake_trace;quality_reproduced;8;1;0.527609;0.495309;-0.032299999999999995;0.144755;0.160037;0.063556;0.057169;-0.006387000000000004
hoeren_hin|inner_effect_stable|dio_mcm_episode_09w1tmn;hoeren_hin;inner_effect_stable;dio_mcm_episode_09w1tmn;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.60233;0.563731;-0.03859900000000005;0.112138;0.143867;0.045257;0.077885;0.032628
hoeren_hin|inner_effect_stable|dio_mcm_episode_0lne9ax;hoeren_hin;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.54438;0.632884;0.08850400000000003;0.140551;0.096319;0.08555;0.022121;-0.063429
hoeren_hin|inner_effect_stable|dio_mcm_episode_0r99tas;hoeren_hin;inner_effect_stable;dio_mcm_episode_0r99tas;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.552326;0.574716;0.02239000000000002;0.148732;0.137925;0.088904;0.068265;-0.02063899999999999
hoeren_hin|inner_effect_stable|dio_mcm_episode_0w5lgn3;hoeren_hin;inner_effect_stable;dio_mcm_episode_0w5lgn3;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.609928;0.592553;-0.01737500000000003;0.101516;0.122124;0.023301;0.055678;0.032377
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_0jbl5pq;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0jbl5pq;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.483629;0.473345;-0.01028399999999996;0.176937;0.184627;0.142943;0.164038;0.021095000000000003
hoeren_leise|inner_effect_stable|dio_mcm_episode_0q7j4gf;hoeren_leise;inner_effect_stable;dio_mcm_episode_0q7j4gf;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.384279;0.368422;-0.015856999999999954;0.207552;0.214095;0.200593;0.216757;0.01616400000000001
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_07llqq8;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_07llqq8;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.42784;0.36193;-0.06591000000000002;0.189376;0.224928;0.192112;0.133148;-0.058964000000000016
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0lne9ax;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.440822;0.44191;0.0010880000000000334;0.188307;0.183133;0.123325;0.169401;0.04607599999999999
sehen_abstand|inner_effect_stable|dio_mcm_episode_0198w46;sehen_abstand;inner_effect_stable;dio_mcm_episode_0198w46;young_intake_trace;young_intake_trace;quality_reproduced;4;1;0.503574;0.525606;0.02203200000000005;0.155083;0.145471;0.092974;0.091833;-0.0011410000000000031
sehen_abstand|inner_effect_stable|dio_mcm_episode_0t1ymth;sehen_abstand;inner_effect_stable;dio_mcm_episode_0t1ymth;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.42082;0.435761;0.014940999999999982;0.19229;0.182913;0.147318;0.141399;-0.005919000000000008
sehen_abstand|inner_effect_stable|dio_mcm_episode_1xp8o2t;sehen_abstand;inner_effect_stable;dio_mcm_episode_1xp8o2t;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.451184;0.437964;-0.013219999999999954;0.178861;0.180419;0.087579;0.156799;0.06921999999999999
sehen_abstand|inner_effect_tipping|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.236465;0.219854;-0.016611000000000015;0.285182;0.28835;0.228757;0.293784;0.065027
sehen_fokus|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;sehen_fokus;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;4;1;0.460232;0.464162;0.003930000000000045;0.17921;0.175775;0.141743;0.16066;0.01891699999999999
sehen_fokus|inner_effect_stable|dio_mcm_episode_0198w46;sehen_fokus;inner_effect_stable;dio_mcm_episode_0198w46;young_intake_trace;young_intake_trace;quality_reproduced;6;1;0.492415;0.480236;-0.012178999999999995;0.155756;0.165594;0.11966;0.106029;-0.013631000000000004
sehen_fokus|inner_effect_stable|dio_mcm_episode_0hjnwsk;sehen_fokus;inner_effect_stable;dio_mcm_episode_0hjnwsk;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.514122;0.604514;0.09039200000000003;0.146835;0.112298;0.141144;0.066772;-0.074372
sehen_fokus|inner_effect_stable|dio_mcm_episode_0lne9ax;sehen_fokus;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.52999;0.509204;-0.02078599999999997;0.141383;0.150114;0.103062;0.103453;0.00039100000000000246
sehen_fokus|inner_effect_stable|dio_mcm_episode_0r99tas;sehen_fokus;inner_effect_stable;dio_mcm_episode_0r99tas;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.601191;0.607442;0.0062510000000000066;0.104076;0.099128;0.066681;0.055629;-0.011052000000000006
sehen_fokus|inner_effect_stable|dio_mcm_episode_17qt878;sehen_fokus;inner_effect_stable;dio_mcm_episode_17qt878;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.487171;0.487575;0.00040399999999995995;0.159456;0.160228;0.125316;0.163639;0.038322999999999996
sehen_fokus|inner_effect_stable|dio_mcm_episode_19g1diz;sehen_fokus;inner_effect_stable;dio_mcm_episode_19g1diz;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.499167;0.417729;-0.08143800000000001;0.1561;0.192076;0.068648;0.173795;0.105147
sehen_fokus|inner_effect_stable|dio_mcm_episode_1aurt3q;sehen_fokus;inner_effect_stable;dio_mcm_episode_1aurt3q;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.424361;0.580245;0.15588400000000002;0.188114;0.114132;0.181097;0.087213;-0.09388400000000001
hoeren_hin|inner_effect_stable|dio_mcm_episode_0e7qvj1;hoeren_hin;inner_effect_stable;dio_mcm_episode_0e7qvj1;reproduced_quiet_intake;young_intake_trace;quality_shift_open;1411;695;0.568908;0.570858;0.0019500000000000073;0.133611;0.133737;0.062167;0.062554;0.00038699999999999846
sehen_fokus|inner_effect_stable|dio_mcm_episode_0e7qvj1;sehen_fokus;inner_effect_stable;dio_mcm_episode_0e7qvj1;reproduced_quiet_intake;young_intake_trace;quality_shift_open;1294;685;0.54317;0.549494;0.006323999999999996;0.140786;0.138791;0.105322;0.102757;-0.002564999999999998
sehen_abstand|inner_effect_stable|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;recurrently_carried_intake;young_intake_trace;quality_shift_open;624;363;0.512911;0.518137;0.005225999999999953;0.157053;0.15583;0.112975;0.111023;-0.0019520000000000093
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;open_recurrent_intake;young_intake_trace;quality_shift_open;507;281;0.445387;0.460065;0.014678000000000024;0.188428;0.183292;0.130953;0.122195;-0.008758000000000016
hoeren_leise|inner_effect_stable|dio_mcm_episode_0e7qvj1;hoeren_leise;inner_effect_stable;dio_mcm_episode_0e7qvj1;open_recurrent_intake;young_intake_trace;quality_shift_open;390;203;0.471249;0.470672;-0.0005769999999999942;0.170994;0.1723;0.183422;0.189802;0.006379999999999997
ausgeglichen|inner_effect_stable|dio_mcm_episode_0e7qvj1;ausgeglichen;inner_effect_stable;dio_mcm_episode_0e7qvj1;reproduced_quiet_intake;young_intake_trace;quality_shift_open;390;168;0.52846;0.531398;0.002937999999999996;0.154473;0.153615;0.116715;0.114875;-0.0018399999999999944
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_0e7qvj1;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;contact_loaded_intake;young_intake_trace;quality_shift_open;138;64;0.401284;0.415822;0.014538000000000051;0.20422;0.199247;0.212461;0.198686;-0.01377500000000001
