pair,world,quality,events,share
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,druckuebergang,2,0.181818
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,rekoppelnd_stabil,1,0.090909
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_QUIET_4000,rekoppelnd_offen,1,0.090909
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,rekoppelnd_offen,8,0.285714
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,druckbruch,7,0.250000
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,bruchuebergang,5,0.178571
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,rekoppelnd_stabil,3,0.107143
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,druckuebergang,3,0.107143
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,offen_rekoppelnd,1,0.035714
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_5M_SOL_STRESS_4000,bruchdominant,1,0.035714
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_QUIET_4000,rekoppelnd_stabil,8,0.500000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_QUIET_4000,rekoppelnd_offen,7,0.437500
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_QUIET_4000,bruchuebergang,1,0.062500
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,rekoppelnd_stabil,12,0.600000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,rekoppelnd_offen,5,0.250000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,offen_rekoppelnd,2,0.100000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_BTC_STRESS_4000,druckuebergang,1,0.050000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,rekoppelnd_stabil,7,0.538462
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,rekoppelnd_offen,3,0.230769
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,bruchuebergang,2,0.153846
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_QUIET_4000,offen_rekoppelnd,1,0.076923
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,rekoppelnd_stabil,21,0.700000
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,rekoppelnd_offen,5,0.166667
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,druckuebergang,2,0.066667
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,offen_rekoppelnd,1,0.033333
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2025_5M_SOL_STRESS_4000,bruchuebergang,1,0.033333
