source;dominant_suggestion;display_name;passive_reading;source_count;trace_count;total_events;avg_recoupling_balance;avg_strain_quality;avg_carry_quality;avg_field_intake_pressure;field_support_score;field_pressure_score;support_minus_pressure
BTC2024_5M_QUIET_REGULATIONSVORSCHLAG;contact_relief_pull;Druck / Feldkontakt entlasten;eher_getragen;1;1;430;0.39906400000000003;0.201435;0.466691;0.251564;0.49762075000000006;0.28141174999999996;0.2162090000000001
BTC2024_5M_QUIET_REGULATIONSVORSCHLAG;distance_pull;Abstand bilden;eher_getragen;1;1;115;0.361693;0.220307;0.437277;0.227559;0.4710222;0.2859078;0.1851144
BTC2024_5M_QUIET_REGULATIONSVORSCHLAG;focus_pull;Fokus halten / vertiefen;eher_getragen;1;2;1125;0.49999717688888895;0.16498997599999998;0.5225541466666667;0.11631874311111111;0.5797618090222223;0.1957734099111111;0.38398839911111116
BTC2024_5M_QUIET_REGULATIONSVORSCHLAG;sharpening_pull;Sehen schaerfen;eher_getragen;1;1;947;0.547703;0.139375;0.534181;0.10270199999999999;0.609222;0.1716441;0.4375779000000001
BTC2024_5M_QUIET_REGULATIONSVORSCHLAG;softening_pull;leiser / weicher aufnehmen;eher_getragen;1;1;377;0.45838699999999993;0.177847;0.50144;0.19221199999999997;0.54477225;0.23815790000000003;0.3066143499999999
BTC2024_5M_QUIET_REGULATIONSVORSCHLAG;stable_listening_pull;ruhig hinhoeren;eher_getragen;1;1;1000;0.57022;0.133964;0.551042;0.06217;0.6298503;0.1496188;0.4802315
BTC2024_5M_STRESS_REGULATIONSVORSCHLAG;contact_relief_pull;Druck / Feldkontakt entlasten;eher_getragen;1;1;475;0.397872;0.202265;0.466205;0.253023;0.49668535;0.28254765;0.21413770000000004
BTC2024_5M_STRESS_REGULATIONSVORSCHLAG;distance_pull;Abstand bilden;eher_getragen;1;1;70;0.369284;0.217541;0.437918;0.212682;0.47642680000000004;0.27757365;0.19885315000000003
BTC2024_5M_STRESS_REGULATIONSVORSCHLAG;focus_pull;Fokus halten / vertiefen;eher_getragen;1;2;1087;0.49668397240110396;0.16622129898804047;0.5207942704691813;0.1215022474701012;0.5770134275988961;0.1988978876724931;0.37811553992640295
BTC2024_5M_STRESS_REGULATIONSVORSCHLAG;sharpening_pull;Sehen schaerfen;eher_getragen;1;1;950;0.549102;0.139546;0.537559;0.10185;0.61110195;0.1711704;0.43993155
BTC2024_5M_STRESS_REGULATIONSVORSCHLAG;softening_pull;leiser / weicher aufnehmen;eher_getragen;1;1;418;0.453601;0.17930999999999997;0.497631;0.19934099999999996;0.5404262;0.24238574999999996;0.29804045
BTC2024_5M_STRESS_REGULATIONSVORSCHLAG;stable_listening_pull;ruhig hinhoeren;eher_getragen;1;1;994;0.572857;0.132832;0.551999;0.061415;0.6315606;0.14841185;0.48314875
KAS2024_ZEITEBENEN_REGULATIONSVORSCHLAG;contact_relief_pull;Druck / Feldkontakt entlasten;eher_getragen;1;40;802;0.39989274937655855;0.20046200000000003;0.4584778603491272;0.2416293403990025;0.49620985430174563;0.27687572375311725;0.21933413054862838
KAS2024_ZEITEBENEN_REGULATIONSVORSCHLAG;distance_pull;Abstand bilden;eher_getragen;1;127;419;0.3404490190930788;0.23005258711217183;0.42158741050119336;0.23576193556085917;0.45417620000000003;0.2967610855608592;0.15741511443914086
KAS2024_ZEITEBENEN_REGULATIONSVORSCHLAG;focus_pull;Fokus halten / vertiefen;eher_getragen;1;21;2064;0.4919689239341085;0.16731855135658916;0.512674675872093;0.12177555135658916;0.5719127420542636;0.2002082300629845;0.3717045119912791
KAS2024_ZEITEBENEN_REGULATIONSVORSCHLAG;sharpening_pull;Sehen schaerfen;eher_getragen;1;50;1911;0.536063413919414;0.1431832899005756;0.5206920434327578;0.1080650502354788;0.5983459174515962;0.17724898846153844;0.4210969289900577
KAS2024_ZEITEBENEN_REGULATIONSVORSCHLAG;softening_pull;leiser / weicher aufnehmen;eher_getragen;1;32;752;0.44389295345744684;0.18303259840425531;0.48434636436170214;0.1960687433510638;0.5313629224069149;0.2442082236037234;0.28715469880319144
KAS2024_ZEITEBENEN_REGULATIONSVORSCHLAG;stable_listening_pull;ruhig hinhoeren;eher_getragen;1;50;2028;0.563364602071006;0.1352393244575937;0.5385713481262326;0.06385183136094674;0.62210492719428;0.15189373823964497;0.47021118895463504
PASSIVE_REGULATIONSVORSCHLAG_BASIS;contact_relief_pull;Druck / Feldkontakt entlasten;eher_getragen;1;46;797;0.3879427327478043;0.20582201756587204;0.45262673902133;0.2502705156838143;0.48738433506900875;0.28453670426599753;0.20284763080301121
PASSIVE_REGULATIONSVORSCHLAG_BASIS;distance_pull;Abstand bilden;eher_getragen;1;156;516;0.3779095426356589;0.21468056976744188;0.43893361434108524;0.19686695930232556;0.48253130629844965;0.26866660872093023;0.2138646975775194
PASSIVE_REGULATIONSVORSCHLAG_BASIS;focus_pull;Fokus halten / vertiefen;eher_getragen;1;25;1903;0.4960288933263269;0.16561386810299525;0.5147370267997897;0.11889305044666316;0.5749202695218076;0.1976791268260641;0.37724114269574355
PASSIVE_REGULATIONSVORSCHLAG_BASIS;sharpening_pull;Sehen schaerfen;eher_getragen;1;72;1896;0.538602299050633;0.14216021993670885;0.5213949868143459;0.105515194092827;0.6000917385548523;0.17538783175105482;0.4247039068037975
PASSIVE_REGULATIONSVORSCHLAG_BASIS;softening_pull;leiser / weicher aufnehmen;eher_getragen;1;44;768;0.4492551640625;0.18094815364583336;0.48771425390625;0.19077506640625;0.5356924906901042;0.24034842109375004;0.2953440695963541
PASSIVE_REGULATIONSVORSCHLAG_BASIS;stable_listening_pull;ruhig hinhoeren;eher_getragen;1;66;2096;0.5641164289122137;0.1351184871183206;0.5395095329198473;0.06389581059160304;0.6227792997614503;0.15174417910305343;0.47103512065839687
SOL2023_NEGATIVE_STRESS_10K_REGULATIONSVORSCHLAG;contact_relief_pull;Druck / Feldkontakt entlasten;eher_getragen;1;42;995;0.4228431939698492;0.19335510351758795;0.4906687206030151;0.23688036783919597;0.5189899423618091;0.2683354646231156;0.2506544777386935
SOL2023_NEGATIVE_STRESS_10K_REGULATIONSVORSCHLAG;distance_pull;Abstand bilden;eher_getragen;1;124;758;0.41401688786279683;0.20237874934036937;0.48023039313984167;0.1871224432717678;0.5154381178759895;0.25381688133245384;0.26162123654353564
SOL2023_NEGATIVE_STRESS_10K_REGULATIONSVORSCHLAG;focus_pull;Fokus halten / vertiefen;eher_getragen;1;11;2121;0.5061052560113155;0.1642656397925507;0.5362066020744931;0.11800942479962281;0.5871921694719473;0.1952075194247996;0.39198465004714766
SOL2023_NEGATIVE_STRESS_10K_REGULATIONSVORSCHLAG;sharpening_pull;Sehen schaerfen;eher_getragen;1;55;2343;0.5527164438753736;0.13955952624839948;0.5485765074690567;0.1032378817755015;0.6164444365556979;0.17118947294067433;0.4452549636150236
SOL2023_NEGATIVE_STRESS_10K_REGULATIONSVORSCHLAG;softening_pull;leiser / weicher aufnehmen;eher_getragen;1;43;976;0.46347355840163934;0.1770913411885246;0.5126206926229508;0.19234104303278687;0.5510371052766394;0.23710648698770492;0.3139306182889345
SOL2023_NEGATIVE_STRESS_10K_REGULATIONSVORSCHLAG;stable_listening_pull;ruhig hinhoeren;eher_getragen;1;73;2801;0.573488860764013;0.13463090753302392;0.562532550160657;0.06469248125669404;0.6350240410210639;0.15043757177793643;0.4845864692431275
SOL2023_POSITIVE_EXPANSION_10K_REGULATIONSVORSCHLAG;contact_relief_pull;Druck / Feldkontakt entlasten;eher_getragen;1;46;1006;0.4228474473161034;0.1927630129224652;0.4890007445328032;0.2378775397614314;0.518367556610338;0.2684672546222664;0.24990030198807156
SOL2023_POSITIVE_EXPANSION_10K_REGULATIONSVORSCHLAG;distance_pull;Abstand bilden;eher_getragen;1;131;883;0.41760360249150624;0.1995962468856172;0.4810244382785957;0.18915717780294453;0.5174048320498301;0.2528406418459796;0.2645641902038505
SOL2023_POSITIVE_EXPANSION_10K_REGULATIONSVORSCHLAG;focus_pull;Fokus halten / vertiefen;eher_getragen;1;8;2139;0.5059455212716223;0.1642174749883123;0.5362422435717624;0.11801136839644695;0.587137385483871;0.19521058291257598;0.391926802571295
SOL2023_POSITIVE_EXPANSION_10K_REGULATIONSVORSCHLAG;sharpening_pull;Sehen schaerfen;eher_getragen;1;54;2393;0.5542910647722524;0.13848741287087338;0.5489004111993314;0.10373747847889679;0.6173236339323025;0.1706706674676139;0.4466529664646886
SOL2023_POSITIVE_EXPANSION_10K_REGULATIONSVORSCHLAG;softening_pull;leiser / weicher aufnehmen;eher_getragen;1;39;959;0.46311044316996874;0.1775310740354536;0.5133273274244005;0.193772897810219;0.5509338668404589;0.23793157596454645;0.3130022908759124
SOL2023_POSITIVE_EXPANSION_10K_REGULATIONSVORSCHLAG;stable_listening_pull;ruhig hinhoeren;eher_getragen;1;74;2614;0.5749534969395561;0.1335360921958684;0.5619056052027543;0.06396500153022187;0.6356459260711552;0.14943421755929612;0.48621170851185913
SOL2026_SIDEWAYS_10K_REGULATIONSVORSCHLAG;contact_relief_pull;Druck / Feldkontakt entlasten;eher_getragen;1;45;1106;0.40897659584086804;0.19908346925858952;0.48463908227848096;0.24850924864376128;0.5089038751356239;0.2776447712477396;0.23125910388788423
SOL2026_SIDEWAYS_10K_REGULATIONSVORSCHLAG;distance_pull;Abstand bilden;eher_getragen;1;112;833;0.4337092448979592;0.1920798331332533;0.48112809603841533;0.1608522256902761;0.5282707879351741;0.23572042845138058;0.29255035948379354
SOL2026_SIDEWAYS_10K_REGULATIONSVORSCHLAG;focus_pull;Fokus halten / vertiefen;eher_getragen;1;8;2041;0.5135659152376286;0.16162856981871632;0.5454228853503185;0.11750453111219991;0.5940893616364527;0.19269978157765802;0.40138958005879466
SOL2026_SIDEWAYS_10K_REGULATIONSVORSCHLAG;sharpening_pull;Sehen schaerfen;eher_getragen;1;34;2384;0.5541409928691275;0.13864100251677852;0.5490554052013423;0.10262707172818793;0.6174060311870806;0.17031813089345638;0.4470879002936242
SOL2026_SIDEWAYS_10K_REGULATIONSVORSCHLAG;softening_pull;leiser / weicher aufnehmen;eher_getragen;1;38;986;0.4652703742393509;0.17654055273833671;0.5145405294117648;0.19133078600405679;0.5526737198275863;0.23618500699797157;0.3164887128296147
SOL2026_SIDEWAYS_10K_REGULATIONSVORSCHLAG;stable_listening_pull;ruhig hinhoeren;eher_getragen;1;55;2644;0.574183160741301;0.1338421267019667;0.5620613846444781;0.06370970385779123;0.6353487239031771;0.14958536444780635;0.48576335945537075
