world,tick,symbol_family,transition,current_rekopplung,future8_rekopplung,delta_rekopplung,current_strain,future8_strain,delta_strain,current_carry,future8_carry,delta_carry,current_sensory_coupling,future8_sensory_coupling,delta_sensory_coupling,future_center_count,future_open_count,future_edge_count
KAS_2024_5M_2K,133,dio_1xgx,rekoppelt_zentrum,0.616554,0.651321625,0.03476762499999997,0.222644,0.152393875,-0.070250125,0.345571,0.382846375,0.037275375,0.815843,0.873800375,0.05795737499999998,8,0,0
KAS_2024_5M_2K,155,dio_1dkb,rekoppelt_zentrum,0.619885,0.637052875,0.017167874999999944,0.210741,0.2217505,0.011009499999999978,0.35037,0.403872,0.053501999999999994,0.814852,0.858299,0.04344700000000001,4,3,1
KAS_2024_5M_2K,159,dio_1ite,rekoppelt_zentrum,0.632993,0.647967875,0.014974874999999943,0.264979,0.20976,-0.05521900000000002,0.42149,0.423522375,0.0020323750000000307,0.861043,0.864107875,0.003064874999999967,5,2,1
KAS_2024_5M_2K,162,dio_044m,rekoppelt_zentrum,0.652212,0.649162,-0.003049999999999997,0.241923,0.184623375,-0.05729962499999999,0.454012,0.403309125,-0.050702875000000036,0.910819,0.862824125,-0.04799487499999999,7,1,0
KAS_2024_5M_2K,163,dio_0jz7,rekoppelt_zentrum,0.629096,0.651887375,0.022791375000000058,0.240749,0.172803375,-0.06794562499999998,0.390169,0.400769875,0.01060087500000001,0.859335,0.865597375,0.006262375000000042,8,0,0
KAS_2024_5M_2K,189,dio_1rqk,rekoppelt_zentrum,0.616811,0.653056125,0.03624512499999999,0.205612,0.169463375,-0.03614862499999999,0.339051,0.401822375,0.06277137500000002,0.803657,0.884013875,0.080356875,8,0,0
KAS_2024_5M_2K,207,dio_1tg2,rekoppelt_zentrum,0.611073,0.66177825,0.050705250000000035,0.219231,0.172415125,-0.04681587500000001,0.34617,0.42946225,0.08329225000000001,0.779078,0.89020475,0.11112674999999994,7,1,0
KAS_2024_5M_2K,208,dio_07fd,rekoppelt_zentrum,0.632576,0.6670281250000001,0.034452125000000056,0.244597,0.16453325,-0.08006375000000002,0.417216,0.43687125,0.019655250000000013,0.839956,0.89345875,0.05350274999999993,8,0,0
KAS_2024_5M_2K,217,dio_1ge0,rekoppelt_zentrum,0.596185,0.6396845,0.043499500000000024,0.252643,0.17577125,-0.07687175000000002,0.33126,0.3727235,0.041463499999999986,0.757405,0.852897625,0.095492625,8,0,0
KAS_2024_5M_2K,239,dio_1ny1,rekoppelt_zentrum,0.617517,0.639540625,0.02202362499999999,0.212448,0.20039574999999998,-0.012052250000000014,0.346796,0.393136,0.04633999999999999,0.805504,0.85859825,0.05309425000000001,5,2,1
KAS_2024_5M_2K,242,dio_0rzp,rekoppelt_zentrum,0.637063,0.639491875,0.002428874999999997,0.222014,0.17800225,-0.04401174999999999,0.410921,0.374475625,-0.036445375,0.858689,0.851251125,-0.007437875000000038,6,2,0
KAS_2024_5M_2K,244,dio_08wk,rekoppelt_zentrum,0.615603,0.646025375,0.030422375,0.199771,0.173297625,-0.026473374999999993,0.337885,0.38516725,0.047282250000000026,0.791849,0.86724275,0.07539374999999993,7,1,0
KAS_2024_5M_2K,248,dio_0znv,rekoppelt_zentrum,0.614906,0.65590975,0.041003750000000005,0.21651,0.170044875,-0.046465124999999996,0.345931,0.40748225,0.06155125,0.797747,0.88999125,0.09224425000000003,8,0,0
KAS_2024_5M_2K,267,dio_1aa7,rekoppelt_zentrum,0.587965,0.6631065,0.07514150000000008,0.257014,0.159212,-0.09780200000000003,0.316231,0.424211875,0.10798087500000003,0.73656,0.891407625,0.15484762500000004,8,0,0
KAS_2024_5M_2K,297,dio_1ntw,rekoppelt_zentrum,0.616364,0.65302425,0.03666024999999995,0.211275,0.185971625,-0.02530337499999999,0.349517,0.41702775,0.06751074999999995,0.800369,0.8847754999999999,0.08440649999999994,7,1,0
KAS_2024_5M_2K,303,dio_1l0l,rekoppelt_zentrum,0.616314,0.650810875,0.03449687499999998,0.224142,0.188653375,-0.035488624999999996,0.352052,0.41686475,0.06481275000000003,0.811251,0.879995375,0.06874437499999997,6,2,0
KAS_2024_5M_2K,306,dio_0go7,rekoppelt_zentrum,0.641471,0.6447325,0.0032615000000000283,0.23866,0.180662375,-0.057997625000000025,0.447286,0.38522212499999997,-0.062063875000000046,0.860814,0.873069625,0.012255624999999992,7,1,0
KAS_2024_5M_2K,307,dio_1y8o,rekoppelt_zentrum,0.641743,0.643454625,0.0017116249999999944,0.2321,0.175829125,-0.056270875,0.417908,0.379189625,-0.03871837500000003,0.887846,0.86716525,-0.020680750000000026,8,0,0
KAS_2024_5M_2K,317,dio_01b2,rekoppelt_zentrum,0.635468,0.642414,0.006946000000000008,0.224496,0.193844375,-0.030651624999999988,0.407731,0.393964,-0.01376700000000003,0.849156,0.86521325,0.016057250000000023,6,2,0
KAS_2024_5M_2K,322,dio_02wj,rekoppelt_zentrum,0.618577,0.640810125,0.022233124999999965,0.273692,0.1813815,-0.09231049999999999,0.411493,0.3786805,-0.03281250000000002,0.80841,0.854411125,0.04600112500000009,6,2,0
KAS_2024_5M_2K,324,dio_0kdn,rekoppelt_zentrum,0.616341,0.647346125,0.031005124999999967,0.257514,0.1649075,-0.09260650000000001,0.38214,0.380915125,-0.0012248749999999586,0.822024,0.86552075,0.04349674999999997,7,1,0
KAS_2024_5M_2K,327,dio_17n4,rekoppelt_zentrum,0.616627,0.654408375,0.037781375000000006,0.210269,0.18512,-0.025149000000000005,0.343368,0.405611625,0.06224362499999997,0.806462,0.875673875,0.06921187500000003,6,2,0
KAS_2024_5M_2K,334,dio_1pck,rekoppelt_zentrum,0.64234,0.645883,0.003542999999999963,0.252985,0.187511375,-0.06547362500000001,0.438752,0.384837125,-0.05391487499999997,0.883711,0.866183,-0.017527999999999988,7,1,0
KAS_2024_5M_2K,335,dio_13kf,rekoppelt_zentrum,0.669573,0.640023,-0.029549999999999965,0.239781,0.181002375,-0.058778625,0.416355,0.37582175,-0.040533249999999965,0.863697,0.859243125,-0.0044538750000000515,8,0,0
KAS_2024_5M_2K,347,dio_1k7l,rekoppelt_zentrum,0.615834,0.642813375,0.026979375000000028,0.260152,0.167279875,-0.092872125,0.378067,0.3741505,-0.0039164999999999894,0.820596,0.861139875,0.04054387500000001,8,0,0
KAS_2024_5M_2K,365,dio_0548,rekoppelt_zentrum,0.626288,0.6424135,0.016125500000000015,0.224541,0.163577375,-0.060963624999999994,0.36856,0.368210625,-0.0003493749999999851,0.843974,0.858655,0.014680999999999944,8,0,0
KAS_2024_5M_2K,382,dio_05rr,rekoppelt_zentrum,0.632613,0.6417475,0.009134500000000045,0.220568,0.21196825,-0.00859974999999999,0.39476,0.408811625,0.014051625000000012,0.845243,0.86694725,0.02170424999999998,4,3,1
KAS_2024_5M_2K,387,dio_1ete,rekoppelt_zentrum,0.645586,0.6317183749999999,-0.01386762500000005,0.231418,0.21851175,-0.012906250000000008,0.418675,0.382846,-0.035829,0.893952,0.85338725,-0.04056474999999993,4,3,1
KAS_2024_5M_2K,388,dio_104u,rekoppelt_zentrum,0.645163,0.630270125,-0.014892875000000028,0.238438,0.210900375,-0.02753762500000001,0.440088,0.37228175,-0.06780624999999996,0.880031,0.84892425,-0.03110674999999996,5,2,1
KAS_2024_5M_2K,390,dio_1m2f,rekoppelt_zentrum,0.628318,0.638039375,0.009721374999999921,0.234375,0.18696125,-0.047413750000000005,0.393349,0.370487625,-0.022861375000000017,0.84638,0.863225625,0.016845624999999975,7,1,0
KAS_2024_5M_2K,392,dio_01gt,rekoppelt_zentrum,0.622387,0.636482625,0.014095624999999945,0.242071,0.1834895,-0.05858150000000001,0.376431,0.365669125,-0.010761875000000032,0.838023,0.857836,0.01981300000000008,8,0,0
KAS_2024_5M_2K,411,dio_0f76,rekoppelt_zentrum,0.6333,0.65187925,0.018579250000000047,0.257428,0.16285625,-0.09457174999999998,0.419625,0.392068625,-0.027556375000000022,0.854828,0.8722455,0.017417499999999975,8,0,0
KAS_2024_5M_2K,421,dio_0v3j,rekoppelt_zentrum,0.631002,0.6396055,0.008603500000000097,0.262782,0.21985575000000002,-0.04292625,0.422478,0.40641675,-0.016061250000000027,0.853849,0.87054225,0.016693249999999993,5,2,1
KAS_2024_5M_2K,424,dio_1dwi,rekoppelt_zentrum,0.638329,0.650632625,0.01230362499999993,0.232443,0.1953175,-0.037125500000000006,0.404897,0.418117625,0.013220624999999986,0.89587,0.882408,-0.013462000000000085,7,1,0
KAS_2024_5M_2K,425,dio_1qj0,rekoppelt_zentrum,0.652951,0.651115125,-0.0018358749999999313,0.255473,0.18179275,-0.07368025,0.461802,0.409264,-0.052537999999999974,0.926141,0.877850125,-0.048290874999999955,8,0,0
KAS_2024_5M_2K,448,dio_05gp,rekoppelt_zentrum,0.616297,0.655006,0.03870899999999999,0.218051,0.164770625,-0.05328037499999999,0.352757,0.40362312499999997,0.050866124999999984,0.800463,0.86184,0.061377000000000015,7,1,0
KAS_2024_5M_2K,455,dio_131n,rekoppelt_zentrum,0.628347,0.634857625,0.006510624999999992,0.231093,0.21725375,-0.013839249999999997,0.384682,0.395702625,0.01102062499999995,0.839363,0.84863625,0.00927325000000001,4,4,0
KAS_2024_5M_2K,459,dio_01rt,bleibt_offen,0.62417,0.6295425,0.005372500000000002,0.229456,0.22824,-0.0012159999999999949,0.380119,0.392023,0.011904000000000026,0.820674,0.84624725,0.025573249999999992,2,5,1
KAS_2024_5M_2K,461,dio_051v,bleibt_offen,0.612105,0.63459,0.022484999999999977,0.212396,0.22312325,0.010727249999999994,0.334517,0.39944875,0.06493175000000001,0.791675,0.859893625,0.06821862499999998,3,4,1
KAS_2024_5M_2K,462,dio_03of,rekoppelt_zentrum,0.617,0.637527,0.020526999999999962,0.263163,0.211790875,-0.05137212499999999,0.390117,0.395604875,0.005487875000000031,0.820645,0.865827,0.045182000000000055,4,3,1
KAS_2024_5M_2K,463,dio_0vev,rekoppelt_zentrum,0.640728,0.6375507499999999,-0.0031772500000000203,0.238223,0.20785975,-0.03036324999999998,0.424389,0.393233,-0.031156000000000017,0.884756,0.86369125,-0.021064749999999965,5,2,1
KAS_2024_5M_2K,464,dio_1rpd,rekoppelt_zentrum,0.638829,0.63664125,-0.002187749999999933,0.224187,0.20270575,-0.021481250000000007,0.402686,0.387906125,-0.014779874999999998,0.88077,0.858578625,-0.022191375000000013,6,1,1
KAS_2024_5M_2K,466,dio_0zy4,rekoppelt_zentrum,0.645773,0.63879125,-0.006981750000000009,0.220381,0.18650275,-0.03387825,0.438109,0.375317375,-0.06279162500000002,0.875312,0.86463175,-0.010680249999999947,8,0,0
KAS_2024_5M_2K,475,dio_0piu,bleibt_offen,0.632529,0.637403,0.004874000000000045,0.23069,0.221689125,-0.00900087500000002,0.413522,0.41006325,-0.0034587500000000104,0.845286,0.854738,0.009452000000000016,3,4,1
KAS_2024_5M_2K,476,dio_1d9w,rekoppelt_zentrum,0.630694,0.640212,0.009518000000000026,0.224541,0.21793725,-0.006603749999999992,0.385347,0.417255875,0.031908875,0.855282,0.8562905,0.0010084999999999678,4,3,1
KAS_2024_5M_2K,478,dio_0gcs,rekoppelt_zentrum,0.613599,0.64773725,0.03413825000000004,0.211147,0.20433162500000002,-0.006815374999999985,0.341273,0.42438175,0.08310875000000001,0.792036,0.871441875,0.07940587500000007,5,2,1
KAS_2024_5M_2K,480,dio_1h32,rekoppelt_zentrum,0.639758,0.646848625,0.007090624999999906,0.230031,0.193441,-0.03659000000000001,0.427671,0.41295787500000003,-0.014713124999999994,0.852375,0.869329375,0.016954374999999966,6,1,1
KAS_2024_5M_2K,482,dio_0499,rekoppelt_zentrum,0.64409,0.648277125,0.004187124999999958,0.222289,0.181055375,-0.041233624999999996,0.442608,0.40508575,-0.03752224999999998,0.85723,0.8731645,0.015934499999999963,8,0,0
KAS_2024_5M_2K,491,dio_0rjo,rekoppelt_zentrum,0.646687,0.63988775,-0.006799250000000034,0.238554,0.19795975,-0.04059425,0.446166,0.38744287499999996,-0.05872312500000004,0.884901,0.859126125,-0.025774875000000086,6,2,0
KAS_2024_5M_2K,494,dio_1vcg,rekoppelt_zentrum,0.623245,0.631646125,0.008401124999999898,0.251181,0.2092105,-0.041970499999999994,0.37766,0.38085625,0.0031962500000000116,0.85064,0.84634675,-0.004293249999999915,5,3,0
KAS_2024_5M_2K,495,dio_10g8,rekoppelt_zentrum,0.628927,0.632989,0.00406200000000001,0.223333,0.204735125,-0.018597875000000014,0.386092,0.38075125,-0.005340750000000005,0.840357,0.848997,0.008639999999999981,6,2,0
KAS_2024_5M_2K,501,dio_1cya,rekoppelt_zentrum,0.6223,0.634789125,0.01248912499999999,0.24121,0.197135625,-0.044074375,0.376947,0.38153525,0.004588250000000016,0.840042,0.848425375,0.008383375000000082,6,2,0
KAS_2024_5M_2K,502,dio_0hhf,rekoppelt_zentrum,0.632709,0.637049875,0.004340875000000022,0.235873,0.18925125,-0.04662174999999999,0.42525,0.37865,-0.04660000000000003,0.840156,0.853644875,0.013488874999999956,7,1,0
KAS_2024_5M_2K,507,dio_0kq7,rekoppelt_zentrum,0.631126,0.632491375,0.001365375000000002,0.226189,0.20407575,-0.02211325,0.390398,0.36862025,-0.02177775000000004,0.852216,0.84246275,-0.009753249999999936,7,0,1
KAS_2024_5M_2K,521,dio_14ac,rekoppelt_zentrum,0.636153,0.643350125,0.007197125000000026,0.227573,0.184348125,-0.043224874999999996,0.40917,0.387893875,-0.02127612499999998,0.859581,0.8630875,0.003506499999999968,7,1,0
KAS_2024_5M_2K,522,dio_1bg8,rekoppelt_zentrum,0.636925,0.644868625,0.00794362500000001,0.223042,0.18247950000000002,-0.040562499999999974,0.394522,0.390681125,-0.003840874999999966,0.876941,0.865301125,-0.011639874999999966,8,0,0
KAS_2024_5M_2K,537,dio_0dbr,rekoppelt_zentrum,0.613601,0.6403775,0.026776500000000092,0.237244,0.19628400000000001,-0.040959999999999996,0.350976,0.38617524999999997,0.03519924999999996,0.812432,0.870958375,0.05852637499999991,6,2,0
KAS_2024_5M_2K,538,dio_0ax5,rekoppelt_zentrum,0.618191,0.644456375,0.026265374999999924,0.242314,0.186084125,-0.05622987500000001,0.371969,0.387893875,0.015924875000000005,0.824301,0.8787651249999999,0.054464124999999974,7,1,0
KAS_2024_5M_2K,544,dio_1b65,rekoppelt_zentrum,0.62329,0.658647375,0.035357375000000024,0.225997,0.1610575,-0.06493950000000001,0.367406,0.40670975,0.03930374999999997,0.839664,0.885246375,0.045582375000000064,8,0,0
KAS_2024_5M_2K,573,dio_08cj,rekoppelt_zentrum,0.608601,0.642701125,0.03410012500000004,0.236985,0.18778825,-0.04919675000000001,0.342731,0.386617625,0.04388662500000001,0.794255,0.8697779999999999,0.0755229999999999,7,1,0
KAS_2024_5M_2K,577,dio_1f7g,rekoppelt_zentrum,0.642957,0.647529125,0.004572125000000038,0.231457,0.18861725,-0.04283975000000001,0.418655,0.4033635,-0.015291500000000013,0.89249,0.87217425,-0.020315749999999966,8,0,0
KAS_2024_5M_2K,588,dio_1f4g,rekoppelt_zentrum,0.629698,0.642228375,0.012530374999999982,0.250887,0.18172725,-0.06915975000000002,0.395295,0.3799375,-0.015357500000000024,0.86366,0.866966125,0.0033061250000000486,7,1,0
KAS_2024_5M_2K,592,dio_1l8d,rekoppelt_zentrum,0.643766,0.635567125,-0.008198874999999939,0.242905,0.218451,-0.024454000000000004,0.428979,0.3927025,-0.03627649999999999,0.895039,0.858039625,-0.036999375000000057,5,2,1
KAS_2024_5M_2K,599,dio_0efp,bleibt_offen,0.631426,0.62432775,-0.007098250000000084,0.273181,0.2194635,-0.0537175,0.432828,0.364508625,-0.06831937500000002,0.858309,0.836419875,-0.021889124999999954,3,4,1
KAS_2024_5M_2K,600,dio_1lic,bleibt_offen,0.642301,0.62139325,-0.020907750000000003,0.278331,0.21743875,-0.06089225000000001,0.456409,0.36084337499999997,-0.09556562500000004,0.904615,0.822267125,-0.08234787499999996,3,4,1
KAS_2024_5M_2K,603,dio_0319,rekoppelt_zentrum,0.608798,0.6319235,0.02312550000000002,0.221201,0.211392625,-0.009808375000000008,0.334162,0.388181125,0.054019125,0.78834,0.839208375,0.050868374999999966,4,4,0
KAS_2024_5M_2K,606,dio_154v,rekoppelt_zentrum,0.61038,0.63966575,0.02928575,0.220526,0.197041625,-0.023484375000000002,0.337286,0.39705275,0.059766750000000035,0.79296,0.85148275,0.05852274999999996,5,3,0
KAS_2024_5M_2K,607,dio_1p76,rekoppelt_zentrum,0.614904,0.646513125,0.031609125000000016,0.20512,0.190014375,-0.015105624999999984,0.340701,0.40819675,0.06749575000000002,0.794771,0.86499775,0.07022675,6,2,0
KAS_2024_5M_2K,608,dio_06e6,rekoppelt_zentrum,0.618825,0.652688375,0.03386337500000003,0.262133,0.17621975,-0.08591325,0.427087,0.409156625,-0.017930375,0.791393,0.878012875,0.08661987500000001,7,1,0
KAS_2024_5M_2K,609,dio_0x5j,rekoppelt_zentrum,0.642641,0.6562455,0.01360450000000002,0.246779,0.161689,-0.08509,0.436249,0.40696675,-0.02928225000000001,0.879424,0.881662375,0.0022383750000000147,8,0,0
KAS_2024_5M_2K,622,dio_11il,rekoppelt_zentrum,0.606726,0.65152525,0.04479924999999996,0.274603,0.170243625,-0.10435937499999998,0.382061,0.3979095,0.015848500000000043,0.780984,0.878975875,0.09799187499999995,8,0,0
KAS_2024_5M_2K,636,dio_1hws,rekoppelt_zentrum,0.632259,0.63600925,0.003750249999999955,0.228424,0.190495375,-0.037928624999999994,0.403529,0.377342,-0.026187000000000016,0.833045,0.837195875,0.004150874999999998,7,0,1
KAS_2024_5M_2K,668,dio_0hgv,rekoppelt_zentrum,0.605675,0.645927,0.040252000000000066,0.274763,0.187933125,-0.08682987499999997,0.381164,0.39766762499999997,0.016503624999999966,0.728507,0.871294,0.142787,7,1,0
KAS_2024_5M_2K,670,dio_0l9z,rekoppelt_zentrum,0.63707,0.648538875,0.011468874999999934,0.245701,0.17799475,-0.06770625,0.428948,0.396263875,-0.03268412500000001,0.855403,0.87561075,0.02020774999999997,8,0,0
KAS_2024_5M_2K,685,dio_0fsp,rekoppelt_zentrum,0.630524,0.651194625,0.020670625000000054,0.245562,0.17171025,-0.07385175,0.412171,0.399230375,-0.012940624999999983,0.842008,0.859598,0.017589999999999995,7,1,0
KAS_2024_5M_2K,688,dio_0nah,rekoppelt_zentrum,0.615564,0.648983,0.033418999999999977,0.207997,0.170223375,-0.03777362499999998,0.342959,0.392887125,0.04992812499999999,0.796375,0.85074125,0.05436624999999995,7,1,0
KAS_2024_5M_2K,696,dio_1ru2,rekoppelt_zentrum,0.585542,0.645951625,0.06040962500000002,0.269262,0.179363875,-0.089898125,0.31559,0.39437,0.07878000000000002,0.738464,0.857621375,0.11915737500000001,7,0,1
KAS_2024_5M_2K,709,dio_1csd,rekoppelt_zentrum,0.613564,0.619669625,0.006105625000000003,0.244947,0.233127625,-0.011819374999999993,0.362749,0.375011375,0.012262374999999992,0.806419,0.821635125,0.015216125000000025,5,1,2
KAS_2024_5M_2K,712,dio_0wkd,rekoppelt_zentrum,0.608413,0.630948625,0.02253562500000006,0.251461,0.229958,-0.021502999999999994,0.385862,0.39643849999999997,0.010576499999999989,0.788066,0.8464925,0.05842649999999994,6,1,1
KAS_2024_5M_2K,719,dio_0h7g,kippt_rand,0.634809,0.582654,-0.05215499999999995,0.246801,0.380185375,0.133384375,0.42793,0.393154625,-0.034775375,0.846669,0.782075875,-0.06459312500000003,0,0,8
KAS_2024_5M_2K,732,dio_1pnr,rekoppelt_zentrum,0.612979,0.62218925,0.009210249999999975,0.245252,0.236160875,-0.009091125000000005,0.375819,0.37970325,0.003884249999999978,0.816696,0.838070125,0.02137412500000002,5,1,2
KAS_2024_5M_2K,740,dio_0xfj,rekoppelt_zentrum,0.633123,0.631245,-0.0018780000000000463,0.229307,0.21448925,-0.014817750000000018,0.392394,0.386941125,-0.005452875000000024,0.884654,0.847822625,-0.036831375,5,2,1
KAS_2024_5M_2K,741,dio_0hu8,rekoppelt_zentrum,0.611268,0.632193,0.02092499999999997,0.223243,0.221424125,-0.0018188749999999976,0.346906,0.39714,0.050234,0.80603,0.848188875,0.04215887499999993,5,2,1
KAS_2024_5M_2K,744,dio_012j,rekoppelt_zentrum,0.607757,0.6230105,0.015253500000000031,0.243667,0.23303175,-0.010635249999999985,0.346601,0.379322125,0.03272112500000002,0.809579,0.8303795,0.0208005,6,1,1
KAS_2024_5M_2K,749,dio_072b,rekoppelt_zentrum,0.618852,0.614417125,-0.004434874999999949,0.278722,0.232098,-0.04662400000000003,0.428497,0.35010125,-0.07839575000000004,0.80896,0.822199625,0.013239624999999977,5,2,1
KAS_2024_5M_2K,754,dio_15or,rekoppelt_zentrum,0.592877,0.6355685,0.04269149999999999,0.25202,0.1924005,-0.05961950000000002,0.32938,0.3764965,0.047116500000000006,0.778476,0.84832575,0.06984975000000004,6,2,0
KAS_2024_5M_2K,756,dio_0bju,rekoppelt_zentrum,0.619431,0.64057525,0.021144250000000087,0.219505,0.18335574999999998,-0.03614925000000002,0.357266,0.3818195,0.024553500000000006,0.829177,0.84811875,0.01894174999999998,7,1,0
KAS_2024_5M_2K,761,dio_0eaa,rekoppelt_zentrum,0.621506,0.644024375,0.02251837499999998,0.225875,0.200938375,-0.02493662499999999,0.390424,0.399315375,0.00889137499999998,0.806114,0.874740125,0.06862612499999998,5,3,0
KAS_2024_5M_2K,767,dio_0jce,rekoppelt_zentrum,0.647542,0.6321481250000001,-0.01539387499999989,0.266649,0.23675775,-0.029891250000000036,0.453159,0.394160625,-0.05899837499999999,0.917059,0.847807375,-0.06925162499999993,3,2,3
KAS_2024_5M_2K,768,dio_0dre,rekoppelt_zentrum,0.647868,0.63047525,-0.017392749999999957,0.230066,0.22890875,-0.0011572499999999986,0.432336,0.384762625,-0.04757337499999997,0.902686,0.840062375,-0.06262362499999996,4,1,3
KAS_2024_5M_2K,769,dio_0wa9,rekoppelt_zentrum,0.622403,0.6326755,0.010272499999999907,0.231119,0.221798625,-0.009320374999999992,0.372366,0.385642625,0.013276625000000042,0.840632,0.842082,0.0014499999999999513,5,0,3
KAS_2024_5M_2K,779,dio_1ry4,rekoppelt_zentrum,0.622455,0.637286375,0.01483137499999998,0.239222,0.19740425,-0.04181774999999999,0.393676,0.38791325,-0.005762750000000039,0.818616,0.844437375,0.025821375000000035,5,3,0
KAS_2024_5M_2K,780,dio_09qh,rekoppelt_zentrum,0.615096,0.640088875,0.024992875000000025,0.263073,0.18571437500000001,-0.07735862499999999,0.412521,0.3811715,-0.03134950000000003,0.797935,0.850933,0.0529980000000001,6,2,0
KAS_2024_5M_2K,781,dio_182j,rekoppelt_zentrum,0.628295,0.6467355,0.01844049999999997,0.256242,0.1680465,-0.08819550000000004,0.418938,0.382792375,-0.03614562499999996,0.853316,0.8548711250000001,0.0015551250000001016,7,1,0
KAS_2024_5M_2K,782,dio_0sh9,rekoppelt_zentrum,0.609329,0.6543395,0.04501049999999995,0.248328,0.157078375,-0.091249625,0.350024,0.39416675,0.04414275000000001,0.82398,0.86655875,0.04257875,8,0,0
KAS_2024_5M_2K,798,dio_1f1o,rekoppelt_zentrum,0.625848,0.63150325,0.0056552500000000006,0.224971,0.232111375,0.007140375000000004,0.385671,0.402933375,0.017262374999999996,0.8327,0.849400125,0.016700124999999955,4,3,1
KAS_2024_5M_2K,801,dio_171m,rekoppelt_zentrum,0.634644,0.635226125,0.0005821249999999889,0.262054,0.213895875,-0.048158124999999996,0.443322,0.391522125,-0.051799874999999995,0.856842,0.843589875,-0.013252124999999948,5,2,1
KAS_2024_5M_2K,802,dio_1ls7,rekoppelt_zentrum,0.635252,0.63563825,0.0003862499999999214,0.233757,0.21256112500000002,-0.021195874999999975,0.406659,0.38988325,-0.016775749999999978,0.86539,0.845807375,-0.019582624999999965,5,2,1
KAS_2024_5M_2K,804,dio_0l8t,rekoppelt_zentrum,0.619458,0.648830375,0.029372375000000006,0.257761,0.18260075,-0.07516025000000001,0.397618,0.402994,0.005375999999999992,0.828052,0.864122375,0.03607037499999999,7,1,0
KAS_2024_5M_2K,810,dio_1do7,rekoppelt_zentrum,0.638549,0.654332125,0.01578312500000001,0.223079,0.168823,-0.054256,0.393548,0.41096225,0.017414249999999964,0.88313,0.87270775,-0.010422249999999966,8,0,0
KAS_2024_5M_2K,825,dio_0xla,bleibt_offen,0.611262,0.638878375,0.027616375000000026,0.205447,0.223552625,0.018105625000000014,0.333169,0.41731,0.08414100000000002,0.780769,0.8641473749999999,0.0833783749999999,3,4,1
KAS_2024_5M_2K,828,dio_1fxn,rekoppelt_zentrum,0.649353,0.635537625,-0.013815374999999963,0.222224,0.222593625,0.00036962499999998455,0.438436,0.41105225,-0.027383749999999984,0.884134,0.8539605,-0.030173499999999964,4,3,1
KAS_2024_5M_2K,831,dio_0957,rekoppelt_zentrum,0.627297,0.648626125,0.02132912500000006,0.244751,0.193201375,-0.05154962499999999,0.424282,0.418252625,-0.0060293750000000035,0.831661,0.874428,0.042767,6,2,0
