world,role,count,share,avg_sehen_form_flow,avg_sehen_form_stability,avg_sehen_form_change,avg_hoeren_energy_tone,avg_hoeren_energy_shift,avg_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,avg_fuehlen_mcm_asymmetry,avg_mcm_visual_field_gap,avg_mcm_hearing_field_gap,avg_mcm_rekopplung_quality,avg_mcm_carry_quality,avg_mcm_strain_quality,avg_mcm_sensory_coupling,avg_mini_afterimage,avg_episode_binding_pressure,avg_episode_release_pressure,visual_load,hearing_load,field_load,recoupling_support,dominant_axis,axis_spread
KAS_2024_1H_2K,spannungsrand_kippnaehe,91,0.04563691073219659,0.04295350549450549,0.33730408791208794,-0.06200493406593407,0.518885043956044,0.41764496703296705,0.4561925274725275,0.5482581208791208,0.12328248351648351,0.16837323076923078,0.18067747252747252,0.6000997802197802,0.3858674615384616,0.3186616703296703,0.8008478571428571,0.00011002197802197803,0.0,1.0,0.2757970281318682,0.38097634483516485,0.3078039197802198,0.6574677615384615,hoeren,0.10517931670329667
KAS_2024_1H_2K,zentrum_stabil,1592,0.79839518555667,-0.004717732412060301,-0.018603474874371858,0.011306503140703516,-0.05452857349246231,-0.027321634422110556,0.3892400502512563,0.16501704208542714,-0.008925479899497489,0.048360185301507534,0.0699288567839196,0.6508512430904523,0.39557201444723616,0.16886720854271356,0.8727962355527638,0.0008850797738693467,0.0,1.0,0.3571301332286432,0.04935416041457286,0.10499519908291458,0.7012937707914573,sehen,0.3077759728140703
SOL_2024_5M_2K,offene_variante,290,0.14543630892678033,0.030450141379310347,0.18485528620689654,-0.01591466551724138,0.1346094724137931,0.06227541724137931,0.45494426896551726,0.3360385448275862,0.033383910344827586,0.10107674482758622,0.13023353448275862,0.6263499862068965,0.3917020517241379,0.2383195896551724,0.8405250965517241,0.0001957137931034483,0.0,1.0,0.30364550627586206,0.10725643117241379,0.19172169696551725,0.6810379337931033,sehen,0.19638907510344827
SOL_2024_5M_2K,spannungsrand_kippnaehe,94,0.04714142427281846,-0.15878817021276595,0.3448394361702128,-0.15271162765957447,0.5124311063829787,0.39663320212765957,0.468445,0.5373455106382978,-0.003656319148936169,0.18699455319148936,0.1703998404255319,0.5999071382978723,0.38524511702127656,0.3172583829787234,0.7983400638297872,8.16063829787234e-05,0.0,1.0,0.3300453074468085,0.3681344810638298,0.28220653063829787,0.6565138978723404,hoeren,0.08592795042553192
SOL_2024_5M_2K,zentrum_stabil,1610,0.8074222668004012,-0.0009459763975155273,0.003988950931677019,0.010461831677018633,-0.06217611925465838,-0.033922714285714285,0.4025053645962733,0.17250950124223602,-0.009042309937888198,0.04919427639751553,0.07159260062111801,0.6511103571428571,0.39818387701863356,0.17104407701863356,0.8730633968944099,0.0011565565217391304,0.0,1.0,0.3483066683726708,0.0548298378757764,0.10817318777639753,0.7019999373291925,sehen,0.29347683049689444
SOL_2024_15M_2K,offene_variante,297,0.1489468405215647,0.010373205387205387,0.20771171717171716,-0.01976503367003367,0.1444410303030303,0.07274373063973064,0.46794458249158255,0.3321881313131313,0.025092164983164984,0.10355612794612795,0.13795069696969697,0.6267188686868687,0.3930572154882155,0.23821683164983165,0.8387867272727272,1.4622895622895622e-05,0.0,1.0,0.29152397966329974,0.11668290242424242,0.1888174934680135,0.6809350087542088,sehen,0.1748410772390573
SOL_2024_15M_2K,spannungsrand_kippnaehe,90,0.04513540621865597,-0.1591884,0.3464190222222222,-0.051623822222222226,0.5156985222222222,0.4133786,0.4590760777777778,0.5514449333333333,0.02368007777777778,0.18255427777777777,0.17101016666666666,0.5988079111111111,0.3846827333333333,0.3213062888888889,0.7987562111111111,0.0,0.0,1.0,0.30473760066666666,0.3754568435555556,0.29195787,0.6560865744444443,hoeren,0.08349897355555558
SOL_2024_15M_2K,zentrum_stabil,1607,0.8059177532597793,0.005371991288114499,-0.018408894835096452,0.004552086496577473,-0.06350467952706908,-0.0368211356565028,0.3885468506533914,0.16543276602364657,-0.00792968139390168,0.04934106409458618,0.07044502115743621,0.6511659290603609,0.39636099502177974,0.16876178220286248,0.8722546322339763,0.0010362277535780958,0.0,1.0,0.35576343153702555,0.05598070622277536,0.10492778211574363,0.7014149602986931,sehen,0.2997827253142502
SOL_2024_30M_2K,offene_variante,320,0.160481444332999,0.00987845,0.206532815625,-0.011519153124999999,0.148063934375,0.07768565,0.46406998125000004,0.342473653125,0.028003146875000003,0.10459929999999999,0.1326719375,0.625846075,0.392984809375,0.2409680625,0.8392626562500001,0.0001358,0.0,1.0,0.28995330743750003,0.11811015293749999,0.19378345100000002,0.68071418875,sehen,0.17184315450000004
SOL_2024_30M_2K,spannungsrand_kippnaehe,76,0.03811434302908726,-0.18893556578947368,0.4224373684210527,-0.14038852631578946,0.55467625,0.4065847105263158,0.5053149868421053,0.5450957368421052,-0.010601671052631578,0.19351315789473686,0.1860577894736842,0.5994303684210527,0.39079030263157893,0.32171700000000003,0.7943889342105264,0.00011401315789473686,0.0,1.0,0.31005834157894735,0.39077775763157896,0.2874355376315789,0.6562468881578948,hoeren,0.10334222000000004
SOL_2024_30M_2K,zentrum_stabil,1598,0.8014042126379137,0.014386915519399248,-0.015302937421777222,0.006542837922403004,-0.06163112077596996,-0.03380457321652065,0.39166694868585733,0.16115668523153945,-0.002251578848560701,0.04952142991239049,0.06909214267834793,0.652220719649562,0.3974672853566959,0.16691482290362955,0.8729617033792241,0.0009218642052565707,0.0,1.0,0.3577346163579475,0.0538518702252816,0.10193470758448062,0.7022702559449312,sehen,0.3038827461326659
SOL_2024_1H_2K,offene_variante,302,0.1514543630892678,0.077978440397351,0.16482413245033112,0.0076781556291390714,0.15499593377483442,0.0703982880794702,0.43819287417218544,0.33672344701986756,0.06590333774834436,0.09583143377483443,0.14983702649006622,0.6244386357615894,0.3891462086092715,0.23948058609271525,0.8353303410596027,0.0004588807947019868,0.0,1.0,0.3210529163576159,0.12299310913907283,0.19851540973509935,0.678203798344371,sehen,0.19805980721854308
SOL_2024_1H_2K,spannungsrand_kippnaehe,85,0.04262788365095286,-0.0660338705882353,0.2891180588235294,-0.12365169411764705,0.5365008,0.4422490823529412,0.42781757647058827,0.5298018705882352,0.05983150588235295,0.1862976,0.18233751764705883,0.5979874352941177,0.3791603529411765,0.3158894588235294,0.7920172117647059,9.543529411764705e-05,0.0,1.0,0.3159474143529412,0.39632119694117646,0.2897538684705882,0.6526322082352941,hoeren,0.10656732847058825
SOL_2024_1H_2K,zentrum_stabil,1607,0.8059177532597793,0.009037183571873057,-0.009708451773490976,0.003596411325451151,-0.06047847230864966,-0.03233315868077163,0.39460381891723706,0.16520495892968265,-0.005276523957685127,0.04815597075295582,0.07233027566894835,0.6514906210329807,0.39722621966397015,0.16872470192906036,0.8726879240821407,0.0013155239576851275,0.0,1.0,0.3534362596266335,0.05390170041070318,0.10436237688861233,0.7018478695706285,sehen,0.2995345592159303
BTC_2024_5M_2K,offene_variante,264,0.13239719157472418,0.03258872348484848,0.14627049242424242,-0.01387140909090909,0.1262424393939394,0.08864814015151515,0.4286982840909091,0.3343570227272727,0.03902127651515152,0.10349976893939394,0.1369668371212121,0.6246090113636364,0.38713148484848486,0.2388406553030303,0.8357748143939394,3.6185606060606066e-05,0.0,1.0,0.31721198098484854,0.11592581098484848,0.1926587987121212,0.6780023458333333,sehen,0.20128617000000004
BTC_2024_5M_2K,spannungsrand_kippnaehe,79,0.03961885656970913,-0.02450493670886076,0.33564112658227846,-0.04285613924050633,0.5131551772151899,0.37895413924050636,0.4500476962025316,0.5650080759493671,0.08672616455696203,0.16538811392405064,0.18825534177215192,0.5981350379746836,0.38387396202531643,0.3247513924050633,0.7993833544303798,0.0001057974683544304,0.0,1.0,0.2661832086075949,0.36737285291139243,0.309016837721519,0.6558438139240507,hoeren,0.10118964430379751
BTC_2024_5M_2K,zentrum_stabil,1651,0.8279839518555667,0.012587428831011509,-0.006330261053906724,0.003575769230769231,-0.05320698485766202,-0.03221351362810418,0.4010667183525136,0.15785124288310112,-0.002903099939430648,0.049749989097516656,0.06948757056329498,0.6529614579043005,0.3990180272562084,0.1657816735311932,0.8735612471229558,0.0013449012719563903,0.0,1.0,0.3534999519200485,0.05053351092671109,0.100610849158086,0.7030565627498485,sehen,0.3029664409933374
BTC_2024_15M_2K,offene_variante,222,0.11133400200601805,-0.0008590045045045012,0.14393075675675676,-0.014594788288288288,0.1463005945945946,0.08417204504504505,0.419093036036036,0.3354766936936937,0.02292271171171171,0.10829795045045046,0.15883334234234234,0.6216693873873874,0.38429243693693693,0.2420761126126126,0.8270456576576577,9.727477477477478e-05,0.0,1.0,0.3099685262162163,0.12769414108108107,0.19163559801801805,0.6736399396396396,sehen,0.18227438513513522
BTC_2024_15M_2K,spannungsrand_kippnaehe,94,0.04714142427281846,-0.06126439361702128,0.3497485425531915,-0.02457551063829787,0.46505584042553194,0.36628798936170215,0.45836056382978724,0.5653424468085106,0.06660595744680851,0.17183224468085107,0.18884189361702128,0.5976817872340425,0.38427136170212767,0.3259138829787234,0.7976352765957447,0.0,0.0,1.0,0.2681941625531915,0.34663523,0.3059250340425532,0.6552175702127659,hoeren,0.07844106744680851
BTC_2024_15M_2K,zentrum_stabil,1678,0.8415245737211635,0.006616410011918951,-0.028210853396901072,0.0035092175208581646,-0.054703851609058406,-0.03204618533969011,0.38518890762812874,0.14996969725864123,-0.005994201430274136,0.048047873659117994,0.06763818533969011,0.654255799761621,0.398579210965435,0.16241883551847439,0.8736346025029798,0.0015376293206197855,0.0,1.0,0.35901319947556615,0.05042739187127533,0.0975459272705602,0.7035085428486293,sehen,0.30858580760429083
BTC_2024_30M_2K,offene_variante,256,0.1283851554663992,0.06172078515625,0.1769597734375,0.001382996093749999,0.1899115234375,0.11517894921875,0.44632376953125,0.338989984375,0.06711737890625,0.10055673046875,0.146392484375,0.62437170703125,0.389618890625,0.24072464453125,0.8353900625,0.000126671875,0.0,1.0,0.311525358203125,0.149952085,0.19986628195312503,0.6782894796875,sehen,0.16157327320312498
BTC_2024_30M_2K,spannungsrand_kippnaehe,99,0.04964894684052156,-0.10967348484848485,0.37059030303030305,-0.09753228282828283,0.46404925252525253,0.3513280808080808,0.478023595959596,0.5388398484848486,0.02211851515151515,0.1717290303030303,0.18050526262626265,0.6008170808080808,0.38827905050505046,0.31653414141414143,0.8013441515151516,1.4111111111111112e-05,0.0,1.0,0.2921576848484848,0.3384064337373738,0.2856530246464647,0.6583858878787879,hoeren,0.05275340909090909
BTC_2024_30M_2K,zentrum_stabil,1639,0.8219658976930793,0.013675134228187918,-0.010556712019524099,0.005158853569249542,-0.06207086699206833,-0.036518290420988406,0.3986996400244051,0.15129972422208662,-0.00346325442342892,0.04599586882245272,0.06592398047589994,0.6547393587553386,0.4000140158633313,0.16260414704087858,0.8759349877974375,0.0014489109212934717,0.0,1.0,0.3550958661622941,0.054027873471629045,0.09759445320317267,0.704679043014033,sehen,0.3010679926906651
BTC_2024_1H_2K,offene_variante,277,0.13891675025075226,0.04486719855595668,0.162618678700361,-0.010684808664259925,0.1745534729241877,0.1295846714801444,0.43767299277978344,0.3389854873646209,0.05715875451263538,0.10481876173285198,0.1482884368231047,0.6233472707581227,0.38742236101083033,0.24163239711191337,0.832758523465704,0.00011906859205776175,0.0,1.0,0.31451144555956684,0.15048519357400722,0.19853125855595669,0.6766509375451263,sehen,0.16402625198555962
BTC_2024_1H_2K,spannungsrand_kippnaehe,98,0.04914744232698094,-0.006935591836734692,0.4106846530612245,-0.0888815612244898,0.5113123163265306,0.40159166326530615,0.49910324489795915,0.5350847346938776,0.08839211224489797,0.17200139795918368,0.18356886734693878,0.6030811122448979,0.3917408367346939,0.3156127244897959,0.802779387755102,2.096938775510204e-05,0.0,1.0,0.24772095408163267,0.3734898465306123,0.29559473040816336,0.6604144285714285,hoeren,0.12576889244897962
BTC_2024_1H_2K,zentrum_stabil,1619,0.8119358074222668,0.017930362569487338,-0.02038490487955528,0.006793987029030265,-0.06374328536133415,-0.04122151822112415,0.3929099493514515,0.14679523780111178,-0.001923605929586164,0.045756502161828284,0.06775667819641754,0.6554605626930203,0.4002998721432984,0.16090796479308214,0.8751746516368129,0.0026856281655342805,0.0,1.0,0.3599878363681285,0.05683946704138357,0.09531086006176652,0.7047965949969116,sehen,0.30314836932674494
