dominant_mcm_episode_preview,count,world_count,dominant_world,dominant_effect,rekoppelt_count,offen_count,kippnah_count,rekoppelt_share,offen_share,kippnah_share,avg_duration,max_duration,avg_pressure,avg_alignment,avg_strain,avg_rekopplung,post8_rekopplung,post8_strain,family_contact_state
dio_mcm_episode_0wu57h0,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.406471,0.636109,0.304092,0.582387,0.646983,0.185374,kontaktinsel_duenne_spur
dio_mcm_episode_1h04rtw,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.353239,0.627954,0.253244,0.605112,0.642636,0.187416,kontaktinsel_duenne_spur
dio_mcm_episode_0kvx94a,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.450453,0.543808,0.336078,0.559716,0.655348,0.176338,kontaktinsel_duenne_spur
dio_mcm_episode_0k9qwfn,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.486473,0.660377,0.343016,0.556091,0.659307,0.176682,kontaktinsel_duenne_spur
dio_mcm_episode_1d31lje,1,1,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.394934,0.723818,0.266933,0.602569,0.640408,0.202714,kontaktinsel_duenne_spur
dio_mcm_episode_05wa9za,1,1,SOL_2026_STABLE_5K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.438802,0.690435,0.331053,0.559304,0.64089,0.208375,kontaktinsel_duenne_spur
dio_mcm_episode_1y0vyym,1,1,SOL_2026_STABLE_5K_RECEPTOR,stabil,1,0,0,1.0,0.0,0.0,1.0,1,0.310447,0.672282,0.216184,0.651859,0.646928,0.187278,kontaktinsel_duenne_spur
dio_mcm_episode_0kjqi4m,1,1,SOL_2026_STABLE_5K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.472877,0.622383,0.346777,0.554768,0.643347,0.190481,kontaktinsel_duenne_spur
dio_mcm_episode_01tksjg,1,1,SOL_2026_STABLE_5K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.502629,0.5023,0.36222,0.55114,0.643976,0.198584,kontaktinsel_duenne_spur
dio_mcm_episode_0klxnfb,1,1,SOL_2026_STABLE_5K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.481262,0.751977,0.333572,0.585706,0.65661,0.177517,kontaktinsel_duenne_spur
dio_mcm_episode_1vfs1bz,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,0,1,0,0.0,1.0,0.0,2.0,2,0.457935,0.655695,0.340156,0.570943,0.626684,0.221884,kontaktinsel_duenne_spur
dio_mcm_episode_06ecttu,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,0,1,0,0.0,1.0,0.0,4.0,4,0.483531,0.589276,0.325929,0.578313,0.635614,0.214579,kontaktinsel_duenne_spur
dio_mcm_episode_0wxdilw,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,1.0,1,0.346827,0.563444,0.253194,0.630041,0.615399,0.231533,kontaktinsel_duenne_spur
dio_mcm_episode_1aylh55,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,1.0,1,0.431481,0.489183,0.275422,0.592919,0.625263,0.227823,kontaktinsel_duenne_spur
dio_mcm_episode_08lfu5t,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,1.0,1,0.383071,0.627184,0.231229,0.642901,0.634429,0.215193,kontaktinsel_duenne_spur
dio_mcm_episode_07vx0iw,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,1.0,1,0.317948,0.645,0.233926,0.615535,0.634297,0.203459,kontaktinsel_duenne_spur
dio_mcm_episode_1leh5qu,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,2.0,2,0.464017,0.608227,0.275747,0.600674,0.637704,0.209681,kontaktinsel_duenne_spur
dio_mcm_episode_1cr299p,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,2.0,2,0.436898,0.655607,0.312925,0.581068,0.619586,0.238079,kontaktinsel_duenne_spur
dio_mcm_episode_16qwzjq,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,1.0,1,0.486027,0.612176,0.355384,0.573668,0.624277,0.228224,kontaktinsel_duenne_spur
dio_mcm_episode_0044zlp,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,0,1,0,0.0,1.0,0.0,1.0,1,0.39644,0.552708,0.29724,0.580196,0.633738,0.209404,kontaktinsel_duenne_spur
dio_mcm_episode_13bix6m,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,1.0,1,0.541861,0.481154,0.387888,0.540536,0.638577,0.2026,kontaktinsel_duenne_spur
dio_mcm_episode_122d2cf,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,2.0,2,0.363787,0.692218,0.2461,0.614788,0.623383,0.2295,kontaktinsel_duenne_spur
dio_mcm_episode_0wk5ls1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,0,1,0,0.0,1.0,0.0,1.0,1,0.460064,0.662371,0.334263,0.564767,0.627478,0.223091,kontaktinsel_duenne_spur
dio_mcm_episode_0pmkwjh,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,1.0,1,0.339909,0.739168,0.256758,0.599868,0.635759,0.211372,kontaktinsel_duenne_spur
dio_mcm_episode_0q7j4gf,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,1.0,1,0.323118,0.552161,0.250765,0.620573,0.639507,0.200542,kontaktinsel_duenne_spur
dio_mcm_episode_1aolvg6,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,kippend,0,1,0,0.0,1.0,0.0,7.0,7,0.460182,0.603054,0.303377,0.589112,0.625057,0.226654,kontaktinsel_duenne_spur
dio_mcm_episode_0dbqs19,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,1.0,1,0.522772,0.515651,0.352299,0.549825,0.633327,0.200879,kontaktinsel_duenne_spur
dio_mcm_episode_0y5fm1j,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,1.0,1,0.563455,0.596146,0.350745,0.566006,0.636423,0.200859,kontaktinsel_duenne_spur
dio_mcm_episode_19c781f,1,1,SOL_2024_SIDEWAYS_5K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,1.0,1,0.586534,0.420082,0.410661,0.528986,0.636613,0.207305,kontaktinsel_duenne_spur
dio_mcm_episode_0gp4qwv,1,1,SOL_2025_STRESS_5K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,2.0,2,0.369108,0.664106,0.263531,0.597252,0.636659,0.198671,kontaktinsel_duenne_spur
dio_mcm_episode_023ke8f,1,1,SOL_2025_STRESS_5K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,1.0,1,0.48288,0.517067,0.360263,0.5511,0.636313,0.217802,kontaktinsel_duenne_spur
dio_mcm_episode_16q06uf,1,1,SOL_2025_STRESS_5K_RECEPTOR,gespannt,0,1,0,0.0,1.0,0.0,1.0,1,0.499727,0.659436,0.353847,0.553878,0.624501,0.236938,kontaktinsel_duenne_spur
dio_mcm_episode_0u7zemi,1,1,SOL_2026_STABLE_5K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,1.0,1,0.335631,0.681998,0.279655,0.599142,0.63758,0.198686,kontaktinsel_duenne_spur
dio_mcm_episode_064d84v,1,1,SOL_2026_STABLE_5K_RECEPTOR,tragend_unruhig,0,1,0,0.0,1.0,0.0,3.0,3,0.397896,0.561374,0.276927,0.605395,0.627875,0.212317,kontaktinsel_duenne_spur
